ORF_ID,Resistance_Mechanism,ID,genome
OPB39218.1 hypothetical protein A0O28_0049240 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_002022785
OPB39311.1 hypothetical protein A0O28_0050170 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1386|hsp_num:0,GCA_002022785
OPB39389.1 hypothetical protein A0O28_0050950 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_002022785
OPB39400.1 dihydrofolate reductase [Trichoderma guizhouense],antibiotic target replacement,gnl|BL_ORD_ID|563|hsp_num:0,GCA_002022785
OPB39531.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,GCA_002022785
"OPB39555.1 protein kinase Rim15, response regulator receiver p [Trichoderma guizhouense]",antibiotic efflux,gnl|BL_ORD_ID|425|hsp_num:0,GCA_002022785
OPB39557.1 hypothetical protein A0O28_0052630 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|1336|hsp_num:0,GCA_002022785
OPB39831.1 hypothetical protein A0O28_0096780 [Trichoderma guizhouense],antibiotic target alteration; antibiotic target replacement,gnl|BL_ORD_ID|2406|hsp_num:0,GCA_002022785
OPB39966.1 glycerate dehydrogenase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|165|hsp_num:0,GCA_002022785
OPB40023.1 mitochondrial leucyl-tRNA synthetase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|2112|hsp_num:0,GCA_002022785
OPB40046.1 hydroxyacylglutathione hydrolase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2416|hsp_num:0,GCA_002022785
OPB40064.1 ABC transporter superfamily [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2278|hsp_num:0,GCA_002022785
OPB40074.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1627|hsp_num:0,GCA_002022785
"OPB40088.1 Elongation factor Tu, mitochondrial [Trichoderma guizhouense]",antibiotic target alteration,gnl|BL_ORD_ID|2027|hsp_num:0,GCA_002022785
OPB40128.1 MRP-type ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,GCA_002022785
OPB40287.1 hypothetical protein A0O28_0003660 [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|2560|hsp_num:0,GCA_002022785
OPB40288.1 histidine kinase class IV Fos-1 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_002022785
OPB40291.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|854|hsp_num:0,GCA_002022785
OPB40333.1 MDR multidrug transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|153|hsp_num:0,GCA_002022785
OPB40334.1 beta-lactamase-like protein [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|1975|hsp_num:0,GCA_002022785
OPB40339.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,GCA_002022785
OPB40342.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_002022785
OPB40390.1 beta-lactamase family protein [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2447|hsp_num:0,GCA_002022785
OPB40409.1 UDP-glucose-6-dehydrogenase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|917|hsp_num:0,GCA_002022785
OPB40426.1 N-acetyltransferase of bacterial origin [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|609|hsp_num:0,GCA_002022785
OPB40498.1 hypothetical protein A0O28_0005770 [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|1222|hsp_num:0,GCA_002022785
OPB40540.1 MFS multidrug transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_002022785
OPB40554.1 PDR-type ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,GCA_002022785
OPB40570.1 salicylate hydroxylase [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|2558|hsp_num:0,GCA_002022785
OPB40571.1 hypothetical protein A0O28_0006500 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB40572.1 MFS cycloheximide resistance protein [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,GCA_002022785
OPB40576.1 integral membrane protein/MFS transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2474|hsp_num:0,GCA_002022785
OPB40582.1 FAD monooxygenase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_002022785
OPB40641.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1531|hsp_num:0,GCA_002022785
OPB40656.1 MFS inner membrane transporter yfaV [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB40669.1 hypothetical protein A0O28_0007490 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1948|hsp_num:0,GCA_002022785
OPB40682.1 ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2326|hsp_num:0,GCA_002022785
OPB40683.1 ABC transporter/spermidine/putrescine import ATP-binding protein [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2326|hsp_num:0,GCA_002022785
OPB40694.1 ABC drug exporter AtrF [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,GCA_002022785
OPB40701.1 putative L-asparaginase [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB40711.1 salicylate hydroxylase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2310|hsp_num:0,GCA_002022785
OPB40719.1 hypothetical protein A0O28_0007990 [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|2560|hsp_num:0,GCA_002022785
OPB40726.1 MDR-type ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,GCA_002022785
OPB40737.1 hypothetical protein A0O28_0008170 [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|1823|hsp_num:0,GCA_002022785
OPB40811.1 Zn-dependent beta-lactamase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2187|hsp_num:0,GCA_002022785
OPB40835.1 beta-lactamase class C [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2421|hsp_num:0,GCA_002022785
OPB40917.1 hypothetical protein A0O28_0009980 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_002022785
OPB40920.1 MDR-type ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,GCA_002022785
OPB40926.1 PDR-type ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,GCA_002022785
OPB41034.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|555|hsp_num:0,GCA_002022785
OPB41038.1 MFS transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB41042.1 hypothetical protein A0O28_0107390 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_002022785
OPB41047.1 hypothetical protein A0O28_0107440 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB41109.1 MFS multidrug transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2244|hsp_num:0,GCA_002022785
OPB41122.1 MFS transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB41125.1 MSF transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2553|hsp_num:0,GCA_002022785
OPB41145.1 histidine kinase HHK3 [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|224|hsp_num:0,GCA_002022785
OPB41164.1 D-isomer specific 2-hydroxyacid dehydrogenase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|587|hsp_num:0,GCA_002022785
OPB41186.1 high-affinity glucose transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|580|hsp_num:0,GCA_002022785
OPB41194.1 MFS transporter/cycloheximide resistance protein [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_002022785
OPB41204.1 hypothetical protein A0O28_0079210 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB41206.1 hypothetical protein A0O28_0079230 [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|1630|hsp_num:0,GCA_002022785
OPB41231.1 MFS transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB41249.1 UDP-glucuronosyl and UDP-glucosyl transferase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|120|hsp_num:0,GCA_002022785
OPB41300.1 hypothetical protein A0O28_0080180 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2244|hsp_num:0,GCA_002022785
OPB41315.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|454|hsp_num:0,GCA_002022785
OPB41323.1 ABC metal resistance protein YCF1 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,GCA_002022785
OPB41349.1 MFS transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2244|hsp_num:0,GCA_002022785
OPB41380.1 hypothetical protein A0O28_0080980 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB41407.1 DNA-directed RNA polymerase I subunit RPA2 [Trichoderma guizhouense],antibiotic target alteration; antibiotic target replacement,gnl|BL_ORD_ID|2506|hsp_num:0,GCA_002022785
OPB41420.1 D-isomer specific 2-hydroxyacid dehydrogenase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|587|hsp_num:0,GCA_002022785
OPB41502.1 hypothetical protein A0O28_0082220 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,GCA_002022785
OPB41507.1 MRP-type ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,GCA_002022785
OPB41546.1 hypothetical protein A0O28_0082660 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|1805|hsp_num:0,GCA_002022785
OPB41572.1 WbbJ Acetyltransferase (isoleucine patch superfamily) [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|1123|hsp_num:0,GCA_002022785
OPB41609.1 D-isomer-specific 2-hydroxy acid dehydrogenase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|1630|hsp_num:0,GCA_002022785
OPB41642.1 hypothetical protein A0O28_0083620 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB41693.1 high-affinity glucose transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1531|hsp_num:0,GCA_002022785
OPB41701.1 hypothetical protein A0O28_0102600 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_002022785
OPB41704.1 hypothetical protein A0O28_0102630 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|733|hsp_num:0,GCA_002022785
OPB41769.1 hypothetical protein A0O28_0103290 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|1123|hsp_num:0,GCA_002022785
OPB41786.1 MSF permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB41813.1 hypothetical protein A0O28_0103730 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|336|hsp_num:0,GCA_002022785
OPB41844.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2263|hsp_num:0,GCA_002022785
OPB41848.1 MSF permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_002022785
OPB41851.1 hypothetical protein A0O28_0104110 [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|2556|hsp_num:0,GCA_002022785
OPB41862.1 D-stereospecific peptide hydrolase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|1781|hsp_num:0,GCA_002022785
OPB41875.1 hypothetical protein A0O28_0104350 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB41993.1 translation initiation regulator Gnc20 [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|2123|hsp_num:0,GCA_002022785
OPB42014.1 Phosphoglycerate dehydrogenase and related dehydrogenase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|1697|hsp_num:0,GCA_002022785
OPB42018.1 hypothetical protein A0O28_0031350 [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|2092|hsp_num:0,GCA_002022785
OPB42118.1 hypothetical protein A0O28_0032350 [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|1094|hsp_num:0,GCA_002022785
OPB42157.1 FAD monooxygenase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_002022785
OPB42273.1 MSF permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_002022785
OPB42287.1 MFS multidrug transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_002022785
OPB42293.1 MDR-type ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,GCA_002022785
OPB42368.1 GsfJ [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
"OPB42473.1 Histidine kinase, part of a two-component phosphorelay system involved in signal transduction [Trichoderma guizhouense]",antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_002022785
OPB42524.1 translation elongation factor 3-like protein [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|2123|hsp_num:0,GCA_002022785
OPB42532.1 hypothetical protein A0O28_0036490 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB42551.1 Flavoprotein monooxygenase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_002022785
OPB42560.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB42570.1 hypothetical protein A0O28_0036880 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB42571.1 hypothetical protein A0O28_0036890 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,GCA_002022785
OPB42581.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2244|hsp_num:0,GCA_002022785
"OPB42615.1 dityrosine transporter, required for spore wall synthesis [Trichoderma guizhouense]",antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_002022785
OPB42635.1 D-3-phosphoglycerate dehydrogenase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|165|hsp_num:0,GCA_002022785
OPB42665.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1065|hsp_num:0,GCA_002022785
OPB42668.1 beta-lactamase-like protein [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|1975|hsp_num:0,GCA_002022785
OPB42681.1 hypothetical protein A0O28_0038020 [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|2556|hsp_num:0,GCA_002022785
OPB42702.1 hypothetical protein A0O28_0038230 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB42717.1 MSF permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1980|hsp_num:0,GCA_002022785
OPB42723.1 Major Facilitator Superfamily protein [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB42728.1 alkaline D-peptidase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2420|hsp_num:0,GCA_002022785
OPB42744.1 hypothetical protein A0O28_0038650 [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|1630|hsp_num:0,GCA_002022785
OPB42763.1 ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2326|hsp_num:0,GCA_002022785
OPB42800.1 hypothetical protein A0O28_0084360 [Trichoderma guizhouense],antibiotic efflux; reduced permeability to antibiotic,gnl|BL_ORD_ID|1821|hsp_num:0,GCA_002022785
OPB42804.1 efflux pump antibiotic resistance [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1069|hsp_num:0,GCA_002022785
OPB42829.1 phosphoenolpyruvate synthase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2289|hsp_num:0,GCA_002022785
OPB42840.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|914|hsp_num:0,GCA_002022785
OPB42882.1 hypothetical protein A0O28_0085180 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|854|hsp_num:0,GCA_002022785
OPB42982.1 Translation initiation factor RLI1 [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|114|hsp_num:0,GCA_002022785
OPB42999.1 histidine kinase NIK-1 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_002022785
OPB43177.1 half-sized ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2326|hsp_num:0,GCA_002022785
"OPB43180.1 Leucine--tRNA ligase, cytoplasmic [Trichoderma guizhouense]",antibiotic target alteration,gnl|BL_ORD_ID|2129|hsp_num:0,GCA_002022785
OPB43185.1 putative sugar transport protein STP1 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|580|hsp_num:0,GCA_002022785
"OPB43195.1 histidine kinase class X, HHK1 [Trichoderma guizhouense]",antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,GCA_002022785
OPB43211.1 FAD binding domain-containing protein [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_002022785
OPB43224.1 MDR-type ABC transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,GCA_002022785
OPB43243.1 hypothetical protein A0O28_0111060 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB43258.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2263|hsp_num:0,GCA_002022785
OPB43260.1 hypothetical protein A0O28_0111240 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2310|hsp_num:0,GCA_002022785
OPB43289.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2386|hsp_num:0,GCA_002022785
OPB43301.1 MFS transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB43305.1 Phenol 2-monooxygenase-like protein [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_002022785
OPB43347.1 esterase [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|66|hsp_num:0,GCA_002022785
OPB43362.1 Flavoprotein monooxygenase [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|2108|hsp_num:0,GCA_002022785
OPB43391.1 hypothetical protein A0O28_0105820 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_002022785
OPB43396.1 hypothetical protein A0O28_0105870 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,GCA_002022785
OPB43452.1 hypothetical protein A0O28_0106430 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|733|hsp_num:0,GCA_002022785
OPB43454.1 hypothetical protein A0O28_0106450 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_002022785
OPB43465.1 hypothetical protein A0O28_0106560 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB43466.1 hypothetical protein A0O28_0106570 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB43475.1 hypothetical protein A0O28_0106660 [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|2108|hsp_num:0,GCA_002022785
OPB43480.1 metallo-beta-lactamase family protein [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2159|hsp_num:0,GCA_002022785
OPB43508.1 Isoleucine tRNA synthase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|2112|hsp_num:0,GCA_002022785
OPB43527.1 MFS polyamine transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,GCA_002022785
OPB43535.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,GCA_002022785
OPB43649.1 MSF permease [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|820|hsp_num:0,GCA_002022785
OPB43681.1 hypothetical protein A0O28_0099690 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,GCA_002022785
OPB43691.1 MSF transporter [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,GCA_002022785
OPB43692.1 hypothetical protein A0O28_0099800 [Trichoderma guizhouense],antibiotic target protection,gnl|BL_ORD_ID|810|hsp_num:0,GCA_002022785
OPB43730.1 hypothetical protein A0O28_0020480 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|1981|hsp_num:0,GCA_002022785
"OPB43731.1 ABC transporter,multidrug resistance associated protein [Trichoderma guizhouense]",antibiotic efflux,gnl|BL_ORD_ID|1964|hsp_num:0,GCA_002022785
OPB43750.1 penicillin-binding protein [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2420|hsp_num:0,GCA_002022785
OPB43790.1 hypothetical protein A0O28_0021080 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|187|hsp_num:0,GCA_002022785
"OPB43841.1 allantoate permease, 10 TM domain [Trichoderma guizhouense]",antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB43878.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2271|hsp_num:0,GCA_002022785
OPB43917.1 hypothetical protein A0O28_0022350 [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2244|hsp_num:0,GCA_002022785
OPB43942.1 MFS permease [Trichoderma guizhouense],antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,GCA_002022785
OPB44051.1 hypothetical protein A0O28_0023690 [Trichoderma guizhouense],antibiotic inactivation,gnl|BL_ORD_ID|2416|hsp_num:0,GCA_002022785
OPB44091.1 ribosomal RNA adenine methylase transferase [Trichoderma guizhouense],antibiotic target alteration,gnl|BL_ORD_ID|1050|hsp_num:0,GCA_002022785
