Gene	interpro	PANTHER	MobiDBLite	Pfam	Phobius	TMHMM	GO	PRINTS	Gene3D	SUPERFAMILY	CDD	SMART	ProSitePatterns	ProSiteProfiles	SignalP_GRAM_POSITIVE	PATHWAY	PIRSF	Hamap	Coils	SFLD	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	ProDom
augustus_masked-NODE_13_length_215496_cov_47.709197-processed-gene-1.46-mRNA-1	IPR032800	PTHR31145:SF2;PTHR31145	mobidb-lite	PF14558;PF06011	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	NA	NA	NA	SM01320	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_50_length_122315_cov_15.896888-protein2genome-gene-0.3-mRNA-1	IPR000219	PTHR22826:SF133;PTHR22826	mobidb-lite	PF00564;PF00621;PF06395;PF15411	NA	NA	GO:0005089;GO:0035023;GO:0005515;GO:0005085;GO:0035556	NA	G3DSA:3.10.20.90;G3DSA:2.30.29.30;G3DSA:1.20.900.10	SSF48065;SSF50729;SSF54277	cd00160;cd13246;cd05992	SM00325	PS00741	PS50010;PS51745	NA	Reactome: R-HSA-193648|Reactome: R-HSA-194840|Reactome: R-HSA-416482	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_264_length_26368_cov_42.559201-augustus-gene-0.24-mRNA-1	IPR004837	PTHR12266:SF0;PTHR12266	mobidb-lite	PF01699	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	TMhelix	GO:0016021;GO:0055085	NA	G3DSA:1.20.58.1130;G3DSA:1.20.1420.30	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-425561	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_138_length_61766_cov_48.620695-augustus-gene-0.52-mRNA-1	IPR008721	NA	mobidb-lite	PF05460	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	GO:0003677;GO:0005664;GO:0006260	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_50_length_122315_cov_15.896888-protein2genome-gene-0.7-mRNA-1	IPR036322	PTHR44038;PTHR44038:SF2	mobidb-lite	PF12937;PF00400	NA	NA	GO:0005515	PR00320	G3DSA:1.20.1280.50;G3DSA:2.130.10.10	SSF50978;SSF81383	cd00200	SM00256;SM00320	PS00678	PS50181;PS50294;PS50082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_256992_cov_44.085294-augustus-gene-1.408-mRNA-1	IPR018866	PTHR32031:SF115;PTHR32031	mobidb-lite	PF10497;PF02373	NA	NA	NA	NA	G3DSA:2.60.120.650	SSF51197;SSF53254	NA	SM00558	NA	PS51184	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_330_length_12767_cov_42.437579-snap-gene-0.23-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_224_length_34298_cov_15.094144-protein2genome-gene-0.20-mRNA-1	IPR013941	PTHR28089	mobidb-lite	PF08632	NA	NA	NA	NA	NA	NA	NA	SM01327	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_71_length_101142_cov_47.208474-processed-gene-0.293-mRNA-1	IPR001672	PTHR11469;PTHR11469:SF4	NA	PF00342	NA	NA	GO:0004347;GO:0006094;GO:0006096	PR00662	G3DSA:3.40.50.10490;G3DSA:1.10.1390.10	SSF53697	cd05015;cd05016	NA	PS00765;PS00174	PS51463	NA	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|MetaCyc: PWY-8013|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263	NA	MF_00473	NA	NA	NA	NA	NA	NA
maker-NODE_52_length_119193_cov_47.475442-snap-gene-0.31-mRNA-1	IPR000056	PTHR11749:SF3;PTHR11749	NA	PF00834	NA	NA	GO:0005975;GO:0016857;GO:0004750;GO:0006098;GO:0003824	NA	G3DSA:3.20.20.70	SSF51366	cd00429	NA	PS01086;PS01085	NA	NA	KEGG: 00030+5.1.3.1|KEGG: 00040+5.1.3.1|KEGG: 00710+5.1.3.1|MetaCyc: PWY-1861|MetaCyc: PWY-5723|Reactome: R-HSA-71336	PIRSF001461	NA	NA	NA	NA	NA	NA	NA
maker-NODE_431_length_3445_cov_34.826401-augustus-gene-0.0-mRNA-1	IPR039301	PTHR31315:SF1;PTHR31315	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_152_length_57982_cov_48.783597-processed-gene-0.134-mRNA-1	IPR017927	PTHR43112;PTHR43112:SF5	mobidb-lite	PF00175;PF00970;PF03404;PF00173;PF00174	NA	NA	GO:0016491;GO:0055114;GO:0042128;GO:0030151	PR00407;PR00406	G3DSA:3.40.50.80;G3DSA:3.10.120.10;G3DSA:2.40.30.10;G3DSA:2.60.40.650;G3DSA:3.90.420.10	SSF56524;SSF81296;SSF63380;SSF55856;SSF52343	cd06183	SM01117	NA	PS51384;PS50255	NA	Reactome: R-HSA-1614517	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_58_length_115198_cov_48.740916-augustus-gene-0.52-mRNA-1	IPR008580	PTHR12378;PTHR12378:SF10	mobidb-lite	PF05903	NA	NA	NA	NA	G3DSA:3.90.1720.30	NA	NA	SM01179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_165981_cov_49.966302-snap-gene-0.57-mRNA-1	IPR000814	PTHR10126;PTHR10126:SF20	mobidb-lite	PF00352	NA	NA	GO:0003677;GO:0006352	PR00686	G3DSA:3.30.310.10	SSF55945	cd04516	NA	PS00351	NA	NA	NA	NA	MF_00408	NA	NA	NA	NA	NA	NA
maker-NODE_208_length_38076_cov_15.109858-snap-gene-0.0-mRNA-1	IPR003440	PTHR12741;PTHR12741:SF15	mobidb-lite	PF02364;PF14288	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0000148;GO:0003843;GO:0006075;GO:0016020	NA	NA	NA	NA	SM01205	NA	NA	NA	KEGG: 00500+2.4.1.34|MetaCyc: PWY-6773	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_75_length_99081_cov_44.881773-processed-gene-0.232-mRNA-1	IPR003613	PTHR11071:SF147;PTHR11071	mobidb-lite	PF00160	NA	NA	GO:0004842;GO:0016567;GO:0000413;GO:0003755	PR00153	G3DSA:3.30.40.10;G3DSA:2.40.100.10	SSF50891;SSF57850	cd01923	SM00504	NA	PS51698;PS50072	NA	MetaCyc: PWY-7511	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_113_length_75767_cov_46.020122-processed-gene-0.197-mRNA-1	IPR004843	PTHR11668;PTHR11668:SF391	mobidb-lite	PF00149;PF08321	NA	NA	GO:0016787;GO:0005515;GO:0004721;GO:0006470	PR00114	G3DSA:3.60.21.10;G3DSA:1.25.40.10	SSF56300;SSF48452	cd07417	SM00028;SM00156	PS00125	PS50005;PS50293	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_85_length_90711_cov_46.506613-snap-gene-0.204-mRNA-1	IPR022617	PTHR10562;PTHR10562:SF30	mobidb-lite	PF11976	NA	NA	GO:0005515;GO:0016925	NA	G3DSA:3.10.20.90	SSF54236	cd01763	SM00213	NA	PS50053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_175_length_49549_cov_49.199425-processed-gene-0.89-mRNA-1	IPR036412	PTHR23081:SF0;PTHR23081	mobidb-lite	PF00533;PF03031	NA	NA	GO:0004721;GO:0005634;GO:0008420;GO:0070940	NA	G3DSA:3.40.50.1000;G3DSA:2.40.50.100;G3DSA:3.40.50.10190	SSF56784;SSF52113	cd07521;cd00027	SM00577;SM00292	NA	PS50172;PS50969	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-75955	NA	NA	Coil	NA	TIGR02250	NA	NA	NA
snap_masked-NODE_98_length_85391_cov_52.776365-processed-gene-0.17-mRNA-1	IPR011650	PTHR43808:SF12;PTHR43808	NA	PF07687;PF01546	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	GO:0016787;GO:0006508;GO:0008237	NA	G3DSA:3.30.70.360;G3DSA:3.40.630.10	SSF53187;SSF55031	cd05652	NA	PS00758;PS00759	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_230_length_32487_cov_42.736125-augustus-gene-0.62-mRNA-1	NA	PTHR33048	mobidb-lite	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_187502_cov_46.633025-augustus-gene-0.463-mRNA-1	NA	PTHR37332	mobidb-lite	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_213_length_36710_cov_50.040265-snap-gene-0.32-mRNA-1	IPR001251	PTHR10174:SF162;PTHR10174	mobidb-lite	PF03765;PF00650	NA	NA	NA	NA	G3DSA:3.40.525.10	SSF46938;SSF52087	cd00170	SM00516;SM01100	NA	PS50191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_95_length_87000_cov_47.419532-processed-gene-0.24-mRNA-1	IPR011701	PTHR43791;PTHR43791:SF33	NA	PF07690	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0055085	NA	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_109_length_76433_cov_47.372671-processed-gene-0.141-mRNA-1	IPR005654	PTHR12169;PTHR12169:SF2	mobidb-lite	PF03969	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	GO:0005524	NA	G3DSA:3.40.50.300	SSF52540	cd00009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_219827_cov_45.592399-augustus-gene-1.95-mRNA-1	IPR002364	PTHR43677:SF4;PTHR43677	mobidb-lite	PF00107	NA	NA	GO:0008270;GO:0016491;GO:0055114	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	SSF51735;SSF50129	cd08241	SM00829	PS01162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_40_length_136395_cov_47.017737-processed-gene-0.181-mRNA-1	IPR011016	PTHR13145	mobidb-lite	PF12906	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	GO:0008270	NA	G3DSA:3.30.40.10	SSF57850;SSF81995	cd16702	SM00744	NA	PS51292	NA	MetaCyc: PWY-7511	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_66_length_105285_cov_44.640617-processed-gene-0.58-mRNA-1	IPR029058	PTHR21493;PTHR21493:SF235	NA	PF01764	NA	NA	GO:0006629	NA	G3DSA:3.40.50.1820	SSF53474	cd00519	NA	NA	NA	NA	Reactome: R-HSA-426048	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_358_length_9471_cov_45.407962-snap-gene-0.56-mRNA-1	IPR000941	PTHR11902	NA	PF03952;PF00113	NA	NA	GO:0000015;GO:0000287;GO:0004634;GO:0006096	PR00148	G3DSA:3.30.390.10;G3DSA:3.20.20.120	SSF51604;SSF54826	NA	SM01193;SM01192	NA	NA	NA	KEGG: 00010+4.2.1.11|KEGG: 00680+4.2.1.11|MetaCyc: PWY-1042|MetaCyc: PWY-1622|MetaCyc: PWY-2221|MetaCyc: PWY-5484|MetaCyc: PWY-5723|MetaCyc: PWY-6142|MetaCyc: PWY-6886|MetaCyc: PWY-6901|MetaCyc: PWY-7003|MetaCyc: PWY-7124|MetaCyc: PWY-7218|MetaCyc: PWY-8004	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_117_length_71636_cov_42.516900-snap-gene-0.113-mRNA-1	IPR020846	PTHR11360:SF224;PTHR11360	mobidb-lite	PF07690	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0016021;GO:0055085	NA	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_174_length_50259_cov_50.435231-snap-gene-0.42-mRNA-1	IPR029044	PTHR31121	mobidb-lite	PF01793	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	GO:0000030;GO:0006486;GO:0016020	NA	G3DSA:3.90.550.10	SSF53448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA
augustus_masked-NODE_282_length_23043_cov_48.382615-processed-gene-0.40-mRNA-1	IPR002058	PTHR23092:SF15;PTHR23092	mobidb-lite	PF03828;PF01909	NA	NA	GO:0016779	NA	G3DSA:3.30.460.10;G3DSA:1.10.1410.10	SSF81301;SSF81631	cd05402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_40_length_136395_cov_47.017737-augustus-gene-0.133-mRNA-1	IPR011053	PTHR18866:SF6;PTHR18866	NA	PF02786;PF08326;PF00364;PF01039;PF00289;PF02785	NA	NA	GO:0005524;GO:0046872;GO:0003989;GO:0006633;GO:0016874	NA	G3DSA:2.40.50.100;G3DSA:3.30.470.20;G3DSA:3.40.50.12210;G3DSA:2.40.460.10;G3DSA:3.90.226.10;G3DSA:3.30.1490.20;G3DSA:3.90.1770.10	SSF51230;SSF56059;SSF52096;SSF52440;SSF51246	cd06850	SM00878	PS00866;PS00867;PS00188	PS50980;PS50975;PS50968;PS50989;PS50979	NA	Reactome: R-HSA-196780|Reactome: R-HSA-3371599	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_174_length_50259_cov_50.435231-augustus-gene-0.2-mRNA-1	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA
snap_masked-NODE_129_length_64874_cov_46.989915-processed-gene-0.155-mRNA-1	IPR013332	PTHR43765;PTHR43765:SF2	NA	PF02558;PF08546	NA	NA	GO:0055114;GO:0016491	NA	G3DSA:1.10.1040.10;G3DSA:3.40.50.720	SSF48179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_23_length_181327_cov_50.490110-processed-gene-0.11-mRNA-1	IPR004413	PTHR11659:SF0;PTHR11659	mobidb-lite	PF02637;PF02934	NA	NA	GO:0016884;GO:0003824;GO:0016874	NA	G3DSA:1.10.150.380	SSF55931;SSF89095	NA	SM00845	PS01234	NA	NA	NA	NA	MF_00121	NA	NA	TIGR00133	NA	NA	NA
augustus_masked-NODE_1_length_404280_cov_47.690922-processed-gene-2.231-mRNA-1	IPR001810	NA	NA	PF00646	NA	NA	GO:0005515	NA	NA	SSF81383	NA	SM00256	NA	PS50181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_173_length_50737_cov_42.456906-processed-gene-0.71-mRNA-1	IPR019531	PTHR15460	NA	PF02466	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF013674	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_281_length_23080_cov_40.061866-processed-gene-0.7-mRNA-1	IPR010730	PTHR33112:SF6;PTHR33112	NA	PF06985	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_129_length_64874_cov_46.989915-augustus-gene-0.232-mRNA-1	IPR012988	PTHR11524;PTHR11524:SF16	NA	PF08079;PF00327	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	NA	G3DSA:1.10.15.30;G3DSA:3.30.1390.20	SSF55129	cd01657	NA	NA	NA	NA	NA	NA	NA	Coil	NA	TIGR01310	NA	NA	NA
maker-NODE_155_length_57304_cov_48.479966-snap-gene-0.8-mRNA-1	IPR003807	PTHR34187:SF2;PTHR34187	mobidb-lite	PF02656	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_92_length_87376_cov_24.265264-snap-gene-0.6-mRNA-1	IPR019734	PTHR23082	mobidb-lite	PF13432;PF13181	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0005515;GO:0001004;GO:0006383	NA	G3DSA:1.25.40.10	SSF48452	NA	SM00028	NA	PS50005;PS50293	NA	Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_177_length_49347_cov_47.724441-processed-gene-0.24-mRNA-1	IPR004636	PTHR11986:SF79;PTHR11986	NA	PF00202	NA	NA	GO:0006525;GO:0008483;GO:0030170;GO:0003824	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	SSF53383	cd00610	NA	PS00600	NA	NA	NA	PIRSF000521	MF_01107	NA	NA	TIGR00707	NA	NA	NA
snap_masked-NODE_23_length_181327_cov_50.490110-processed-gene-0.77-mRNA-1	NA	PTHR21494:SF0;PTHR21494	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_13_length_215496_cov_47.709197-processed-gene-1.58-mRNA-1	IPR001915	PTHR22726:SF1;PTHR22726	NA	PF01435	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0004222;GO:0006508	NA	NA	NA	cd07331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_121_length_68883_cov_50.303523-processed-gene-0.22-mRNA-1	IPR008521	PTHR12570:SF5;PTHR12570	mobidb-lite	PF05653	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0015095;GO:0015693;GO:0016021	NA	NA	SSF103481	NA	NA	NA	NA	NA	Reactome: R-HSA-5223345	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_29_length_164962_cov_46.753942-augustus-gene-0.341-mRNA-1	IPR013880	PTHR15858;PTHR15858:SF0	NA	PF08571	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA
maker-NODE_141_length_61473_cov_48.100349-snap-gene-0.10-mRNA-1	IPR039715	PTHR13491	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_31_length_158924_cov_45.864217-processed-gene-0.331-mRNA-1	IPR012340	PTHR23273:SF4;PTHR23273	NA	PF08646;PF16900;PF04057;PF01336	NA	NA	GO:0003677;GO:0005634;GO:0006260;GO:0003676;GO:0006281;GO:0006310	NA	G3DSA:2.40.50.140	SSF50249	cd04475;cd04474;cd04476;cd04477	NA	NA	NA	NA	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174437|Reactome: R-HSA-176187|Reactome: R-HSA-3108214|Reactome: R-HSA-3371453|Reactome: R-HSA-3371511|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-5696395|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6783310|Reactome: R-HSA-6804756|Reactome: R-HSA-68962|Reactome: R-HSA-69166|Reactome: R-HSA-69473|Reactome: R-HSA-912446	NA	NA	NA	NA	TIGR00617	NA	NA	NA
maker-NODE_56_length_116941_cov_48.009665-snap-gene-0.315-mRNA-1	IPR001138	PTHR31944;PTHR31944:SF92	mobidb-lite	NA	NA	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	cd00067	SM00066	NA	PS50048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_57_length_116565_cov_45.321003-augustus-gene-0.318-mRNA-1	IPR001202	PTHR45396	mobidb-lite	PF17907;PF08236;PF00856;PF08711	NA	NA	GO:0005515;GO:0005634;GO:0018024;GO:0005694;GO:0006355;GO:0034968;GO:0006354;GO:0010452;GO:0046975	NA	G3DSA:2.170.270.10;G3DSA:1.10.1740.100;G3DSA:2.20.70.10	SSF82199;SSF47676;SSF51045	cd00201	SM00570;SM00317;SM00456;SM00508	PS01159	PS50020;PS51215;PS51568;PS50280;PS50868	NA	KEGG: 00310+2.1.1.43|Reactome: R-HSA-3214841	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_10_length_227953_cov_50.657541-augustus-gene-0.0-mRNA-1	IPR009081	PTHR43775:SF7;PTHR43775	mobidb-lite	PF00550;PF00107;PF02801;PF00698;PF14765;PF16197;PF00668;PF00109;PF00501;PF08240;PF07993;PF08659	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	GO:0055114;GO:0003824;GO:0016491;GO:0016740;GO:0031177	NA	G3DSA:3.40.50.720;G3DSA:3.40.50.12780;G3DSA:3.10.129.110;G3DSA:3.40.47.10;G3DSA:3.30.300.30;G3DSA:3.90.180.10;G3DSA:3.40.366.10;G3DSA:3.30.559.10;G3DSA:1.10.1200.10;G3DSA:3.30.559.30;G3DSA:3.30.70.3290	SSF52777;SSF56801;SSF52151;SSF55048;SSF51735;SSF53901;SSF47336;SSF50129	cd00833;cd05195;cd05930	SM00822;SM00827;SM00826;SM00829;SM00823;SM00825	PS00606;PS00455	PS50075	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	Coil	NA	TIGR01733	NA	NA	NA
maker-NODE_4_length_256992_cov_44.085294-snap-gene-1.388-mRNA-1	IPR036259	PTHR11654:SF118;PTHR11654	mobidb-lite	PF00854	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0005215;GO:0006857;GO:0016020;GO:0022857;GO:0055085	NA	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	PS01023	NA	NA	Reactome: R-HSA-427975	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_6_length_241765_cov_47.318621-augustus-gene-0.162-mRNA-1	IPR019035	PTHR13992:SF40;PTHR13992	mobidb-lite	PF09497	NA	NA	GO:0003712;GO:0006357;GO:0016592	NA	NA	SSF48371	NA	SM01281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_212_length_37468_cov_44.265392-augustus-gene-0.0-mRNA-1	IPR036259	PTHR24064;PTHR24064:SF235	mobidb-lite	PF00083	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0022857;GO:0055085	NA	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_404280_cov_47.690922-snap-gene-0.12-mRNA-1	IPR013783	NA	mobidb-lite	NA	NA	NA	NA	NA	G3DSA:2.60.40.10	NA	cd02859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_36_length_144801_cov_50.200693-processed-gene-0.1-mRNA-1	IPR005037	PTHR23142	mobidb-lite	PF03371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
