Gene	interpro	SUPERFAMILY	GO	PATHWAY	Gene3D	TIGRFAM	Pfam	MobiDBLite	PIRSF	Hamap	ProSiteProfiles	SMART	PRINTS	Coils	CDD	ProSitePatterns	SFLD
maker-SPDT01000003.1-augustus-gene-28.58-mRNA-1	IPR011008	SSF54909	NA	NA	NA	NA	PF07110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-18.28-mRNA-1	IPR001680	SSF50978;SSF57798	GO:0005515;GO:0005956;GO:0019887	Reactome: R-HSA-1483191|Reactome: R-HSA-201688|Reactome: R-HSA-2514853|Reactome: R-HSA-445144|Reactome: R-HSA-6798695|Reactome: R-HSA-6804756|Reactome: R-HSA-6814122|Reactome: R-HSA-8934903|Reactome: R-HSA-8939243|Reactome: R-HSA-8948751	G3DSA:2.20.25.20;G3DSA:1.10.1820.10	NA	PF01214;PF07064	NA	NA	NA	NA	SM00320;SM01085	PR00472	Coil	NA	PS01101	NA
maker-SPDT01000005.1-snap-gene-40.0-mRNA-1	NA	NA	NA	NA	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000003.1-processed-gene-4.351-mRNA-1	IPR036259	SSF103473;SSF75620	GO:0003747;GO:0006415;GO:0055085	NA	G3DSA:3.30.70.1660;G3DSA:3.30.160.20;G3DSA:1.20.1250.20	NA	PF00472;PF03462;PF07690	NA	NA	NA	PS50850	SM00937	NA	Coil	cd17352	PS00745	NA
maker-SPDT01000005.1-augustus-gene-30.18-mRNA-1	IPR014724	SSF64484	GO:0003899;GO:0003677;GO:0006351;GO:0005634;GO:0032549	Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73863	G3DSA:3.90.1070.20;G3DSA:2.40.50.150;G3DSA:3.90.1800.10;G3DSA:3.90.1110.10;G3DSA:2.40.270.10	NA	PF04561;PF04563;PF04565;PF06883;PF00562;PF04560	NA	NA	NA	NA	NA	NA	NA	cd00653	PS01166	NA
augustus_masked-SPDT01000010.1-processed-gene-13.31-mRNA-1	IPR033661	NA	GO:0004609;GO:0005739;GO:0008654	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	NA	TIGR00163	PF02666	mobidb-lite	NA	MF_03208	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-8.64-mRNA-1	NA	SSF57959	NA	NA	G3DSA:1.20.5.170	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	cd14688	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-23.27-mRNA-1	IPR039261	SSF52343;SSF63380	GO:0016491;GO:0055114	NA	G3DSA:3.40.50.80;G3DSA:2.40.30.10	NA	PF08030;PF08022;PF01794	NA	NA	NA	PS51384	NA	NA	NA	cd06186	NA	SFLDG01169;SFLDG01168;SFLDS00052
augustus_masked-SPDT01000010.1-processed-gene-7.88-mRNA-1	IPR002347	SSF51735	NA	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	NA	NA	NA	PR00081;PR00080	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-31.39-mRNA-1	IPR036108	SSF69618	GO:0004852;GO:0033014	KEGG: 00860+4.2.1.75|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451	G3DSA:3.40.50.10090	NA	PF02602	NA	NA	NA	NA	NA	NA	NA	cd06578	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-6.32-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000008.1-processed-gene-5.206-mRNA-1	NA	SSF56300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000006.1-processed-gene-39.81-mRNA-1	IPR036296	SSF81382;SSF54695	GO:0006511	Reactome: R-HSA-1169091|Reactome: R-HSA-1170546|Reactome: R-HSA-174113|Reactome: R-HSA-180534|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-2122947|Reactome: R-HSA-2565942|Reactome: R-HSA-2644606|Reactome: R-HSA-2644607|Reactome: R-HSA-2871837|Reactome: R-HSA-2894862|Reactome: R-HSA-400253|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5676590|Reactome: R-HSA-5684264|Reactome: R-HSA-68949|Reactome: R-HSA-69231|Reactome: R-HSA-8854050|Reactome: R-HSA-8939902|Reactome: R-HSA-8951664|Reactome: R-HSA-9020702|Reactome: R-HSA-917937|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	G3DSA:3.30.710.10	NA	PF01466;PF03931	NA	PIRSF028729	NA	NA	SM00512	NA	NA	cd18322	NA	NA
maker-SPDT01000004.1-augustus-gene-43.162-mRNA-1	IPR018170	SSF51430	GO:0016491;GO:0055114	NA	G3DSA:3.20.20.100	NA	PF00248	NA	PIRSF000097	NA	NA	NA	PR00069	NA	cd06660	PS00062;PS00063	NA
maker-SPDT01000007.1-snap-gene-14.144-mRNA-1	IPR007219	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	NA	PF04082	mobidb-lite	NA	NA	NA	NA	NA	NA	cd12148	NA	NA
maker-SPDT01000006.1-snap-gene-28.213-mRNA-1	IPR036322	SSF50978	GO:0005515	NA	G3DSA:2.130.10.10	NA	PF00400	mobidb-lite	NA	NA	PS50082;PS50294	SM00320	PR00320	Coil	NA	PS00678	NA
augustus_masked-SPDT01000005.1-processed-gene-16.14-mRNA-1	IPR007130	SSF69593	GO:0016747	NA	NA	NA	PF03982	NA	NA	NA	NA	NA	NA	NA	cd07987	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-9.32-mRNA-1	IPR035952	SSF144091	GO:0004252;GO:0016021	NA	G3DSA:1.20.1540.10	NA	PF01694	mobidb-lite	NA	NA	NA	SM01160	NA	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-1.67-mRNA-1	IPR036259	SSF103473	GO:0016021;GO:0022857;GO:0055085	NA	G3DSA:1.20.1250.20	NA	PF00083	NA	NA	NA	PS50850	NA	NA	NA	cd17364	NA	NA
maker-SPDT01000005.1-augustus-gene-9.184-mRNA-1	IPR006214	NA	NA	NA	NA	NA	PF01027	mobidb-lite	NA	NA	NA	NA	NA	NA	cd10429	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-6.61-mRNA-1	IPR017853	SSF51445	NA	NA	G3DSA:3.20.20.80	NA	PF11790	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-40.289-mRNA-1	IPR004695	NA	GO:0016021;GO:0055085	NA	G3DSA:1.50.10.150	NA	PF03595	NA	NA	NA	NA	NA	NA	NA	cd09318	NA	NA
maker-SPDT01000007.1-snap-gene-19.244-mRNA-1	IPR005828	SSF103473	GO:0016021;GO:0022857;GO:0055085	NA	G3DSA:1.20.1250.20	NA	PF00083	NA	NA	NA	PS50850	NA	NA	NA	cd17356	NA	NA
maker-SPDT01000013.1-augustus-gene-4.9-mRNA-1	IPR000210	SSF54695	GO:0005515	NA	G3DSA:3.30.710.10	NA	PF00651	mobidb-lite	NA	NA	PS50097	SM00225	NA	NA	cd18186	NA	NA
augustus_masked-SPDT01000010.1-processed-gene-15.66-mRNA-1	IPR004045	SSF47616;SSF52833	GO:0005515	NA	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	NA	PF02798;PF14497	NA	NA	NA	PS50404;PS50405	NA	NA	NA	cd03048	NA	SFLDG00358;SFLDG01151
maker-SPDT01000010.1-protein2genome-gene-15.168-mRNA-1	IPR002563	SSF50475	GO:0010181;GO:0048037	NA	G3DSA:2.30.110.10	NA	PF01613	mobidb-lite	NA	NA	NA	SM00903	NA	NA	NA	NA	NA
snap_masked-SPDT01000004.1-processed-gene-37.25-mRNA-1	IPR005683	NA	GO:0005741;GO:0006886	Reactome: R-HSA-1268020|Reactome: R-HSA-5205685	NA	NA	PF04281	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000010.1-snap-gene-1.6-mRNA-1	IPR000727	SSF58038;SSF47661	GO:0016020;GO:0048193;GO:0016192	Reactome: R-HSA-6811440	G3DSA:1.20.58.90;G3DSA:1.20.5.110	NA	PF09177	NA	NA	NA	PS50192	SM00397	NA	Coil	cd15851	NA	NA
maker-SPDT01000005.1-snap-gene-17.62-mRNA-1	IPR002314	SSF55681;SSF52954	GO:0000166;GO:0004812;GO:0005524;GO:0006418	NA	G3DSA:3.30.930.10;G3DSA:3.40.50.800	NA	PF00587;PF03129	NA	NA	NA	PS50862	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-21.190-mRNA-1	IPR010730	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-augustus-gene-33.16-mRNA-1	IPR040693	SSF53448	GO:0003980;GO:0006486	Reactome: R-HSA-901032	G3DSA:3.90.550.10	NA	PF18400;PF18401;PF18404;PF18402;PF06427;PF18403	mobidb-lite	NA	NA	NA	NA	NA	NA	cd06432	NA	NA
snap_masked-SPDT01000006.1-processed-gene-43.21-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000004.1-snap-gene-21.29-mRNA-1	IPR000608	SSF54495		Reactome: R-HSA-983168	G3DSA:3.10.110.10	NA	PF00179	NA	NA	NA	PS50127	SM00212	NA	NA	NA	NA	NA
maker-SPDT01000013.1-augustus-gene-17.25-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-41.197-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-15.47-mRNA-1	IPR031336	NA		Reactome: R-HSA-112382|Reactome: R-HSA-201722|Reactome: R-HSA-5632684|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	G3DSA:3.40.50.11990	NA	PF05179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-37.37-mRNA-1	IPR001926	SSF53686	NA	NA	G3DSA:3.90.1380.10;G3DSA:3.40.50.1100	TIGR00260	PF00291;PF14821	NA	NA	NA	NA	NA	NA	NA	cd01560	NA	NA
maker-SPDT01000003.1-snap-gene-8.198-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-13.36-mRNA-1	IPR000717	SSF46785		Reactome: R-HSA-8951664	G3DSA:1.25.40.570	NA	PF01399;PF10602	NA	NA	NA	PS50250	SM00088;SM00753	NA	NA	NA	NA	NA
maker-SPDT01000004.1-augustus-gene-30.63-mRNA-1	IPR016039	SSF53901	GO:0003824	NA	G3DSA:3.40.47.10	NA	PF02801;PF00109	NA	NA	NA	NA	SM00825	NA	NA	cd00833	NA	NA
maker-SPDT01000006.1-snap-gene-34.204-mRNA-1	IPR003038	NA	GO:0004579;GO:0008250;GO:0016021	Reactome: R-HSA-446203	NA	NA	PF02109	mobidb-lite	PIRSF005588	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-snap-gene-12.266-mRNA-1	IPR017441	SSF56112	GO:0005524;GO:0004672;GO:0006468;GO:0004674	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	PF00069	mobidb-lite	NA	NA	PS51285;PS50011	SM00220	NA	NA	cd05578	PS00107;PS00108	NA
augustus_masked-SPDT01000004.1-processed-gene-11.150-mRNA-1	IPR001619	SSF56815	GO:0006904;GO:0016192	NA	G3DSA:3.90.830.10;G3DSA:3.40.50.1910;G3DSA:3.40.50.2060;G3DSA:1.25.40.60	NA	PF00995	mobidb-lite	PIRSF005715	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-8.249-mRNA-1	IPR006076	SSF51905	GO:0016491;GO:0055114	NA	G3DSA:3.30.9.10;G3DSA:3.50.50.60	NA	PF01266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-48.150-mRNA-1	IPR014001	SSF52540	GO:0004386	NA	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	NA	PF07717;PF00271;PF04408	NA	NA	NA	PS51192;PS51194	SM00487;SM00847;SM00490	NA	NA	cd17980;cd18791	PS00690	NA
augustus_masked-SPDT01000007.1-processed-gene-21.175-mRNA-1	IPR001138	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	G3DSA:4.10.240.10	NA	PF00172;PF04082	mobidb-lite	NA	NA	PS50048	SM00066;SM00906	NA	NA	cd12148;cd00067	PS00463	NA
maker-SPDT01000004.1-augustus-gene-29.257-mRNA-1	IPR001173	SSF53448		Reactome: R-HSA-913709	G3DSA:3.90.550.10	NA	PF13632	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000009.1-processed-gene-0.13-mRNA-1	IPR013260	NA		Reactome: R-HSA-72163	NA	NA	PF08231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000004.1-augustus-gene-20.74-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-augustus-gene-28.227-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-snap-gene-39.229-mRNA-1	IPR001452	SSF50044	GO:0005515	NA	G3DSA:2.30.30.40	NA	PF14604	mobidb-lite	NA	NA	PS50002	SM00326	NA	NA	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-49.250-mRNA-1	IPR013320	SSF49899	GO:0004553;GO:0005975	NA	G3DSA:2.60.120.200	NA	PF00722	NA	NA	NA	PS51762	NA	NA	NA	cd00413	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-36.66-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000006.1-processed-gene-5.34-mRNA-1	IPR002589	SSF52949	NA	NA	G3DSA:3.40.220.10	NA	PF01661	NA	NA	NA	PS51154	SM00506	NA	NA	cd02908	NA	NA
maker-SPDT01000006.1-snap-gene-32.6-mRNA-1	IPR007274	NA	GO:0005375;GO:0016021;GO:0035434	NA	NA	NA	PF04145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000002.1-processed-gene-20.14-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	cd14688	NA	NA
maker-SPDT01000004.1-snap-gene-14.43-mRNA-1	IPR001375	SSF53474;SSF82171	GO:0006508;GO:0008236	NA	G3DSA:3.40.50.1820	NA	PF00326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-30.21-mRNA-1	IPR036409	SSF53639	NA	NA	G3DSA:3.40.225.10	NA	PF00596	NA	NA	NA	NA	SM01007	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-17.25-mRNA-1	IPR029044	SSF53448		KEGG: 00510+2.4.1.117|Reactome: R-HSA-480985	G3DSA:3.90.550.10	NA	PF00535	NA	NA	NA	NA	NA	NA	NA	cd04188	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-30.247-mRNA-1	IPR032710	SSF54427	NA	NA	G3DSA:3.10.450.50	NA	PF14534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000006.1-snap-gene-30.53-mRNA-1	IPR000504	SSF54928	GO:0003676	NA	G3DSA:3.30.70.330	NA	PF00076	mobidb-lite	NA	NA	PS50102	SM00360	NA	NA	cd12669	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-34.33-mRNA-1	IPR013658	SSF63829	NA	NA	G3DSA:2.120.10.30	NA	PF08450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-snap-gene-26.30-mRNA-1	IPR040632	SSF52540	NA	NA	G3DSA:3.40.50.300	NA	PF17784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000003.1-processed-gene-3.19-mRNA-1	IPR033932	SSF51338;SSF51556	GO:0016810	NA	G3DSA:3.20.20.140;G3DSA:3.10.310.70;G3DSA:2.30.40.10	NA	PF07969	NA	NA	NA	NA	NA	NA	NA	cd01300	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-5.188-mRNA-1	IPR000909	SSF49562;SSF51695	GO:0035556;GO:0004435;GO:0006629;GO:0007165;GO:0008081	KEGG: 00562+3.1.4.11|KEGG: 04070+3.1.4.11|MetaCyc: PWY-6351|MetaCyc: PWY-6367|MetaCyc: PWY-7039|MetaCyc: PWY-8052|Reactome: R-HSA-1855204	G3DSA:2.60.40.150;G3DSA:3.20.20.190	NA	PF00388;PF00387	mobidb-lite	NA	NA	PS50008;PS50007	SM00148;SM00149	PR00390	NA	cd00275	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-34.39-mRNA-1	IPR006461	NA	NA	NA	NA	TIGR01571	PF04749	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-augustus-gene-29.3-mRNA-1	IPR016020	SSF46785;SSF48371	GO:0003743;GO:0005852;GO:0006446;GO:0043022;GO:0005737	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	G3DSA:1.25.40.250;G3DSA:1.10.10.10	NA	PF10075	NA	NA	MF_03010	PS50250	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-7.14-mRNA-1	IPR013233	SSF56300	GO:0005789;GO:0006506	Reactome: R-HSA-162710	NA	NA	PF08320	mobidb-lite	NA	NA	NA	SM00780	NA	Coil	cd12148	NA	NA
maker-SPDT01000006.1-snap-gene-20.26-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-24.10-mRNA-1	IPR021833	NA	NA	NA	G3DSA:1.20.5.170	NA	PF11905	mobidb-lite	NA	NA	NA	NA	NA	Coil	cd14688	NA	NA
maker-SPDT01000006.1-snap-gene-10.122-mRNA-1	IPR010905	SSF48208	GO:0003824	NA	G3DSA:1.50.10.10	NA	PF07470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000002.1-processed-gene-33.37-mRNA-1	IPR029759	SSF52833	GO:0004602;GO:0006979;GO:0055114	Reactome: R-HSA-3299685	G3DSA:3.40.30.10	NA	PF00255	NA	PIRSF000303	NA	PS51355	NA	PR01011	NA	cd00340	PS00460;PS00763	NA
augustus_masked-SPDT01000003.1-processed-gene-38.182-mRNA-1	IPR020846	SSF103473	GO:0055085	NA	G3DSA:1.20.1250.20	NA	PF07690	NA	NA	NA	PS50850	NA	NA	NA	cd17333	NA	NA
snap_masked-SPDT01000010.1-processed-gene-5.216-mRNA-1	IPR008030	SSF51735		Reactome: R-HSA-70635	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA	PF05368	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000002.1-processed-gene-29.6-mRNA-1	IPR002110	SSF48403	GO:0005515	NA	G3DSA:1.25.40.20	NA	PF12796	NA	NA	NA	PS50297	SM00248	NA	NA	NA	NA	NA
maker-SPDT01000004.1-snap-gene-5.154-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-1.13-mRNA-1	IPR036322	SSF50978	GO:0005515;GO:0005198;GO:0006886;GO:0016192;GO:0030117	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	G3DSA:2.130.10.10;G3DSA:1.25.40.470	NA	PF00400;PF04053	mobidb-lite	PIRSF005567	NA	PS50082;PS50294	SM00320	PR00320	Coil	cd00200	NA	NA
snap_masked-SPDT01000013.1-processed-gene-3.133-mRNA-1	IPR029063	SSF53335	NA	NA	G3DSA:3.40.50.150	NA	PF13847	NA	NA	NA	NA	NA	NA	NA	cd02440	NA	NA
augustus_masked-SPDT01000003.1-processed-gene-8.186-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-6.183-mRNA-1	IPR005178	NA	NA	NA	NA	NA	PF03619	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-48.1-mRNA-1	IPR004827	SSF57959	GO:0003700;GO:0006355	NA	G3DSA:1.20.5.170	NA	PF00170	mobidb-lite	NA	NA	PS50217	SM00338	NA	Coil	cd14810	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-41.53-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000003.1-processed-gene-38.176-mRNA-1	IPR004177	NA	GO:0046872	NA	NA	NA	PF02862	mobidb-lite	NA	NA	PS51043	SM01127	NA	NA	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-39.200-mRNA-1	NA	SSF57850	NA	NA	G3DSA:1.20.120.1750	NA	NA	mobidb-lite	NA	NA	PS51873	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-39.34-mRNA-1	IPR001611	SSF52058	GO:0005515	NA	G3DSA:3.80.10.10	NA	PF12799;PF13516	mobidb-lite	NA	NA	PS51450	SM00369;SM00365	NA	Coil	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-13.37-mRNA-1	IPR008685	NA	GO:0000278;GO:0000775;GO:0005634	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	PF05859	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-31.41-mRNA-1	IPR012762	NA	GO:0006744;GO:0008289	Reactome: R-HSA-2142789	G3DSA:1.10.357.10	TIGR02396	PF08511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000006.1-augustus-gene-30.46-mRNA-1	IPR032460	NA		Reactome: R-HSA-159231|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-73856|Reactome: R-HSA-77595	G3DSA:1.25.10.10	NA	PF11935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-51.27-mRNA-1	NA	NA	NA	NA	G3DSA:1.10.357.150	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-41.221-mRNA-1	IPR017930	SSF46689	GO:0003677	Reactome: R-HSA-72163	G3DSA:1.10.10.60	NA	PF11831;PF13921	mobidb-lite	NA	NA	PS51294	SM00717	NA	Coil	cd00167;cd11659	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-43.30-mRNA-1	IPR010730	NA	NA	NA	NA	NA	PF06985	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-49.286-mRNA-1	IPR002048	SSF47473	GO:0005509	NA	G3DSA:1.10.238.10	NA	PF13833;PF13405	mobidb-lite	NA	NA	PS50222	SM00054	NA	NA	NA	PS00018	NA
maker-SPDT01000001.1-snap-gene-8.188-mRNA-1	IPR003959	SSF52540	GO:0005524	NA	G3DSA:3.40.50.300	NA	PF00004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000002.1-snap-gene-34.186-mRNA-1	IPR007220	NA	GO:0000808;GO:0005634;GO:0006260	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	NA	PF04084	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000008.1-processed-gene-10.36-mRNA-1	IPR032800	NA	NA	NA	NA	NA	PF06011;PF14558	mobidb-lite	NA	NA	NA	SM01320	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-7.85-mRNA-1	IPR010839	NA	NA	NA	NA	NA	PF07287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000006.1-augustus-gene-12.35-mRNA-1	IPR017986	SSF50978	GO:0005515	NA	G3DSA:2.130.10.10	NA	PF00400	NA	NA	NA	PS50294;PS50082	SM00320	NA	NA	NA	PS00678	NA
maker-SPDT01000005.1-augustus-gene-34.69-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-5.52-mRNA-1	IPR002730	SSF101744	GO:0003723;GO:0004540;GO:0006396;GO:0030677;GO:0008033	Reactome: R-HSA-6784531	G3DSA:2.30.30.210	NA	PF01868	mobidb-lite	PIRSF027081	NA	NA	SM00538	NA	NA	NA	NA	NA
augustus_masked-SPDT01000002.1-processed-gene-5.172-mRNA-1	IPR029068	NA	NA	NA	G3DSA:3.10.180.10	NA	PF13468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-augustus-gene-57.67-mRNA-1	IPR001648	SSF46911	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	G3DSA:4.10.640.10	NA	PF01084	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-27.194-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-4.253-mRNA-1	IPR011701	SSF103473	GO:0055085	NA	G3DSA:1.20.1720.10	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	cd17323	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-17.160-mRNA-1	IPR002293	NA	GO:0016020;GO:0022857;GO:0055085	NA	G3DSA:1.20.1740.10	NA	PF13520	mobidb-lite	PIRSF006060	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000009.1-processed-gene-1.41-mRNA-1	IPR017141	SSF55031;SSF53187	GO:0004181;GO:0016787;GO:0006508;GO:0008237	NA	G3DSA:3.40.630.10	NA	PF01546;PF07687	NA	PIRSF037217	NA	NA	NA	NA	NA	cd05674	PS00758	NA
maker-SPDT01000005.1-augustus-gene-41.8-mRNA-1	IPR031359	NA	NA	NA	NA	NA	PF17100	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
