Gene	interpro	SMART	MobiDBLite	GO	SUPERFAMILY	Gene3D	Pfam	PANTHER	PATHWAY	ProSiteProfiles	CDD	ProSitePatterns	Phobius	TMHMM	PRINTS	Coils	SignalP_EUK	Hamap	PIRSF	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	TIGRFAM	SFLD	ProDom
maker-NODE_69_length_66975_cov_13.959685-snap-gene-0.233-mRNA-1	IPR016024	SM00543	mobidb-lite	GO:0003723;GO:0005515	SSF48371	G3DSA:1.25.40.180	PF02847;PF02854	PTHR18034;PTHR18034:SF4	NA	PS51366	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_237_length_33112_cov_13.325148-snap-gene-0.2-mRNA-1	IPR007594	NA	mobidb-lite	GO:0005319;GO:0006869;GO:0016021	NA	NA	PF04506	PTHR13117	Reactome: R-HSA-446193|Reactome: R-HSA-4570571	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_109_length_52329_cov_12.800084-augustus-gene-0.1-mRNA-1	IPR000594	SM00450	NA	GO:0008641;GO:0002143;GO:0004792;GO:0005829	SSF69572	G3DSA:3.40.250.10;G3DSA:3.40.50.720	PF00899;PF00581	PTHR10953:SF102;PTHR10953	Reactome: R-HSA-947581	PS50206	cd00757	NA	NA	NA	NA	Coil	NA	MF_03049	NA	NA	NA	NA	NA	NA
snap_masked-NODE_24_length_95528_cov_13.636146-processed-gene-0.44-mRNA-1	IPR019325	NA	mobidb-lite	GO:0007034;GO:0030001	NA	NA	PF10176	PTHR13396:SF5;PTHR13396	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_137511_cov_13.139136-processed-gene-0.21-mRNA-1	IPR001412	NA	mobidb-lite	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004825;GO:0006431	SSF57770;SSF47323;SSF52374	G3DSA:3.40.50.620;G3DSA:1.10.730.10;G3DSA:2.20.28.20	PF09334	PTHR11946;PTHR11946:SF86	KEGG: 00450+6.1.1.10|KEGG: 00970+6.1.1.10|Reactome: R-HSA-2408517|Reactome: R-HSA-379716	NA	cd07957;cd00814	PS00178	NA	NA	PR01041	Coil	NA	NA	NA	NA	NA	TIGR00398	NA	NA
maker-NODE_351_length_23824_cov_14.932186-snap-gene-0.62-mRNA-1	IPR021154	NA	mobidb-lite	GO:0001522;GO:0031429;GO:0042254	SSF50447	G3DSA:2.40.10.230	PF04410	PTHR23237;PTHR23237:SF6	Reactome: R-HSA-6790901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD020235
maker-NODE_612_length_11103_cov_13.550838-snap-gene-0.4-mRNA-1	IPR036906	NA	NA	GO:0034220;GO:0015991;GO:0033180;GO:0046961	SSF159468	G3DSA:3.40.50.10580	PF01990	PTHR13861	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF015945	NA	NA	TIGR01101	NA	NA
snap_masked-NODE_283_length_28819_cov_12.041266-processed-gene-0.24-mRNA-1	IPR036250	NA	NA	GO:0016627;GO:0055114;GO:0003995;GO:0050660	SSF47203;SSF56645	G3DSA:2.40.110.10;G3DSA:1.10.540.10;G3DSA:1.20.140.10	PF02770;PF02771;PF00441	PTHR43884;PTHR43884:SF1	NA	NA	cd01158	PS00072;PS00073	NA	NA	NA	NA	NA	NA	PIRSF016578	NA	NA	NA	NA	NA
maker-NODE_117_length_50097_cov_11.371923-snap-gene-0.85-mRNA-1	IPR000904	SM00222	mobidb-lite	GO:0005086;GO:0032012	SSF48425;SSF48371	G3DSA:1.10.220.20;G3DSA:1.10.1000.11	PF01369;PF12783	PTHR45101	NA	PS50190	cd00171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_135386_cov_13.670565-processed-gene-0.365-mRNA-1	IPR001568	NA	NA	GO:0003723;GO:0033897	SSF55895;SSF55729	G3DSA:3.90.730.10;G3DSA:3.40.630.30	PF00583;PF00445	PTHR11240;PTHR11240:SF17	Reactome: R-HSA-6798695	PS51186	cd04301;cd01061	PS00530;PS00531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_47_length_79034_cov_13.049577-augustus-gene-0.167-mRNA-1	IPR014758	NA	NA	GO:0000166;GO:0004825;GO:0005524;GO:0006431;GO:0004812;GO:0006418	SSF47323;SSF55729;SSF52374	G3DSA:3.40.50.620;G3DSA:1.10.730.10;G3DSA:2.170.220.10	PF09334;PF13302	PTHR43326:SF1;PTHR43326	KEGG: 00450+6.1.1.10|KEGG: 00970+6.1.1.10	NA	cd00814	NA	NA	NA	PR01041	NA	NA	NA	NA	NA	NA	TIGR00398	NA	NA
maker-NODE_412_length_19959_cov_13.401422-augustus-gene-0.5-mRNA-1	IPR008271	SM00220	mobidb-lite	GO:0004672;GO:0006468;GO:0004674;GO:0005524	SSF56112	G3DSA:1.10.510.10;G3DSA:1.20.58.280	PF12063;PF00069	PTHR24348;PTHR24348:SF22	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PS50011	cd14009	PS00108;PS00107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_413_length_19870_cov_11.729220-augustus-gene-0.34-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	PTHR10351;PTHR10351:SF51	NA	NA	cd07389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_34_length_89184_cov_12.718270-augustus-gene-0.198-mRNA-1	IPR027417	SM00382	mobidb-lite	GO:0005524;GO:0016887	SSF52540	G3DSA:3.40.50.300	PF00005;PF12848	PTHR19211;PTHR19211:SF58	NA	PS50893	cd00267;cd03221	NA	NA	NA	NA	Coil	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_28_length_92642_cov_12.769562-snap-gene-0.0-mRNA-1	IPR011948	SM00577	mobidb-lite	GO:0016791	SSF56784	G3DSA:3.40.50.1000	PF03031	PTHR12210:SF102;PTHR12210	NA	PS50969	cd07521	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	TIGR02251	NA	NA
maker-NODE_201_length_36175_cov_14.468237-snap-gene-0.49-mRNA-1	IPR036517	SM00441;SM00456	mobidb-lite	GO:0005515;GO:0045292	SSF81698;SSF51045	G3DSA:1.10.10.440;G3DSA:2.20.70.10	PF01846;PF00397	PTHR11864;PTHR11864:SF0	NA	PS51676;PS50020	cd00201	PS01159	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_145_length_44232_cov_13.706564-augustus-gene-0.29-mRNA-1	IPR019734	SM00028	mobidb-lite	GO:0005515	SSF48452	G3DSA:3.40.50.2000;G3DSA:3.40.50.11380;G3DSA:1.25.40.10	PF13181;PF13844	PTHR44998	KEGG: 00514+2.4.1.255|MetaCyc: PWY-7437|Reactome: R-HSA-3214847|Reactome: R-HSA-5689603	PS50005;PS50293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_31_length_91375_cov_13.158524-snap-gene-0.10-mRNA-1	IPR033897	SM00432	mobidb-lite	GO:0000981;GO:0000987;GO:0045944;GO:0003677;GO:0046983	SSF55455	G3DSA:3.40.1810.10	PF00319	PTHR11945:SF221;PTHR11945	Reactome: R-HSA-5663220	PS50066	cd00266	PS00350	NA	NA	PR00404	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_122_length_49258_cov_13.124382-processed-gene-0.29-mRNA-1	IPR017921	SM00184	mobidb-lite	GO:0008270	SSF161245;SSF57850;SSF161219	G3DSA:2.20.28.10;G3DSA:3.30.40.10	PF05495;PF14599;PF13639	PTHR21319:SF0;PTHR21319	Reactome: R-HSA-110320|Reactome: R-HSA-983168	PS51270;PS51266;PS50089	cd16464	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_544_length_13689_cov_11.650494-augustus-gene-0.5-mRNA-1	IPR004182	SM00568;SM00233	mobidb-lite	GO:0016758;GO:0005975;GO:0030259	SSF50729;SSF53756	G3DSA:2.30.29.30;G3DSA:3.40.50.2000	PF02893;PF00201;PF03033;PF00169	PTHR11926;PTHR11926:SF417	Reactome: R-HSA-156588	PS50003	cd03784;cd13216;cd13215	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_45_length_80866_cov_13.692627-processed-gene-0.5-mRNA-1	IPR002048	SM00054	NA	GO:0005509;GO:0022857;GO:0055085	SSF47473;SSF103506	G3DSA:1.10.238.10;G3DSA:1.50.40.10	PF00153;PF13499	PTHR24089:SF13;PTHR24089	NA	PS50222;PS50920	NA	PS00018	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	PR00926	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_714_length_8313_cov_12.145370-processed-gene-0.1-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_36_length_87924_cov_14.182546-processed-gene-0.178-mRNA-1	IPR008220	NA	mobidb-lite	GO:0009058;GO:0016747	SSF53474	NA	PF00561	PTHR42886;PTHR42886:SF6	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	MF_00296	PIRSF000443	NA	NA	TIGR01392	NA	NA
maker-NODE_333_length_24956_cov_9.105401-augustus-gene-0.13-mRNA-1	IPR001138	NA	mobidb-lite	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	PTHR35392;PTHR35392:SF1	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_504_length_15475_cov_14.049453-processed-gene-0.0-mRNA-1	IPR025951	NA	mobidb-lite	NA	NA	G3DSA:2.40.128.580	PF14231;PF14232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_437_length_18595_cov_11.480778-snap-gene-0.27-mRNA-1	IPR029063	NA	NA	GO:0004553;GO:0005975;GO:0008168	SSF53335;SSF49899	G3DSA:2.60.120.200;G3DSA:3.40.50.150	PF00722;PF08241	PTHR38121;PTHR38121:SF4	NA	PS51762	cd00413;cd02440	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
augustus_masked-NODE_538_length_13942_cov_13.589938-processed-gene-0.31-mRNA-1	IPR033181	NA	mobidb-lite	GO:0042407;GO:0061617	NA	NA	PF09769	PTHR28268	Reactome: R-HSA-8949613	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
maker-NODE_387_length_21104_cov_13.827716-augustus-gene-0.12-mRNA-1	IPR002715	SM01407	mobidb-lite	GO:0005854	NA	G3DSA:2.20.70.30;G3DSA:1.10.8.10	PF01849	PTHR21713	NA	PS51151	cd14358	NA	NA	NA	NA	Coil	NA	NA	PIRSF015901	NA	NA	NA	NA	NA
maker-NODE_606_length_11432_cov_13.947634-snap-gene-0.0-mRNA-1	IPR033338	SM01315;SM00787	mobidb-lite	NA	NA	NA	PF15577;PF08317;PF15402	PTHR28260	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_115864_cov_13.627181-snap-gene-0.275-mRNA-1	IPR010754	NA	mobidb-lite	NA	NA	NA	PF07047	PTHR12499;PTHR12499:SF0	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_566_length_12943_cov_12.225811-snap-gene-0.23-mRNA-1	IPR017151	NA	mobidb-lite	GO:0004534;GO:0005634;GO:0006139;GO:0003676;GO:0004527	NA	G3DSA:3.40.50.12390;G3DSA:3.30.110.100	PF03159;PF17846	PTHR12341	Reactome: R-HSA-390471|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	Coil	NA	NA	PIRSF037239	NA	NA	NA	NA	NA
snap_masked-NODE_507_length_15361_cov_10.702508-processed-gene-0.48-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_94_length_58224_cov_13.922612-augustus-gene-0.26-mRNA-1	IPR000504	SM00360;SM01218	mobidb-lite	GO:0003676	SSF54928	G3DSA:3.30.70.330	PF00076	PTHR19965:SF35;PTHR19965	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72187	PS50102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_249_length_31663_cov_12.925292-processed-gene-0.82-mRNA-1	IPR006172	SM00486	mobidb-lite	GO:0000166;GO:0003676;GO:0003887;GO:0001882;GO:0006260;GO:0003677	SSF56672;SSF53098	G3DSA:1.10.287.690;G3DSA:1.10.132.60;G3DSA:1.10.3200.20;G3DSA:3.30.420.10;G3DSA:3.30.70.2820;G3DSA:3.90.1600.10;G3DSA:2.40.50.730;G3DSA:3.90.1600.30	PF08996;PF00136;PF12254;PF03104	PTHR10322;PTHR10322:SF21	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7	NA	cd05776;cd05532	PS00116	NA	NA	PR00106	NA	NA	NA	NA	NA	NA	TIGR00592	NA	NA
augustus_masked-NODE_164_length_40659_cov_13.795520-processed-gene-0.15-mRNA-1	IPR014472	NA	NA	GO:0008654;GO:0016020;GO:0016780	NA	G3DSA:1.20.120.1760	PF01066	PTHR10414;PTHR10414:SF37	NA	NA	NA	PS00379	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	PIRSF015665	NA	NA	NA	NA	NA
maker-NODE_265_length_30298_cov_11.648106-augustus-gene-0.68-mRNA-1	IPR000717	SM00088;SM00753	mobidb-lite	GO:0005852	NA	G3DSA:4.10.860.10;G3DSA:1.25.40.860	PF01399	PTHR14005	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	PS50250	NA	NA	NA	NA	NA	Coil	NA	MF_03000	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_185_length_38646_cov_13.985981-processed-gene-0.136-mRNA-1	IPR015920	SM00665	mobidb-lite	NA	SSF49344	G3DSA:2.60.40.1210	PF16010;PF03188	PTHR23130:SF115;PTHR23130	NA	NA	cd08760;cd09630	NA	TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
maker-NODE_209_length_35694_cov_13.209464-augustus-gene-0.23-mRNA-1	IPR006565	SM00576	mobidb-lite	GO:0046982;GO:0005669	NA	G3DSA:1.10.20.10	PF07524	PTHR12321;PTHR12321:SF95	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_152041_cov_14.124794-processed-gene-0.103-mRNA-1	IPR000195	SM00164	mobidb-lite	NA	SSF47923	G3DSA:1.10.8.270;G3DSA:1.10.472.80	PF00566	PTHR22957;PTHR22957:SF437	NA	PS50086	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_18_length_101582_cov_13.378532-processed-gene-0.147-mRNA-1	IPR039897	NA	mobidb-lite	GO:0015031;GO:0030173	SSF58038	G3DSA:1.20.5.110	NA	PTHR12791;PTHR12791:SF28	Reactome: R-HSA-6807878	PS50192	cd15853	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_659_length_9779_cov_5.325736-protein2genome-gene-0.0-mRNA-1	IPR004327	NA	NA	GO:0019211	SSF140984	G3DSA:1.20.120.1150	PF03095	PTHR10012;PTHR10012:SF3	NA	NA	cd04087	NA	NA	NA	NA	NA	NA	NA	PIRSF016325	NA	NA	NA	NA	NA
maker-NODE_256_length_31391_cov_13.525397-snap-gene-0.46-mRNA-1	IPR033468	NA	mobidb-lite	NA	SSF47616	G3DSA:1.20.1050.10	PF17171;PF17172	PTHR12289;PTHR12289:SF44	NA	NA	cd03193;cd03054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_74_length_66174_cov_12.947734-processed-gene-0.1-mRNA-1	IPR011009	SM01331	mobidb-lite	NA	SSF56112	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PF12330	PTHR24419;PTHR24419:SF18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_50_length_78405_cov_13.514832-augustus-gene-0.47-mRNA-1	IPR007248	NA	NA	GO:0016021	NA	NA	PF04117	PTHR11266:SF50;PTHR11266	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_313_length_26420_cov_13.438292-snap-gene-0.29-mRNA-1	IPR000675	SM01110	mobidb-lite	GO:0016787	SSF53474	G3DSA:3.40.50.1820	PF01083	PTHR33630;PTHR33630:SF1	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
augustus_masked-NODE_194_length_37059_cov_13.706136-processed-gene-0.76-mRNA-1	IPR017986	SM00320	mobidb-lite	GO:0005515;GO:0005634	SSF50978	NA	PF00400;PF08159	PTHR14927	NA	PS50294;PS50082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_580_length_12389_cov_13.177214-snap-gene-0.0-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_159_length_41165_cov_12.041376-processed-gene-0.127-mRNA-1	IPR000589	SM01387	mobidb-lite	GO:0003735;GO:0005622;GO:0005840;GO:0006412	SSF47060	G3DSA:1.10.287.10	PF00312	PTHR23321:SF26;PTHR23321	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	cd00353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD157043
maker-NODE_85_length_61801_cov_13.682978-augustus-gene-0.59-mRNA-1	IPR029063	SM00650	mobidb-lite	GO:0000154;GO:0000179;GO:0008649;GO:0006364	SSF53335	G3DSA:1.10.8.480;G3DSA:3.40.50.150	PF00398	PTHR11727;PTHR11727:SF7	NA	PS51689	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00755	NA	NA
augustus_masked-NODE_41_length_82131_cov_12.159053-processed-gene-0.122-mRNA-1	IPR036259	NA	mobidb-lite	GO:0016021;GO:0055085	SSF103473	NA	PF07690	PTHR21576:SF45;PTHR21576	NA	NA	cd06174	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_30_length_91447_cov_13.464488-snap-gene-0.36-mRNA-1	IPR013087	SM00355	mobidb-lite	GO:0003676	SSF57667	G3DSA:3.30.160.60	NA	PTHR14596;PTHR14596:SF66	NA	PS50157	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_7_length_129899_cov_13.674213-processed-gene-0.58-mRNA-1	IPR024624	NA	mobidb-lite	GO:0010181;GO:0048037	SSF50475	G3DSA:2.30.110.10	PF12766	PTHR28243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_133_length_47037_cov_13.551546-snap-gene-0.6-mRNA-1	IPR010935	SM00968	mobidb-lite	GO:0005515;GO:0005524;GO:0005694;GO:0051276	SSF75553;SSF52540	G3DSA:1.20.1060.20;G3DSA:3.40.50.300;G3DSA:3.30.70.1620	PF06470;PF02463	PTHR43939;PTHR43939:SF1	NA	NA	cd03274	NA	NA	NA	NA	Coil	NA	NA	PIRSF005719	NA	NA	NA	NA	NA
snap_masked-NODE_238_length_32949_cov_14.117848-processed-gene-0.3-mRNA-1	IPR004827	SM00338	mobidb-lite	GO:0003700;GO:0006355	SSF57959;SSF111430	G3DSA:1.20.5.170;G3DSA:1.10.238.100	PF00170;PF08601	PTHR22952:SF267;PTHR22952	NA	PS50217	cd14688	PS00036	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_108_length_52658_cov_13.446098-augustus-gene-0.16-mRNA-1	IPR001680	SM00320	mobidb-lite	GO:0005515;GO:0005198;GO:0016192;GO:0030127;GO:0090114;GO:1904263	SSF50978	G3DSA:2.130.10.10	PF00400;PF12894	PTHR11024;PTHR11024:SF2	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	PS50082;PS50294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_511_length_15036_cov_12.936079-snap-gene-0.23-mRNA-1	IPR017111	SM01291;SM00508;SM00317	mobidb-lite	GO:0018024;GO:0034968;GO:0048188;GO:0005515	SSF82199	G3DSA:3.30.70.330;G3DSA:2.170.270.10	PF00856;PF11764;PF11767	PTHR22884:SF462;PTHR22884	KEGG: 00310+2.1.1.43	PS50280;PS50868;PS51572	NA	NA	NA	NA	NA	Coil	NA	NA	PIRSF037104	NA	NA	NA	NA	NA
augustus_masked-NODE_347_length_24160_cov_12.554321-processed-gene-0.3-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_192_length_37601_cov_13.170278-augustus-gene-0.34-mRNA-1	IPR019559	SM00182;SM00884	mobidb-lite	GO:0006511;GO:0031625	SSF75632;SSF74788;SSF46785	G3DSA:1.20.1310.10;G3DSA:1.10.10.2620;G3DSA:1.10.10.10	PF10557;PF00888	PTHR11932:SF27;PTHR11932	Reactome: R-HSA-8951664	PS50069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_462_length_17436_cov_13.708649-snap-gene-0.9-mRNA-1	IPR027267	SM00326;SM00055	mobidb-lite	GO:0005515;GO:0019915	SSF50044;SSF103657	G3DSA:1.20.1270.60;G3DSA:2.30.30.40	PF00611;PF06775;PF00018	PTHR23065:SF7;PTHR23065	NA	PS51741;PS50002	cd07651;cd00174	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_173_length_39914_cov_12.836856-processed-gene-0.0-mRNA-1	IPR001900	SM00955	mobidb-lite	GO:0003723;GO:0004540	SSF50249	NA	PF00773	PTHR23355;PTHR23355:SF42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_365_length_23279_cov_11.892752-augustus-gene-0.27-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_17_length_102769_cov_13.286968-processed-gene-0.317-mRNA-1	IPR011022	SM01017	mobidb-lite	NA	NA	G3DSA:2.60.40.640	PF00339	PTHR11188:SF84;PTHR11188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_60_length_70154_cov_13.482328-snap-gene-0.7-mRNA-1	IPR012588	SM00341;SM00474	mobidb-lite	GO:0000176;GO:0006396;GO:0003676;GO:0005622;GO:0000166;GO:0003824;GO:0044237;GO:0006139;GO:0008408	SSF47819;SSF53098	G3DSA:3.30.420.500;G3DSA:1.10.150.80	PF08066;PF00570;PF01612	PTHR12124;PTHR12124:SF47	Reactome: R-HSA-6791226	PS50967	cd06147	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_302_length_27279_cov_13.672989-snap-gene-0.5-mRNA-1	IPR002677	NA	NA	GO:0003735;GO:0006412;GO:0015934	SSF57829	NA	PF01783	PTHR21026	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01031	NA	NA
