Gene	interpro	GO	SMART	Pfam	PANTHER	Gene3D	SUPERFAMILY	ProSiteProfiles	MobiDBLite	CDD	Coils	PATHWAY	ProSitePatterns	PIRSF	PRINTS	Phobius	TMHMM	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	TIGRFAM	SFLD	Hamap	ProDom
augustus_masked-NODE_33_length_301127_cov_37.102465-processed-gene-1.26-mRNA-1	IPR005786	GO:0004084;GO:0009081;GO:0003824	NA	PF01063	PTHR11825;PTHR11825:SF44	G3DSA:3.20.10.10;G3DSA:3.30.470.10	SSF56752	NA	NA	cd01557	NA	KEGG: 00270+2.6.1.42|KEGG: 00280+2.6.1.42|KEGG: 00290+2.6.1.42|KEGG: 00770+2.6.1.42|KEGG: 00966+2.6.1.42|MetaCyc: PWY-5057|MetaCyc: PWY-5076|MetaCyc: PWY-5078|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-5108|MetaCyc: PWY-7767|Reactome: R-HSA-70895	PS00770	PIRSF006468	NA	NA	NA	NA	NA	SignalP-TM	TIGR01123	NA	NA	NA
augustus_masked-NODE_51_length_210707_cov_53.433251-processed-gene-1.12-mRNA-1	IPR000467	GO:0003676	NA	PF01585	PTHR23149;PTHR23149:SF19	NA	NA	PS50174	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_54_length_202426_cov_51.611921-augustus-gene-1.6-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468	SM00220	PF00069	PTHR24057;PTHR24057:SF14	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	PS50011	NA	cd14137	NA	Reactome: R-HSA-198323|Reactome: R-HSA-5674400	PS00107;PS00108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_80_length_124950_cov_52.182667-processed-gene-0.5-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_576710_cov_38.331728-augustus-gene-4.10-mRNA-1	IPR004358	GO:0016310;GO:0016772;GO:0000155;GO:0007165;GO:0000160;GO:0006355	SM00091;SM00448;SM00387;SM00388	PF00512;PF00072;PF00989;PF02518	PTHR43719;PTHR43719:SF23	G3DSA:3.40.50.2300;G3DSA:3.30.450.20;G3DSA:1.10.287.130;G3DSA:3.30.565.10	SSF55785;SSF55874;SSF52172;SSF47384	PS50109;PS50112;PS50110	mobidb-lite	cd00075;cd00156;cd00130;cd00082	Coil	Reactome: R-HSA-70895	NA	NA	PR00344	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	TIGR00229	NA	NA	NA
maker-NODE_63_length_171850_cov_25.534145-augustus-gene-0.7-mRNA-1	IPR019798	GO:0030170;GO:0004372;GO:0019264;GO:0035999;GO:0003824	NA	PF00464	PTHR11680;PTHR11680:SF25	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	SSF53383	NA	NA	cd00378	NA	KEGG: 00260+2.1.2.1|KEGG: 00460+2.1.2.1|KEGG: 00630+2.1.2.1|KEGG: 00670+2.1.2.1|KEGG: 00680+2.1.2.1|MetaCyc: PWY-1622|MetaCyc: PWY-181|MetaCyc: PWY-2161|MetaCyc: PWY-2201|MetaCyc: PWY-3661|MetaCyc: PWY-3661-1|MetaCyc: PWY-3841|MetaCyc: PWY-5497|Reactome: R-HSA-196757	PS00096	PIRSF000412	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	MF_00051	NA
maker-NODE_21_length_366562_cov_50.008967-augustus-gene-1.27-mRNA-1	IPR002293	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	PF13520	PTHR11785:SF360;PTHR11785	G3DSA:1.20.1740.10	NA	NA	mobidb-lite	NA	NA	NA	PS00218	PIRSF006060	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_797078_cov_49.968901-augustus-gene-3.43-mRNA-1	IPR008427	NA	SM00747	PF05730	PTHR35607	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NODE_17_length_399465_cov_44.223703-augustus-gene-0.4-mRNA-1	IPR007632		NA	PF04547	PTHR12308:SF51;PTHR12308	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-2672351	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_16_length_404132_cov_53.888514-augustus-gene-2.46-mRNA-1	IPR010585	GO:0003677;GO:0005634;GO:0006302;GO:0006310	NA	PF06632	PTHR42067	G3DSA:1.20.5.370	SSF58022	NA	mobidb-lite	NA	Coil	Reactome: R-HSA-164843|Reactome: R-HSA-3108214|Reactome: R-HSA-5693571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_835251_cov_43.524260-augustus-gene-1.7-mRNA-1	IPR016021	GO:0003723;GO:0005515;GO:0000184	SM00543	PF02854;PF04050	PTHR12839	G3DSA:1.25.40.180	SSF48371	NA	mobidb-lite	NA	Coil	Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_45_length_239225_cov_44.495215-processed-gene-0.22-mRNA-1	IPR007247	GO:0000256;GO:0050385;GO:0004848	NA	PF04115	PTHR21221:SF1;PTHR21221	G3DSA:2.60.120.480	SSF51182	NA	mobidb-lite	NA	NA	KEGG: 00230+4.3.2.3|MetaCyc: PWY-5694|MetaCyc: PWY-5705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_68_length_159811_cov_56.066932-augustus-gene-0.7-mRNA-1	IPR004843	GO:0016787	SM00156	PF00149	PTHR11668:SF242;PTHR11668	G3DSA:3.60.21.10	SSF56300	NA	mobidb-lite	cd07415	Coil	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	PS00125	NA	PR00114	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_45_length_239225_cov_44.495215-augustus-gene-1.34-mRNA-1	IPR030378	GO:0005525	NA	PF08701;PF01926	PTHR11089;PTHR11089:SF30	G3DSA:3.40.50.300;G3DSA:1.10.1580.10	SSF52540	PS51721	mobidb-lite	cd04178	Coil	Reactome: R-HSA-6791226	NA	NA	PR00326	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_44_length_242636_cov_44.232622-processed-gene-0.17-mRNA-1	IPR001248	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0016021	NA	PF02133	PTHR31806;PTHR31806:SF7	G3DSA:1.10.4160.10	NA	NA	mobidb-lite	NA	NA	NA	NA	PIRSF002744	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_59_length_182394_cov_52.306144-augustus-gene-0.25-mRNA-1	IPR013026	GO:0005515;GO:0016787;GO:0004721;GO:0006470	SM00028;SM00156	PF00149;PF08321	PTHR11668;PTHR11668:SF391	G3DSA:3.60.21.10;G3DSA:1.25.40.10	SSF48452;SSF56300	PS50293;PS50005	NA	cd07417	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	PS00125	PIRSF033096	PR00114	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_87_length_113970_cov_55.250046-augustus-gene-0.40-mRNA-1	IPR001660	GO:0005515;GO:0016491	SM00454;SM00233	PF07647	PTHR12844:SF27;PTHR12844	G3DSA:1.10.150.50	SSF50729;SSF47769	PS50003;PS50105	mobidb-lite	cd09535	Coil	Reactome: R-HSA-5662702	PS00498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_14_length_425382_cov_49.164553-augustus-gene-1.21-mRNA-1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	PF00172	PTHR31644:SF2;PTHR31644	G3DSA:4.10.240.10	SSF57701	PS50048	mobidb-lite	cd12148;cd00067	NA	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_40_length_280113_cov_104.521790-augustus-gene-0.10-mRNA-1	IPR029069	GO:0006637;GO:0047617	NA	PF13622	PTHR11066;PTHR11066:SF34	G3DSA:3.10.129.90	SSF54637	NA	mobidb-lite	cd03444	NA	Reactome: R-HSA-193368|Reactome: R-HSA-2046106|Reactome: R-HSA-389887|Reactome: R-HSA-390247|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_81_length_124629_cov_55.594521-augustus-gene-0.57-mRNA-1	IPR008895	GO:0005634;GO:0006338;GO:0006355;GO:0043486	SM00993	PF05764;PF08265	PTHR13275	NA	NA	NA	mobidb-lite	NA	Coil	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_60_length_180888_cov_46.146929-augustus-gene-0.22-mRNA-1	IPR012808	NA	NA	PF09365	PTHR36452	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR02453	NA	NA	NA
maker-NODE_29_length_312352_cov_38.056511-augustus-gene-2.58-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_316251_cov_50.101138-augustus-gene-2.17-mRNA-1	IPR007918	GO:0006506;GO:0016021;GO:0017176	NA	PF05254;PF05024	PTHR21329:SF3;PTHR21329	NA	NA	NA	mobidb-lite	NA	NA	Reactome: R-HSA-6803204	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_102_length_87787_cov_52.620237-augustus-gene-0.9-mRNA-1	IPR007369	GO:0004190;GO:0016021	SM00730	PF04258	PTHR12174;PTHR12174:SF23	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_65_length_163965_cov_47.333183-processed-gene-0.45-mRNA-1	IPR035953	GO:0004553	NA	PF18841;PF17433;PF18783;PF03718	NA	G3DSA:2.60.350.10;G3DSA:2.160.20.10	SSF51126;SSF101596	PS51257	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NODE_95_length_97103_cov_54.011137-augustus-gene-0.6-mRNA-1	IPR036736	GO:0016491;GO:0055114;GO:0016740;GO:0003824;GO:0031177	SM00829;SM00826;SM00827;SM00822;SM00823;SM00825	PF00109;PF00107;PF00698;PF02801;PF14765;PF16197;PF08659	PTHR43775:SF7;PTHR43775	G3DSA:1.10.1200.10;G3DSA:3.40.50.720;G3DSA:3.30.70.3290;G3DSA:3.40.366.10;G3DSA:3.40.47.10;G3DSA:3.90.180.10;G3DSA:3.10.129.110	SSF50129;SSF47336;SSF51735;SSF55048;SSF53901;SSF52151	PS50075	NA	cd00833;cd05274;cd05195	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_74_length_139877_cov_44.141445-augustus-gene-0.8-mRNA-1	IPR020846	GO:0016021;GO:0022857;GO:0055085	NA	PF00083	PTHR24064:SF200;PTHR24064	G3DSA:1.20.1250.20	SSF103473	PS50850	mobidb-lite	cd06174	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_78_length_126863_cov_55.837205-processed-gene-0.37-mRNA-1	IPR032816	GO:0016021	NA	PF09335	PTHR12677:SF24;PTHR12677	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_296247_cov_55.180214-augustus-gene-1.92-mRNA-1	IPR017853	GO:0004557;GO:0005975;GO:0003824	NA	PF02065;PF16875;PF16874	PTHR22762;PTHR22762:SF81	G3DSA:2.60.40.1180;G3DSA:3.20.20.70;G3DSA:2.70.98.60	SSF51445	NA	NA	cd14791	NA	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	NA	PIRSF005536	PR00743	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-noTM	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_60_length_180888_cov_46.146929-processed-gene-0.69-mRNA-1	IPR007568	GO:0016021	NA	PF04479	PTHR31465:SF8;PTHR31465	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_775689_cov_45.339792-augustus-gene-6.60-mRNA-1	IPR036259	GO:0016021;GO:0022857;GO:0055085;GO:0005215;GO:0016020	NA	PF00083	PTHR23500:SF88;PTHR23500	G3DSA:1.20.1250.20	SSF103473	PS50850	mobidb-lite	cd06174	NA	Reactome: R-HSA-189200	PS00217	NA	PR00171	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	TIGR00879	NA	NA	NA
maker-NODE_42_length_268531_cov_43.907632-augustus-gene-1.68-mRNA-1	IPR016135		NA	PF00179	PTHR44255	G3DSA:3.10.110.10	SSF54495	PS50127	mobidb-lite	NA	Coil	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_141_length_46654_cov_38.744256-augustus-gene-0.10-mRNA-1	IPR035979	GO:0003676	SM00360	PF00076	PTHR15241	G3DSA:3.30.70.330	SSF54928	PS50102	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_404132_cov_53.888514-processed-gene-3.52-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004674	NA	PF06293	PTHR12209	G3DSA:1.10.510.10;G3DSA:3.30.200.20	SSF56112	PS50011	NA	NA	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1|Reactome: R-HSA-6782315|Reactome: R-HSA-6804756	PS00109	NA	NA	NA	NA	NA	NA	NA	TIGR03724	NA	NA	NA
augustus_masked-NODE_30_length_306665_cov_46.535001-processed-gene-1.7-mRNA-1	NA	NA	NA	NA	PTHR37919:SF2;PTHR37919	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_82_length_123684_cov_46.464263-processed-gene-0.2-mRNA-1	IPR001672	GO:0004347;GO:0006094;GO:0006096	NA	PF00342	PTHR11469;PTHR11469:SF4	G3DSA:1.10.1390.10;G3DSA:3.40.50.10490	SSF53697	PS51463	NA	cd05016;cd05015	NA	KEGG: 00010+5.3.1.9|KEGG: 00030+5.3.1.9|KEGG: 00500+5.3.1.9|KEGG: 00520+5.3.1.9|MetaCyc: PWY-3801|MetaCyc: PWY-5054|MetaCyc: PWY-5384|MetaCyc: PWY-5514|MetaCyc: PWY-5659|MetaCyc: PWY-6142|MetaCyc: PWY-621|MetaCyc: PWY-622|MetaCyc: PWY-6981|MetaCyc: PWY-6992|MetaCyc: PWY-7238|MetaCyc: PWY-7347|MetaCyc: PWY-7385|MetaCyc: PWY-8013|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-70171|Reactome: R-HSA-70263	PS00765;PS00174	NA	PR00662	NA	NA	NA	NA	NA	NA	NA	MF_00473	NA
maker-NODE_13_length_438591_cov_42.476801-augustus-gene-2.43-mRNA-1	IPR001494	GO:0006886;GO:0008536	SM00913	PF03810	PTHR10997:SF9;PTHR10997	G3DSA:1.25.10.10	SSF48371	PS50166	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_133_length_54782_cov_41.198390-augustus-gene-0.18-mRNA-1	IPR020846	GO:0016021;GO:0022857;GO:0055085	NA	PF00083	PTHR23508:SF10;PTHR23508	G3DSA:1.20.1250.20	SSF103473	PS50850	NA	cd06174	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_71_length_154026_cov_47.492362-processed-gene-0.9-mRNA-1	IPR002668	GO:0005337;GO:0016020;GO:1901642	NA	PF01773;PF07662	PTHR10590:SF4;PTHR10590	NA	NA	NA	mobidb-lite	NA	NA	Reactome: R-HSA-83936	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_41_length_270935_cov_45.967634-augustus-gene-1.70-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_33_length_301127_cov_37.102465-augustus-gene-1.1-mRNA-1	IPR023214	GO:0005388;GO:0005524;GO:0016020;GO:0070588;GO:0016021;GO:0000166	NA	PF13246;PF08282;PF00690;PF00122;PF00689	PTHR24093;PTHR24093:SF346	G3DSA:3.40.50.1000;G3DSA:1.20.1110.10;G3DSA:3.40.1110.10;G3DSA:2.70.150.10	SSF81653;SSF81665;SSF56784;SSF81660	NA	mobidb-lite	cd02081	Coil	Reactome: R-HSA-936837	PS00154	NA	PR00119;PR00121	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	TIGR01517;TIGR01494	SFLDG00002;SFLDF00027	NA	NA
augustus_masked-NODE_79_length_125234_cov_24.516230-processed-gene-0.9-mRNA-1	IPR004835	GO:0016758;GO:0004100;GO:0006031	NA	PF08407;PF01644	PTHR22914;PTHR22914:SF38	NA	NA	NA	mobidb-lite	cd04190	NA	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	PD002998
maker-NODE_49_length_216042_cov_48.775903-augustus-gene-1.54-mRNA-1	IPR002468	GO:0004177;GO:0006508;GO:0008235	NA	PF00557	PTHR10804;PTHR10804:SF9	G3DSA:1.10.10.10;G3DSA:3.90.230.10	SSF55920;SSF46785	NA	mobidb-lite	cd01088	NA	MetaCyc: PWY-7799|MetaCyc: PWY-7800|Reactome: R-HSA-2514859	PS01202	NA	PR00599	NA	NA	NA	NA	NA	TIGR00501	NA	MF_03175	NA
maker-NODE_19_length_388427_cov_45.172902-augustus-gene-2.10-mRNA-1	IPR013633	GO:0005515	NA	PF08424	PTHR13471	G3DSA:1.25.40.10	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_37_length_287461_cov_47.991787-processed-gene-0.24-mRNA-1	IPR000261	GO:0005515	SM00027	NA	PTHR11216;PTHR11216:SF81	NA	SSF47473	PS50031	mobidb-lite	cd00052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_835251_cov_43.524260-processed-gene-2.11-mRNA-1	IPR001163	GO:0000398;GO:0000956;GO:0006396	SM00651	PF01423	PTHR23338:SF16;PTHR23338	G3DSA:2.30.30.100	SSF50182	NA	mobidb-lite	cd01723	NA	Reactome: R-HSA-430039|Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_14_length_425382_cov_49.164553-processed-gene-0.11-mRNA-1	IPR014044	GO:0005576	SM00198	PF00188	PTHR10334:SF312;PTHR10334	G3DSA:3.40.33.10	SSF55797	NA	NA	cd05384	NA	NA	PS01009	NA	PR00837	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	SignalP-TM	SignalP-TM	SignalP-TM	NA	NA	NA	NA
maker-NODE_68_length_159811_cov_56.066932-augustus-gene-0.11-mRNA-1	IPR036890	GO:0003677;GO:0003918;GO:0005524;GO:0006259;GO:0006265	SM00434;SM00433	PF01751;PF00204;PF02518;PF00521;PF16898	PTHR10169;PTHR10169:SF38	G3DSA:3.90.199.10;G3DSA:3.30.230.10;G3DSA:3.30.1360.40;G3DSA:1.10.268.10;G3DSA:3.30.565.10;G3DSA:3.40.50.670;G3DSA:3.30.1490.30	SSF55874;SSF54211;SSF56719	PS50880	mobidb-lite	cd03365;cd00075;cd03481;cd00187	Coil	Reactome: R-HSA-4615885	PS00177	NA	PR00418;PR01158	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_72_length_143145_cov_39.756059-augustus-gene-0.52-mRNA-1	IPR001623	GO:0003676;GO:0008270	SM00271;SM00451	PF00226;PF12171	PTHR44029	G3DSA:1.10.287.110;G3DSA:3.30.160.60	SSF46565;SSF57667	PS50157;PS50076	mobidb-lite	cd06257	NA	NA	PS00636;PS00028	NA	PR00625	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_592919_cov_50.166630-augustus-gene-1.36-mRNA-1	IPR003923	GO:0005634;GO:0006352	NA	PF03540	PTHR21242	NA	NA	NA	mobidb-lite	cd07982	NA	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-3214847|Reactome: R-HSA-5689880|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	PIRSF017246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_775689_cov_45.339792-augustus-gene-6.53-mRNA-1	IPR026030	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	NA	PF02133	PTHR31806:SF5;PTHR31806	G3DSA:1.10.4160.10	NA	NA	NA	NA	NA	NA	NA	PIRSF002744	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_45_length_239225_cov_44.495215-processed-gene-1.10-mRNA-1	IPR001757	GO:0016021;GO:0000166;GO:0005388;GO:0005524;GO:0016020;GO:0070588	NA	PF00690;PF00689;PF00122;PF13246	PTHR24093;PTHR24093:SF346	G3DSA:3.40.1110.10;G3DSA:1.20.1110.10;G3DSA:3.40.50.1000;G3DSA:2.70.150.10	SSF81653;SSF56784;SSF81665;SSF81660	NA	mobidb-lite	cd02081	NA	Reactome: R-HSA-936837	PS00154	NA	PR00119	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	TIGR01494;TIGR01517	SFLDF00027;SFLDS00003	NA	NA
maker-NODE_7_length_592919_cov_50.166630-augustus-gene-2.36-mRNA-1	IPR029033	NA	SM00855	PF00300	PTHR43387:SF5;PTHR43387	G3DSA:3.40.50.1240	SSF53254	PS51257	NA	cd07067	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_10_length_533797_cov_51.760206-processed-gene-4.32-mRNA-1	IPR012349	GO:0048037	NA	NA	PTHR39336:SF1;PTHR39336	G3DSA:2.30.110.10	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_15_length_422333_cov_46.772682-processed-gene-1.7-mRNA-1	IPR005829	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857;GO:0005975;GO:0016853;GO:0030246;GO:0003824	NA	PF01263;PF00083	PTHR23500;PTHR23500:SF9	G3DSA:1.20.1250.20;G3DSA:2.70.98.10	SSF74650;SSF103473	PS50850	NA	cd06174;cd09020	NA	Reactome: R-HSA-189200	PS00216	NA	PR00171	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	TIGR00879	NA	NA	NA
augustus_masked-NODE_47_length_229964_cov_56.757006-processed-gene-1.65-mRNA-1	IPR000782	NA	SM00554	PF02469	PTHR10900	G3DSA:2.30.180.10	SSF82153	PS50213;PS51257	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
