Gene	Phobius	MobiDBLite	TMHMM	PRINTS	SFLD	PANTHER	interpro	GO	PATHWAY	TIGRFAM	ProSitePatterns	Gene3D	SUPERFAMILY	Pfam	CDD	SMART	ProSiteProfiles	Hamap	SignalP_EUK	SignalP_GRAM_POSITIVE	Coils	PIRSF	SignalP_GRAM_NEGATIVE	ProDom
maker-NODE_21_length_253343_cov_59.136358-augustus-gene-1.61-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR10758;PTHR10758:SF2	IPR000717	GO:0030234;GO:0000502;GO:0042176	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	G3DSA:1.25.40.570	SSF46785	PF01399;PF08375	NA	SM00088;SM00753	PS50250	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_67_length_147136_cov_60.842554-augustus-gene-0.51-mRNA-1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	PTHR11559	IPR019819	NA	NA	NA	PS00941	G3DSA:3.40.50.1820	SSF53474	PF00135	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	SignalP-noTM	NA
maker-NODE_28_length_214489_cov_61.086685-augustus-gene-0.46-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	TMhelix	NA	NA	PTHR10342;PTHR10342:SF247	IPR017849	GO:0003824;GO:0008484	NA	NA	NA	G3DSA:3.40.720.10	SSF53649	PF00884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_23_length_227044_cov_60.670871-processed-gene-1.1-mRNA-1	NA	NA	NA	NA	NA	PTHR12143:SF25;PTHR12143	IPR008928	GO:0003824;GO:0030246	NA	TIGR01180	NA	G3DSA:1.20.1610.10;G3DSA:2.70.98.10;G3DSA:1.20.1050.60;G3DSA:3.30.2080.10	SSF48208	PF17678;PF07971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_115_length_99864_cov_61.118522-augustus-gene-0.11-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR10404:SF46;PTHR10404	IPR007365	NA	NA	NA	NA	G3DSA:1.20.930.40;G3DSA:3.50.30.30;G3DSA:3.40.630.10	SSF53187;SSF47672;SSF52025	PF04253;PF04389;PF02225	cd02121;cd03874	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_184_length_54030_cov_60.304658-augustus-gene-0.9-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR22950:SF20;PTHR22950	IPR013057	NA	NA	NA	NA	NA	NA	PF01490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_68_length_147126_cov_63.765060-augustus-gene-0.8-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR35371	IPR023352	NA	NA	NA	NA	G3DSA:1.20.120.550	SSF161084	PF01124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_255739_cov_51.913670-augustus-gene-1.13-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR23101	IPR003892	GO:0005515	Reactome: R-HSA-8876198	NA	NA	G3DSA:1.10.8.10;G3DSA:1.10.246.120;G3DSA:1.20.1050.80	SSF109993;SSF46934	PF02845;PF18151;PF02204	cd14369	SM00546;SM00167	PS51140;PS51205	NA	NA	NA	NA	NA	NA	NA
maker-NODE_21_length_253343_cov_59.136358-augustus-gene-1.54-mRNA-1	NA	mobidb-lite	NA	PR01042	NA	PTHR22594;PTHR22594:SF34	IPR006195	GO:0000166;GO:0004812;GO:0005524;GO:0006418	NA	NA	NA	G3DSA:2.40.50.140	SSF50249;SSF55681	PF00152	cd04318;cd00776	NA	PS50862	NA	NA	NA	NA	NA	NA	NA
maker-NODE_66_length_147406_cov_59.785699-augustus-gene-0.44-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR34187;PTHR34187:SF3	IPR003807	NA	NA	NA	NA	NA	NA	PF02656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_68_length_147126_cov_63.765060-augustus-gene-0.6-mRNA-1	NA	NA	NA	PR00141	NA	PTHR11599:SF63;PTHR11599	IPR001353	GO:0004298;GO:0005839;GO:0051603;GO:0004175	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	PS00854	G3DSA:3.60.20.10	SSF56235	PF00227	cd03761	NA	PS51476	NA	NA	NA	NA	NA	NA	NA
maker-NODE_20_length_254254_cov_58.988368-augustus-gene-1.58-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR13018;PTHR13018:SF5	IPR027815	GO:0016020	NA	NA	NA	NA	NA	PF14703;PF02714;PF13967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_135_length_84386_cov_57.841251-augustus-gene-0.7-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR23148	IPR036483	GO:0006397	NA	NA	NA	G3DSA:1.20.1390.10	SSF101233	PF01480	NA	SM00311	PS51025	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_8_length_366918_cov_58.761630-processed-gene-1.15-mRNA-1	NA	NA	NA	NA	NA	PTHR13152	IPR004598	GO:0000439;GO:0001671;GO:0006289	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075	TIGR00625	NA	G3DSA:3.30.70.2610	NA	PF18307;PF03849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_189_length_52511_cov_58.266131-augustus-gene-0.3-mRNA-1	NA	NA	NA	NA	NA	PTHR10535	IPR014381	GO:0003677;GO:0003899;GO:0006351;GO:0005634	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-1834949|Reactome: R-HSA-203927|Reactome: R-HSA-427413|Reactome: R-HSA-452723|Reactome: R-HSA-5250924|Reactome: R-HSA-5578749|Reactome: R-HSA-5601884|Reactome: R-HSA-5617472|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73780|Reactome: R-HSA-73863|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	G3DSA:3.40.1340.10;G3DSA:3.90.940.20	SSF55287;SSF53036	PF01191;PF03871	NA	NA	NA	MF_00025	NA	NA	NA	PIRSF000747	NA	PD005155
augustus_masked-NODE_75_length_134816_cov_61.283921-processed-gene-0.47-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR23514:SF3;PTHR23514	IPR036259	NA	NA	NA	NA	G3DSA:1.20.1250.20	SSF103473	NA	cd06174	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_587648_cov_59.069856-augustus-gene-3.2-mRNA-1	SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	TMhelix	PR00792	NA	PTHR13683;PTHR13683:SF326	IPR021109	GO:0004190;GO:0006508	NA	NA	PS00141	G3DSA:2.40.70.10	SSF50630	PF00026	NA	NA	PS51767	NA	SignalP-noTM	SignalP-TM	NA	NA	SignalP-noTM	NA
augustus_masked-NODE_55_length_165849_cov_59.272752-processed-gene-0.5-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR43840;PTHR43840:SF12	IPR027469	GO:0006812;GO:0008324;GO:0016021;GO:0055085	Reactome: R-HSA-435368	TIGR01297	NA	G3DSA:1.20.1510.10;G3DSA:3.30.70.1350	SSF161111;SSF160240	PF16916;PF01545	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_30_length_201833_cov_57.581872-processed-gene-0.12-mRNA-1	NA	mobidb-lite	NA	PR00503	NA	PTHR22880:SF225;PTHR22880	IPR001487	GO:0005515	NA	NA	NA	G3DSA:1.20.920.10;G3DSA:1.20.1270.220	SSF47370	PF00439;PF17035	cd04369	SM00297	PS50014;PS51525	NA	NA	NA	NA	NA	NA	NA
maker-NODE_106_length_107985_cov_52.669584-augustus-gene-0.5-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR13243	IPR019002	NA	NA	NA	NA	NA	NA	PF09420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_12_length_293523_cov_59.929413-augustus-gene-0.32-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR24089:SF452;PTHR24089	IPR018108	GO:0022857	NA	NA	NA	G3DSA:1.50.40.10	SSF103506	PF00153	NA	NA	PS50920	NA	NA	NA	NA	NA	NA	NA
maker-NODE_30_length_201833_cov_57.581872-augustus-gene-0.0-mRNA-1	NA	NA	NA	PR00449	NA	PTHR24072:SF181;PTHR24072	IPR003578	GO:0005525;GO:0005622;GO:0007264;GO:0003924	Reactome: R-HSA-194840	TIGR00231	NA	G3DSA:3.40.50.300	SSF52540	PF00071	cd01870	SM00173;SM00174;SM00176;SM00175	PS51420	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_127_length_88020_cov_54.530816-processed-gene-0.16-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR15039:SF11;PTHR15039	IPR009914	GO:0019348;GO:0030176;GO:0030234	Reactome: R-HSA-162699|Reactome: R-HSA-162710|Reactome: R-HSA-4719377	NA	NA	NA	NA	PF07297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_390667_cov_62.570321-augustus-gene-0.23-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	PR00171	NA	PTHR23500;PTHR23500:SF117	IPR020846	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	Reactome: R-HSA-189200	TIGR00879	PS00217	G3DSA:1.20.1250.20	SSF103473	PF00083	cd06174	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_293523_cov_59.929413-processed-gene-1.69-mRNA-1	TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	TMhelix	NA	NA	PTHR33048;PTHR33048:SF63	IPR008427	NA	NA	NA	NA	NA	NA	PF05730	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	SignalP-noTM	NA
maker-NODE_65_length_148125_cov_52.245044-augustus-gene-0.40-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR13948:SF3;PTHR13948	IPR001876	GO:0003676	NA	NA	PS01358;PS00028	G3DSA:4.10.1060.10;G3DSA:3.30.70.330	SSF54928	PF01585	NA	SM00443	PS50199;PS50174	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_174_length_58275_cov_53.365000-processed-gene-0.3-mRNA-1	SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	mobidb-lite	TMhelix	NA	NA	PTHR10286;PTHR10286:SF3	IPR008162	GO:0000287;GO:0004427;GO:0005737;GO:0006796	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807|Reactome: R-HSA-71737	NA	PS00387	G3DSA:3.90.80.10	SSF50324	PF00719	cd00412	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_27_length_216459_cov_59.245156-augustus-gene-1.13-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR13856:SF94;PTHR13856	IPR008942	GO:0006886;GO:0005622;GO:0016192	NA	NA	NA	G3DSA:1.25.40.90;G3DSA:1.20.5.170;G3DSA:1.20.58.160;G3DSA:2.60.40.1230	SSF89009;SSF48464;SSF49348	PF00790;PF18308;PF02883;PF03127	cd14235;cd03561	SM00288;SM00809	PS50909;PS50180;PS50179	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_58_length_160627_cov_62.950766-augustus-gene-0.0-mRNA-1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	NA	NA	NA	PTHR12112;PTHR12112:SF22	IPR038763	GO:0005737;GO:0016462	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807	NA	NA	G3DSA:3.90.1640.10;G3DSA:3.10.310.20	SSF64182	PF01368;PF02833	NA	SM01131	NA	NA	NA	SignalP-TM	NA	NA	SignalP-noTM	NA
maker-NODE_58_length_160627_cov_62.950766-augustus-gene-0.27-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR40466	IPR039965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD968187
maker-NODE_158_length_66947_cov_57.888491-augustus-gene-0.23-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR10774:SF157;PTHR10774	IPR000008	GO:0008289;GO:0061817	NA	NA	NA	G3DSA:2.60.40.150	SSF49562	PF00168	cd04041;cd04052	SM00239	PS51847;PS50004	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_56_length_162895_cov_51.533170-processed-gene-0.32-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR24093:SF373;PTHR24093	IPR023298	GO:0016021	Reactome: R-HSA-936837	TIGR01494	NA	NA	SSF81665;SSF56784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_19_length_255739_cov_51.913670-processed-gene-0.12-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR42023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_1_length_587648_cov_59.069856-augustus-gene-4.56-mRNA-1	TRANSMEMBRANE;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	mobidb-lite	TMhelix	NA	NA	PTHR12608:SF1;PTHR12608	IPR001727	NA	NA	NA	PS01214	NA	NA	PF01169	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	Coil	NA	SignalP-noTM	NA
maker-NODE_37_length_197750_cov_33.931511-augustus-gene-0.7-mRNA-1	NA	mobidb-lite	NA	PR00320	NA	PTHR19868:SF0;PTHR19868	IPR020472	GO:0005515;GO:0046982	Reactome: R-HSA-6807505	NA	PS00678	G3DSA:1.10.20.10;G3DSA:2.130.10.10	SSF50978	PF07524;PF00400;PF10406	cd00200;cd08049	SM00320	PS50082;PS50294	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_93_length_116955_cov_59.419060-processed-gene-0.3-mRNA-1	NA	NA	NA	NA	NA	PTHR10285:SF81;PTHR10285	IPR008824	GO:0006281;GO:0006310;GO:0009378	NA	NA	NA	G3DSA:3.40.50.300	SSF52540	PF05496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_104_length_109618_cov_58.740737-augustus-gene-0.29-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR21032:SF2;PTHR21032	IPR013087	GO:0003676	Reactome: R-HSA-6807505|Reactome: R-HSA-72163	NA	PS00028	NA	NA	PF12066;PF13821;PF04959	NA	SM01173	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_34_length_199252_cov_55.539500-processed-gene-0.41-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR43791;PTHR43791:SF59	IPR036259	GO:0016021;GO:0055085	NA	NA	NA	G3DSA:1.20.1250.20	SSF103473	PF07690	cd06174	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
maker-NODE_131_length_86898_cov_56.193094-augustus-gene-0.24-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR31011	IPR038919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_102_length_112157_cov_60.062573-augustus-gene-0.12-mRNA-1	NA	mobidb-lite	NA	PR00320	NA	PTHR19855:SF11;PTHR19855	IPR036322	GO:0005515;GO:0042254	Reactome: R-HSA-6791226	NA	PS00678	G3DSA:2.130.10.10	SSF50978	PF08154;PF00400	cd00200	SM00320	PS50082;PS50294	MF_03029	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_433942_cov_61.033279-processed-gene-0.13-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12858;PTHR12858:SF2	IPR007034	GO:0042254;GO:0005634	Reactome: R-HSA-6791226	NA	NA	G3DSA:3.40.50.300	SSF52540	PF04950;PF08142	NA	SM01362;SM00785	PS51714	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_13_length_287653_cov_58.138346-augustus-gene-0.19-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR11685;PTHR11685:SF217	IPR002867	GO:0005515;GO:0003676;GO:0004842;GO:0016567	NA	NA	PS00518;PS00028	G3DSA:3.30.40.10;G3DSA:1.20.120.1750	SSF54495;SSF57850	PF01485;PF05773	NA	SM00647	PS50089;PS50908	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_93_length_116955_cov_59.419060-augustus-gene-0.42-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_201_length_44095_cov_56.385053-processed-gene-0.0-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR23501:SF43;PTHR23501	IPR011701	GO:0016021;GO:0055085	NA	NA	NA	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	SSF103473	PF07690	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_214_length_35166_cov_63.145324-augustus-gene-0.6-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12774	IPR006708	GO:0005777	Reactome: R-HSA-1369062	NA	NA	G3DSA:1.20.120.900	NA	PF04614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_49_length_172268_cov_55.373148-augustus-gene-0.69-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	mobidb-lite	NA	NA	NA	PTHR11042;PTHR11042:SF134	IPR011009	GO:0004672;GO:0006468;GO:0005524	NA	NA	PS00108	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	PF00069	NA	SM00220	PS50011	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_303896_cov_59.741215-processed-gene-2.26-mRNA-1	NA	NA	NA	NA	NA	PTHR14741	IPR019012	GO:0001510;GO:0008168;GO:0009452	Reactome: R-HSA-1368082|Reactome: R-HSA-1368108|Reactome: R-HSA-191859|Reactome: R-HSA-1989781|Reactome: R-HSA-2151201|Reactome: R-HSA-2426168|Reactome: R-HSA-381340|Reactome: R-HSA-400206|Reactome: R-HSA-400253	NA	NA	G3DSA:3.40.50.150	SSF53335	PF09445	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_65_length_148125_cov_52.245044-processed-gene-0.12-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	SFLDG01168;SFLDS00052	PTHR11972:SF89;PTHR11972	IPR017938	GO:0000293;GO:0016021;GO:0016491;GO:0055114	NA	NA	NA	G3DSA:3.40.50.80	SSF63380;SSF52343	PF01794;PF08030;PF08022	cd06186	NA	PS51384	NA	NA	NA	NA	NA	NA	NA
maker-NODE_219_length_32774_cov_64.231905-augustus-gene-0.8-mRNA-1	NA	NA	NA	NA	NA	PTHR43591;PTHR43591:SF12	IPR029063	NA	NA	NA	NA	G3DSA:3.40.50.150	SSF53335	PF13489	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_253343_cov_59.136358-processed-gene-0.25-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_253343_cov_59.136358-processed-gene-0.15-mRNA-1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	mobidb-lite	TMhelix	NA	NA	PTHR12203:SF22;PTHR12203	IPR006598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_189_length_52511_cov_58.266131-augustus-gene-0.6-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12658	IPR033162	GO:0005096;GO:0007021;GO:0007023;GO:0048487	Reactome: R-HSA-389977	NA	NA	NA	SSF48371	PF12612	NA	NA	PS50077	NA	NA	NA	Coil	NA	NA	NA
