Gene	PANTHER	interpro	GO	Pfam	SMART	Gene3D	MobiDBLite	ProSiteProfiles	SUPERFAMILY	Phobius	TMHMM	CDD	PATHWAY	ProSitePatterns	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	PRINTS	Coils	PIRSF	TIGRFAM	SFLD	Hamap	ProDom
maker-NODE_236_length_18497_cov_53.787425-snap-gene-0.0-mRNA-1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_11_length_279013_cov_75.597233-processed-gene-1.91-mRNA-1	PTHR14089:SF2;PTHR14089	IPR000504	GO:0003676;GO:0000387;GO:0017070;GO:0036002;GO:0045292;GO:0046872;GO:0000398;GO:0003723	PF00076;PF16131	SM00360	G3DSA:3.30.70.330	mobidb-lite	PS50102;PS50103	SSF54928	NA	NA	cd12360	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_36_length_183842_cov_71.036404-augustus-gene-0.482-mRNA-1	PTHR10283;PTHR10283:SF92	IPR004331	GO:0005215;GO:0006814;GO:0016020;GO:0055085	PF03105;PF00939	NA	NA	mobidb-lite	PS51382	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd01115;cd14478	Reactome: R-HSA-433137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_219_length_23522_cov_74.051678-augustus-gene-0.24-mRNA-1	PTHR10050:SF45;PTHR10050	IPR016093	GO:0016020;GO:0000030;GO:0006493	PF16192;PF02366;PF02815	SM00472	G3DSA:2.80.10.50	mobidb-lite	PS50919	SSF82109	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	KEGG: 00514+2.4.1.109|KEGG: 00515+2.4.1.109|MetaCyc: PWY-7921|MetaCyc: PWY-7922|MetaCyc: PWY-7979|Reactome: R-HSA-5173105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_69_length_121508_cov_77.263386-snap-gene-0.1-mRNA-1	PTHR11477:SF13;PTHR11477	IPR019786	GO:0097190	PF00628	SM00249	G3DSA:3.30.40.10	mobidb-lite	PS50016	SSF57903	NA	NA	cd15552	Reactome: R-HSA-1221632	PS01359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_133_length_62873_cov_74.211025-snap-gene-0.4-mRNA-1	PTHR23318;PTHR23318:SF0	IPR016024	NA	PF04802	NA	G3DSA:2.30.29.30	mobidb-lite	NA	SSF50729;SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_105_length_81009_cov_70.909213-processed-gene-0.95-mRNA-1	PTHR31735;PTHR31735:SF1	IPR022127	NA	PF12400	NA	NA	mobidb-lite	NA	NA	SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_168_length_44263_cov_71.708583-processed-gene-0.82-mRNA-1	PTHR11618;PTHR11618:SF13	IPR013137	GO:0006355;GO:0070897;GO:0017025	PF08271;PF00382	SM00385	G3DSA:1.10.472.170;G3DSA:1.10.472.10	NA	PS51134	SSF57783;SSF47954	NA	NA	cd00043	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6807505|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	PS00782	NA	NA	NA	PR00685	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_36_length_183842_cov_71.036404-processed-gene-0.39-mRNA-1	PTHR32428;PTHR32428:SF2	IPR013745	NA	PF08539	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_166_length_45541_cov_71.621130-processed-gene-0.138-mRNA-1	PTHR22770;PTHR22770:SF42	IPR002867	NA	PF01485	NA	G3DSA:1.20.120.1750	mobidb-lite	NA	SSF57850	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_50_length_141428_cov_75.730051-processed-gene-0.286-mRNA-1	PTHR24054:SF33;PTHR24054	IPR000719	GO:0004672;GO:0005524;GO:0006468	PF00069	SM00220	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	PS50011	SSF56112	NA	NA	NA	NA	PS00107;PS00109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_12_length_273513_cov_69.888323-snap-gene-0.18-mRNA-1	PTHR10782;PTHR10782:SF4	IPR038654	GO:0008270;GO:0019789	PF14324;PF02891	NA	G3DSA:2.60.120.780;G3DSA:1.10.720.30;G3DSA:3.30.40.10	mobidb-lite	PS51466;PS51044	NA	NA	NA	NA	Reactome: R-HSA-3232118|Reactome: R-HSA-3899300|Reactome: R-HSA-4090294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_298307_cov_73.795379-processed-gene-1.30-mRNA-1	PTHR28259;PTHR28259:SF1	IPR003691	GO:0016021	PF02537	NA	NA	mobidb-lite	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_29_length_190639_cov_16.206549-snap-gene-0.29-mRNA-1	PTHR43763	IPR000994	GO:0016787;GO:0070006	PF00557;PF01321;PF16188;PF16189	NA	G3DSA:3.90.230.10;G3DSA:3.40.350.10	NA	NA	SSF55920;SSF53092	NA	NA	cd01085	NA	PS00491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_58_length_129570_cov_78.101744-protein2genome-gene-0.169-mRNA-1	PTHR24072:SF186;PTHR24072	IPR001806	GO:0003924;GO:0005525;GO:0005622;GO:0007264	PF00071	SM00174;SM00173;SM00175	G3DSA:3.40.50.300	NA	PS51420	SSF52540	NA	NA	NA	Reactome: R-HSA-194840	NA	NA	NA	NA	PR00449	NA	NA	TIGR00231	NA	NA	NA
augustus_masked-NODE_4_length_535112_cov_62.228238-processed-gene-3.188-mRNA-1	PTHR11699;PTHR11699:SF25	IPR016160	GO:0016491;GO:0055114;GO:0016620	PF00171	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	NA	NA	SSF53720	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	PS00070;PS00687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_37_length_181752_cov_71.915992-snap-gene-0.28-mRNA-1	PTHR12989	IPR016900	GO:0004583;GO:0005789;GO:0006488	PF04922	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	KEGG: 00510+2.4.1.256|Reactome: R-HSA-446193	NA	NA	NA	NA	NA	NA	PIRSF028810	NA	NA	NA	NA
snap_masked-NODE_274_length_8746_cov_62.025757-processed-gene-0.17-mRNA-1	PTHR39597:SF1;PTHR39597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_21_length_204983_cov_73.166083-augustus-gene-0.5-mRNA-1	PTHR44160:SF3;PTHR44160	IPR000504	GO:0003676	PF00076	SM00360;SM00361	G3DSA:3.30.70.330	mobidb-lite	PS50102	SSF54928	NA	NA	cd12622;cd12619	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_87_length_93733_cov_74.045296-processed-gene-0.234-mRNA-1	PTHR10615;PTHR10615:SF124	IPR016197	GO:0004402;GO:0006355;GO:0016573;GO:0035267	PF17772;PF01853;PF11717	NA	G3DSA:3.30.60.60;G3DSA:3.40.630.30;G3DSA:1.10.10.10;G3DSA:2.30.30.140	mobidb-lite	PS51726	SSF54160;SSF55729	NA	NA	cd04301	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_54_length_135677_cov_73.518879-augustus-gene-0.1-mRNA-1	PTHR12304:SF42;PTHR12304	IPR001910	NA	PF01156	NA	G3DSA:3.90.245.10	NA	NA	SSF53590	NA	NA	cd02651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_54_length_135677_cov_73.518879-processed-gene-0.49-mRNA-1	PTHR10763:SF26;PTHR10763	IPR015163	GO:0006270;GO:0051301	PF09079;PF17872;PF13191	NA	G3DSA:1.10.8.60;G3DSA:3.40.50.300;G3DSA:1.10.10.10	mobidb-lite	NA	SSF52540	NA	NA	cd00009	Reactome: R-HSA-176187|Reactome: R-HSA-539107|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	NA	NA	NA	NA	NA	PIRSF001767	NA	NA	NA	NA
maker-NODE_141_length_57858_cov_72.051463-augustus-gene-0.41-mRNA-1	PTHR31591:SF1;PTHR31591	IPR013744	NA	PF08538	NA	G3DSA:3.40.50.1820	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_46_length_148848_cov_69.581357-processed-gene-0.41-mRNA-1	PTHR15074:SF0;PTHR15074	IPR011257	GO:0003824;GO:0006281	NA	NA	NA	mobidb-lite	NA	SSF48150	NA	NA	NA	Reactome: R-HSA-110357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_204983_cov_73.166083-processed-gene-0.51-mRNA-1	PTHR41349:SF1;PTHR41349	IPR036691	NA	PF03372	NA	G3DSA:3.60.10.10	NA	NA	SSF56219	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_104_length_81462_cov_74.206578-processed-gene-0.21-mRNA-1	PTHR23070:SF17;PTHR23070	IPR027417	GO:0034551;GO:0005524	PF00004;PF08740	SM00382;SM01024	G3DSA:3.40.50.300	NA	NA	SSF52540	NA	NA	cd00009	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_32_length_187929_cov_76.767180-processed-gene-0.428-mRNA-1	NA	IPR016584	GO:0008168	PF08241	NA	G3DSA:3.40.50.150	NA	NA	SSF53335	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	PIRSF011491	NA	NA	NA	NA
augustus_masked-NODE_95_length_86513_cov_67.171081-processed-gene-0.35-mRNA-1	PTHR11972:SF129;PTHR11972	IPR017938	GO:0016491;GO:0055114	PF01794;PF08022;PF08030	NA	NA	mobidb-lite	PS51384	SSF63380	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	cd06186	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00052;SFLDG01168	NA	NA
maker-NODE_6_length_447864_cov_73.606110-snap-gene-2.266-mRNA-1	PTHR10641:SF950;PTHR10641	IPR001005	GO:0003677	PF13921	SM00717	G3DSA:1.10.10.60	mobidb-lite	PS50090;PS51294	SSF46689	NA	NA	cd00167	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_115_length_77220_cov_72.349137-processed-gene-0.13-mRNA-1	PTHR22746	IPR000704	GO:0005956;GO:0019887;GO:0006886;GO:0034066;GO:0005515	PF01214;PF07064	SM01085;SM00320	G3DSA:2.20.25.20;G3DSA:1.10.1820.10	mobidb-lite	NA	SSF57798;SSF50978;SSF69322	NA	NA	NA	Reactome: R-HSA-1483191|Reactome: R-HSA-201688|Reactome: R-HSA-2514853|Reactome: R-HSA-445144|Reactome: R-HSA-6798695|Reactome: R-HSA-6804756|Reactome: R-HSA-6814122|Reactome: R-HSA-8934903|Reactome: R-HSA-8939243|Reactome: R-HSA-8948751	PS01101	NA	NA	NA	PR00472	NA	NA	NA	NA	NA	NA
maker-NODE_6_length_447864_cov_73.606110-snap-gene-3.16-mRNA-1	NA	IPR013087	GO:0003676	NA	SM00355	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_254_length_14941_cov_68.662346-snap-gene-0.45-mRNA-1	PTHR21371:SF13;PTHR21371	IPR000506	GO:0004455;GO:0009082;GO:0055114;GO:0016491	PF01450;PF07991	NA	G3DSA:1.10.1040.10;G3DSA:3.40.50.720	NA	PS51850;PS51851	SSF48179;SSF51735	NA	NA	NA	KEGG: 00290+1.1.1.86|KEGG: 00770+1.1.1.86|MetaCyc: PWY-5103|MetaCyc: PWY-7111	NA	NA	NA	NA	NA	NA	PIRSF000119	TIGR00465	NA	NA	NA
augustus_masked-NODE_164_length_45728_cov_75.738734-processed-gene-0.18-mRNA-1	PTHR10026;PTHR10026:SF51	IPR006671	NA	PF00134	SM00385	G3DSA:1.10.472.10	mobidb-lite	NA	SSF47954	NA	NA	cd00043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_152_length_51368_cov_62.741223-augustus-gene-0.32-mRNA-1	PTHR42725;PTHR42725:SF2	IPR013078	NA	PF00300	SM00855	G3DSA:3.40.50.1240	NA	NA	SSF53254	NA	NA	cd07067	NA	NA	NA	NA	NA	NA	NA	PIRSF000709	NA	NA	NA	NA
augustus_masked-NODE_37_length_181752_cov_71.915992-processed-gene-0.110-mRNA-1	PTHR13237:SF7;PTHR13237	IPR007146	NA	PF04000	NA	NA	mobidb-lite	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	SignalP-TM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_628226_cov_16.579509-snap-gene-4.16-mRNA-1	PTHR10048:SF7;PTHR10048	IPR011009	GO:0016301;GO:0046854;GO:0048015;GO:0016303	PF00613;PF00454;PF00792	SM00146;SM00145	G3DSA:2.60.40.150;G3DSA:3.30.1010.10;G3DSA:1.10.1070.11;G3DSA:1.25.40.70	NA	PS50290;PS51547;PS51545	SSF56112;SSF48371;SSF49562	NA	NA	cd08397;cd00870;cd00896	Reactome: R-HSA-1660499	PS00915;PS00916	NA	NA	NA	NA	NA	PIRSF000587	NA	NA	NA	NA
augustus_masked-NODE_2_length_834423_cov_25.846594-processed-gene-7.60-mRNA-1	PTHR31316:SF0;PTHR31316	IPR005556	NA	PF03856	NA	NA	mobidb-lite	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_298307_cov_73.795379-processed-gene-1.13-mRNA-1	PTHR10900;PTHR10900:SF92	IPR036378	NA	PF02469	SM00554	G3DSA:2.30.180.10	NA	PS50213	SSF82153	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_19_length_217226_cov_73.336528-processed-gene-1.271-mRNA-1	PTHR11088;PTHR11088:SF25	IPR039657	GO:0008033;GO:0005524;GO:0052381	PF01715	NA	G3DSA:3.40.50.300;G3DSA:1.10.20.140	mobidb-lite	NA	SSF52540;SSF57667	NA	NA	NA	KEGG: 00908+2.5.1.75|MetaCyc: PWY-2781|Reactome: R-HSA-6782315|Reactome: R-HSA-6787450	NA	NA	NA	NA	NA	NA	PIRSF039110	TIGR00174	NA	MF_00185	NA
snap_masked-NODE_163_length_46291_cov_72.165714-processed-gene-0.11-mRNA-1	PTHR37013	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_94_length_88227_cov_73.441430-processed-gene-0.13-mRNA-1	PTHR15398:SF4;PTHR15398	IPR036427	GO:0005515	NA	NA	NA	mobidb-lite	NA	SSF47370	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_535112_cov_62.228238-processed-gene-2.72-mRNA-1	PTHR10622:SF13;PTHR10622	IPR002641	GO:0006629	PF01734	NA	G3DSA:3.40.1090.10	mobidb-lite	PS51635	SSF52151	NA	NA	cd07216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_37_length_181752_cov_71.915992-augustus-gene-0.421-mRNA-1	PTHR21257:SF17;PTHR21257	IPR018083	GO:0016628;GO:0055114;GO:0016020	PF01222	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	PS01017;PS01018	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_62_length_127548_cov_73.755558-snap-gene-0.242-mRNA-1	PTHR11679;PTHR11679:SF1	IPR020467	GO:0006904;GO:0016192	PF00995	NA	G3DSA:3.40.50.2060	NA	NA	SSF56815	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	Reactome: R-HSA-1296072	NA	NA	NA	NA	PR01511	NA	NA	NA	NA	NA	NA
maker-NODE_62_length_127548_cov_73.755558-snap-gene-0.237-mRNA-1	PTHR23139;PTHR23139:SF8	IPR000504	GO:0003676;GO:0031124	PF14327;PF00076;PF14304	SM00360	G3DSA:3.30.70.330;G3DSA:1.25.40.630	mobidb-lite	PS50102	SSF54928	NA	NA	cd12398	Reactome: R-HSA-109688|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_248_length_16006_cov_67.846968-processed-gene-0.30-mRNA-1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_64_length_126232_cov_72.676468-processed-gene-0.266-mRNA-1	PTHR44280	IPR013087	GO:0003676	PF00096	SM00355	G3DSA:3.30.160.60	mobidb-lite	PS50157	SSF57667	NA	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_33_length_186331_cov_72.938723-snap-gene-0.30-mRNA-1	PTHR11748;PTHR11748:SF83	IPR036318	GO:0050660;GO:0071949;GO:0016491;GO:0055114;GO:0003824	PF01565;PF02913	NA	G3DSA:1.10.45.10;G3DSA:3.30.70.2740;G3DSA:3.30.465.40	NA	PS51387	SSF56176;SSF55103	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_156_length_49508_cov_77.687187-augustus-gene-0.49-mRNA-1	PTHR12786:SF2;PTHR12786	IPR036236	GO:0000398;GO:0003723;GO:0005681;GO:0003676;GO:0005634;GO:0008270	PF16837;PF12171;PF12108;PF11931	NA	G3DSA:3.30.160.60	mobidb-lite	PS50171	SSF57667	NA	NA	NA	Reactome: R-HSA-72163	PS00028	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_16_length_234203_cov_74.292819-processed-gene-1.282-mRNA-1	NA	IPR036875	GO:0003676;GO:0008270	NA	SM00343	G3DSA:4.10.60.10	mobidb-lite	NA	SSF57756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_243_length_17014_cov_73.291644-augustus-gene-0.2-mRNA-1	PTHR44541	IPR001841	GO:0008270	PF12678	SM00184	G3DSA:3.30.40.10	mobidb-lite	PS50089	SSF57850	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd16479	Reactome: R-HSA-8951664|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_168_length_44263_cov_71.708583-snap-gene-0.63-mRNA-1	PTHR31944;PTHR31944:SF95	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	SM00066	G3DSA:4.10.240.10	mobidb-lite	PS50048	SSF57701	NA	NA	cd00067	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_535112_cov_62.228238-augustus-gene-3.248-mRNA-1	PTHR15715:SF37;PTHR15715	IPR000253	GO:0005515	PF00498	SM00240	G3DSA:2.60.200.20	mobidb-lite	PS50006	SSF49879	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	cd00060	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_62_length_127548_cov_73.755558-snap-gene-0.235-mRNA-1	PTHR24347;PTHR24347:SF361	IPR008271	GO:0004672;GO:0006468;GO:0005524	PF00069	SM00220	G3DSA:1.10.238.10;G3DSA:3.30.200.20;G3DSA:1.10.510.10	mobidb-lite	PS50011	SSF56112	NA	NA	cd05117	NA	PS00108;PS00107	NA	NA	NA	NA	Coil	PIRSF000654	NA	NA	NA	NA
maker-NODE_199_length_31477_cov_60.844848-augustus-gene-0.57-mRNA-1	PTHR44111	IPR037289	GO:0002098;GO:0033588;GO:0005515	PF00400	SM00320	G3DSA:2.130.10.10	mobidb-lite	PS50082;PS50294	SSF50993;SSF50978	NA	NA	NA	Reactome: R-HSA-3214847	PS00678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_485588_cov_55.914018-augustus-gene-3.180-mRNA-1	PTHR24115:SF725;PTHR24115	IPR001752	GO:0003777;GO:0005524;GO:0007018;GO:0008017	PF00225	SM00129	G3DSA:3.40.850.10;G3DSA:1.10.150.320	mobidb-lite	PS50067	SSF52540;SSF47781	NA	NA	cd00106	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	NA	NA	NA	NA	PR00380	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_298307_cov_73.795379-augustus-gene-1.142-mRNA-1	PTHR10151:SF70;PTHR10151	IPR017849	GO:0003824	PF01663	NA	G3DSA:3.40.720.10;G3DSA:3.30.1360.180	mobidb-lite	NA	SSF53649	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	cd16018	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_535112_cov_62.228238-processed-gene-2.97-mRNA-1	PTHR28009	IPR000366	GO:0004932;GO:0007186;GO:0016020	PF02116	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd14939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_128_length_63961_cov_75.777532-processed-gene-0.29-mRNA-1	PTHR10783;PTHR10783:SF45	IPR003807	NA	PF02656;PF09359	NA	G3DSA:2.40.320.20	mobidb-lite	PS51382	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	cd14480	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_38_length_173249_cov_53.604816-snap-gene-0.323-mRNA-1	PTHR23509:SF6;PTHR23509	IPR004177	GO:0046872	PF02862	SM01127	NA	mobidb-lite	PS51043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_447864_cov_73.606110-processed-gene-1.64-mRNA-1	PTHR28079	IPR009057	GO:0003677;GO:0000500;GO:0042790	NA	NA	G3DSA:1.10.10.60	mobidb-lite	NA	SSF46689	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_128_length_63961_cov_75.777532-snap-gene-0.16-mRNA-1	PTHR10587;PTHR10587:SF121	IPR018371	GO:0008061;GO:0005975;GO:0016810;GO:0003824	PF01522	NA	G3DSA:3.20.20.370;G3DSA:3.30.60.10	mobidb-lite	PS50941;PS51677	SSF88713;SSF57016	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	TMhelix	cd10951;cd00035	NA	PS00026	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_59_length_128781_cov_65.042533-snap-gene-0.14-mRNA-1	PTHR43791;PTHR43791:SF6	IPR020846	GO:0016021;GO:0055085	PF07690	NA	G3DSA:1.20.1250.20	NA	PS50850	SSF103473	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_40_length_168875_cov_71.947022-augustus-gene-0.365-mRNA-1	PTHR13561:SF43;PTHR13561	IPR001357	GO:0005515;GO:0046983	PF16893;PF16892;PF12738	SM00292	G3DSA:3.40.50.10190;G3DSA:2.60.40.10;G3DSA:2.40.50.890	mobidb-lite	PS50172;PS50853	SSF49265;SSF52113	NA	NA	cd00027;cd13945;cd00063	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_45_length_159921_cov_78.940786-snap-gene-0.27-mRNA-1	PTHR10317:SF0;PTHR10317	IPR036390	GO:0003743;GO:0005737;GO:0005852	PF09440;PF01399	SM00088;SM00753;SM01186	G3DSA:1.25.40.570	NA	PS50250	SSF46785	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	NA	NA	NA	NA	NA	PIRSF016255	NA	NA	MF_03004	NA
