Gene	interpro	Pfam	Phobius	TMHMM	GO	PATHWAY	ProSitePatterns	CDD	TIGRFAM	Gene3D	SMART	PANTHER	SUPERFAMILY	MobiDBLite	Coils	PRINTS	PIRSF	Hamap	ProSiteProfiles	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SFLD	ProDom
snap_masked-NODE_9_length_84562_cov_31.700409-processed-gene-0.124-mRNA-1	NA	NA	NA	NA	NA	NA	NA	cd14653	NA	NA	NA	PTHR39610;PTHR39610:SF1	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_313_length_24242_cov_31.202944-processed-gene-0.7-mRNA-1	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_59826_cov_35.394278-snap-gene-0.45-mRNA-1	IPR019734	PF13181;PF13432;PF12895	NA	NA	GO:0005515	NA	NA	NA	NA	NA	SM00028	PTHR12558:SF9;PTHR12558	SSF48452	mobidb-lite	Coil	NA	NA	NA	PS50005;PS50293	NA	NA	NA	NA	NA
snap_masked-NODE_13_length_80044_cov_39.902924-processed-gene-0.29-mRNA-1	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_531_length_16550_cov_33.033246-snap-gene-0.12-mRNA-1	IPR030395	PF03009	NA	NA	GO:0006629;GO:0008081	NA	NA	NA	NA	G3DSA:3.20.20.190	NA	PTHR42758:SF2;PTHR42758	SSF51695	mobidb-lite	NA	NA	NA	NA	PS51704	NA	NA	NA	NA	NA
maker-NODE_421_length_19839_cov_31.954038-snap-gene-0.7-mRNA-1	IPR002550	PF00571;PF01595	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd04590	NA	G3DSA:3.10.580.10	NA	PTHR12064;PTHR12064:SF29	SSF54631	mobidb-lite	NA	NA	NA	NA	PS51846;PS51371	NA	NA	NA	NA	NA
maker-NODE_522_length_16808_cov_25.080930-snap-gene-0.5-mRNA-1	IPR002076	PF01151	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021	KEGG: 00062+2.3.1.199|MetaCyc: PWY-5080|MetaCyc: PWY-5972|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-7036|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|Reactome: R-HSA-75876	NA	NA	NA	NA	NA	PTHR11157:SF38;PTHR11157	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_18_length_73782_cov_32.199973-snap-gene-0.13-mRNA-1	IPR001623	PF00226;PF01556	NA	NA	GO:0006457;GO:0051082	NA	PS00636	cd10747;cd06257	NA	G3DSA:1.10.287.110;G3DSA:2.60.260.20	SM00271	PTHR43888;PTHR43888:SF10	SSF46565;SSF49493	mobidb-lite	NA	PR00625	NA	NA	PS50076	NA	NA	NA	NA	NA
maker-NODE_267_length_26455_cov_30.723374-snap-gene-0.70-mRNA-1	IPR001373	PF00888;PF10557	NA	NA	GO:0006511;GO:0031625	Reactome: R-HSA-8951664	NA	NA	NA	G3DSA:1.10.10.2620;G3DSA:1.10.10.10;G3DSA:1.20.1310.10	SM00182;SM00884	PTHR11932;PTHR11932:SF126	SSF74788;SSF46785;SSF75632	mobidb-lite	Coil	NA	NA	NA	PS50069	NA	NA	NA	NA	NA
snap_masked-NODE_256_length_27109_cov_29.592580-processed-gene-0.2-mRNA-1	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
maker-NODE_300_length_24761_cov_29.682147-snap-gene-0.36-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR42081	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_624_length_14109_cov_32.111930-processed-gene-0.27-mRNA-1	IPR017438	PF00781	NA	NA	GO:0003951;GO:0016301	NA	NA	NA	NA	G3DSA:3.40.50.10330;G3DSA:2.60.200.40	SM00046	PTHR12358;PTHR12358:SF31	SSF111331	mobidb-lite	NA	NA	NA	NA	PS50146	NA	NA	NA	NA	NA
maker-NODE_283_length_25561_cov_32.296178-snap-gene-0.45-mRNA-1	IPR036431	PF11626;PF01388;PF16589	NA	NA	GO:0003677;GO:0000723	Reactome: R-HSA-1221632|Reactome: R-HSA-171306|Reactome: R-HSA-2559586	NA	NA	NA	G3DSA:1.10.150.60;G3DSA:1.10.10.2170	NA	PTHR16466	SSF46774	mobidb-lite	Coil	NA	NA	NA	PS51011	NA	NA	NA	NA	NA
snap_masked-NODE_169_length_33699_cov_28.968873-processed-gene-0.40-mRNA-1	IPR005635	PF03941	NA	NA	GO:0000070;GO:1902412	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-4615885|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	PTHR13142	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_30_length_65617_cov_31.762223-snap-gene-0.83-mRNA-1	IPR016036	PF00698;PF00550;PF02801;PF16197;PF14765;PF13602;PF08242;PF00109;PF08659	NA	NA	GO:0016491;GO:0031177;GO:0003824;GO:0016740	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	PS00012;PS00606	cd00833;cd02440;cd05195;cd05274	NA	G3DSA:3.40.50.720;G3DSA:3.10.129.110;G3DSA:1.10.1200.10;G3DSA:3.40.50.150;G3DSA:3.90.180.10;G3DSA:3.40.47.10;G3DSA:3.40.366.10;G3DSA:3.30.70.3290	SM00826;SM00829;SM00823;SM00822;SM00827;SM00825	PTHR43775;PTHR43775:SF7	SSF55048;SSF52151;SSF51735;SSF53335;SSF50129;SSF53901;SSF47336	NA	NA	NA	NA	NA	PS50075	NA	NA	NA	NA	NA
snap_masked-NODE_1391_length_3949_cov_34.703558-processed-gene-0.1-mRNA-1	IPR040241	PF14558;PF06011	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	NA	NA	NA	NA	SM01320	PTHR31145;PTHR31145:SF5	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA	NA
maker-NODE_490_length_17780_cov_33.876395-snap-gene-0.8-mRNA-1	IPR011701	PF07690	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0055085	NA	NA	cd06174	NA	G3DSA:1.20.1250.20	NA	PTHR43791:SF50;PTHR43791	SSF103473	NA	NA	NA	NA	NA	PS50850	NA	NA	NA	NA	NA
maker-NODE_191_length_31896_cov_27.725330-snap-gene-0.32-mRNA-1	NA	PF17733	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR36855	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_296_length_25011_cov_33.891979-augustus-gene-0.46-mRNA-1	IPR008942	PF01417	NA	NA	NA	NA	NA	cd03571	NA	G3DSA:1.25.40.90	SM00726;SM00273	PTHR12276;PTHR12276:SF82	SSF48464	mobidb-lite	Coil	NA	NA	NA	PS50942;PS50330	NA	NA	NA	NA	NA
snap_masked-NODE_11_length_83300_cov_31.056978-processed-gene-0.165-mRNA-1	IPR001727	PF01169	TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	PS01214	NA	NA	NA	NA	PTHR12608:SF1;PTHR12608	NA	mobidb-lite	Coil	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
maker-NODE_396_length_20863_cov_30.367573-snap-gene-0.62-mRNA-1	IPR013719	PF08644;PF14826;PF00557;PF08512	NA	NA	GO:0035101	Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955	NA	cd01091	NA	G3DSA:2.30.29.30;G3DSA:3.90.230.10;G3DSA:2.30.29.150;G3DSA:2.30.29.210;G3DSA:3.40.350.10	SM01287;SM01285;SM01286	PTHR13980	SSF55920	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_170_length_33455_cov_31.896783-processed-gene-0.71-mRNA-1	IPR019431	PF10329	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	SSF53474	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1666_length_2452_cov_2290.085591-protein2genome-gene-0.0-mRNA-1	IPR005798	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION	TMhelix	GO:0009055;GO:0016020;GO:0016491	Reactome: R-HSA-611105	NA	NA	NA	G3DSA:1.20.810.10	NA	NA	SSF81648	NA	NA	NA	NA	NA	PS51003	SignalP-TM	NA	NA	NA	NA
maker-NODE_36_length_60647_cov_29.078602-snap-gene-0.104-mRNA-1	IPR018392	PF01476	NA	NA	NA	NA	NA	cd00118	NA	G3DSA:3.10.350.10	SM00257	PTHR34997	SSF54106	NA	NA	NA	NA	NA	PS51782	NA	NA	NA	NA	NA
snap_masked-NODE_377_length_21312_cov_27.787963-processed-gene-0.12-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_198_length_31367_cov_28.828649-augustus-gene-0.54-mRNA-1	IPR016477	PF03881	NA	NA		Reactome: R-HSA-163841	NA	NA	NA	G3DSA:3.90.1200.10	NA	PTHR12149;PTHR12149:SF8	SSF56112	NA	NA	NA	PIRSF006221	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_88_length_44117_cov_33.504978-processed-gene-0.9-mRNA-1	IPR017930	PF11831;PF13921	NA	NA	GO:0003677	Reactome: R-HSA-72163	NA	cd11659;cd00167	NA	G3DSA:1.10.10.60	SM00717	PTHR10641:SF919;PTHR10641	SSF46689	mobidb-lite	Coil	NA	NA	NA	PS51294	NA	NA	NA	NA	NA
maker-NODE_645_length_13549_cov_29.414990-augustus-gene-0.45-mRNA-1	IPR036388	PF01399;PF18098	NA	NA		Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	G3DSA:1.10.10.10	SM00753;SM00088	PTHR10855:SF1;PTHR10855	SSF46785	mobidb-lite	Coil	NA	NA	NA	PS50250	NA	NA	NA	NA	NA
maker-NODE_353_length_22379_cov_33.754719-augustus-gene-0.71-mRNA-1	IPR001597	PF01212	NA	NA	GO:0006520;GO:0016829;GO:0003824	Reactome: R-HSA-6783984	NA	NA	NA	G3DSA:3.40.640.10	NA	PTHR10289	SSF53383	NA	NA	NA	PIRSF017617	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_6_length_87888_cov_30.368045-processed-gene-0.185-mRNA-1	IPR038765	PF02902	NA	NA	GO:0006508;GO:0008234	NA	NA	NA	NA	G3DSA:3.40.395.10	NA	PTHR12606;PTHR12606:SF1	SSF54001	mobidb-lite	Coil	NA	NA	NA	PS50600	NA	NA	NA	NA	NA
maker-NODE_208_length_30211_cov_31.137548-snap-gene-0.13-mRNA-1	IPR018731	PF10033	NA	NA	GO:0006914;GO:1990316;GO:0000045	Reactome: R-HSA-1632852	NA	NA	NA	G3DSA:3.30.900.10	NA	PTHR13430:SF4;PTHR13430	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_335_length_23312_cov_24.853353-augustus-gene-0.4-mRNA-1	IPR000626	PF00240;PF00627	NA	NA	GO:0005515	NA	NA	cd01809;cd14324	NA	G3DSA:3.10.20.90;G3DSA:1.10.8.10	SM00213;SM00165	PTHR10677:SF3;PTHR10677	SSF54236;SSF46934	mobidb-lite	NA	NA	NA	NA	PS50053;PS50030	NA	NA	NA	NA	NA
maker-NODE_62_length_53685_cov_31.204283-snap-gene-0.110-mRNA-1	IPR004841	PF00324	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	GO:0016020;GO:0055085	NA	NA	NA	NA	G3DSA:1.20.1740.10	NA	PTHR43495;PTHR43495:SF5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_249_length_27333_cov_28.166250-snap-gene-0.4-mRNA-1	IPR014043	PF00698;PF00109;PF14765;PF16073;PF02801;PF07993;PF00550	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	GO:0016740;GO:0031177;GO:0003824	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	PS00012;PS00606	cd00833	TIGR04532	G3DSA:3.40.366.10;G3DSA:3.10.129.110;G3DSA:3.30.70.3290;G3DSA:3.40.47.10;G3DSA:1.10.1200.10;G3DSA:3.40.50.720	SM00823;SM00825;SM00827	PTHR43775;PTHR43775:SF11	SSF51735;SSF55048;SSF47336;SSF52151;SSF53901	mobidb-lite	NA	NA	NA	NA	PS50075	NA	NA	NA	NA	NA
maker-NODE_667_length_13121_cov_35.193551-snap-gene-0.23-mRNA-1	IPR007535	PF04444;PF00775	NA	NA	GO:0005506;GO:0009712;GO:0018576;GO:0055114;GO:0016702;GO:0003824;GO:0006725;GO:0008199	NA	NA	NA	NA	G3DSA:2.60.130.10	NA	PTHR33711;PTHR33711:SF4	SSF49482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_116_length_39207_cov_37.300819-processed-gene-0.79-mRNA-1	IPR002885	PF01535;PF13041	NA	NA	GO:0005515	NA	NA	NA	TIGR00756	G3DSA:1.25.40.10	NA	PTHR44149	NA	mobidb-lite	NA	NA	NA	NA	PS51375	NA	NA	NA	NA	NA
snap_masked-NODE_136_length_36384_cov_25.121880-processed-gene-0.90-mRNA-1	IPR002575	PF01636	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.1200.10	NA	PTHR21310:SF16;PTHR21310	SSF56112	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_49_length_56896_cov_31.220332-processed-gene-0.21-mRNA-1	IPR001296	PF00534;PF15924	NA	NA	GO:0004377;GO:0005789	KEGG: 00510+2.4.1.131|KEGG: 00513+2.4.1.131|Reactome: R-HSA-446193|Reactome: R-HSA-4551295	NA	cd03806	NA	G3DSA:3.40.50.2000	NA	PTHR12526:SF315;PTHR12526	SSF53756	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_991_length_7664_cov_10.582327-snap-gene-0.13-mRNA-1	IPR018827	PF10355;PF10348	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	PTHR31685:SF3;PTHR31685	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_284_length_25499_cov_21.424326-processed-gene-0.18-mRNA-1	IPR009044	PF02229	NA	NA	GO:0003677;GO:0006355	NA	NA	NA	NA	G3DSA:2.30.31.10	NA	PTHR13215	SSF54447	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1532_length_3040_cov_34.278407-processed-gene-0.4-mRNA-1	IPR011993	PF04157;PF16988	NA	NA	GO:0000814;GO:0032509;GO:0043130;GO:0032266	Reactome: R-HSA-917729	NA	NA	NA	G3DSA:2.20.28.140;G3DSA:2.30.29.30;G3DSA:1.10.10.10	SM00547	PTHR13128	SSF50729;SSF90209;SSF46785	mobidb-lite	NA	NA	NA	NA	PS51495	NA	NA	NA	NA	NA
maker-NODE_285_length_25498_cov_19.313468-snap-gene-0.1-mRNA-1	IPR004827	PF07716	NA	NA	GO:0003700;GO:0006355	NA	NA	cd14710	NA	NA	NA	PTHR13301;PTHR13301:SF128	SSF57959	mobidb-lite	Coil	NA	NA	NA	PS50217	NA	NA	NA	NA	NA
augustus_masked-NODE_1255_length_4913_cov_37.198496-processed-gene-0.7-mRNA-1	IPR013126	PF00012	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix		Reactome: R-HSA-3371453	NA	cd10230	NA	G3DSA:3.90.640.10;G3DSA:3.30.420.40;G3DSA:3.30.30.30;G3DSA:1.20.1270.10	NA	PTHR19375:SF90;PTHR19375	SSF53067;SSF100934	mobidb-lite	Coil	PR00301	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-TM	NA	NA
augustus_masked-NODE_405_length_20575_cov_32.816070-processed-gene-0.11-mRNA-1	IPR036691	PF03372	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	G3DSA:3.60.10.10	NA	PTHR41349	SSF56219	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
augustus_masked-NODE_216_length_29656_cov_29.133733-processed-gene-0.50-mRNA-1	IPR012340	PF00313	NA	NA	GO:0003676	NA	NA	cd04458	NA	G3DSA:2.40.50.140	SM00357	PTHR11544;PTHR11544:SF57	SSF50249	NA	NA	PR00050	PIRSF002599	NA	NA	NA	NA	NA	NA	NA
maker-NODE_626_length_14069_cov_24.684981-snap-gene-0.4-mRNA-1	IPR027417	PF00271	NA	NA	NA	NA	PS00518	cd00079	NA	G3DSA:3.40.50.300;G3DSA:3.30.40.10	SM00490	PTHR10799;PTHR10799:SF798	SSF52540;SSF57850	mobidb-lite	NA	NA	NA	NA	PS50089;PS51194	NA	NA	NA	NA	NA
snap_masked-NODE_206_length_30675_cov_29.393315-processed-gene-0.1-mRNA-1	IPR000352	PF00472;PF03462;PF07690	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	GO:0003747;GO:0006415;GO:0016021;GO:0055085	NA	PS00745	cd06174	NA	G3DSA:3.30.160.20;G3DSA:3.30.70.1660;G3DSA:1.20.1250.20	SM00937	PTHR11360;PTHR11360:SF130	SSF103473;SSF75620	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_204_length_30920_cov_24.945117-processed-gene-0.1-mRNA-1	IPR000504	PF00076;PF16131	NA	NA	GO:0003676;GO:0003723;GO:0046872;GO:0000398;GO:0000387;GO:0017070;GO:0036002;GO:0045292	Reactome: R-HSA-72163	NA	cd12360	NA	G3DSA:3.30.70.330	SM00360	PTHR14089;PTHR14089:SF2	SSF54928	mobidb-lite	NA	NA	NA	NA	PS50103;PS50102	NA	NA	NA	NA	NA
maker-NODE_163_length_34058_cov_27.791548-augustus-gene-0.63-mRNA-1	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_412_length_20359_cov_31.468911-snap-gene-0.44-mRNA-1	IPR004813	PF03169	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0055085	NA	NA	NA	TIGR00728	NA	NA	PTHR31645;PTHR31645:SF0	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_371_length_21512_cov_35.194950-processed-gene-0.10-mRNA-1	IPR032466	PF04909;PF00120	NA	NA	GO:0016787;GO:0003824;GO:0004356;GO:0006807	KEGG: 00220+6.3.1.2|KEGG: 00250+6.3.1.2|KEGG: 00630+6.3.1.2|KEGG: 00910+6.3.1.2|MetaCyc: PWY-381|MetaCyc: PWY-5675|MetaCyc: PWY-6549|MetaCyc: PWY-6963|MetaCyc: PWY-6964	NA	NA	NA	G3DSA:3.30.590.10;G3DSA:3.20.20.140	SM01230	PTHR43785;PTHR43785:SF2	SSF51556;SSF55931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_78_length_46772_cov_33.931633-augustus-gene-0.108-mRNA-1	IPR017853	PF00704	NA	NA	GO:0008061;GO:0004553;GO:0005975	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PS01095	NA	NA	G3DSA:3.20.20.80;G3DSA:3.10.50.10	SM00636	PTHR11177;PTHR11177:SF228	SSF51445	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_578_length_15315_cov_23.562484-snap-gene-0.2-mRNA-1	IPR009057	PF03221;PF05225	NA	NA	GO:0003677	NA	NA	NA	NA	G3DSA:1.10.10.60	SM00674	PTHR19303	SSF46689	mobidb-lite	Coil	NA	NA	NA	PS51253	NA	NA	NA	NA	NA
snap_masked-NODE_889_length_9018_cov_30.228658-processed-gene-0.15-mRNA-1	IPR015940	PF00270;PF04408;PF00271;PF07717	NA	NA	GO:0003676;GO:0005524;GO:0004386;GO:0005515	NA	PS00690	cd00079;cd00046	NA	G3DSA:3.10.110.10;G3DSA:3.40.50.300;G3DSA:1.20.120.1080;G3DSA:3.30.160.20	SM00165;SM00490;SM00847;SM00487	PTHR18934;PTHR18934:SF145	SSF52540;SSF54768;SSF46934;SSF54495	mobidb-lite	Coil	NA	NA	NA	PS51192;PS50030;PS51194	NA	NA	NA	NA	NA
snap_masked-NODE_51_length_55582_cov_35.412154-processed-gene-0.130-mRNA-1	IPR036640	PF00005;PF00664	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0005524;GO:0016021;GO:0016887;GO:0042626;GO:0055085	Reactome: R-HSA-1369007	PS00211	NA	NA	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	SM00382	PTHR24221:SF392;PTHR24221	SSF90123;SSF52540	mobidb-lite	Coil	NA	PIRSF002773	NA	PS50893;PS50929	NA	SignalP-TM	NA	NA	NA
snap_masked-NODE_192_length_31860_cov_30.435855-processed-gene-0.6-mRNA-1	IPR036859	PF01302;PF12455	NA	NA		Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-381038|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518	PS00845	NA	NA	G3DSA:2.30.30.190	SM01052	PTHR18916:SF6;PTHR18916	SSF74924	mobidb-lite	Coil	NA	NA	NA	PS50245	NA	NA	NA	NA	NA
snap_masked-NODE_31_length_65215_cov_33.023706-processed-gene-0.16-mRNA-1	IPR001650	PF00176;PF00097;PF00271	NA	NA	GO:0005524;GO:0046872	NA	PS00518	cd00079;cd00046;cd16567	NA	G3DSA:3.30.40.10;G3DSA:3.40.50.10810	SM00487;SM00490;SM00184	PTHR10799:SF848;PTHR10799	SSF57850;SSF52540	mobidb-lite	NA	NA	NA	NA	PS50089;PS51194;PS51192	NA	NA	NA	NA	NA
snap_masked-NODE_2056_length_1319_cov_11.119966-processed-gene-0.0-mRNA-1	IPR035979	NA	NA	NA	GO:0003676	NA	NA	cd12669	NA	G3DSA:3.30.70.330	NA	PTHR44696	SSF54928	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_668_length_13118_cov_25.137480-augustus-gene-0.29-mRNA-1	IPR008429	PF05602	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0016021	NA	NA	NA	NA	NA	NA	PTHR21347	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
