Gene	Phobius	PANTHER	TMHMM	MobiDBLite	interpro	SMART	Pfam	ProSiteProfiles	GO	SUPERFAMILY	PRINTS	CDD	Gene3D	Coils	PATHWAY	ProSitePatterns	PIRSF	Hamap	TIGRFAM	SignalP_EUK	SFLD	ProDom	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE
maker-NODE_8_length_68501_cov_14.569793-augustus-gene-0.7-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR42715;PTHR42715:SF1	TMhelix	mobidb-lite	IPR017853	SM01217	PF01915;PF14310;PF00933	NA	GO:0004553;GO:0005975	SSF51445;SSF52279	PR00133	NA	G3DSA:3.40.50.1700;G3DSA:2.60.40.10;G3DSA:3.20.20.300	NA	NA	PS00775	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_553_length_15005_cov_11.986423-augustus-gene-0.5-mRNA-1	NA	PTHR10126:SF20;PTHR10126	NA	mobidb-lite	IPR000814	NA	PF00352	NA	GO:0003677;GO:0006352	SSF55945	PR00686	cd04516	G3DSA:3.30.310.10	NA	NA	PS00351	NA	MF_00408	NA	NA	NA	NA	NA	NA
maker-NODE_852_length_10247_cov_11.839921-augustus-gene-0.9-mRNA-1	NA	PTHR10578:SF10;PTHR10578	NA	NA	IPR001199	SM01117	PF00173;PF01070	PS50255;PS51349	GO:0016491;GO:0055114;GO:0003824;GO:0020037	SSF51395;SSF55856	PR00363	cd02922	G3DSA:3.10.120.10;G3DSA:3.20.20.70	NA	Reactome: R-HSA-9033241	PS00557;PS00191	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_283_length_23296_cov_10.599249-processed-gene-0.5-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR43928:SF1;PTHR43928	TMhelix	mobidb-lite	IPR004706	SM00248	PF12796;PF01758	PS50088;PS50297	GO:0015103;GO:0015297;GO:0016021;GO:0005515;GO:0016020	SSF48403	PR01415	cd00204	G3DSA:1.25.40.20;G3DSA:1.20.1530.20	NA	NA	NA	NA	NA	TIGR00832	NA	NA	NA	NA	NA
maker-NODE_2137_length_2091_cov_9.549898-snap-gene-0.1-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR22765	TMhelix	mobidb-lite	IPR001841	SM00184	PF02225;PF13639	PS50089	NA	SSF52025;SSF57850	NA	cd04813;cd16454	G3DSA:3.30.40.10;G3DSA:3.50.30.30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1084_length_7740_cov_11.246683-processed-gene-0.2-mRNA-1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	SignalP-noTM
maker-NODE_192_length_28573_cov_11.673944-augustus-gene-0.5-mRNA-1	NA	PTHR13303	NA	NA	IPR009053	NA	PF01920	NA	GO:0006457;GO:0016272;GO:0051082	SSF46579	NA	NA	G3DSA:1.10.287.370	Coil	Reactome: R-HSA-389957	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_436_length_17569_cov_11.658640-augustus-gene-0.11-mRNA-1	NA	PTHR10623;PTHR10623:SF6	NA	mobidb-lite	IPR036133	NA	PF03271;PF00307	PS51230;PS50021	GO:0008017;GO:0005515	SSF140612;SSF47576	NA	NA	G3DSA:1.10.418.10;G3DSA:1.20.5.1160	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1013_length_8428_cov_13.205517-snap-gene-0.7-mRNA-1	NA	PTHR39607:SF1;PTHR39607	NA	mobidb-lite	IPR004827	NA	NA	NA	GO:0003700;GO:0006355	SSF57959	NA	cd14688	G3DSA:3.40.50.12360	Coil	NA	PS00036	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2138_length_2089_cov_7.748216-processed-gene-0.2-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
maker-NODE_891_length_9791_cov_9.977546-augustus-gene-0.8-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR43791:SF27;PTHR43791	TMhelix	mobidb-lite	IPR011701	NA	PF07690	PS50850	GO:0016021;GO:0055085;GO:0005215	SSF103473	PR01035	cd06174	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_23_length_57113_cov_13.380321-processed-gene-0.52-mRNA-1	NA	PTHR44029	NA	mobidb-lite	IPR001623	SM00271;SM00451	PF12171;PF00226	PS50076;PS50157	GO:0003676;GO:0008270	SSF46565;SSF57667	PR00625	cd06257	G3DSA:3.30.160.60;G3DSA:1.10.287.110	NA	NA	PS00636;PS00028	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_628_length_13337_cov_12.159273-snap-gene-0.1-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR23502;PTHR23502:SF23	TMhelix	mobidb-lite	IPR020846	NA	PF07690	PS50850	GO:0016021;GO:0055085	SSF103473	NA	cd06174	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_99_length_37366_cov_11.856253-augustus-gene-0.52-mRNA-1	NA	PTHR24055:SF247;PTHR24055	NA	NA	IPR000719	SM00220	PF00069	PS50011	GO:0004672;GO:0005524;GO:0006468;GO:0004707;GO:0051403	SSF56112	PR01773	cd07856	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	KEGG: 04150+2.7.11.24	PS00107;PS00108;PS01351	PIRSF000654	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1058_length_7999_cov_10.964431-snap-gene-0.4-mRNA-1	NA	PTHR11081:SF8;PTHR11081	NA	mobidb-lite	IPR037315	SM00279;SM00484;SM00485	PF00867;PF00752	NA	GO:0003677;GO:0035312;GO:0006281;GO:0004518;GO:0003824	SSF88723;SSF47807	PR00853	cd09908;cd09857	G3DSA:1.10.150.20;G3DSA:3.40.50.1010	NA	Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_230_length_26537_cov_10.890988-processed-gene-0.11-mRNA-1	NA	PTHR33112:SF6;PTHR33112	NA	mobidb-lite	IPR010730	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_82_length_39250_cov_11.282264-augustus-gene-0.42-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR23028;PTHR23028:SF53	TMhelix	mobidb-lite	IPR002656	NA	PF01757	NA	GO:0016747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_90410_cov_12.114208-processed-gene-0.56-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR23502;PTHR23502:SF13	TMhelix	mobidb-lite	IPR036259	NA	PF07690	PS50850	GO:0016021;GO:0055085	SSF103473;SSF51735	NA	cd06174	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_68_length_41392_cov_11.739537-snap-gene-0.27-mRNA-1	NA	PTHR19211;PTHR19211:SF58	NA	mobidb-lite	IPR003593	SM00382	PF00005;PF12848	PS50893	GO:0005524;GO:0016887	SSF52540	NA	cd03221	G3DSA:3.40.50.300	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_221_length_27315_cov_11.202920-snap-gene-0.9-mRNA-1	NA	PTHR17920:SF3;PTHR17920	NA	mobidb-lite	IPR029058	NA	PF05277	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1136_length_7338_cov_13.909583-augustus-gene-0.3-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR12147;PTHR12147:SF6	TMhelix	mobidb-lite	IPR007484	NA	PF04389	NA	NA	SSF53187	NA	cd03875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_244_length_25961_cov_9.330766-augustus-gene-0.20-mRNA-1	NA	PTHR19854;PTHR19854:SF1	NA	NA	IPR019775	SM00320	PF00400	PS50082;PS50294	GO:0005515	SSF50978	NA	NA	G3DSA:2.130.10.10	NA	NA	PS00678	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_212_length_27588_cov_11.726776-augustus-gene-0.4-mRNA-1	NA	PTHR14269:SF18;PTHR14269	NA	mobidb-lite	IPR036412	NA	PF13344;PF13242	NA	NA	SSF56784	NA	NA	G3DSA:3.40.50.1000	NA	NA	NA	NA	NA	TIGR01460;TIGR01456	NA	NA	NA	NA	NA
maker-NODE_26_length_55211_cov_11.339336-augustus-gene-0.64-mRNA-1	NA	PTHR43083;PTHR43083:SF2	NA	mobidb-lite	IPR002646	NA	PF01743;PF12627;PF03452	NA	GO:0003723;GO:0006396;GO:0016779	SSF81891;SSF53448;SSF81301	NA	cd05398	G3DSA:1.10.3090.10;G3DSA:3.90.550.10;G3DSA:3.30.460.10	Coil	Reactome: R-HSA-6784531|Reactome: R-HSA-6785470	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_483_length_16458_cov_10.101525-processed-gene-0.8-mRNA-1	NA	PTHR11089;PTHR11089:SF30	NA	mobidb-lite	IPR030378	NA	PF08701;PF01926	PS51721	GO:0005525	SSF52540	PR00326	NA	G3DSA:3.40.50.300;G3DSA:1.10.1580.10	Coil	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_325_length_21591_cov_9.416418-augustus-gene-0.4-mRNA-1	NA	PTHR24055:SF337;PTHR24055	NA	mobidb-lite	IPR008271	SM00220	PF00069	PS50011	GO:0004672;GO:0006468;GO:0005524	SSF56112	NA	cd14136	G3DSA:3.30.200.20	NA	NA	PS00108;PS00107	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
snap_masked-NODE_797_length_11017_cov_10.915243-processed-gene-0.4-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_351_length_20458_cov_10.928533-snap-gene-0.14-mRNA-1	NA	PTHR22934:SF23;PTHR22934	NA	mobidb-lite	IPR040112	SM00066	PF00172	PS50048	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	PR00755	cd00067	G3DSA:4.10.240.10	NA	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_243_length_25992_cov_11.417630-snap-gene-0.4-mRNA-1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	PTHR19375:SF157;PTHR19375	TMhelix	NA	IPR013126	NA	PF00012	NA		SSF100920;SSF53067;SSF100934	PR00301	NA	G3DSA:2.60.34.10;G3DSA:3.30.420.40;G3DSA:1.20.1270.10;G3DSA:3.90.640.10	NA	Reactome: R-HSA-3371453	PS00329	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	NA
augustus_masked-NODE_421_length_17981_cov_9.881427-processed-gene-0.11-mRNA-1	NA	PTHR19375;PTHR19375:SF333	NA	mobidb-lite	IPR029048	NA	PF00012	NA	GO:0005524;GO:0006457;GO:0051082	SSF53067;SSF100920	PR00301	cd11733	G3DSA:1.20.1270.10;G3DSA:3.30.30.30;G3DSA:3.30.420.40;G3DSA:3.90.640.10;G3DSA:2.60.34.10	Coil	Reactome: R-HSA-3371453	PS01036;PS00297;PS00329	NA	MF_00332	TIGR02350	NA	NA	NA	SignalP-TM	NA
maker-NODE_139_length_32447_cov_12.099319-snap-gene-0.30-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR12911;PTHR12911:SF8	NA	mobidb-lite	IPR012919	NA	NA	PS51469	NA	NA	NA	NA	G3DSA:2.60.120.260	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1201_length_6743_cov_9.742443-augustus-gene-0.7-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR19359:SF14;PTHR19359	TMhelix	NA	IPR001199	SM01117	PF00173	PS50255	GO:0020037	SSF55856	PR00363	NA	G3DSA:3.10.120.10	NA	NA	PS00191	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_945_length_9213_cov_10.860665-snap-gene-0.6-mRNA-1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR10963:SF27;PTHR10963	NA	mobidb-lite	IPR013320	NA	PF00722	PS51762	GO:0004553;GO:0005975	SSF49899	NA	NA	G3DSA:2.60.120.200	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
maker-NODE_1759_length_3576_cov_9.281241-snap-gene-0.3-mRNA-1	NA	PTHR11907;PTHR11907:SF13	NA	NA	IPR029055	NA	PF13522	PS51278	GO:0004044;GO:0009113;GO:0009116	SSF56235;SSF53271	NA	cd06223	G3DSA:3.40.50.2020;G3DSA:3.60.20.10	NA	KEGG: 00230+2.4.2.14|KEGG: 00250+2.4.2.14|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|MetaCyc: PWY-7282|Reactome: R-HSA-73817	NA	PIRSF000485	MF_01931	TIGR01134	NA	NA	NA	NA	NA
augustus_masked-NODE_1022_length_8365_cov_9.765477-processed-gene-0.1-mRNA-1	NA	PTHR10067;PTHR10067:SF2	NA	mobidb-lite	IPR003817	SM00239	PF02666;PF00168	PS50004;PS50222	GO:0004609;GO:0008654;GO:0005509	SSF47473;SSF49562	NA	cd04024	G3DSA:1.10.238.10;G3DSA:2.60.40.150	NA	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	PS00018	NA	MF_00663	TIGR00163	NA	NA	NA	NA	NA
maker-NODE_100_length_36341_cov_10.763158-augustus-gene-0.46-mRNA-1	NA	PTHR24356;PTHR24356:SF236	NA	mobidb-lite	IPR017441	SM00239;SM00109;SM00133;SM00220;SM00742	PF00433;PF00130;PF00069;PF02185	PS50081;PS51285;PS50011	GO:0005524;GO:0035556;GO:0004697;GO:0009272;GO:0004674;GO:0006468;GO:0004672;GO:0007165	SSF57889;SSF46585;SSF49562;SSF56112	NA	cd11620;cd00029;cd05570;cd08689	G3DSA:3.30.200.20;G3DSA:1.10.510.10;G3DSA:3.30.60.20;G3DSA:1.10.287.160	Coil	KEGG: 04070+2.7.11.13	PS00107;PS00108;PS00479	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_34_length_51348_cov_12.782296-snap-gene-0.32-mRNA-1	NA	PTHR12884;PTHR12884:SF0	NA	mobidb-lite	IPR002673	NA	PF01779	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	PD010314	NA	NA
snap_masked-NODE_125_length_34041_cov_12.777408-processed-gene-0.21-mRNA-1	NA	NA	NA	mobidb-lite	IPR021109	NA	PF13975	NA	NA	SSF50630	NA	cd00303	G3DSA:2.40.70.10	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_410_length_18419_cov_11.816532-snap-gene-0.2-mRNA-1	NA	PTHR11538;PTHR11538:SF41	NA	mobidb-lite	IPR005121	SM00896	PF03147;PF01409	PS50862;PS51447	GO:0000166;GO:0004826;GO:0005524;GO:0005737;GO:0006432;GO:0000049;GO:0004812;GO:0043039	SSF54991;SSF55681	NA	cd00496	G3DSA:3.30.70.380;G3DSA:3.30.930.10	NA	KEGG: 00970+6.1.1.20	NA	NA	NA	TIGR00469	NA	NA	NA	SignalP-TM	NA
maker-NODE_1220_length_6580_cov_12.706028-augustus-gene-0.1-mRNA-1	NA	PTHR11722	NA	mobidb-lite	IPR001380	NA	PF01294	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	NA	NA	Coil	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS01104	NA	MF_00499	NA	NA	NA	NA	NA	NA
maker-NODE_738_length_11804_cov_13.676030-augustus-gene-0.0-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR43550:SF3;PTHR43550	TMhelix	NA	IPR002347	SM00822	PF00106	NA	NA	SSF51735	PR00081	cd08939	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_767_length_11357_cov_11.604630-augustus-gene-0.8-mRNA-1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	PTHR21049:SF0;PTHR21049	NA	NA	IPR007676	NA	PF04597	NA	GO:0004579;GO:0005783;GO:0006486;GO:0016021	NA	NA	NA	NA	NA	Reactome: R-HSA-1799339|Reactome: R-HSA-446203	NA	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	SignalP-noTM
augustus_masked-NODE_1487_length_4952_cov_8.845596-processed-gene-0.1-mRNA-1	NA	PTHR12381:SF49;PTHR12381	NA	mobidb-lite	IPR034257	SM00513	PF02037	PS50800		SSF68906	NA	cd12432	G3DSA:1.10.720.30	Coil	Reactome: R-HSA-111465	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_372_length_19729_cov_11.208601-snap-gene-0.17-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR31126:SF10;PTHR31126	NA	NA	IPR000387	NA	PF13350	PS50056	GO:0016311;GO:0016791;GO:0004725	SSF52799	NA	NA	NA	NA	NA	PS00383	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1176_length_6929_cov_12.029403-processed-gene-0.9-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR20973	TMhelix	mobidb-lite	IPR011513	NA	PF08746;PF07574	NA	GO:0006281;GO:0030915	NA	NA	cd16493	G3DSA:3.30.40.10;G3DSA:1.10.10.10;G3DSA:1.10.10.2370	NA	MetaCyc: PWY-7511|Reactome: R-HSA-3108214	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_431_length_17639_cov_10.829660-processed-gene-0.1-mRNA-1	NA	PTHR12537:SF48;PTHR12537	NA	mobidb-lite	IPR001313	SM00025	PF00806	PS50302;PS50303	GO:0003723	SSF48371	NA	cd07920	G3DSA:1.25.10.10	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_169_length_30075_cov_12.082476-augustus-gene-0.3-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR23502:SF59;PTHR23502	TMhelix	mobidb-lite	IPR036259	NA	PF07690	PS50850	GO:0016021;GO:0055085	SSF103473	NA	cd06174	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2256_length_1668_cov_9.705386-augustus-gene-0.2-mRNA-1	NA	PTHR43178:SF5;PTHR43178	NA	mobidb-lite	IPR000089	NA	PF00198;PF00364;PF02817	PS50968;PS51826	GO:0016746	SSF51230;SSF52777;SSF47005	NA	cd06849	G3DSA:2.40.50.100;G3DSA:4.10.320.10;G3DSA:3.30.559.10	NA	Reactome: R-HSA-389661	PS00189	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1255_length_6338_cov_9.457575-processed-gene-0.0-mRNA-1	NA	PTHR13872:SF36;PTHR13872	NA	NA	IPR001854	NA	PF00831	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	SSF46561	NA	cd00427	G3DSA:1.10.287.310;G3DSA:1.10.20.90	Coil	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00579	NA	MF_00374	TIGR00012	NA	NA	NA	NA	NA
augustus_masked-NODE_69_length_41337_cov_11.742126-processed-gene-0.12-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR11972:SF69;PTHR11972	TMhelix	mobidb-lite	IPR000608	SM00212	PF08030;PF01794;PF08022;PF00179	PS50127;PS51384	GO:0016491;GO:0055114	SSF51905;SSF52343;SSF63380;SSF54495	NA	cd00195;cd06186	G3DSA:3.40.50.80;G3DSA:2.40.30.10;G3DSA:3.10.110.10	NA	Reactome: R-HSA-983168	PS00183	NA	NA	NA	NA	SFLDG01169;SFLDG01168;SFLDS00052	NA	NA	NA
snap_masked-NODE_54_length_44732_cov_12.065889-processed-gene-0.4-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR12271;PTHR12271:SF40	TMhelix	mobidb-lite	IPR002058	NA	PF03828	NA	NA	SSF81301;SSF81631	NA	NA	G3DSA:1.10.1410.10;G3DSA:3.30.460.10	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_527_length_15607_cov_10.455685-processed-gene-0.4-mRNA-1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
maker-NODE_65_length_42152_cov_12.435931-snap-gene-0.11-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR30618;PTHR30618:SF11	TMhelix	NA	IPR001248	NA	PF02133	NA	GO:0016020;GO:0022857;GO:0055085	NA	NA	cd11482	G3DSA:1.10.4160.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_195_length_28466_cov_11.496842-augustus-gene-0.6-mRNA-1	NA	PTHR10606:SF32;PTHR10606	NA	mobidb-lite	IPR003094	SM00855	PF00300;PF01591	NA	GO:0003824;GO:0005524;GO:0006003;GO:0003873;GO:0006000	SSF52540;SSF53254	PR00991	cd07067	NA	NA	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	PS00175	PIRSF000709	NA	NA	NA	NA	NA	NA	NA
maker-NODE_122_length_34216_cov_11.424653-augustus-gene-0.32-mRNA-1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PTHR24073:SF556;PTHR24073	NA	NA	IPR027417	SM00176;SM00174;SM00173;SM00175	PF00071	PS51419	GO:0005525;GO:0003924	SSF52540	PR00449	cd01862	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	TIGR00231	NA	NA	NA	NA	NA
augustus_masked-NODE_406_length_18704_cov_11.704419-processed-gene-0.0-mRNA-1	NA	PTHR28307:SF2;PTHR28307	NA	mobidb-lite	IPR013226	NA	PF08316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_662_length_12880_cov_12.733867-processed-gene-0.6-mRNA-1	NA	NA	NA	mobidb-lite	IPR024325	NA	PF12927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_53_length_44788_cov_12.585141-processed-gene-0.1-mRNA-1	NA	PTHR12001;PTHR12001:SF44	NA	mobidb-lite	IPR008949	NA	PF00348	NA	GO:0008299	SSF48576	NA	NA	G3DSA:1.10.600.10	Coil	NA	PS00723;PS00444	NA	NA	NA	NA	SFLDS00005	NA	NA	NA
maker-NODE_1427_length_5284_cov_7.754121-augustus-gene-0.0-mRNA-1	NA	PTHR18968;PTHR18968:SF13	NA	mobidb-lite	IPR029061	NA	PF02776;PF02775;PF00205	NA	GO:0000287;GO:0030976;GO:0003984;GO:0009082;GO:0050660;GO:0003824	SSF52518;SSF52467	NA	cd07035;cd02015	G3DSA:3.40.50.1220;G3DSA:3.40.50.970	NA	KEGG: 00290+2.2.1.6|KEGG: 00650+2.2.1.6|KEGG: 00660+2.2.1.6|KEGG: 00770+2.2.1.6|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-5938|MetaCyc: PWY-5939|MetaCyc: PWY-6389|MetaCyc: PWY-7111	PS00187	NA	NA	TIGR00118	NA	NA	NA	SignalP-TM	NA
