Gene	interpro	Pfam	MobiDBLite	SMART	Gene3D	SUPERFAMILY	PRINTS	GO	CDD	PIRSF	Coils	PATHWAY	ProSiteProfiles	ProSitePatterns	TIGRFAM	Hamap	SFLD
ETR99194.1	IPR006973	PF04889	mobidb-lite	NA	NA	NA	NA	GO:0000398;GO:0005681	NA	NA	Coil	Reactome: R-HSA-72163	NA	NA	NA	NA	NA
ETS00901.1	IPR011990	PF08238	mobidb-lite	SM00671	G3DSA:1.25.40.10	SSF81901	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS04796.1	IPR001878	PF00098	mobidb-lite	NA	G3DSA:4.10.60.10	SSF57756	NA	GO:0003676;GO:0008270	NA	NA	NA	NA	PS50158	NA	NA	NA	NA
ETS06582.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02289.1	IPR015421	PF00202	NA	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	SSF53383	NA	GO:0003824;GO:0008483;GO:0030170	cd00610	PIRSF000521	Coil	NA	NA	PS00600	NA	NA	NA
ETS06290.1	IPR036291	PF08242;PF16197;PF00107;PF08659;PF02801;PF14765;PF00550;PF00109;PF00698	NA	SM00822;SM00829;SM00827;SM00823;SM00826;SM00825	G3DSA:3.40.50.720;G3DSA:3.40.50.150;G3DSA:3.10.129.110;G3DSA:3.40.366.10;G3DSA:3.90.180.10;G3DSA:3.30.70.3290;G3DSA:1.10.1200.10;G3DSA:3.40.47.10	SSF51735;SSF53901;SSF53335;SSF47336;SSF55048;SSF50129;SSF52151	NA	GO:0003824;GO:0016740;GO:0016491;GO:0055114;GO:0031177	cd00833;cd02440;cd05195	NA	Coil	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	PS50075	NA	NA	NA	NA
ETS04749.1	IPR004240	PF02990	NA	NA	NA	NA	NA	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00203.1	IPR019734	PF13181;PF00515;PF13176;PF13432;PF12895	mobidb-lite	SM00028	G3DSA:1.25.40.10	SSF48452	NA	GO:0005515	NA	NA	NA	NA	PS50005;PS50293	NA	NA	NA	NA
ETS01981.1	IPR001841	PF13639	mobidb-lite	SM00184	G3DSA:3.30.40.10	SSF57850	NA	NA	NA	NA	Coil	NA	PS50089	NA	NA	NA	NA
ETS00354.1	IPR013857	PF08547	NA	NA	G3DSA:2.60.120.430	SSF49785	NA		NA	NA	NA	Reactome: R-HSA-6799198	NA	NA	NA	NA	NA
ETS07069.1	IPR020904	PF13561	NA	NA	G3DSA:3.40.50.720	SSF51735	PR00081	GO:0016491	NA	NA	NA	NA	NA	PS00061	NA	NA	NA
ETR96888.1	IPR018106	PF01213;PF08603	mobidb-lite	SM00673	G3DSA:1.25.40.330;G3DSA:2.160.20.70	SSF69340;SSF101278	NA	GO:0003779;GO:0007010;GO:0000902	NA	NA	NA	Reactome: R-HSA-428890	PS51329	PS01088	NA	NA	NA
ETS01516.1	IPR008676	PF11717;PF05712	mobidb-lite	NA	G3DSA:1.10.274.30;G3DSA:2.30.30.140	SSF54160	NA	GO:0005634;GO:0006325;GO:0006355	cd18983	PIRSF038133	NA	NA	PS51640	NA	NA	NA	NA
ETS02581.1	IPR000717	PF10075	NA	NA	G3DSA:1.10.10.10;G3DSA:1.25.40.250	SSF48371;SSF46785	NA	GO:0003743;GO:0005737;GO:0005852;GO:0006446;GO:0043022	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	PS50250	NA	NA	MF_03010	NA
ETS06694.1	IPR023198	PF13419	NA	NA	G3DSA:1.10.150.240;G3DSA:3.40.50.1000	SSF56784	NA	GO:0016787	NA	NA	NA	NA	NA	NA	TIGR01509	NA	SFLDG01129;SFLDS00003
ETS06602.1	IPR025363	PF14087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97458.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETR98050.1	IPR015366	PF09286;PF00082	NA	SM00944	G3DSA:3.40.50.200	SSF54897;SSF52743	NA	GO:0008236;GO:0006508;GO:0004252	cd04056;cd11377	NA	NA	Reactome: R-HSA-381038	PS51257;PS51695	PS00138	NA	NA	NA
ETS04382.1	IPR036612	PF00013	mobidb-lite	SM00322	G3DSA:3.30.1370.10	SSF54791	NA	GO:0003723;GO:0003676	cd02396;cd00105	NA	NA	NA	PS50084	NA	NA	NA	NA
ETS06451.1	IPR019401	PF10276	NA	NA	G3DSA:2.60.260.40	NA	NA		NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA
ETS02012.1	IPR030379	PF00735	mobidb-lite	NA	G3DSA:3.40.50.300	SSF52540	NA	GO:0005525	cd17508;cd01850	PIRSF006698	Coil	NA	PS51719	NA	NA	NA	NA
ETS03286.1	IPR013087	NA	mobidb-lite	SM00355	G3DSA:3.30.160.60	SSF57667	NA	GO:0003676	NA	NA	Coil	NA	PS50157	PS00028	NA	NA	NA
ETS05631.1	IPR013087	NA	mobidb-lite	NA	NA	NA	NA	GO:0003676	NA	NA	NA	NA	PS50157	PS00028	NA	NA	NA
ETS06521.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00590.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS04646.1	IPR037171	PF01008	NA	NA	G3DSA:3.40.50.10470;G3DSA:1.20.120.1840	SSF100950	NA	GO:0044249;GO:0044237	NA	NA	Coil	KEGG: 00270+5.3.1.23|MetaCyc: PWY-4361|MetaCyc: PWY-7174|Reactome: R-HSA-1237112	NA	NA	TIGR00512;TIGR00524	MF_01678	NA
ETR97636.1	IPR036770	PF13637;PF12796	NA	SM00248	G3DSA:1.25.40.20	SSF48403	NA	GO:0005515	NA	NA	Coil	NA	PS50297;PS50088	NA	NA	NA	NA
ETR97784.1	IPR001650	PF00271;PF00176	mobidb-lite	SM00490;SM00487	NA	SSF52540	NA	GO:0005524	cd18793;cd18008	NA	Coil	NA	PS51194;PS51192	PS00518	NA	NA	NA
ETR99479.1	IPR001841	PF12678	mobidb-lite	SM00184	G3DSA:3.30.40.10	SSF57850	NA	GO:0008270	cd16479	NA	Coil	Reactome: R-HSA-8951664|Reactome: R-HSA-983168	PS50089	NA	NA	NA	NA
ETS06615.1	IPR029191	PF15456	mobidb-lite	NA	G3DSA:1.20.5.340	SSF57997	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS01316.1	IPR034922	PF00929	mobidb-lite	SM00479	G3DSA:3.30.420.10	SSF53098	NA	GO:0003676	cd06145	NA	NA	NA	NA	NA	NA	NA	NA
ETR98714.1	IPR000789	PF01111	NA	SM01084	G3DSA:3.30.170.10	SSF55637	PR00296	GO:0016538	NA	NA	NA	NA	NA	PS00945;PS00944	NA	NA	NA
ETS04785.1	IPR019560	PF10558	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05618.1	IPR001138	PF00172	mobidb-lite	SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETS06305.1	IPR006070	PF01300;PF03481	mobidb-lite	NA	G3DSA:3.90.870.10	SSF55821	NA	GO:0003725	NA	NA	NA	NA	PS51163	NA	TIGR00057	NA	NA
ETS01003.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02415.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS01388.1	IPR002123	PF01553	NA	SM00563	NA	SSF69593	NA	GO:0016746;GO:0003841;GO:0008654;GO:0016020	cd07989	NA	NA	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|MetaCyc: PWY-8051|MetaCyc: PWY-8053|MetaCyc: PWY-8055|Reactome: R-HSA-1483166	NA	NA	TIGR00530	NA	NA
ETS03018.1	IPR016864	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PIRSF028035	NA	NA	NA	NA	NA	NA	NA
ETS03432.1	IPR024481	PF12726;PF13087;PF13086	mobidb-lite	NA	G3DSA:3.40.50.300	SSF52540	NA	NA	cd18808;cd18042	NA	Coil	NA	NA	NA	NA	NA	NA
ETR97945.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02318.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS03967.1	IPR003807	PF02656	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99046.1	IPR036388	PF04695	mobidb-lite	NA	G3DSA:1.10.10.10	NA	NA		NA	NA	NA	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241|Reactome: R-HSA-9603798	NA	NA	NA	NA	NA
ETS01186.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS03157.1	IPR023395	NA	mobidb-lite	NA	G3DSA:1.50.40.10	SSF103506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS01474.1	IPR008427	PF05730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS07239.1	IPR001138	PF00172	mobidb-lite	SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067	NA	NA	NA	PS50048	NA	NA	NA	NA
ETS01164.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS01343.1	IPR041708	PF01416	mobidb-lite	NA	G3DSA:3.30.70.580;G3DSA:3.30.70.660	SSF55120	NA	GO:0009982;GO:0031119;GO:0001522;GO:0003723;GO:0009451	cd02568	NA	Coil	Reactome: R-HSA-6782315|Reactome: R-HSA-6787450	NA	NA	TIGR00071	NA	NA
ETR99997.1	IPR023614	PF01459	NA	NA	G3DSA:2.40.160.10	NA	NA	GO:0005741;GO:0055085;GO:0008320;GO:0030150	cd07305	NA	NA	NA	NA	NA	NA	NA	NA
ETS03629.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99976.1	IPR002076	PF01151	mobidb-lite	NA	NA	NA	NA	GO:0016021	NA	NA	NA	KEGG: 00062+2.3.1.199|MetaCyc: PWY-5080|MetaCyc: PWY-5972|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-7035|MetaCyc: PWY-7036|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|MetaCyc: PWY-8041|Reactome: R-HSA-75876	NA	NA	NA	NA	NA
ETS01696.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00014.1	IPR006716	PF04622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02247.1	IPR013087	PF00096	mobidb-lite	SM00355	G3DSA:3.30.160.60	SSF57667	NA	GO:0003676	NA	NA	NA	NA	PS50157	PS00028	NA	NA	NA
ETS01828.1	IPR011120	PF07492;PF01204	NA	NA	NA	SSF48208	PR00744	GO:0004555;GO:0005509;GO:0005737;GO:0005993;GO:0005991;GO:0003824	NA	NA	NA	KEGG: 00500+3.2.1.28	NA	PS00927;PS00928	NA	NA	NA
ETS02939.1	IPR001138	PF00172;PF04082	mobidb-lite	SM00906;SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd12148;cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETS03659.1	IPR002935	PF01596	NA	NA	G3DSA:3.40.50.150	SSF53335	NA	GO:0008171	cd02440	NA	NA	NA	PS51682	NA	NA	NA	NA
ETR99355.1	IPR036922	PF00355	NA	NA	G3DSA:2.102.10.10	SSF50022	NA	GO:0016491;GO:0051537;GO:0055114	NA	NA	NA	NA	PS51296	NA	NA	NA	NA
ETS02991.1	IPR002675	PF01781	NA	NA	G3DSA:3.30.720.90	NA	NA	GO:0003735;GO:0005840;GO:0006412	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA
ETS03244.1	IPR001138	PF00172	NA	SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETS04373.1	IPR013715	PF08508	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97842.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS03811.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05340.1	IPR002056	PF02064	NA	NA	G3DSA:1.20.960.10	SSF47157	PR00351	GO:0005742;GO:0006605;GO:0006886	NA	PIRSF037707	Coil	NA	NA	NA	NA	NA	NA
ETR96986.1	IPR013087	PF00096	mobidb-lite	SM00355	G3DSA:3.30.160.60	SSF57667	NA	GO:0003676	NA	NA	NA	NA	PS50157	PS00028	NA	NA	NA
ETR98385.1	IPR010281	PF05960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99897.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00479.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00976.1	IPR036181	PF04212	mobidb-lite	NA	G3DSA:1.20.58.280	SSF116846	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETR99546.1	IPR018827	PF10355;PF10348	mobidb-lite	NA	NA	NA	NA	NA	cd08760	NA	NA	NA	NA	NA	NA	NA	NA
ETR98736.1	IPR008942	PF07651	mobidb-lite	SM00273	G3DSA:1.25.40.90;G3DSA:1.20.58.150	SSF48464;SSF89009	NA	GO:0005543;GO:0005545;GO:0030136;GO:0030276;GO:0048268	cd16988	NA	NA	Reactome: R-HSA-8856828	PS50942	NA	NA	NA	NA
ETS06159.1	IPR007502	PF04408;PF00270;PF00271;PF07717;PF05773	mobidb-lite	SM00847;SM00490;SM00487	G3DSA:3.40.50.300;G3DSA:3.30.160.20;G3DSA:3.10.110.10;G3DSA:1.20.120.1080	SSF54768;SSF52540;SSF54495;SSF46934	NA	GO:0004386;GO:0003676;GO:0005524;GO:0005515	cd18791;cd17917	NA	Coil	NA	PS50030;PS51192;PS51194	PS00690	NA	NA	NA
ETR97053.1	IPR011059	PF01979	NA	NA	G3DSA:3.20.20.140;G3DSA:2.30.40.10	SSF51338;SSF51556	NA	GO:0016810;GO:0016787	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06327.1	IPR036409	PF00596	NA	SM01007	G3DSA:3.40.225.10	SSF53639	NA	GO:0005737;GO:0019509;GO:0046872	NA	NA	NA	KEGG: 00270+4.2.1.109|MetaCyc: PWY-4361|Reactome: R-HSA-111458|Reactome: R-HSA-1237112|Reactome: R-HSA-9627069	NA	NA	TIGR03328	MF_03116	NA
ETR99256.1	IPR011008	NA	NA	NA	NA	SSF54909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS01622.1	IPR007219	PF04082;PF00172	mobidb-lite	SM00906;SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	cd00067;cd12148	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETR98031.1	IPR013057	PF01490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS04417.1	IPR022185	PF12505	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97139.1	IPR011990	PF17109	mobidb-lite	NA	G3DSA:3.40.50.300	SSF48452;SSF52540;SSF48371	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98793.1	IPR001753	PF00378	NA	NA	G3DSA:3.90.226.10;G3DSA:1.10.12.10	SSF52096	NA	GO:0003824	cd06558	NA	NA	NA	NA	NA	NA	NA	NA
ETS04748.1	IPR019190	PF09810	mobidb-lite	NA	NA	NA	NA	GO:0045145	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS05426.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02841.1	IPR000807	PF00475	NA	NA	G3DSA:3.30.230.40	SSF54211	NA	GO:0000105;GO:0004424	cd07914	NA	NA	KEGG: 00340+4.2.1.19	NA	PS00954;PS00955	NA	MF_00076	NA
ETR97725.1	IPR000253	NA	mobidb-lite	NA	NA	NA	NA	GO:0005515	NA	NA	NA	NA	PS50006	NA	NA	NA	NA
ETS07231.1	IPR036396	PF00067	NA	NA	NA	SSF48264	PR00385;PR00465	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	NA	NA	NA	NA	PS00086	NA	NA	NA
ETS01745.1	IPR029019	PF14845;PF00728	NA	NA	G3DSA:3.20.20.80;G3DSA:3.30.379.10	SSF55545;SSF51445	PR00738	GO:0004563;GO:0005975;GO:0004553	cd06562	PIRSF001093	NA	KEGG: 00511+3.2.1.52|KEGG: 00513+3.2.1.52|KEGG: 00520+3.2.1.52|KEGG: 00531+3.2.1.52|KEGG: 00603+3.2.1.52|KEGG: 00604+3.2.1.52|MetaCyc: PWY-6902|MetaCyc: PWY-7822|MetaCyc: PWY-7883|Reactome: R-HSA-1660662|Reactome: R-HSA-2022857|Reactome: R-HSA-2024101|Reactome: R-HSA-2160916	NA	NA	NA	NA	NA
ETS03783.1	IPR029006	NA	mobidb-lite	NA	G3DSA:3.40.20.10	SSF55753	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS00601.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETR97392.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98943.1	IPR025609	PF12352;PF12701;PF05008;PF09532	mobidb-lite	SM01271;SM00397;SM01199	G3DSA:1.20.5.110;G3DSA:1.20.58.400;G3DSA:2.30.30.100	SSF47661;SSF50182;SSF58038	NA	GO:0006886;GO:0016020;GO:0016192	cd15862;cd01736	NA	Coil	NA	PS51512;PS51513;PS51536	NA	NA	NA	NA
ETS05689.1	IPR025527	PF14377;PF06025;PF00632;PF06012	mobidb-lite	SM00119	G3DSA:3.30.2410.10;G3DSA:3.90.1750.10;G3DSA:3.30.2160.10	SSF48371;SSF56204	NA	GO:0004842	cd00078	NA	Coil	MetaCyc: PWY-7511|Reactome: R-HSA-6798695|Reactome: R-HSA-983168	PS50237	NA	NA	NA	NA
ETS02005.1	IPR036864	PF00172;PF04082	mobidb-lite	SM00906;SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd00067;cd12148	NA	NA	NA	PS50048	NA	NA	NA	NA
ETS05408.1	IPR028084	PF14636	mobidb-lite	NA	NA	NA	NA		NA	NA	NA	Reactome: R-HSA-9639288	NA	NA	NA	NA	NA
ETS00599.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05467.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02134.1	IPR017067	PF00075;PF01693	NA	NA	G3DSA:3.30.420.10;G3DSA:3.40.970.10	SSF53098;SSF55658	NA	GO:0000287;GO:0004523;GO:0003676	cd09280	PIRSF036852	NA	NA	PS50879	NA	NA	NA	NA
ETS02090.1	IPR016166	PF01565	NA	NA	G3DSA:3.30.465.10	SSF56176	NA	GO:0071949;GO:0016491;GO:0050660;GO:0055114	NA	NA	Coil	NA	PS51387	NA	NA	NA	NA
ETS03571.1	IPR008979	PF08547	mobidb-lite	NA	NA	SSF49785	NA		NA	NA	NA	Reactome: R-HSA-6799198	NA	NA	NA	NA	NA
ETS02547.1	IPR036259	PF00083	NA	NA	G3DSA:1.20.1250.20	SSF103473	PR00171	GO:0016021;GO:0022857;GO:0055085;GO:0016020	cd17356	NA	NA	Reactome: R-HSA-189200	PS50850	PS00217	NA	NA	NA
ETS00108.1	IPR029063	PF13489	mobidb-lite	NA	G3DSA:3.40.50.150	SSF53335	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA
ETS01771.1	IPR034753	PF12456;PF02383	mobidb-lite	NA	NA	NA	NA	GO:0042578	NA	NA	NA	NA	PS51791;PS50275	NA	NA	NA	NA
ETS03977.1	IPR023632	PF00231	NA	NA	G3DSA:1.10.287.80;G3DSA:3.40.1380.10	SSF52943	PR00126	GO:0015986;GO:0045261;GO:0046933	cd12151	PIRSF039089	NA	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	NA	PS00153	TIGR01146	NA	NA
ETS04028.1	IPR024662	PF12735	mobidb-lite	NA	NA	NA	NA	GO:0006891;GO:1990071	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98094.1	IPR036851	PF01328	NA	NA	G3DSA:1.10.489.10	SSF47571	NA	GO:0004601	NA	NA	NA	NA	PS51405	NA	NA	NA	NA
ETS01952.1	IPR023389	PF08883	NA	NA	G3DSA:3.30.70.1240	SSF143410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS04420.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05829.1	IPR036866	PF07522;PF12706	mobidb-lite	NA	G3DSA:3.60.15.10;G3DSA:3.40.50.12650	SSF56281	NA	NA	cd16273	NA	Coil	NA	NA	NA	NA	NA	NA
ETR97103.1	NA	NA	NA	NA	G3DSA:3.40.220.10	SSF52949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97632.1	IPR000719	NA	NA	SM00220	G3DSA:1.10.510.10	SSF56112	NA	GO:0004672;GO:0005524;GO:0006468	cd00180	NA	NA	NA	PS50011	NA	NA	NA	NA
ETS00827.1	IPR035965	PF00320;PF08447	mobidb-lite	SM00091;SM00401	G3DSA:3.30.50.10;G3DSA:3.30.450.20	SSF55785;SSF57716	NA	GO:0006355;GO:0008270;GO:0043565;GO:0005515	cd00130;cd00202	NA	Coil	Reactome: R-HSA-383280	PS50112	NA	TIGR00229	NA	NA
ETR97367.1	NA	PF04666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS01662.1	IPR006361	PF01208	NA	NA	G3DSA:3.20.20.210	SSF51726	NA	GO:0004853;GO:0006779	cd00717	NA	NA	KEGG: 00860+4.1.1.37|MetaCyc: PWY-5531|MetaCyc: PWY-7159|MetaCyc: PWY-7766|Reactome: R-HSA-189451	NA	PS00906;PS00907	TIGR01464	MF_00218	NA
ETS06350.1	IPR013763	PF00134	mobidb-lite	SM00385	G3DSA:1.10.472.10	SSF47954	NA	NA	cd00043	NA	Coil	NA	NA	NA	NA	NA	NA
ETS03503.1	IPR005828	PF00083	NA	NA	G3DSA:1.20.1250.20	SSF103473	NA	GO:0016021;GO:0022857;GO:0055085	cd17364	NA	NA	NA	PS50850	NA	NA	NA	NA
ETS01820.1	IPR013719	PF08512;PF14826;PF08644;PF00557	mobidb-lite	SM01287;SM01285;SM01286	G3DSA:2.30.29.210;G3DSA:2.30.29.30;G3DSA:3.40.350.10;G3DSA:3.90.230.10;G3DSA:2.30.29.150	SSF55920	NA		cd01091	NA	Coil	Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955	NA	NA	NA	NA	NA
ETS06608.1	NA	PF17733	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02227.1	IPR020683	PF12796	mobidb-lite	SM00248	G3DSA:1.25.40.20	SSF48403	NA	GO:0005515	NA	NA	NA	NA	PS50088;PS50297	NA	NA	NA	NA
ETS06251.1	IPR005637	PF03943	mobidb-lite	SM00804	G3DSA:1.10.8.10;G3DSA:3.80.10.10;G3DSA:3.10.450.50	SSF46934;SSF54427;SSF52058	NA	GO:0005634;GO:0051028;GO:0005515	cd14342	NA	NA	Reactome: R-HSA-159236	PS51450;PS51281;PS50177	NA	NA	NA	NA
ETS07182.1	IPR018108	PF00153	NA	NA	G3DSA:1.50.40.10	SSF103506	NA	NA	NA	NA	NA	NA	PS50920	NA	NA	NA	NA
ETR99364.1	IPR017853	NA	NA	NA	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98319.1	IPR003378	PF02434	NA	NA	G3DSA:3.90.550.50	NA	NA	GO:0016020;GO:0016757	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR96705.1	IPR005066	PF03404;PF00173;PF00175;PF00970;PF00174	mobidb-lite	SM01117	G3DSA:3.90.420.10;G3DSA:2.40.30.10;G3DSA:3.40.50.80;G3DSA:3.10.120.10;G3DSA:2.60.40.650	SSF56524;SSF52343;SSF81296;SSF55856;SSF63380	PR00363;PR00406;PR00407;PR00371	GO:0016491;GO:0030151;GO:0055114;GO:0042128;GO:0043546;GO:0020037	cd06183	NA	NA	Reactome: R-HSA-1614517	PS51384;PS50255	PS00559;PS00191	NA	NA	NA
ETR96929.1	IPR036686	PF06766	NA	NA	G3DSA:3.20.120.10	SSF101751	NA	GO:0005576	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99827.1	IPR001138	PF00172;PF04082	NA	SM00906;SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd12148;cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
