Gene	interpro	GO	ProSiteProfiles	MobiDBLite	Pfam	PATHWAY	SMART	PANTHER	Coils	Phobius	TMHMM	ProSitePatterns	CDD	PRINTS	Gene3D	SUPERFAMILY	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	SFLD	Hamap	PIRSF	ProDom
augustus_masked-NQYR01000003.1-processed-gene-5.2-mRNA-1	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0016020;GO:0005215	PS50850	mobidb-lite	PF00083	Reactome: R-HSA-189200	NA	PTHR23500;PTHR23500:SF88	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	PS00217	cd06174	PR00171	G3DSA:1.20.1250.20	SSF103473	TIGR00879	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-7.36-mRNA-1	IPR002818		NA	NA	PF01965	Reactome: R-HSA-3899300	NA	PTHR43130;PTHR43130:SF1	NA	NA	NA	NA	cd03139	NA	G3DSA:3.40.50.880	SSF52317	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000005.1-processed-gene-2.22-mRNA-1	IPR002889	NA	PS51212	mobidb-lite	PF01822	NA	SM00321	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-19.9-mRNA-1	IPR040182	GO:0000045;GO:0006914;GO:1990316	NA	mobidb-lite	PF10033	Reactome: R-HSA-1632852	NA	PTHR13430:SF4;PTHR13430	NA	NA	NA	NA	NA	NA	G3DSA:3.30.900.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-20.16-mRNA-1	IPR009081	GO:0003824;GO:0031177	PS50075	NA	PF00550;PF00668;PF00501	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	SM00823	PTHR45527	NA	NA	NA	PS00012	cd05918	NA	G3DSA:3.30.300.30;G3DSA:1.10.1200.10;G3DSA:3.30.559.30;G3DSA:3.30.559.10;G3DSA:3.40.50.12780	SSF56801;SSF52777;SSF47336	TIGR01733	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000011.1-augustus-gene-4.7-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000005.1-processed-gene-11.20-mRNA-1	IPR016021	GO:0003723;GO:0005515	PS51366	mobidb-lite	PF02847;PF02854	NA	SM00543	PTHR18034:SF4;PTHR18034	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	G3DSA:1.25.40.180	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-5.30-mRNA-1	IPR009346		NA	NA	PF06212	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	PTHR12966	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000005.1-processed-gene-18.20-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-20.10-mRNA-1	IPR012334	NA	PS51257	NA	PF13229	NA	SM00710	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	G3DSA:2.160.20.10;G3DSA:2.90.10.10	SSF51126;SSF51110	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-24.40-mRNA-1	IPR010473	GO:0003779;GO:0017048;GO:0030036	NA	mobidb-lite	PF06371	NA	SM01140	PTHR11584;PTHR11584:SF369	NA	NA	NA	NA	NA	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-13.34-mRNA-1	IPR000504	GO:0003676	PS50102	mobidb-lite	PF00076	NA	SM00360	PTHR23236;PTHR23236:SF11	Coil	NA	NA	NA	NA	NA	G3DSA:3.30.70.330	SSF54928	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-14.6-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000011.1-processed-gene-11.0-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-18.38-mRNA-1	IPR006977	GO:0016020;GO:0005794;GO:0016192	NA	mobidb-lite	PF04893	NA	NA	PTHR12822:SF2;PTHR12822	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000010.1-augustus-gene-10.27-mRNA-1	IPR003038	GO:0004579;GO:0008250;GO:0016021	NA	mobidb-lite	PF02109	Reactome: R-HSA-446203	NA	PTHR10705	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	PIRSF005588	NA
augustus_masked-NQYR01000005.1-processed-gene-5.36-mRNA-1	IPR000717	GO:0003743;GO:0005737;GO:0005852	PS50250	NA	PF01399;PF09440	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	SM00088;SM01186;SM00753	PTHR10317:SF0;PTHR10317	NA	NA	NA	NA	NA	NA	G3DSA:1.10.10.10	SSF46785	NA	NA	NA	NA	NA	MF_03004	PIRSF016255	NA
maker-NQYR01000011.1-augustus-gene-11.39-mRNA-1	IPR003890	GO:0003723;GO:0005515	NA	mobidb-lite	PF12152;PF02854	NA	SM00543	PTHR23253;PTHR23253:SF9	Coil	NA	NA	NA	NA	NA	G3DSA:1.25.40.180	SSF48371;SSF101489	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000015.1-augustus-gene-2.2-mRNA-1	IPR018108	GO:0022857;GO:0055085	PS50920	mobidb-lite	PF00153	NA	NA	PTHR24089:SF396;PTHR24089	NA	NA	NA	NA	NA	PR00926	G3DSA:1.50.40.10	SSF103506	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000004.1-augustus-gene-2.13-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-26.13-mRNA-1	IPR011043	GO:0005515	NA	mobidb-lite	PF13854	NA	NA	PTHR23244;PTHR23244:SF346	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE	TMhelix	NA	NA	NA	G3DSA:2.120.10.80	SSF50965	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-3.11-mRNA-1	IPR021487	NA	NA	mobidb-lite	PF11338;PF11160	NA	NA	PTHR40630	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000018.1-augustus-gene-1.28-mRNA-1	IPR005107	GO:0051537;GO:0009055;GO:0051536;GO:0071949;GO:0050660;GO:0016491;GO:0055114;GO:0046872;GO:0005506	PS51387;PS51085	NA	PF01315;PF00941;PF01799;PF00111;PF03450;PF02738	NA	SM01092;SM01008	PTHR11908:SF124;PTHR11908	NA	NA	NA	PS00197	NA	NA	G3DSA:3.30.365.10	SSF55447;SSF54292;SSF47741;SSF56176;SSF54665;SSF56003	NA	NA	NA	NA	NA	NA	PIRSF000127	NA
augustus_masked-NQYR01000008.1-processed-gene-6.22-mRNA-1	IPR027417	GO:0032126;GO:0070941	NA	mobidb-lite	NA	NA	NA	PTHR10039;PTHR10039:SF5	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-3.26-mRNA-1	IPR004521	GO:0003723	PS50890	NA	PF17832;PF01472	NA	NA	PTHR22798	NA	NA	NA	NA	cd11609	NA	G3DSA:2.30.130.10	SSF88697	TIGR00451	NA	NA	NA	NA	NA	PIRSF005067	NA
augustus_masked-NQYR01000004.1-processed-gene-0.11-mRNA-1	IPR007823	GO:0005730;GO:0008168	NA	mobidb-lite	PF05148	Reactome: R-HSA-427359	NA	PTHR12787	NA	NA	NA	NA	cd02440	NA	G3DSA:1.10.10.2150	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000011.1-augustus-gene-5.27-mRNA-1	IPR001461	GO:0004190;GO:0006508	PS51767	NA	PF00026	NA	NA	PTHR13683:SF552;PTHR13683	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	cd05471	PR00792	G3DSA:2.40.70.10	SSF50630	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NQYR01000014.1-processed-gene-1.25-mRNA-1	IPR017937	GO:0045454;GO:0006662;GO:0015035	PS51352	NA	PF00085	NA	NA	PTHR10438;PTHR10438:SF366	NA	NA	NA	PS00194	cd02947	PR00421	G3DSA:3.40.30.10	SSF52833	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-15.2-mRNA-1	IPR036361	NA	PS50800	mobidb-lite	PF02037;PF18592	NA	SM00513	PTHR12381:SF49;PTHR12381	Coil	NA	NA	NA	NA	NA	G3DSA:1.10.720.30	SSF68906	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000005.1-processed-gene-15.9-mRNA-1	IPR002320	GO:0004829;GO:0005524;GO:0005737;GO:0006435;GO:0000166;GO:0004812;GO:0006418	PS50862	mobidb-lite	PF00587;PF03129	KEGG: 00970+6.1.1.3	NA	PTHR11451:SF40;PTHR11451	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	cd00771	PR01047	G3DSA:3.40.50.800	SSF55681;SSF52954	TIGR00418	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-15.55-mRNA-1	IPR003689	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	mobidb-lite	PF02535	NA	NA	PTHR11040:SF60;PTHR11040	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-21.56-mRNA-1	IPR000504	GO:0003676;GO:0000398;GO:0005685;GO:0030619	PS50102	mobidb-lite	PF12220;PF00076	Reactome: R-HSA-72163	SM00360	PTHR13952:SF5;PTHR13952	NA	NA	NA	NA	cd12236	NA	G3DSA:3.30.70.330	SSF54928	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000012.1-augustus-gene-4.2-mRNA-1	IPR022234	NA	NA	mobidb-lite	PF12585	NA	NA	PTHR37450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-2.28-mRNA-1	IPR005378	GO:0015031;GO:0030906;GO:0042147	NA	mobidb-lite	PF03635	Reactome: R-HSA-3238698	NA	PTHR11099;PTHR11099:SF0	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.660	NA	NA	NA	NA	NA	NA	NA	PIRSF009375	NA
augustus_masked-NQYR01000009.1-processed-gene-10.9-mRNA-1	IPR006634	GO:0016021	PS50922	NA	PF03798	NA	SM00724	PTHR13439:SF0;PTHR13439	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-24.29-mRNA-1	IPR001810	GO:0005515	PS50181	mobidb-lite	PF12937	NA	NA	PTHR12874:SF9;PTHR12874	NA	NA	NA	NA	NA	NA	NA	SSF81383	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-18.17-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-20.11-mRNA-1	IPR017981	GO:0004888;GO:0007166;GO:0016021	PS50261	NA	PF11710	NA	NA	PTHR23112;PTHR23112:SF0	Coil	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	G3DSA:1.20.1070.10	SSF81321	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-27.50-mRNA-1	IPR001002	GO:0008061;GO:0005975;GO:0016810;GO:0003824	PS50941	NA	PF00187;PF01522	NA	SM00270	PTHR10587;PTHR10587:SF121	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	PS00026	cd00035;cd11618	NA	G3DSA:3.20.20.370;G3DSA:3.30.60.10	SSF57016;SSF88713	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	PD000609
augustus_masked-NQYR01000011.1-processed-gene-13.20-mRNA-1	IPR016818	GO:0061630	PS50089	mobidb-lite	NA	Reactome: R-HSA-203754	NA	PTHR13063	Coil	NA	NA	PS00518	NA	NA	G3DSA:3.30.40.10	SSF57850	NA	NA	NA	NA	NA	NA	PIRSF023577	NA
maker-NQYR01000011.1-augustus-gene-14.4-mRNA-1	IPR023395	GO:0022857;GO:0055085	PS50920	NA	PF00153	NA	NA	PTHR24089;PTHR24089:SF282	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00926	G3DSA:1.50.40.10	SSF103506	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000014.1-augustus-gene-2.32-mRNA-1	IPR036259	NA	NA	NA	NA	NA	NA	PTHR23501:SF102;PTHR23501	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	cd06174	NA	G3DSA:1.20.1250.20	SSF103473	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-25.26-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-23.3-mRNA-1	IPR017986	GO:0005515	PS50294;PS50082	NA	PF00400	NA	SM00320	PTHR10971;PTHR10971:SF5	NA	NA	NA	NA	NA	NA	G3DSA:2.130.10.10	SSF50978	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-14.4-mRNA-1	IPR029063	NA	NA	mobidb-lite	PF13649	NA	NA	NA	NA	NA	NA	NA	cd02440	NA	G3DSA:3.40.50.150	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-43.27-mRNA-1	IPR038069	GO:0070481;GO:0070966;GO:0071025	NA	mobidb-lite	PF03463;PF03465;PF03464	NA	SM01194	PTHR10853	NA	NA	NA	NA	NA	NA	G3DSA:3.30.420.60;G3DSA:2.30.30.870;G3DSA:3.30.1330.30	SSF159065;SSF53137;SSF55315	TIGR00111	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-6.0-mRNA-1	IPR033732	GO:0032559;GO:0015986;GO:0046034;GO:1902600;GO:0005524;GO:0045261;GO:0046933	NA	NA	PF00306;PF02874;PF00006	Reactome: R-HSA-1268020|Reactome: R-HSA-163210|Reactome: R-HSA-8949613	NA	PTHR43089;PTHR43089:SF5	NA	NA	NA	PS00152	cd01132	NA	G3DSA:3.40.50.300;G3DSA:2.40.30.20;G3DSA:1.20.150.20	SSF52540;SSF47917;SSF50615	TIGR00962	NA	NA	SignalP-TM	NA	MF_01346	PIRSF039088	NA
maker-NQYR01000006.1-augustus-gene-13.23-mRNA-1	IPR000326	GO:0016787	NA	NA	PF01569	Reactome: R-HSA-446199	SM00014	PTHR11247:SF1;PTHR11247	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	cd03382	NA	G3DSA:1.20.144.10	SSF48317	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000005.1-processed-gene-17.28-mRNA-1	IPR005343		NA	mobidb-lite	PF03715	Reactome: R-HSA-6804756	NA	PTHR12687:SF4;PTHR12687	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-5.20-mRNA-1	IPR001357	GO:0008420;GO:0070940;GO:0004721;GO:0005634	PS50172;PS50969	mobidb-lite	PF03031;PF00533	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-75955	SM00292;SM00577	PTHR23081;PTHR23081:SF0	NA	NA	NA	NA	cd07521;cd00027	NA	G3DSA:3.40.50.10190;G3DSA:2.40.50.100	SSF56784;SSF52113	TIGR02250	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000011.1-processed-gene-13.16-mRNA-1	IPR002885	GO:0005515	PS51375	mobidb-lite	PF13041	NA	NA	PTHR24014;PTHR24014:SF6	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.10	NA	TIGR00756	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-14.17-mRNA-1	IPR019402	NA	NA	NA	PF10277	NA	NA	PTHR21324;PTHR21324:SF2	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000009.1-augustus-gene-9.29-mRNA-1	IPR002110	GO:0005515	PS50088;PS50297	NA	PF12796	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	SM00248	PTHR44187	NA	NA	NA	NA	cd00204	NA	G3DSA:1.25.40.20	SSF48403	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-3.8-mRNA-1	NA	NA	NA	NA	NA	NA	NA	PTHR42029	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-11.5-mRNA-1	IPR000073	GO:0006482;GO:0051723	NA	mobidb-lite	PF12697	Reactome: R-HSA-69273	NA	PTHR14189	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	PIRSF022950	NA
augustus_masked-NQYR01000005.1-processed-gene-4.39-mRNA-1	IPR036250	GO:0016627;GO:0055114;GO:0050660	NA	NA	PF02770;PF00441;PF02771	NA	NA	PTHR42807	NA	NA	NA	NA	cd01151	NA	G3DSA:1.10.540.10;G3DSA:1.20.140.10;G3DSA:2.40.110.10	SSF47203;SSF56645	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000009.1-augustus-gene-7.14-mRNA-1	IPR005365	NA	NA	mobidb-lite	PF03666	NA	NA	PTHR13153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000014.1-augustus-gene-9.45-mRNA-1	IPR003439	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	PS50893;PS50929	NA	PF00005;PF06472	NA	SM00382	PTHR11384;PTHR11384:SF13	Coil	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	PS00211	cd03223	NA	G3DSA:3.40.50.300	SSF52540;SSF90123	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-6.2-mRNA-1	IPR010989	GO:0016020;GO:0016192;GO:0048193	PS50192	NA	PF09177	Reactome: R-HSA-6811440	SM00397	PTHR19957;PTHR19957:SF124	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	cd15851	NA	G3DSA:1.20.5.110;G3DSA:1.20.58.90	SSF47661;SSF58038	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000012.1-processed-gene-4.18-mRNA-1	IPR011701	GO:0016021;GO:0055085	PS50850	mobidb-lite	PF07690	NA	NA	PTHR43791:SF16;PTHR43791	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	cd06174	NA	G3DSA:1.20.1250.20	SSF103473	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-20.28-mRNA-1	IPR036638	GO:0046983;GO:0006355;GO:0032933;GO:0045944	PS50888	mobidb-lite	PF00010;PF09427	NA	SM00353	PTHR12565;PTHR12565:SF193	Coil	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	cd00083	NA	G3DSA:4.10.280.10	SSF47459	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000004.1-processed-gene-3.19-mRNA-1	IPR001254	GO:0004252;GO:0006508	PS50240	NA	PF00089	NA	SM00020	PTHR24276:SF70;PTHR24276	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	PS00135;PS00134	cd00190	PR00722	G3DSA:2.40.10.10	SSF50494	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-19.33-mRNA-1	IPR016181	GO:0004402;GO:0006355;GO:0016573	PS51726	mobidb-lite	PF17772;PF01853	Reactome: R-HSA-3214847	NA	PTHR10615;PTHR10615:SF155	NA	NA	NA	NA	NA	NA	G3DSA:3.30.60.60;G3DSA:3.40.630.30;G3DSA:1.10.10.10	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000014.1-augustus-gene-8.39-mRNA-1	IPR003377	GO:0016192	NA	NA	PF03311	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	SM01398	PTHR12290;PTHR12290:SF11	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	PS01340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-30.25-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000015.1-processed-gene-7.8-mRNA-1	IPR036291		NA	NA	PF07993	Reactome: R-HSA-8848584	NA	PTHR43775:SF14;PTHR43775	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA
