Gene	MobiDBLite	interpro	Pfam	CDD	ProSiteProfiles	GO	SUPERFAMILY	SMART	Gene3D	PANTHER	PATHWAY	PIRSF	ProSitePatterns	Phobius	TMHMM	PRINTS	Coils	Hamap	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	TIGRFAM	ProDom	SFLD
maker-NODE_308_length_32499_cov_35.065736-augustus-gene-0.53-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PTHR33048	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_358_length_27417_cov_33.952620-processed-gene-0.7-mRNA-1	mobidb-lite	IPR019134	PF09732;PF10312	NA	NA	GO:0005515	NA	SM01050	NA	PTHR21737;PTHR21737:SF4	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_224_length_42906_cov_37.002104-processed-gene-0.7-mRNA-1	mobidb-lite	IPR003439	PF00005;PF00664	cd03244;cd03250	PS50893;PS50929	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	SSF90123;SSF52540	SM00382	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	PTHR24223;PTHR24223:SF344	NA	NA	PS00211	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_22_length_123791_cov_41.911672-processed-gene-0.283-mRNA-1	mobidb-lite	IPR006186	PF00149	cd07416	NA	GO:0016787	SSF56300	SM00156	G3DSA:3.60.21.10	PTHR11668:SF186;PTHR11668	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	NA	PS00125	NA	NA	PR00114	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_123_length_63690_cov_33.893381-processed-gene-0.112-mRNA-1	mobidb-lite	IPR015943	PF12931;PF00400	NA	PS50294;PS50082;PS51183	GO:0005515;GO:0006888	SSF50978	SM00320	G3DSA:1.25.40.1030;G3DSA:2.130.10.10;G3DSA:1.20.940.10	PTHR13923;PTHR13923:SF11	Reactome: R-HSA-204005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_66_length_84628_cov_38.759151-snap-gene-0.53-mRNA-1	NA	IPR011701	PF07690	cd06174	PS50850	GO:0016021;GO:0055085	SSF103473	NA	G3DSA:1.20.1250.20	PTHR43791:SF46;PTHR43791	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_160_length_55088_cov_36.151689-processed-gene-0.16-mRNA-1	mobidb-lite	IPR024336	PF12928	NA	NA		NA	NA	NA	PTHR21027	Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_160_length_55088_cov_36.151689-processed-gene-0.23-mRNA-1	mobidb-lite	IPR024336	PF12928	NA	NA		NA	NA	NA	PTHR21027	Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_496_length_15024_cov_31.869840-augustus-gene-0.7-mRNA-1	mobidb-lite	IPR009001	PF03144;PF00009;PF03143	cd03704;cd04089;cd01883	PS51722	GO:0003924;GO:0005525;GO:0000288;GO:0003747;GO:0006415	SSF50465;SSF52540;SSF50447	NA	G3DSA:3.40.50.300;G3DSA:2.40.30.10	PTHR23115:SF36;PTHR23115	NA	NA	NA	NA	NA	PR00315;PR01343	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_27_length_115237_cov_37.024316-snap-gene-0.162-mRNA-1	mobidb-lite	IPR024774	PF12814	NA	NA	GO:0005515;GO:0005543;GO:0005938;GO:0032065	NA	NA	NA	PTHR28190:SF2;PTHR28190	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_183_length_50354_cov_36.085193-snap-gene-0.97-mRNA-1	mobidb-lite	IPR016024	PF07539	NA	NA		SSF48371	NA	G3DSA:1.25.10.10	PTHR17695	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_119_length_64721_cov_34.638620-snap-gene-0.0-mRNA-1	NA	IPR004856	PF03155	NA	NA	GO:0005789;GO:0016758;GO:0005783;GO:0006490;GO:0042283	NA	NA	NA	PTHR12413;PTHR12413:SF2	Reactome: R-HSA-446193	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
snap_masked-NODE_265_length_38731_cov_33.710315-processed-gene-0.95-mRNA-1	mobidb-lite	IPR001727	PF01169	NA	NA	NA	NA	NA	NA	PTHR12608;PTHR12608:SF1	NA	NA	PS01214	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	TMhelix	NA	Coil	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
snap_masked-NODE_58_length_88401_cov_37.087670-processed-gene-0.177-mRNA-1	mobidb-lite	IPR027417	PF17855;PF17207;PF12619;PF14551;PF00493	NA	PS50051	GO:0003677;GO:0005524;GO:0005634;GO:0006270;GO:0042555;GO:1905775;GO:0006260	SSF52540;SSF50249	SM00350	G3DSA:3.30.1640.10;G3DSA:2.40.50.140;G3DSA:2.20.28.10;G3DSA:3.40.50.300	PTHR11630:SF44;PTHR11630	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	PS00847	NA	NA	PR01658;PR01657	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_179_length_50725_cov_33.668900-snap-gene-0.76-mRNA-1	mobidb-lite	IPR011545	PF00270;PF00271	cd00046;cd00079	PS51192;PS51194	GO:0003676;GO:0005524	SSF52540	SM00490;SM00487	G3DSA:3.40.50.300	PTHR44533;PTHR44533:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_7_length_175564_cov_39.171309-processed-gene-0.105-mRNA-1	mobidb-lite	IPR012935	PF07967;PF08600	NA	NA	GO:0005634;GO:0008270	NA	NA	NA	PTHR15835;PTHR15835:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_52_length_94007_cov_36.600533-processed-gene-0.51-mRNA-1	NA	IPR036509	PF01625	NA	NA	GO:0008113;GO:0055114	SSF55068	NA	G3DSA:3.30.1060.10	PTHR42799;PTHR42799:SF2	Reactome: R-HSA-5676934	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	MF_01401	NA	NA	NA	TIGR00401	NA	NA
augustus_masked-NODE_281_length_36173_cov_33.899545-processed-gene-0.30-mRNA-1	NA	IPR037152	PF12796;PF17763;PF00710	cd00204;cd08963	PS50297;PS51732;PS50088	GO:0005515	SSF53774;SSF48403	SM00870;SM00248	G3DSA:3.40.50.1170;G3DSA:1.25.40.20;G3DSA:3.40.50.40	PTHR11707;PTHR11707:SF28	Reactome: R-HSA-70614	NA	NA	NA	NA	PR00139	NA	NA	NA	NA	NA	NA	NA	SFLDS00057
snap_masked-NODE_10_length_160823_cov_33.739409-processed-gene-0.33-mRNA-1	mobidb-lite	IPR019327	PF10180	NA	NA	NA	NA	NA	NA	PTHR22306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_329_length_29996_cov_35.825103-snap-gene-0.40-mRNA-1	mobidb-lite	IPR011050	PF12708	NA	NA	NA	SSF51126	NA	G3DSA:2.160.20.10	PTHR31375:SF6;PTHR31375	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	SignalP-TM	NA	SignalP-TM	NA	NA	NA
maker-NODE_23_length_123518_cov_33.267386-augustus-gene-0.15-mRNA-1	mobidb-lite	IPR004813	PF03169	NA	NA	GO:0055085	NA	NA	NA	PTHR22601;PTHR22601:SF25	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	TIGR00728	NA	NA
maker-NODE_447_length_18853_cov_35.459415-snap-gene-0.1-mRNA-1	mobidb-lite	IPR007219	PF04082	cd12148	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	SM00906	NA	PTHR43374:SF1;PTHR43374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_188_length_49563_cov_37.940711-snap-gene-0.18-mRNA-1	NA	IPR006598	PF05686	NA	NA	NA	NA	SM00672	NA	PTHR12203;PTHR12203:SF54	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_183_length_50354_cov_36.085193-snap-gene-0.89-mRNA-1	mobidb-lite	IPR013087	NA	NA	NA	GO:0003676	NA	SM00355	NA	PTHR35391;PTHR35391:SF3	NA	NA	PS00028	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_339_length_28746_cov_36.864775-snap-gene-0.56-mRNA-1	mobidb-lite	IPR036249	PF06999;PF01553	cd03062	NA	GO:0016746	SSF52833;SSF69593	SM00563	NA	PTHR31605	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_232_length_42170_cov_35.674595-snap-gene-0.150-mRNA-1	mobidb-lite	IPR000569	PF14377;PF00632;PF06012;PF06025	NA	PS50237	GO:0004842	SSF56204;SSF48371	SM00119	G3DSA:3.90.1750.10;G3DSA:3.30.2160.10	PTHR11254;PTHR11254:SF291	MetaCyc: PWY-7511|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_366_length_26517_cov_31.372224-snap-gene-0.30-mRNA-1	mobidb-lite	IPR002156	PF00075;PF01693	cd09280	PS50879	GO:0003676;GO:0004523;GO:0000287	SSF55658;SSF53098	NA	G3DSA:3.40.970.10;G3DSA:3.30.420.10	PTHR10642;PTHR10642:SF0	NA	PIRSF036852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_100585_cov_36.188746-snap-gene-0.144-mRNA-1	mobidb-lite	IPR025481	PF14225;PF14222;PF14228	NA	NA	GO:0000902	SSF48371	NA	NA	PTHR12295:SF30;PTHR12295	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_183_length_50354_cov_36.085193-augustus-gene-0.3-mRNA-1	NA	IPR026770	NA	NA	NA	GO:0004521;GO:0090305	NA	NA	NA	PTHR31733;PTHR31733:SF1	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_61_length_87448_cov_39.348805-processed-gene-0.24-mRNA-1	NA	IPR005716	PF00177	cd14867	NA	GO:0003735;GO:0006412;GO:0015935;GO:0003723	SSF47973	NA	G3DSA:1.10.455.10	PTHR11205;PTHR11205:SF31	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PIRSF002122	PS00052	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01028	NA	NA
maker-NODE_88_length_74578_cov_37.482626-snap-gene-0.6-mRNA-1	mobidb-lite	IPR013766	PF00085;PF09243	cd02947	PS51352	GO:0045454;GO:0006412;GO:0008168	SSF52833	NA	G3DSA:3.40.30.10	PTHR13184	NA	PIRSF007797	PS00194	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	PR00421	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_190499_cov_41.442738-snap-gene-0.368-mRNA-1	NA	IPR002528	PF01554	NA	NA	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	NA	NA	NA	NA	Reactome: R-HSA-425366	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_26_length_116540_cov_37.667752-snap-gene-0.296-mRNA-1	mobidb-lite	IPR001849	PF03033;PF00201;PF02893;PF00169	cd03784;cd13216;cd13215	PS50003	GO:0005975;GO:0016758;GO:0030259	SSF53756;SSF50729	SM00233;SM00568	G3DSA:2.30.29.30;G3DSA:3.40.50.2000	PTHR11926;PTHR11926:SF417	KEGG: 00550+2.4.1.227|MetaCyc: PWY-5265|MetaCyc: PWY-6385|MetaCyc: PWY-6470|MetaCyc: PWY-6471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_165666_cov_36.479669-snap-gene-0.20-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_361_length_26902_cov_32.837684-processed-gene-0.3-mRNA-1	NA	IPR002293	PF13520	NA	NA	GO:0016020;GO:0022857;GO:0055085	NA	NA	G3DSA:1.20.1740.10	PTHR11785;PTHR11785:SF308	NA	PIRSF006060	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_51_length_94292_cov_30.905336-snap-gene-0.9-mRNA-1	mobidb-lite	IPR007300	PF04172	NA	NA	NA	NA	NA	NA	PTHR30249;PTHR30249:SF0	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_261_length_38943_cov_34.974392-processed-gene-0.54-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_82_length_77150_cov_36.715825-snap-gene-0.150-mRNA-1	mobidb-lite	IPR001898	PF00939;PF00780;PF03105;PF10366;PF10367	cd14478;cd01115	PS51382;PS50219	GO:0005215;GO:0006814;GO:0016020;GO:0055085	NA	NA	NA	PTHR10283:SF92;PTHR10283	Reactome: R-HSA-433137	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_414_length_21774_cov_35.314501-snap-gene-0.1-mRNA-1	mobidb-lite	IPR039997	NA	NA	PS51344	GO:0043565	NA	NA	NA	PTHR13097;PTHR13097:SF7	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6807505|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_379_length_24732_cov_37.212518-snap-gene-0.12-mRNA-1	NA	IPR023827	PF00082	cd04077	NA	GO:0004252;GO:0006508	SSF54897;SSF52743	NA	G3DSA:3.40.50.200;G3DSA:3.30.70.80	PTHR43806;PTHR43806:SF25	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	NA	PS00136;PS00138;PS00137	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	PR00723	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-NODE_55_length_92469_cov_31.802874-snap-gene-0.1-mRNA-1	mobidb-lite	IPR006977	PF04893	NA	NA	GO:0016020	NA	NA	NA	PTHR21236:SF1;PTHR21236	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_76_length_79483_cov_38.097964-augustus-gene-0.131-mRNA-1	mobidb-lite	IPR002110	PF01237;PF00023;PF13857;PF00169	cd00204;cd13292	PS50088;PS50297;PS50003	GO:0005515	SSF48403;SSF50729;SSF144000	SM00248;SM00233	G3DSA:1.25.40.20;G3DSA:1.20.120.1290;G3DSA:2.40.160.120;G3DSA:2.30.29.30	PTHR10972;PTHR10972:SF96	NA	NA	PS01013	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_302_length_33214_cov_34.254511-snap-gene-0.4-mRNA-1	mobidb-lite	IPR011333	PF00439	NA	PS50014;PS50097	GO:0005515	SSF54695;SSF47370	SM00297	G3DSA:3.30.710.10;G3DSA:1.20.920.10	PTHR22880	NA	NA	NA	NA	NA	PR00503	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_27_length_115237_cov_37.024316-augustus-gene-0.196-mRNA-1	NA	IPR011701	PF07690	cd06174	PS50850	GO:0016021;GO:0055085	SSF103473	NA	G3DSA:1.20.1250.20	PTHR23501:SF60;PTHR23501	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_280_length_36223_cov_30.317736-processed-gene-0.14-mRNA-1	mobidb-lite	IPR027094	NA	NA	NA	GO:0003924	NA	NA	NA	PTHR10465;PTHR10465:SF0	Reactome: R-HSA-5205685|Reactome: R-HSA-983231	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_218_length_43277_cov_37.094902-processed-gene-0.82-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR36854	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
snap_masked-NODE_35_length_101218_cov_37.157027-processed-gene-0.1-mRNA-1	mobidb-lite	IPR035105	PF00383	cd01286	PS51747	GO:0008270;GO:0016787;GO:0003824	SSF52540;SSF53927	NA	G3DSA:3.40.140.10;G3DSA:3.40.50.300	PTHR11086	NA	NA	PS00903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_129_length_61593_cov_18.456122-processed-gene-0.38-mRNA-1	NA	IPR019775	PF00400	cd00200	PS50082;PS50294	GO:0005515	SSF50978	SM00320	G3DSA:2.130.10.10	PTHR19868:SF0;PTHR19868	NA	NA	PS00678	NA	NA	PR00320	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_67_length_84272_cov_24.546901-processed-gene-0.55-mRNA-1	mobidb-lite	IPR001660	PF07647	cd09556	PS50105	GO:0005515;GO:0003729;GO:0043488	SSF47769	SM00454	G3DSA:1.10.150.50	PTHR12515;PTHR12515:SF5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_148_length_57274_cov_39.533081-snap-gene-0.5-mRNA-1	mobidb-lite	IPR018803	PF10281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	Coil	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
maker-NODE_496_length_15024_cov_31.869840-snap-gene-0.47-mRNA-1	NA	IPR011767	PF01323	NA	NA	GO:0009055;GO:0045454;GO:0015035	SSF52833	NA	G3DSA:3.40.30.10	PTHR13887;PTHR13887:SF34	Reactome: R-HSA-499943	NA	PS00195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_15_length_143457_cov_37.139747-snap-gene-0.26-mRNA-1	mobidb-lite	IPR009072	PF10384	NA	NA	GO:0046982;GO:0005634;GO:0042393	NA	NA	G3DSA:1.10.20.10	PTHR15992	Reactome: R-HSA-606279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_284_length_35780_cov_35.569714-snap-gene-0.131-mRNA-1	mobidb-lite	IPR011531	PF00955	NA	NA	GO:0006820;GO:0016021;GO:0005452;GO:0016020	NA	NA	G3DSA:1.10.287.570	PTHR11453;PTHR11453:SF82	Reactome: R-HSA-425381	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_77_length_78831_cov_32.665570-augustus-gene-0.142-mRNA-1	mobidb-lite	IPR023426	PF00752;PF00867	cd09907;cd09867	NA	GO:0016788;GO:0004518;GO:0006281;GO:0003677;GO:0003824	SSF47807;SSF88723	SM00485;SM00279;SM00484	G3DSA:3.40.50.1010	PTHR11081;PTHR11081:SF9	Reactome: R-HSA-110362|Reactome: R-HSA-162594|Reactome: R-HSA-174437|Reactome: R-HSA-5651801|Reactome: R-HSA-5685939|Reactome: R-HSA-69166	NA	PS00842;PS00841	NA	NA	PR00853	Coil	MF_00614	NA	NA	NA	NA	NA	NA
snap_masked-NODE_223_length_42994_cov_31.641846-processed-gene-0.36-mRNA-1	mobidb-lite	IPR016181	PF00583	cd04301	PS51186	NA	SSF55729	NA	G3DSA:3.40.630.30	PTHR23091;PTHR23091:SF219	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NODE_39_length_100142_cov_40.572934-augustus-gene-0.198-mRNA-1	NA	IPR021036	PF12298	NA	NA	NA	NA	NA	NA	PTHR28158	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_210447_cov_38.566917-augustus-gene-0.202-mRNA-1	NA	IPR000506	PF01450;PF07991	NA	PS51850;PS51851	GO:0004455;GO:0009082;GO:0055114;GO:0016491	SSF48179;SSF51735	NA	G3DSA:1.10.1040.10;G3DSA:3.40.50.720	PTHR21371:SF13;PTHR21371	KEGG: 00290+1.1.1.86|KEGG: 00770+1.1.1.86|MetaCyc: PWY-5103|MetaCyc: PWY-7111	PIRSF000119	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00465	NA	NA
augustus_masked-NODE_201_length_47430_cov_31.403505-processed-gene-0.95-mRNA-1	mobidb-lite	IPR006581	PF15901;PF15902	cd15482	NA	GO:0016021;GO:0005515	SSF110296	SM00602	G3DSA:2.10.70.90;G3DSA:2.10.70.80;G3DSA:2.130.10.10	PTHR12106:SF27;PTHR12106	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
snap_masked-NODE_183_length_50354_cov_36.085193-processed-gene-0.74-mRNA-1	NA	IPR040241	PF06011	NA	NA	NA	NA	NA	NA	PTHR31145;PTHR31145:SF5	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_213125_cov_36.036690-snap-gene-0.95-mRNA-1	mobidb-lite	IPR002645	PF01740;PF00916	cd07042	PS50801	GO:0008272;GO:0015116;GO:0016021;GO:0008271;GO:0016020;GO:0055085	SSF52091	NA	G3DSA:3.30.750.24	PTHR11814:SF180;PTHR11814	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_58_length_88401_cov_37.087670-processed-gene-0.199-mRNA-1	mobidb-lite	IPR017916	PF09454;PF05743	NA	PS51322;PS51312	GO:0006464;GO:0015031	SSF140111;SSF54495	NA	G3DSA:3.10.110.10	PTHR23306;PTHR23306:SF3	Reactome: R-HSA-162588|Reactome: R-HSA-174490|Reactome: R-HSA-917729	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_35_length_101218_cov_37.157027-processed-gene-0.158-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
snap_masked-NODE_387_length_24095_cov_35.656250-processed-gene-0.8-mRNA-1	NA	IPR005822	PF00572	cd00392	NA	GO:0003735;GO:0005840;GO:0006412	SSF52161	NA	G3DSA:3.90.1180.10	PTHR11545:SF2;PTHR11545	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PIRSF002181	NA	NA	NA	NA	NA	MF_01366	NA	NA	NA	TIGR01066	NA	NA
