Gene	Gene3D	interpro	PIRSF	Pfam	CDD	MobiDBLite	GO	PATHWAY	SUPERFAMILY	TIGRFAM	ProSitePatterns	ProSiteProfiles	SMART	PRINTS	Coils	Hamap	SFLD
maker-WWCI01000005.1-augustus-gene-23.45-mRNA-1	NA	IPR017972	NA	PF00067	NA	NA	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	SSF48264	NA	PS00086	NA	NA	PR00463;PR00385	NA	NA	NA
maker-WWCI01000001.1-snap-gene-6.7-mRNA-1	G3DSA:1.50.40.10	IPR018108	NA	PF00153	NA	NA	NA	NA	SSF103506	NA	NA	PS50920	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-43.69-mRNA-1	NA	IPR013218	NA	PF08202	NA	mobidb-lite	GO:0000444;GO:0007059;GO:0051301	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-6798695|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000004.1-augustus-gene-30.39-mRNA-1	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	IPR000192	NA	PF00266	NA	NA	GO:0030170;GO:0031071;GO:0044571;GO:0003824	KEGG: 00730+2.8.1.7|MetaCyc: PWY-7250|Reactome: R-HSA-1362409|Reactome: R-HSA-947581	SSF53383	TIGR02006	PS00595	NA	NA	NA	NA	MF_00331	NA
snap_masked-WWCI01000002.1-processed-gene-6.47-mRNA-1	G3DSA:2.130.10.10	IPR015943	NA	NA	NA	mobidb-lite	GO:0005515	NA	SSF50978	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-41.21-mRNA-1	NA	IPR017877	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	PS50090	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-23.95-mRNA-1	G3DSA:3.90.550.10	IPR029044	NA	PF03452	NA	mobidb-lite	NA	NA	SSF53448	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-augustus-gene-45.14-mRNA-1	G3DSA:1.20.1250.20	IPR005829	NA	PF00083	cd17356	NA	GO:0016021;GO:0022857;GO:0055085;GO:0016020	Reactome: R-HSA-189200	SSF103473	NA	PS00217	PS50850	NA	PR00171	NA	NA	NA
maker-WWCI01000003.1-augustus-gene-29.3-mRNA-1	G3DSA:3.40.50.300	IPR027417	NA	PF11957;PF00625	cd00071	mobidb-lite		Reactome: R-HSA-159236|Reactome: R-HSA-72187|Reactome: R-HSA-73856	SSF52540	NA	NA	PS50052	SM00072	NA	Coil	NA	NA
maker-WWCI01000001.1-snap-gene-25.73-mRNA-1	NA	IPR003388	NA	PF02453	cd17948	mobidb-lite	NA	NA	NA	NA	NA	PS50845	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-38.30-mRNA-1	G3DSA:3.40.50.10190;G3DSA:2.40.50.100	IPR011947	NA	PF00533;PF03031	cd06849;cd17729;cd07521	mobidb-lite	GO:0004721;GO:0005634	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16|Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-75955	SSF52113;SSF56784	TIGR02250	NA	PS50969;PS50172	SM00292;SM00577	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-11.94-mRNA-1	G3DSA:3.30.70.1060	IPR011008	NA	NA	NA	NA	NA	NA	SSF54909	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-56.63-mRNA-1	G3DSA:3.40.50.1000;G3DSA:1.10.150.240	IPR023214	NA	PF13419	NA	NA	GO:0016787	NA	SSF56784	TIGR01509	NA	NA	NA	NA	NA	NA	SFLDG01129;SFLDS00003
augustus_masked-WWCI01000002.1-processed-gene-53.29-mRNA-1	G3DSA:3.20.20.70;G3DSA:2.60.40.1180	IPR013785	NA	PF17801;PF16499	cd14792	NA	GO:0003824;GO:0004553;GO:0005975	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	SSF51011;SSF51445	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000003.1-snap-gene-24.42-mRNA-1	G3DSA:3.40.50.720	IPR002347	NA	PF00106	NA	NA	NA	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000001.1-processed-gene-8.19-mRNA-1	NA	IPR007175	NA	PF04032	NA	mobidb-lite		Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-46.64-mRNA-1	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	IPR004045	NA	PF00043;PF13417	cd10293;cd03048	NA	GO:0005515	NA	SSF47616;SSF52833	NA	NA	PS50404;PS50405	NA	NA	NA	NA	SFLDG01151;SFLDS00019
maker-WWCI01000004.1-snap-gene-16.99-mRNA-1	NA	IPR031606	NA	PF16944	NA	mobidb-lite	GO:0005887;GO:0015079;GO:0071805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-augustus-gene-46.42-mRNA-1	NA	IPR006694	NA	PF04116	NA	NA	GO:0005506;GO:0008610;GO:0016491;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000001.1-processed-gene-29.80-mRNA-1	G3DSA:3.30.160.60	IPR013087	NA	PF00096	NA	mobidb-lite	GO:0003676	NA	SSF57667	NA	PS00028	PS50157	SM00355	NA	NA	NA	NA
maker-WWCI01000007.1-snap-gene-25.2-mRNA-1	G3DSA:3.40.50.11500	IPR005113	NA	PF03456;PF02141;PF03455	NA	mobidb-lite	GO:0035556	Reactome: R-HSA-8876198	SSF57889	NA	NA	PS50211;PS50081	SM00799;SM00800;SM00801	NA	Coil	NA	NA
maker-WWCI01000007.1-augustus-gene-33.14-mRNA-1	G3DSA:3.40.50.300;G3DSA:2.130.10.10	IPR027417	NA	PF05729;PF17100	NA	mobidb-lite	GO:0005515	NA	SSF52540;SSF82171	NA	NA	PS50837	NA	NA	NA	NA	NA
maker-WWCI01000007.1-augustus-gene-41.65-mRNA-1	NA	IPR021765	NA	PF11807	NA	mobidb-lite	GO:0043386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000004.1-processed-gene-35.47-mRNA-1	G3DSA:3.40.30.10	IPR002109	NA	PF00462	cd03419	mobidb-lite	GO:0009055;GO:0015035;GO:0045454	NA	SSF52833	TIGR02180	NA	PS51354	NA	PR00160	Coil	NA	NA
maker-WWCI01000003.1-snap-gene-40.32-mRNA-1	NA	IPR007219	NA	NA	cd00067;cd12148	mobidb-lite	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	SSF57701	NA	PS00463	NA	SM00906;SM00066	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-43.83-mRNA-1	G3DSA:3.40.50.850	IPR000868	NA	PF00857	cd01011	NA	GO:0003824	NA	SSF52499	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-4.22-mRNA-1	NA	IPR020103	NA	PF00849	cd02557	mobidb-lite	GO:0001522;GO:0003723;GO:0009451;GO:0009982	NA	SSF55120	NA	PS01129	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-3.54-mRNA-1	G3DSA:2.40.30.130;G3DSA:3.30.980.10	IPR009000	NA	PF07973	NA	NA	GO:0000166;GO:0004812;GO:0005524;GO:0043039;GO:0003676;GO:0004813;GO:0006419	KEGG: 00970+6.1.1.7	SSF50447;SSF55186	NA	NA	PS50860	SM00863	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-22.66-mRNA-1	G3DSA:1.20.120.450	IPR034660	NA	PF09351	NA	NA	NA	NA	SSF109854	NA	NA	NA	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-7.81-mRNA-1	G3DSA:3.40.50.720;G3DSA:3.90.180.10	IPR013154	NA	PF08240;PF00107	cd05283	NA	GO:0055114;GO:0008270;GO:0016491	Reactome: R-HSA-71384	SSF51735;SSF50129	NA	PS00059	NA	SM00829	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-43.64-mRNA-1	NA	IPR029225	NA	PF15412;PF08743	NA	mobidb-lite		Reactome: R-HSA-3108214	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000007.1-snap-gene-11.69-mRNA-1	G3DSA:3.30.70.80;G3DSA:3.40.50.200	IPR010259	NA	PF05922;PF00082	cd04077	NA	GO:0004252;GO:0006508	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	SSF54897;SSF52743	NA	PS00136	NA	NA	PR00723	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-52.28-mRNA-1	G3DSA:3.90.1200.10;G3DSA:3.30.200.20	IPR007521	NA	PF04428;PF01633	cd05157	mobidb-lite	GO:0016773	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-24.12-mRNA-1	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	IPR036249	NA	PF13417;PF13410	cd00570;cd00299	mobidb-lite	GO:0004364;GO:0005737;GO:0005515	KEGG: 00053+1.8.5.1|KEGG: 00480+2.5.1.18+1.8.5.1|KEGG: 00980+2.5.1.18|KEGG: 00982+2.5.1.18|KEGG: 00983+2.5.1.18|MetaCyc: PWY-2261|MetaCyc: PWY-4061|MetaCyc: PWY-4202|MetaCyc: PWY-6370|MetaCyc: PWY-6842|MetaCyc: PWY-7112|MetaCyc: PWY-7533|Reactome: R-HSA-156590|Reactome: R-HSA-196836	SSF52833;SSF47616	NA	NA	PS50405;PS50404	NA	PR01625	NA	NA	SFLDG00358;SFLDS00019
maker-WWCI01000003.1-augustus-gene-41.57-mRNA-1	G3DSA:3.40.50.880	IPR002161	PIRSF005639	PF01174	cd01749	NA	GO:0004359;GO:0042819;GO:0042823	KEGG: 00220+3.5.1.2|KEGG: 00250+3.5.1.2|KEGG: 00471+3.5.1.2|KEGG: 00750+4.3.3.6|MetaCyc: PWY-5921|MetaCyc: PWY-6466	SSF52317	TIGR03800	PS01236	PS51130	NA	NA	NA	MF_01615	NA
snap_masked-WWCI01000004.1-processed-gene-30.25-mRNA-1	G3DSA:2.30.30.40;G3DSA:1.20.1270.60	IPR001452	NA	PF03114;PF00018	cd07599	mobidb-lite	GO:0005515;GO:0005737	NA	SSF103657;SSF50044	NA	NA	PS50002;PS51021	SM00721;SM00326	PR00452	Coil	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-16.70-mRNA-1	G3DSA:4.10.240.10	IPR001138	NA	PF00172;PF04082	cd00067;cd12148	mobidb-lite	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	SSF57701	NA	PS00463	PS50048	SM00066;SM00906	NA	Coil	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-53.28-mRNA-1	G3DSA:2.60.120.10	IPR014710	NA	NA	NA	NA	NA	NA	SSF51182	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-36.30-mRNA-1	G3DSA:2.130.10.10;G3DSA:2.10.70.80;G3DSA:2.10.70.90	IPR031778	NA	PF15902;PF15901	cd15482	mobidb-lite	GO:0016021;GO:0005515	NA	SSF110296	NA	NA	NA	SM00602	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-6.60-mRNA-1	G3DSA:3.30.70.330;G3DSA:3.30.1370.50	IPR001374	NA	PF00076;PF01424	cd12253	mobidb-lite	GO:0003676	NA	SSF54928;SSF82708	NA	NA	PS51061;PS50102	SM00393;SM00360	NA	Coil	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-28.36-mRNA-1	G3DSA:3.60.15.10;G3DSA:3.40.50.12650	IPR036866	NA	PF07522;PF12706	cd16273	mobidb-lite	NA	NA	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-56.10-mRNA-1	G3DSA:3.40.50.880	IPR017926	NA	PF00117	cd01741	NA	NA	NA	SSF52317	NA	NA	PS51273	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-11.92-mRNA-1	G3DSA:1.10.630.10	IPR002402	NA	PF00067	NA	NA	GO:0004497;GO:0005506;GO:0020037;GO:0055114;GO:0016705;GO:0016712	Reactome: R-HSA-211981	SSF48264	NA	PS00086	NA	NA	PR00464;PR00385;PR01239	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-36.1-mRNA-1	G3DSA:3.20.20.70	IPR000056	PIRSF001461	PF00834	cd00429	NA	GO:0005975;GO:0016857;GO:0004750;GO:0006098;GO:0003824	KEGG: 00030+5.1.3.1|KEGG: 00040+5.1.3.1|KEGG: 00710+5.1.3.1|MetaCyc: PWY-1861|MetaCyc: PWY-5723|Reactome: R-HSA-71336	SSF51366	TIGR01163	PS01086;PS01085	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-35.93-mRNA-1	NA	IPR036305	NA	NA	NA	mobidb-lite	NA	NA	SSF48097	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-19.69-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000007.1-processed-gene-42.48-mRNA-1	G3DSA:1.10.10.440;G3DSA:2.20.70.10	IPR036517	NA	PF00397;PF01846	cd00201	mobidb-lite	GO:0005515	NA	SSF51045;SSF81698	NA	PS01159	PS50020	SM00456;SM00441	NA	Coil	NA	NA
maker-WWCI01000005.1-snap-gene-22.86-mRNA-1	NA	IPR020301	NA	PF10906	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000005.1-augustus-gene-37.32-mRNA-1	G3DSA:1.10.630.10	IPR001128	NA	PF00067	NA	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	SSF48264	NA	PS00086	NA	NA	PR00465	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-31.29-mRNA-1	G3DSA:3.30.1600.10;G3DSA:3.40.50.1220	IPR026590	NA	PF02146	NA	mobidb-lite	GO:0070403	NA	SSF52467	NA	NA	PS50305	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-9.5-mRNA-1	G3DSA:1.20.1070.10	IPR000832	NA	PF00002	cd13952	NA	GO:0004930;GO:0007186;GO:0016021;GO:0004888;GO:0007166	NA	SSF81321	NA	NA	PS50261	NA	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-38.25-mRNA-1	G3DSA:1.10.720.30	IPR036361	NA	PF18592;PF02037	NA	mobidb-lite	NA	NA	SSF68906	NA	NA	PS50800	SM00513	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-45.18-mRNA-1	NA	IPR012486	NA	PF07923;PF11882	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SM01292;SM01293	NA	Coil	NA	NA
maker-WWCI01000003.1-snap-gene-6.50-mRNA-1	G3DSA:3.40.1230.10	IPR036748	NA	PF04430	NA	NA	NA	NA	SSF64076	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-33.83-mRNA-1	G3DSA:3.40.50.300	IPR011527	NA	PF00005;PF06472	cd03223	mobidb-lite	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	NA	SSF90123;SSF52540	NA	PS00211	PS50929;PS50893	SM00382	NA	Coil	NA	NA
snap_masked-WWCI01000004.1-processed-gene-31.53-mRNA-1	G3DSA:3.30.200.20;G3DSA:1.10.510.10	IPR008271	NA	PF00069	cd06620	mobidb-lite	GO:0004672;GO:0006468;GO:0005524	NA	SSF56112	NA	PS00108;PS00107	PS50011	SM00220	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-39.10-mRNA-1	NA	IPR000073	NA	PF00561;PF08386	NA	NA	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-45.14-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000007.1-snap-gene-31.33-mRNA-1	NA	IPR008427	NA	PF05730	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SM00747	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-59.40-mRNA-1	NA	IPR005197	NA	PF03659	cd11577	NA	GO:0016787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000001.1-processed-gene-11.27-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000003.1-processed-gene-28.44-mRNA-1	G3DSA:1.25.40.280	IPR004328	NA	NA	cd09245	mobidb-lite	NA	NA	NA	NA	NA	PS51180	SM01041	NA	NA	NA	NA
augustus_masked-WWCI01000003.1-processed-gene-26.68-mRNA-1	G3DSA:2.60.120.620	IPR018724	NA	PF10014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-70.14-mRNA-1	NA	IPR007219	NA	PF04082	cd12148	mobidb-lite	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	NA	NA	NA	SM00906	NA	Coil	NA	NA
maker-WWCI01000002.1-snap-gene-42.6-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
snap_masked-WWCI01000002.1-processed-gene-21.56-mRNA-1	NA	IPR005343	NA	PF03715	NA	mobidb-lite		Reactome: R-HSA-6804756	NA	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000004.1-snap-gene-27.9-mRNA-1	G3DSA:3.20.20.190	IPR017946	NA	NA	NA	NA	GO:0006629;GO:0008081	NA	SSF51695	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000007.1-augustus-gene-5.55-mRNA-1	G3DSA:3.40.50.300;G3DSA:2.130.10.10	IPR007111	NA	PF00400;PF05729;PF17100	NA	mobidb-lite	GO:0005515	NA	SSF52540;SSF50978;SSF50998	NA	PS00678	PS50837;PS50082;PS50294	SM00320	NA	NA	NA	NA
maker-WWCI01000006.1-snap-gene-52.60-mRNA-1	G3DSA:3.30.710.10;G3DSA:1.25.40.20	IPR000210	NA	PF00651	cd18497;cd18296;cd18186	mobidb-lite	GO:0005515	NA	SSF54695;SSF48403	NA	NA	PS50097	SM00225	NA	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-34.38-mRNA-1	NA	IPR010301	NA	PF05997	NA	mobidb-lite	GO:0006364;GO:0030688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000003.1-augustus-gene-10.58-mRNA-1	NA	IPR031645	PIRSF037235	PF16909;PF12624;PF16908;PF06650;PF16910	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000002.1-snap-gene-19.66-mRNA-1	G3DSA:1.20.1250.20	IPR005829	NA	PF00083	cd17356	NA	GO:0016021;GO:0022857;GO:0055085;GO:0016020	Reactome: R-HSA-189200	SSF103473	TIGR00879	PS00217;PS00216	PS50850	NA	PR00171	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-32.43-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-3.20-mRNA-1	G3DSA:3.10.180.10	IPR025870	NA	PF13468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-5.19-mRNA-1	NA	IPR022057	NA	PF12271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000003.1-processed-gene-21.78-mRNA-1	NA	IPR024626	NA	PF12936;PF05178	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000004.1-processed-gene-47.20-mRNA-1	NA	IPR009483	NA	PF06511	NA	mobidb-lite	GO:0009405	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
snap_masked-WWCI01000003.1-processed-gene-6.73-mRNA-1	G3DSA:3.40.50.1820;G3DSA:1.10.3020.10;G3DSA:2.60.120.260	IPR008979	NA	PF08530;PF02129	NA	NA	GO:0008239;GO:0016787	NA	SSF49785;SSF53474	TIGR00976	NA	NA	SM00939	NA	NA	NA	NA
maker-WWCI01000007.1-snap-gene-44.61-mRNA-1	G3DSA:1.20.1740.10	IPR002293	PIRSF006060	PF13520	NA	NA	GO:0016020;GO:0022857;GO:0055085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-30.47-mRNA-1	G3DSA:3.40.50.720	IPR036291	NA	PF13561	cd05369	NA	NA	NA	SSF51735	NA	NA	NA	NA	PR00081	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-20.60-mRNA-1	G3DSA:3.30.40.10	IPR013083	NA	PF04641	cd16653	mobidb-lite	NA	NA	SSF57850	NA	NA	NA	NA	NA	Coil	NA	NA
snap_masked-WWCI01000004.1-processed-gene-20.23-mRNA-1	G3DSA:3.30.70.330	IPR000504	NA	PF00076	NA	mobidb-lite	GO:0003676	NA	SSF54928	NA	NA	PS50102	SM00360	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-1.50-mRNA-1	G3DSA:1.10.630.10	IPR001128	NA	PF00067	NA	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	SSF48264	NA	PS00086	NA	NA	PR00463;PR00385	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-16.77-mRNA-1	NA	IPR024368	NA	PF12855	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000003.1-processed-gene-15.1-mRNA-1	G3DSA:3.40.710.10	IPR012338	NA	PF00144;PF11954	NA	mobidb-lite	NA	NA	SSF56601	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-15.21-mRNA-1	NA	IPR010730	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-3.7-mRNA-1	G3DSA:4.10.240.10	IPR001138	NA	PF00172	cd00067	mobidb-lite	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	SSF57701	NA	NA	PS50048	SM00066	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-41.100-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-36.2-mRNA-1	G3DSA:4.10.240.10	IPR001138	NA	PF00172	cd00067	mobidb-lite	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	SSF57701	NA	NA	PS50048	NA	NA	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-9.56-mRNA-1	G3DSA:3.40.33.10	IPR035940	NA	PF00188	cd05384	NA	GO:0005576	NA	SSF55797	NA	PS01009	NA	SM00198	PR00837	NA	NA	NA
maker-WWCI01000004.1-snap-gene-44.0-mRNA-1	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	IPR000192	PIRSF038800	PF00266	NA	NA	GO:0005737;GO:0006569;GO:0009435;GO:0030170;GO:0030429;GO:0003824	KEGG: 00380+3.7.1.3|MetaCyc: PWY-5651|MetaCyc: PWY-6309|Reactome: R-HSA-71240	SSF53383	TIGR01814	NA	NA	NA	NA	NA	MF_01970	NA
maker-WWCI01000001.1-snap-gene-10.10-mRNA-1	NA	IPR018282	PIRSF002129	PF01092	NA	NA	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-166208|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6790901|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	PS00578	NA	SM01405	NA	Coil	NA	NA
maker-WWCI01000004.1-snap-gene-34.12-mRNA-1	G3DSA:1.20.1510.10	IPR027469	NA	PF01545	NA	mobidb-lite	GO:0006812;GO:0008324;GO:0016021;GO:0055085	Reactome: R-HSA-435368	SSF161111;SSF160240	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000005.1-processed-gene-33.95-mRNA-1	G3DSA:2.40.10.230	IPR038664	NA	PF04410	NA	mobidb-lite	GO:0001522;GO:0042254	NA	SSF50447	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000001.1-processed-gene-5.60-mRNA-1	G3DSA:2.130.10.30	IPR000408	NA	PF00415	NA	mobidb-lite	NA	NA	SSF50985	NA	PS00626;PS00625	PS50012	NA	PR00633	NA	NA	NA
augustus_masked-WWCI01000004.1-processed-gene-25.67-mRNA-1	NA	IPR017877	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	PS50090	NA	NA	NA	NA	NA
augustus_masked-WWCI01000001.1-processed-gene-1.2-mRNA-1	G3DSA:3.40.50.720	IPR036291	NA	NA	NA	NA	NA	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-62.17-mRNA-1	G3DSA:3.10.180.10	IPR004360	NA	PF00903	cd07262	NA	NA	NA	SSF54593	NA	NA	PS51819	NA	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-3.35-mRNA-1	G3DSA:1.25.40.10	IPR011990	PIRSF007860	PF12451;PF17122;PF00637	cd16688	NA	GO:0005515;GO:0006886;GO:0016192	NA	SSF48371;SSF50978	NA	NA	PS50236;PS50089	SM00299	NA	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-49.22-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000004.1-processed-gene-34.64-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-augustus-gene-20.27-mRNA-1	NA	IPR021833	NA	PF11905	cd14688	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
