Gene	MobiDBLite	Phobius	interpro	Pfam	TMHMM	PANTHER	GO	Coils	Gene3D	CDD	PATHWAY	SUPERFAMILY	ProSiteProfiles	SFLD	PRINTS	TIGRFAM	ProSitePatterns	SMART	PIRSF	Hamap	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	ProDom
maker-scaffold2-snap-gene-0.113-mRNA-1	NA	NA	IPR000322	PF01055;PF13802	NA	PTHR22762;PTHR22762:SF120	GO:0004553;GO:0005975	NA	G3DSA:2.60.40.4040;G3DSA:2.60.40.1760	cd14752	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold184-snap-gene-0.110-mRNA-1	NA	NA	IPR002312	PF00152;PF01336	NA	PTHR22594:SF16;PTHR22594	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0003676;GO:0004816;GO:0006421	NA	G3DSA:2.40.50.140;G3DSA:3.30.930.10;G3DSA:1.10.10.1430	cd04323;cd00776	KEGG: 00970+6.1.1.22	SSF55681;SSF50249	PS50862	NA	PR01042	TIGR00457	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold59-processed-gene-0.67-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold183-processed-gene-0.150-mRNA-1	NA	NA	IPR016181	NA	NA	PTHR13355:SF8;PTHR13355	GO:0004343;GO:0006048	NA	NA	cd04301	Reactome: R-HSA-446210	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold26-snap-gene-0.230-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	IPR018535	PF09362	NA	PTHR43662:SF7;PTHR43662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold24-snap-gene-0.321-mRNA-1	mobidb-lite	NA	IPR036291	PF13561	NA	PTHR43008;PTHR43008:SF5	NA	NA	G3DSA:3.40.50.720;G3DSA:3.40.50.300	NA	NA	SSF51735;SSF52540	NA	NA	PR00081	NA	NA	SM00382;SM00822	NA	NA	NA	NA	NA	NA
snap_masked-scaffold343-processed-gene-0.2-mRNA-1	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	IPR036908	PF07249	NA	NA	NA	NA	G3DSA:2.40.40.10	NA	NA	SSF50685	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA
maker-scaffold104-augustus-gene-0.174-mRNA-1	mobidb-lite	NA	IPR001394	PF00443;PF13446	NA	PTHR44130	GO:0016579;GO:0036459;GO:0006511	Coil	G3DSA:3.90.70.10	cd02666	NA	SSF54001	PS50235	NA	NA	NA	PS00972;PS00973	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold311-processed-gene-0.5-mRNA-1	mobidb-lite	NA	IPR002931	PF07653;PF10345;PF01841	NA	PTHR11039;PTHR11039:SF61	GO:0005515;GO:0007064	NA	G3DSA:2.30.30.40;G3DSA:3.10.620.30	cd11889	Reactome: R-HSA-2470946	SSF54001;SSF50044	PS50002	NA	NA	NA	NA	SM00460;SM00326	NA	NA	NA	NA	NA	NA
maker-scaffold158-protein2genome-gene-0.9-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR001457	PF00499	TMhelix	PTHR33269;PTHR33269:SF4	GO:0008137;GO:0055114	NA	G3DSA:1.20.120.1200	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold180-processed-gene-0.57-mRNA-1	NA	NA	IPR002048	PF13499	NA	PTHR23055;PTHR23055:SF92	GO:0005509	NA	G3DSA:1.10.238.10	cd00051	NA	SSF47473	PS50222	NA	PR00450	NA	PS00018	SM00054	NA	NA	NA	NA	NA	NA
maker-scaffold195-augustus-gene-0.9-mRNA-1	NA	NA	IPR000206	PF16320;PF00542	NA	PTHR45022	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	G3DSA:3.30.1390.10;G3DSA:1.20.5.710	cd00387	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	SSF54736;SSF48300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD001326
maker-scaffold156-snap-gene-0.157-mRNA-1	NA	NA	IPR008733	PF05648	NA	PTHR12652;PTHR12652:SF10	GO:0005779;GO:0016559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold2-snap-gene-2.255-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR008949	PF00494	TMhelix	PTHR31480:SF0;PTHR31480	NA	NA	G3DSA:1.10.600.10	NA	NA	SSF48576	NA	SFLDG01212;SFLDS00005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold9-processed-gene-0.32-mRNA-1	mobidb-lite	NA	IPR008401	PF05839	NA	PTHR28526	GO:0005680	NA	NA	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold130-processed-gene-0.24-mRNA-1	NA	NA	IPR002933	PF01546;PF07687	NA	PTHR43270:SF4;PTHR43270	GO:0016787;GO:0006508;GO:0008237;GO:0016805	NA	G3DSA:3.40.630.10;G3DSA:3.30.70.360	cd05676	NA	SSF53187	NA	NA	NA	NA	PS00759	NA	PIRSF037242	NA	NA	NA	NA	NA
maker-scaffold166-snap-gene-0.22-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	IPR036859	PF16641;PF01302	NA	PTHR18916:SF49;PTHR18916		Coil	G3DSA:2.30.30.190	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5626467|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	SSF74924	PS50245	NA	NA	NA	NA	SM01052	NA	NA	NA	NA	NA	NA
maker-scaffold133-augustus-gene-0.61-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold103-snap-gene-0.129-mRNA-1	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	IPR001283	PF00188	NA	PTHR10334:SF338;PTHR10334	NA	NA	G3DSA:3.40.33.10	NA	NA	SSF55797	NA	NA	PR00837	NA	NA	SM00198	NA	NA	SignalP-noTM	NA	NA	NA
snap_masked-scaffold3-processed-gene-0.42-mRNA-1	mobidb-lite	NA	IPR017961	PF11799;PF00817;PF18439	NA	PTHR11076:SF11;PTHR11076	GO:0003684;GO:0006281;GO:0003676	NA	G3DSA:3.30.70.270;G3DSA:3.30.1490.100;G3DSA:2.30.40.30;G3DSA:1.10.150.20	NA	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7|Reactome: R-HSA-5656169	SSF100879;SSF56672	PS50173	NA	NA	NA	PS00028	NA	PIRSF036603	NA	NA	NA	NA	NA
maker-scaffold138-snap-gene-0.109-mRNA-1	mobidb-lite	NA	IPR001789	PF00072;PF02518;PF00360;PF08446;PF01590;PF00512	NA	PTHR43065:SF10;PTHR43065	GO:0000160;GO:0000155;GO:0007165;GO:0006355;GO:0009584;GO:0018298;GO:0005515	NA	G3DSA:3.30.565.10;G3DSA:3.30.450.20;G3DSA:1.10.287.130;G3DSA:3.30.450.270;G3DSA:3.40.50.2300;G3DSA:3.30.450.40	cd00156;cd00075;cd00082	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	SSF55785;SSF47384;SSF55874;SSF55781;SSF52172	PS50112;PS50110;PS50109;PS50046	NA	PR01033	NA	NA	SM00387;SM00388;SM00448	NA	NA	NA	NA	NA	NA
maker-scaffold44-augustus-gene-0.205-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR006076	PF01266;PF08491	TMhelix	PTHR10835:SF0;PTHR10835	GO:0016491;GO:0055114;GO:0004506;GO:0016126;GO:0016021;GO:0050660	NA	G3DSA:3.50.50.60	NA	KEGG: 00100+1.14.14.17|KEGG: 00909+1.14.14.17|MetaCyc: PWY-5670|MetaCyc: PWY-6098|Reactome: R-HSA-191273|Reactome: R-HSA-2426168	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold93-augustus-gene-0.173-mRNA-1	mobidb-lite	NA	IPR001680	PF09453;PF07569;PF00400	NA	PTHR13831	GO:0005515;GO:0005634;GO:0006325;GO:0006351;GO:0006355	NA	G3DSA:2.130.10.10	NA	Reactome: R-HSA-2559584	SSF63829;SSF50978	PS50082;PS50294	NA	NA	NA	PS00678	SM00320	NA	NA	NA	NA	NA	NA
snap_masked-scaffold172-processed-gene-0.139-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR005829	PF00083	TMhelix	PTHR23500:SF162;PTHR23500	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	NA	G3DSA:1.20.1250.20	cd06174	Reactome: R-HSA-189200	SSF103473	PS50850	NA	NA	TIGR00879	PS00217	NA	NA	NA	NA	NA	NA	NA
maker-scaffold223-snap-gene-0.77-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR003114	PF02194;PF13824	NA	PTHR28069	NA	NA	NA	NA	NA	SSF144232	PS51207	NA	NA	NA	NA	SM00313	NA	NA	NA	NA	NA	PD039565
augustus_masked-scaffold1-processed-gene-3.153-mRNA-1	mobidb-lite	NA	IPR018392	NA	NA	PTHR20932:SF8;PTHR20932	NA	NA	G3DSA:3.10.350.10	cd00118	NA	NA	PS51782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-snap-gene-2.43-mRNA-1	NA	NA	IPR001680	PF00400;PF08606	NA	PTHR43995	GO:0005515;GO:0000398;GO:0000974;GO:0006281;GO:0061630;GO:0004842;GO:0016567	Coil	G3DSA:3.30.40.10;G3DSA:2.130.10.10	cd16656	MetaCyc: PWY-7511|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-72163	SSF57850;SSF50978	PS50082;PS51698;PS50294	NA	NA	NA	NA	SM00320;SM00504	NA	NA	NA	NA	NA	NA
maker-scaffold114-augustus-gene-0.40-mRNA-1	mobidb-lite	NA	IPR027417	PF07724;PF10431	NA	PTHR11262;PTHR11262:SF4	GO:0005524;GO:0006457;GO:0051082	Coil	G3DSA:1.10.8.60	cd00009	NA	SSF52540	NA	NA	NA	NA	NA	SM01086;SM00382	NA	NA	NA	NA	NA	NA
snap_masked-scaffold110-processed-gene-0.85-mRNA-1	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	IPR002161	PF01174	NA	PTHR31559	GO:0004359;GO:0042819;GO:0042823	NA	G3DSA:3.40.50.880	cd01749	KEGG: 00220+3.5.1.2|KEGG: 00250+3.5.1.2|KEGG: 00471+3.5.1.2|KEGG: 00750+4.3.3.6|MetaCyc: PWY-6466	SSF52317	PS51130	NA	NA	TIGR03800	PS01236	NA	PIRSF005639	MF_01615	NA	NA	NA	NA
maker-scaffold192-snap-gene-0.158-mRNA-1	mobidb-lite	NA	IPR003593	PF03881;PF00004	NA	PTHR23077;PTHR23077:SF55	GO:0005524	NA	G3DSA:3.40.50.300;G3DSA:3.90.1200.10;G3DSA:1.10.8.60	cd00009	Reactome: R-HSA-163841	SSF56112;SSF52540	NA	NA	NA	NA	NA	SM00382	NA	NA	NA	NA	NA	NA
maker-scaffold18-augustus-gene-0.29-mRNA-1	mobidb-lite	NA	IPR024969	PF13012;PF01398	NA	PTHR10540:SF8;PTHR10540	GO:0000338;GO:0008180;GO:0005515	NA	NA	cd08063	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	NA	PS50249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold80-processed-gene-0.57-mRNA-1	NA	NA	IPR008547	PF05705	NA	PTHR12265;PTHR12265:SF0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold98-processed-gene-0.48-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold92-augustus-gene-0.15-mRNA-1	mobidb-lite	NA	IPR016024	PF08161	NA	PTHR21576:SF2;PTHR21576	NA	NA	NA	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold5-processed-gene-1.207-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR008521	PF05653	TMhelix	PTHR12570:SF5;PTHR12570	GO:0015095;GO:0015693;GO:0016021	Coil	NA	NA	Reactome: R-HSA-5223345	SSF103481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold1-snap-gene-1.169-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR039632	NA	TMhelix	PTHR31965	NA	NA	NA	NA	NA	SSF103481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold118-snap-gene-0.25-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR008253	PF01284	TMhelix	PTHR39608:SF1;PTHR39608	GO:0016020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold33-processed-gene-0.13-mRNA-1	mobidb-lite	NA	IPR009019	PF07650;PF00189	NA	PTHR11760:SF20;PTHR11760	GO:0003723;GO:0003735;GO:0006412;GO:0015935;GO:0005840	NA	G3DSA:3.30.300.20;G3DSA:3.30.1140.32	cd02413	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	SSF54814;SSF54821	NA	NA	NA	TIGR01008	PS00548	NA	NA	NA	NA	NA	NA	NA
maker-scaffold10-augustus-gene-1.95-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	IPR003439	PF00005;PF01061	TMhelix	PTHR19241;PTHR19241:SF269	GO:0005524;GO:0016887;GO:0016020	NA	G3DSA:3.40.50.300	cd03213	Reactome: R-HSA-1369062	SSF52540	PS50026;PS50893	NA	NA	NA	PS00022;PS00211	SM00382	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA
augustus_masked-scaffold170-processed-gene-0.11-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold298-processed-gene-0.34-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR020846	PF00083	TMhelix	PTHR23500:SF162;PTHR23500	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	NA	G3DSA:1.20.1250.20	cd06174	Reactome: R-HSA-189200	SSF103473	PS50850	NA	NA	TIGR00879	PS00217	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold58-processed-gene-0.253-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold169-processed-gene-0.18-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR007905	PF05241	TMhelix	PTHR14207:SF0;PTHR14207	GO:0016021;GO:0016125;GO:0047750	NA	NA	NA	NA	NA	PS51751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold28-snap-gene-0.143-mRNA-1	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	IPR036291	PF00106	NA	PTHR43008:SF8;PTHR43008	GO:0016491	NA	G3DSA:3.40.50.720	NA	NA	SSF51735	NA	NA	PR00081	NA	PS00061	SM00822	NA	NA	NA	NA	NA	NA
snap_masked-scaffold156-processed-gene-0.122-mRNA-1	mobidb-lite	NA	IPR005550	PF03801	NA	PTHR10643		Coil	G3DSA:1.10.418.30	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold34-processed-gene-0.29-mRNA-1	mobidb-lite	NA	IPR027417	PF07717;PF04408;PF00271;PF00575	NA	PTHR18934;PTHR18934:SF85	GO:0004386;GO:0003676	Coil	G3DSA:2.40.50.140;G3DSA:3.40.50.300	cd00079;cd00046;cd05684	NA	SSF52540;SSF50249	PS51192;PS51194;PS50126	NA	NA	NA	PS00690	SM00490;SM00316;SM00847;SM00487	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold75-processed-gene-0.55-mRNA-1	mobidb-lite	NA	IPR029071	PF17183;PF12754	NA	PTHR12650;PTHR12650:SF20	GO:0005515	NA	G3DSA:3.10.20.90;G3DSA:1.10.286.70	cd01769	NA	SSF54236	PS50053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold71-snap-gene-0.186-mRNA-1	mobidb-lite	NA	IPR001806	PF00071	NA	PTHR24073;PTHR24073:SF465	GO:0003924;GO:0005525	NA	G3DSA:3.40.50.300	NA	NA	SSF52540	PS51419	NA	PR00449	TIGR00231	NA	SM00174;SM00175;SM00173	NA	NA	NA	NA	NA	NA
maker-scaffold92-snap-gene-0.70-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR018744	PF10056	TMhelix	PTHR38113:SF1;PTHR38113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold54-processed-gene-0.8-mRNA-1	mobidb-lite	NA	IPR025653	PF17862;PF00004;PF09262	NA	PTHR23077:SF12;PTHR23077	GO:0005524;GO:0005778;GO:0006625;GO:0042623;GO:0005777;GO:0007031	NA	G3DSA:3.10.330.10;G3DSA:1.10.8.60;G3DSA:3.40.50.300	cd00009	Reactome: R-HSA-9033241	SSF54585;SSF52540;SSF50692	NA	NA	NA	NA	PS00674	SM00382	NA	NA	NA	NA	NA	NA
maker-scaffold197-snap-gene-0.98-mRNA-1	NA	NA	IPR013815	PF08442;PF00549	NA	PTHR11815:SF1;PTHR11815	GO:0005524;GO:0006099;GO:0003824;GO:0046872	NA	G3DSA:3.30.1490.20;G3DSA:3.40.50.261;G3DSA:3.30.470.20	NA	KEGG: 00020+6.2.1.5|KEGG: 00640+6.2.1.5|KEGG: 00660+6.2.1.5|KEGG: 00720+6.2.1.5|MetaCyc: PWY-5392|MetaCyc: PWY-5537|MetaCyc: PWY-5538|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7384|Reactome: R-HSA-71403	SSF52210;SSF56059	PS50975	NA	NA	TIGR01016	PS01217	NA	PIRSF001554	MF_00558	NA	NA	NA	NA
snap_masked-scaffold122-processed-gene-0.18-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR004307	PF03073	TMhelix	PTHR10057:SF0;PTHR10057	GO:0016021	NA	G3DSA:1.20.1260.100	cd15904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold117-processed-gene-0.32-mRNA-1	mobidb-lite	NA	IPR002483	PF01480	NA	PTHR23148	GO:0006397	Coil	G3DSA:1.20.1390.10	NA	NA	SSF101233	PS51025	NA	NA	NA	NA	SM00311	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold9-processed-gene-0.66-mRNA-1	mobidb-lite	NA	IPR019341	PF10199	NA	PTHR14659	NA	NA	G3DSA:3.40.50.11960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold529-augustus-gene-0.0-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR013714	PF08507	TMhelix	PTHR28128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold130-processed-gene-0.51-mRNA-1	mobidb-lite	NA	IPR021622	PF11559	NA	PTHR21736;PTHR21736:SF12	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold201-processed-gene-0.16-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
maker-scaffold286-augustus-gene-0.77-mRNA-1	NA	NA	IPR016207	PF01450;PF07991	NA	PTHR21371:SF13;PTHR21371	GO:0004455;GO:0055114;GO:0016491;GO:0009082	NA	G3DSA:1.10.1040.10;G3DSA:3.40.50.720	NA	KEGG: 00290+1.1.1.86|KEGG: 00770+1.1.1.86|MetaCyc: PWY-5103|MetaCyc: PWY-7111	SSF51735;SSF48179	PS51850;PS51851	NA	NA	TIGR00465	NA	NA	PIRSF000119	NA	NA	SignalP-TM	NA	NA
snap_masked-scaffold205-processed-gene-0.64-mRNA-1	NA	NA	IPR016135	PF00179	NA	PTHR24068;PTHR24068:SF24		NA	G3DSA:3.10.110.10	cd00195	Reactome: R-HSA-983168	SSF54495	PS50127	NA	NA	NA	PS00183	SM00212	NA	NA	NA	NA	NA	NA
maker-scaffold213-augustus-gene-0.52-mRNA-1	mobidb-lite	NA	IPR013933	PF08624	NA	PTHR22597;PTHR22597:SF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD041931
maker-scaffold134-snap-gene-0.8-mRNA-1	mobidb-lite	NA	IPR018181	PF12224;PF00012	NA	PTHR19375;PTHR19375:SF309		Coil	G3DSA:2.60.34.10;G3DSA:3.30.420.40;G3DSA:1.20.1270.10;G3DSA:3.90.640.10	NA	Reactome: R-HSA-3371453	SSF100934;SSF100920;SSF53067	NA	NA	PR00301	NA	PS00329;PS01036;PS00297	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold278-processed-gene-0.17-mRNA-1	NA	NA	IPR002023	PF01257	NA	PTHR10371:SF3;PTHR10371	GO:0016491;GO:0055114	NA	G3DSA:3.40.30.10;G3DSA:1.10.10.1590	cd03064	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	SSF52833	NA	NA	NA	TIGR01958	PS01099	NA	PIRSF000216	NA	NA	NA	NA	NA
maker-scaffold32-snap-gene-0.363-mRNA-1	NA	NA	IPR013766	PF08534	NA	PTHR10430:SF16;PTHR10430	GO:0045454;GO:0016491	NA	G3DSA:3.40.30.10	cd03013	KEGG: 00480+1.11.1.15|Reactome: R-HSA-3299685|Reactome: R-HSA-5628897	SSF52833	PS51352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold58-processed-gene-0.238-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR029063	PF13489	TMhelix	PTHR42912:SF8;PTHR42912	NA	NA	NA	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold77-augustus-gene-0.12-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR009450	PF06432	TMhelix	PTHR12982	GO:0006506;GO:0016021;GO:0017176	NA	NA	NA	KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold159-processed-gene-0.119-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR027469	PF01545	TMhelix	PTHR11562;PTHR11562:SF62	GO:0006812;GO:0008324;GO:0016021;GO:0055085	NA	G3DSA:1.20.1510.10	NA	NA	SSF161111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold30-augustus-gene-0.16-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR003593	PF06472;PF00005	NA	PTHR11384;PTHR11384:SF36	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0005779;GO:1902001;GO:0016887	Coil	G3DSA:3.40.50.300	cd03223	NA	SSF52540	PS50893	NA	NA	NA	NA	SM00382	NA	NA	NA	NA	NA	NA
maker-scaffold1-snap-gene-0.136-mRNA-1	mobidb-lite	NA	IPR006600	PF03221;PF05920	NA	PTHR11850;PTHR11850:SF195	GO:0003676;GO:0003677;GO:0006355	NA	G3DSA:1.10.10.60	cd00086	NA	SSF46689	PS50157;PS50071;PS51253	NA	NA	NA	PS00028	SM00389;SM00355	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold130-processed-gene-0.43-mRNA-1	mobidb-lite	NA	IPR016641	NA	NA	PTHR21713;PTHR21713:SF6	GO:0005854	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
