Gene	interpro	SMART	CDD	SUPERFAMILY	Pfam	GO	ProSiteProfiles	MobiDBLite	Coils	PANTHER	ProSitePatterns	Gene3D	PATHWAY	TIGRFAM	PRINTS	TMHMM	Phobius	PIRSF	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD	Hamap	ProDom
KOS18460.1	IPR010730	NA	NA	NA	PF06985	NA	NA	mobidb-lite	NA	PTHR33112:SF1;PTHR33112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21332.1	IPR001388	SM01270	cd15866	SSF64356;SSF58038	PF13774;PF00957	GO:0016021;GO:0016192	PS50892;PS50859	NA	NA	PTHR21136:SF69;PTHR21136	NA	G3DSA:1.20.5.110;G3DSA:3.30.450.50	Reactome: R-HSA-204005	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS20322.1	IPR035892	SM00487;SM00490;SM00382;SM00973	cd00079;cd00046	SSF52540;SSF158702;SSF46785;SSF81296	PF18149;PF00271;PF02889;PF00270	GO:0003676;GO:0005524	PS51194;PS51192	mobidb-lite	NA	PTHR24075:SF5;PTHR24075	NA	G3DSA:1.10.10.2530;G3DSA:2.60.40.150;G3DSA:3.40.50.300;G3DSA:1.10.150.20;G3DSA:1.10.3380.10	NA	NA	NA	NA	NA	PIRSF039073	NA	NA	NA	NA	NA	NA
KOS22701.1	IPR001382	NA	NA	SSF48225	PF01532	GO:0004571;GO:0005509;GO:0016020;GO:0003824	NA	NA	NA	PTHR11742:SF45;PTHR11742	NA	G3DSA:1.50.10.10	NA	NA	PR00747	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19018.1	IPR037650	NA	NA	NA	NA	GO:0003729;GO:0042273	NA	mobidb-lite	Coil	PTHR28028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21091.1	IPR005683	NA	NA	NA	PF04281	GO:0005741;GO:0006886	NA	mobidb-lite	NA	PTHR12504;PTHR12504:SF0	NA	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-5205685	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	PD033325
KOS23330.1	IPR006043	NA	NA	NA	PF00860	GO:0016020;GO:0022857;GO:0055085;GO:0005215	NA	NA	NA	PTHR42810;PTHR42810:SF2	NA	NA	Reactome: R-HSA-196836	TIGR00801	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS22180.1	IPR001104	NA	NA	NA	PF02544	GO:0006629;GO:0016627	PS50244	NA	NA	PTHR10556:SF28;PTHR10556	NA	NA	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS17383.1	IPR036420	SM00292	cd00027	SSF52113	PF00533;PF12738;PF16770	NA	PS50172	mobidb-lite	Coil	PTHR13561:SF36;PTHR13561	NA	G3DSA:3.40.50.10190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19472.1	IPR003594	SM00448;SM00086;SM00091;SM00387;SM00388	cd00082;cd00075;cd00156;cd00130	SSF55874;SSF47384;SSF55785;SSF52172	PF02518;PF00072;PF00512;PF08447;PF13188	GO:0000160;GO:0000155;GO:0007165;GO:0016310;GO:0016772;GO:0005515	PS50112;PS50113;PS50110;PS50109	NA	NA	PTHR43047;PTHR43047:SF5	NA	G3DSA:1.10.287.130;G3DSA:3.40.50.2300;G3DSA:3.30.565.10;G3DSA:3.30.450.20	Reactome: R-HSA-1296072	TIGR00229	PR00344	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17081.1	IPR036412	NA	cd02073	SSF56784;SSF81653;SSF81660;SSF81665	PF16209;PF16212;PF00122;PF13246	GO:0000287;GO:0004012;GO:0005524;GO:0015914;GO:0016021;GO:0000166	NA	mobidb-lite	Coil	PTHR24092;PTHR24092:SF55	PS00154	G3DSA:3.40.50.1000;G3DSA:3.40.1110.10;G3DSA:2.70.150.10	Reactome: R-HSA-936837	TIGR01652;TIGR01494	PR00119	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	SFLDF00027;SFLDS00003	NA	NA
KOS21915.1	IPR001138	SM00066	cd12148;cd00067	SSF57701	PF04082;PF00172	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	mobidb-lite	Coil	PTHR19444:SF23;PTHR19444	PS00463	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19605.1	IPR014898	NA	NA	SSF57667	PF08790	GO:0003677	PS51804	mobidb-lite	NA	PTHR13100	NA	G3DSA:2.20.28.110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20838.1	IPR017927	NA	cd06186	SSF63380;SSF52343	PF08030;PF01794;PF08022	GO:0016491;GO:0055114	PS51384	NA	NA	PTHR32361;PTHR32361:SF12	NA	G3DSA:3.40.50.80	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	SFLDS00052;SFLDG01168	NA	NA
KOS21018.1	IPR020811	SM01193;SM01192	cd03313	SSF51604;SSF54826	PF03952;PF00113	GO:0000015;GO:0000287;GO:0004634;GO:0006096	NA	NA	NA	PTHR11902	PS00164	G3DSA:3.30.390.10;G3DSA:3.20.20.120	KEGG: 00010+4.2.1.11|KEGG: 00680+4.2.1.11|MetaCyc: PWY-1042|MetaCyc: PWY-1622|MetaCyc: PWY-2221|MetaCyc: PWY-5484|MetaCyc: PWY-5723|MetaCyc: PWY-6142|MetaCyc: PWY-6886|MetaCyc: PWY-6901|MetaCyc: PWY-7003|MetaCyc: PWY-7124|MetaCyc: PWY-7218|MetaCyc: PWY-8004	TIGR01060	PR00148	NA	NA	PIRSF001400	NA	NA	NA	SFLDS00001;SFLDF00002	MF_00318	NA
KOS19225.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22873.1	IPR024655	NA	NA	SSF51445	PF11790	NA	NA	NA	NA	PTHR34154:SF2;PTHR34154	NA	G3DSA:3.20.20.80	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
KOS17180.1	IPR003016	NA	cd06848	SSF51230	PF01597	GO:0005960;GO:0019464	PS50968	NA	NA	PTHR11715;PTHR11715:SF3	PS00189	G3DSA:2.40.50.100	Reactome: R-HSA-389661	TIGR00527	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	MF_00272	NA
KOS22287.1	IPR020617	NA	cd00829	SSF53901	PF02803;PF00108	GO:0016747;GO:0003824	NA	NA	NA	PTHR18919;PTHR18919:SF89	PS00737	G3DSA:3.40.47.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23365.1	IPR003337	NA	cd01627;cd03788	SSF53756;SSF56784	PF02358;PF00982	GO:0003824;GO:0005992	NA	NA	NA	PTHR10788;PTHR10788:SF6	NA	G3DSA:3.40.50.1000;G3DSA:3.40.50.2000;G3DSA:3.30.70.1020	Reactome: R-HSA-446205	TIGR01484;TIGR00685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18471.1	IPR019775	SM00256;SM00320	cd00200	SSF50978;SSF81383	PF00400;PF00646	GO:0005515	PS50082;PS50294;PS50181	mobidb-lite	NA	PTHR44038:SF2;PTHR44038	PS00678	G3DSA:1.20.1280.50;G3DSA:2.130.10.10	NA	NA	PR00320	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17525.1	IPR036872	SM00033;SM01184	cd00051;cd00014	SSF47576;SSF46966;SSF47473	PF08726;PF00307	GO:0005515;GO:0005509	PS50021;PS50222	mobidb-lite	Coil	PTHR45399	PS00020;PS00019;PS00018	G3DSA:1.20.58.60;G3DSA:1.10.418.10;G3DSA:1.10.238.10	Reactome: R-HSA-373753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18387.1	IPR027417	SM00487;SM00490	cd00046;cd00079;cd01335	SSF52540;SSF102114;SSF52218	PF00258;PF00176;PF04055;PF00271;PF08608	GO:0010181;GO:0005524;GO:0003824;GO:0051536;GO:0008033;GO:0051539	PS51194;PS50902;PS51192	mobidb-lite	NA	PTHR13930:SF0;PTHR13930	NA	G3DSA:3.40.50.360;G3DSA:3.40.50.10810;G3DSA:3.20.20.70	MetaCyc: PWY-7285|MetaCyc: PWY-7286	NA	NA	NA	NA	NA	NA	NA	NA	SFLDG01071;SFLDF00284	NA	NA
KOS19996.1	IPR029063	NA	NA	SSF53335	PF10294	NA	NA	NA	Coil	PTHR14614:SF54;PTHR14614	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA
KOS22563.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR42047	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
KOS19874.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	PTHR21236:SF2;PTHR21236	NA	NA	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS20539.1	IPR021109	NA	NA	SSF50630;SSF51445;SSF55545	PF00728;PF00026;PF14845	GO:0004553;GO:0005975;GO:0004563	PS51767	NA	NA	PTHR22600:SF37;PTHR22600	NA	G3DSA:2.40.70.10;G3DSA:3.30.379.10;G3DSA:3.20.20.80	KEGG: 00511+3.2.1.52|KEGG: 00513+3.2.1.52|KEGG: 00520+3.2.1.52|KEGG: 00531+3.2.1.52|KEGG: 00603+3.2.1.52|KEGG: 00604+3.2.1.52|MetaCyc: PWY-6902|MetaCyc: PWY-7822|MetaCyc: PWY-7883	NA	PR00738	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20394.1	IPR005144	NA	cd01679	SSF48168;SSF51998	PF03477;PF02867;PF00317	GO:0055114;GO:0006260;GO:0004748;GO:0005524	PS51161	mobidb-lite	NA	PTHR11573:SF6;PTHR11573	PS00089	G3DSA:3.20.70.20	Reactome: R-HSA-499943	TIGR02506	PR01183	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21456.1	IPR029044	NA	NA	SSF53448	PF03452	NA	NA	NA	NA	PTHR43083:SF4;PTHR43083	NA	G3DSA:3.90.550.10	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
KOS23106.1	IPR036045	NA	NA	SSF56815	PF00995	GO:0006904;GO:0016192	NA	mobidb-lite	NA	PTHR11679:SF30;PTHR11679	NA	G3DSA:3.40.50.1910;G3DSA:3.90.830.10;G3DSA:3.40.50.2060;G3DSA:1.25.40.60	NA	NA	NA	NA	NA	PIRSF005715	NA	NA	NA	NA	NA	NA
KOS17499.1	IPR036393	NA	NA	SSF53633;SSF55021	PF13840;PF00696	GO:0004072;GO:0008652;GO:0009089	PS51671	NA	NA	PTHR21499	PS00324	G3DSA:3.40.1160.10;G3DSA:3.30.2130.10	KEGG: 00260+2.7.2.4|KEGG: 00261+2.7.2.4|KEGG: 00270+2.7.2.4|KEGG: 00300+2.7.2.4|MetaCyc: PWY-2941|MetaCyc: PWY-2942|MetaCyc: PWY-5097|MetaCyc: PWY-6160|MetaCyc: PWY-6559|MetaCyc: PWY-6562|MetaCyc: PWY-7153|MetaCyc: PWY-7977	TIGR00657	NA	NA	NA	PIRSF000726	NA	NA	NA	NA	NA	NA
KOS23248.1	IPR037398	NA	NA	NA	PF16483		NA	NA	NA	PTHR38165	NA	G3DSA:3.30.920.50;G3DSA:2.60.110.10	KEGG: 00500+3.2.1.39	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
KOS23463.1	IPR001194	SM00799	NA	NA	PF02141		PS50211	mobidb-lite	Coil	PTHR12296:SF22;PTHR12296	NA	G3DSA:3.40.50.11500	Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22592.1	IPR016143	NA	cd06105	SSF48256	PF00285	GO:0006099;GO:0046912;GO:0004108;GO:0006101	NA	NA	NA	PTHR11739;PTHR11739:SF15	PS00480	G3DSA:1.10.230.10;G3DSA:1.10.580.10	Reactome: R-HSA-1268020|Reactome: R-HSA-71403	TIGR01793	PR00143	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS16678.1	IPR013087	SM00355	NA	NA	NA	GO:0003676	PS50157	mobidb-lite	Coil	PTHR14596;PTHR14596:SF65	PS00028	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17482.1	IPR027410	NA	cd03342	SSF54849;SSF52029;SSF48592	PF00118	GO:0005524;GO:0006457;GO:0051082	NA	NA	NA	PTHR11353:SF21;PTHR11353	PS00750;PS00751	G3DSA:3.50.7.10;G3DSA:1.10.560.10	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	TIGR02347	PR00304	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21795.1	IPR011701	NA	cd06174	SSF103473	PF07690	GO:0016021;GO:0055085	PS50850	mobidb-lite	NA	PTHR42718:SF11;PTHR42718	NA	G3DSA:1.20.1720.10	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS20361.1	IPR018712	NA	NA	NA	PF09994	NA	NA	mobidb-lite	NA	PTHR33840:SF2;PTHR33840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21430.1	IPR016135	SM00212	cd00195	SSF54495	PF00179		PS50127	NA	Coil	PTHR43953:SF2;PTHR43953	PS00183	G3DSA:3.10.110.10	MetaCyc: PWY-7511|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22223.1	IPR002293	NA	NA	NA	PF00324	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	NA	Coil	PTHR43341:SF15;PTHR43341	PS00218	G3DSA:1.20.1740.10	NA	NA	NA	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PIRSF006060	NA	NA	NA	NA	NA	NA
KOS16671.1	IPR029004	NA	NA	NA	PF01778	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	mobidb-lite	NA	PTHR10544	NA	G3DSA:3.30.390.110	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20864.1	IPR002715	SM01407	cd14358	NA	PF01849	GO:0005854	PS51151	mobidb-lite	Coil	PTHR21713	NA	G3DSA:1.10.8.10;G3DSA:2.20.70.30	NA	NA	NA	NA	NA	PIRSF015901	NA	NA	NA	NA	NA	NA
KOS22742.1	IPR001714	NA	cd01088	SSF46785;SSF55920	PF00557	GO:0004177;GO:0006508;GO:0008235	NA	mobidb-lite	NA	PTHR10804;PTHR10804:SF9	PS01202	G3DSA:3.90.230.10;G3DSA:1.10.10.10	MetaCyc: PWY-7799|MetaCyc: PWY-7800	TIGR00501	PR00599	NA	NA	NA	NA	NA	NA	NA	MF_03175	NA
KOS21960.1	IPR007248	NA	NA	NA	PF04117	GO:0016021	NA	mobidb-lite	NA	PTHR11266:SF36;PTHR11266	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-TM	SignalP-TM	NA	NA	NA	NA
KOS19246.1	IPR000243	NA	cd03763	SSF56235	PF12465;PF00227	GO:0004175;GO:0005839;GO:0051603;GO:0004298	PS51476	NA	NA	PTHR11599;PTHR11599:SF44	NA	G3DSA:3.60.20.10	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	PR00141	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20839.1	IPR012471	NA	NA	NA	PF07956	NA	NA	mobidb-lite	NA	PTHR21588:SF13;PTHR21588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21607.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS21017.1	IPR013212	SM00777	NA	NA	PF08311	GO:0007094	PS51489	mobidb-lite	NA	PTHR14030:SF4;PTHR14030	NA	G3DSA:1.25.40.430	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18053.1	IPR036322	SM00320	cd00200	SSF50978	PF00400	GO:0005515	PS50082;PS50294	mobidb-lite	Coil	PTHR45525	PS00678	G3DSA:1.20.58.2110;G3DSA:2.130.10.10	NA	NA	PR00320	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23175.1	IPR036259	NA	cd06174	SSF103473	PF00854	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0006857	NA	NA	NA	PTHR11654;PTHR11654:SF118	PS01023	G3DSA:1.20.1250.20	Reactome: R-HSA-427975	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS17800.1	IPR036322	SM00320	NA	SSF50978	PF00400	GO:0005515	PS50082;PS50294	mobidb-lite	NA	PTHR16017	PS00678	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18854.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
KOS22350.1	IPR024083	NA	cd01359	SSF48557	PF00206;PF14698	GO:0003824;GO:0004056;GO:0042450	NA	NA	NA	PTHR43814	PS00163	G3DSA:1.10.275.10;G3DSA:1.20.200.10;G3DSA:1.10.40.30	KEGG: 00220+4.3.2.1|KEGG: 00250+4.3.2.1|MetaCyc: PWY-4983|MetaCyc: PWY-4984|MetaCyc: PWY-5|MetaCyc: PWY-5154|MetaCyc: PWY-7400|Reactome: R-HSA-70635	TIGR00838	PR00149;PR00145	NA	NA	NA	NA	NA	NA	NA	MF_00006	NA
KOS17480.1	IPR000270	SM00666;SM00116	cd04587;cd06409	SSF54631;SSF54277	PF00571;PF00564	GO:0005515	PS51371	mobidb-lite	Coil	PTHR43263	NA	G3DSA:3.10.580.10	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS18196.1	IPR033927	SM00461	cd01205	SSF50729	PF00568		PS50229	mobidb-lite	Coil	PTHR23202:SF34;PTHR23202	NA	G3DSA:2.30.29.30	Reactome: R-HSA-2029482|Reactome: R-HSA-5663213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19268.1	IPR036259	NA	cd06174	SSF103473	PF07690	GO:0016021;GO:0055085	NA	mobidb-lite	NA	PTHR23524;PTHR23524:SF1	NA	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
KOS20880.1	IPR036589	NA	NA	SSF82282	PF02574		PS50970	NA	Coil	PTHR21091;PTHR21091:SF123	NA	G3DSA:3.20.20.330	Reactome: R-HSA-1614635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21474.1	IPR036430	NA	cd01061	SSF55895	PF00445	GO:0003723;GO:0033897	NA	NA	NA	PTHR11240	PS00530;PS00531	G3DSA:3.90.730.10	Reactome: R-HSA-6798695	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
KOS20407.1	IPR028939	NA	NA	SSF51735;SSF48179	PF03807;PF14748	GO:0004735;GO:0006561;GO:0055114	NA	NA	NA	PTHR11645:SF0;PTHR11645	PS00521	G3DSA:1.10.3730.10;G3DSA:3.40.50.720	KEGG: 00330+1.5.1.2|MetaCyc: PWY-3341|MetaCyc: PWY-4981|MetaCyc: PWY-6344|Reactome: R-HSA-70614	TIGR00112	NA	NA	NA	PIRSF000193	NA	NA	NA	NA	MF_01925	NA
KOS22442.1	IPR002252	NA	cd14791	SSF51445	PF02065;PF16875;PF16874	GO:0004557;GO:0005975;GO:0003824	NA	NA	NA	PTHR22762:SF81;PTHR22762	NA	G3DSA:2.60.40.1180;G3DSA:3.20.20.70;G3DSA:2.70.98.60	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	NA	PR00743	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	PIRSF005536	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
KOS22098.1	IPR015422	NA	cd00614	SSF53383	PF01053	GO:0003824;GO:0006520;GO:0016765;GO:0030170	NA	NA	NA	PTHR43797:SF1;PTHR43797	PS00868	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	TIGR01326	NA	NA	NA	PIRSF001434	NA	NA	NA	NA	NA	NA
KOS22559.1	IPR011555	NA	NA	SSF81333	PF00137	GO:0015078;GO:0015991;GO:0033179;GO:0033177	NA	NA	NA	PTHR10263;PTHR10263:SF8	NA	G3DSA:1.20.120.610	Reactome: R-HSA-1222556|Reactome: R-HSA-6798695|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	TIGR01100	PR00122	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS22741.1	IPR027417	NA	NA	SSF52540	NA	NA	NA	NA	NA	PTHR10285;PTHR10285:SF81	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17404.1	IPR008250	SM00831	NA	SSF81653;SSF56784;SSF81660;SSF81665	PF00689;PF13246;PF00122;PF00690;PF00702	GO:0016021;GO:0000166	NA	NA	NA	PTHR43294	PS00154	G3DSA:2.70.150.10;G3DSA:1.20.1110.10;G3DSA:3.40.50.1000;G3DSA:3.40.1110.10	Reactome: R-HSA-936837	TIGR01494	PR00119;PR00121	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	SFLDS00003;SFLDF00027	NA	NA
KOS17393.1	IPR001046	NA	NA	NA	PF01566	GO:0016020;GO:0030001;GO:0046873	NA	NA	NA	PTHR11706:SF50;PTHR11706	NA	NA	Reactome: R-HSA-425410	TIGR01197	PR00447	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
