Gene	MobiDBLite	Coils	PANTHER	interpro	GO	Pfam	Gene3D	TMHMM	Phobius	ProSiteProfiles	SMART	ProSitePatterns	SUPERFAMILY	CDD	PATHWAY	SignalP_EUK	SignalP_GRAM_POSITIVE	PRINTS	TIGRFAM	PIRSF	SignalP_GRAM_NEGATIVE	Hamap	SFLD	ProDom
maker-NQYS01000003.1-augustus-gene-13.16-mRNA-1	mobidb-lite	NA	PTHR12570:SF6;PTHR12570	IPR008521	GO:0015095;GO:0015693;GO:0016021	PF05653	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN	NA	NA	NA	SSF103481	NA	Reactome: R-HSA-5223345	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-32.34-mRNA-1	mobidb-lite	Coil	PTHR18896;PTHR18896:SF113	IPR001736	GO:0003824;GO:0004630;GO:0006654;GO:0048017;GO:0035091	PF13091;PF00614;PF00787	G3DSA:3.30.870.10	NA	NA	PS50035	SM00155	NA	SSF56024	cd09138;cd09141;cd01254	Reactome: R-HSA-1483148	NA	NA	NA	NA	PIRSF009376	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-31.59-mRNA-1	NA	NA	PTHR43130;PTHR43130:SF1	IPR029062		PF01965	G3DSA:3.40.50.880	NA	NA	NA	NA	NA	SSF52317	cd03139	Reactome: R-HSA-3899300	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-44.49-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000007.1-augustus-gene-0.32-mRNA-1	mobidb-lite	Coil	PTHR22957;PTHR22957:SF203	IPR035969	NA	PF00566	G3DSA:1.10.8.270;G3DSA:1.10.10.750;G3DSA:1.10.472.80	NA	NA	PS50086	SM00164	NA	SSF47923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-9.6-mRNA-1	mobidb-lite	NA	PTHR31503;PTHR31503:SF18	IPR004837	GO:0016021;GO:0055085	PF01699	G3DSA:1.20.1420.30;G3DSA:1.20.58.1130	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	Reactome: R-HSA-425561	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-12.12-mRNA-1	NA	NA	PTHR13622;PTHR13622:SF8	IPR036759	GO:0004788;GO:0005524;GO:0009229;GO:0006772;GO:0030975	PF04265;PF04263	G3DSA:3.40.50.10240	NA	NA	NA	SM00983	NA	SSF63999;SSF63862	cd07995	KEGG: 00730+2.7.6.2|MetaCyc: PWY-6898|MetaCyc: PWY-6907|MetaCyc: PWY-6908|MetaCyc: PWY-7356|Reactome: R-HSA-196819	NA	NA	NA	TIGR01378	PIRSF031057	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-5.39-mRNA-1	NA	NA	PTHR37544:SF2;PTHR37544	IPR021840	NA	PF11915	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PS51257	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-34.33-mRNA-1	mobidb-lite	NA	PTHR23500:SF88;PTHR23500	IPR020846	GO:0016020;GO:0022857;GO:0055085;GO:0016021;GO:0005215	PF00083	G3DSA:1.20.1250.20	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PS50850	NA	PS00217	SSF103473	cd06174	Reactome: R-HSA-189200	NA	NA	PR00171	TIGR00879	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-15.9-mRNA-1	mobidb-lite	NA	PTHR12341;PTHR12341:SF7	IPR016494	GO:0000956;GO:0008409;GO:0003676;GO:0004527	PF03159;PF18129;PF18334;PF17846;PF18332	G3DSA:2.30.30.30;G3DSA:3.40.50.12390;G3DSA:2.30.30.750;G3DSA:3.30.110.100;G3DSA:2.170.260.40	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-430039|Reactome: R-HSA-450385|Reactome: R-HSA-450513	NA	NA	NA	NA	PIRSF006743	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-16.2-mRNA-1	mobidb-lite	NA	PTHR28065	IPR025124	NA	PF13259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-53.31-mRNA-1	mobidb-lite	NA	PTHR11668;PTHR11668:SF24	IPR006186	GO:0016787	PF00149	NA	NA	NA	NA	SM00156	PS00125	SSF56300	cd07415	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	NA	NA	PR00114	NA	PIRSF033096	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-57.32-mRNA-1	mobidb-lite	Coil	PTHR13020:SF34;PTHR13020	IPR029071	GO:0005515	PF00789	G3DSA:3.10.20.90	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PS50033	SM00166	NA	SSF54236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-16.48-mRNA-1	mobidb-lite	Coil	PTHR21601	IPR013724	NA	PF08518	NA	NA	NA	NA	SM00555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000008.1-augustus-gene-3.44-mRNA-1	mobidb-lite	NA	PTHR36414;PTHR36414:SF1	IPR009571	GO:0005886	PF06687	NA	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-40.5-mRNA-1	NA	NA	PTHR19818;PTHR19818:SF122	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	PF04082	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-23.46-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-29.14-mRNA-1	mobidb-lite	Coil	PTHR10073;PTHR10073:SF40	IPR038973	GO:0006298;GO:0016887;GO:0032300;GO:0005524;GO:0030983	PF16413;PF13589;PF01119	G3DSA:3.30.230.10;G3DSA:3.30.565.10	NA	NA	NA	SM01340	PS00058	SSF55874;SSF54211	cd00075;cd03483	Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5545483|Reactome: R-HSA-5632987|Reactome: R-HSA-6796648|Reactome: R-HSA-912446	NA	NA	NA	TIGR00585	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-1.5-mRNA-1	mobidb-lite	NA	PTHR43591:SF10;PTHR43591	IPR029063	NA	PF13489	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	SSF53335	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-0.4-mRNA-1	NA	NA	PTHR23500;PTHR23500:SF50	IPR020846	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	PF00083	G3DSA:1.20.1250.20	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PS50850	NA	PS00217;PS00216	SSF103473	cd06174	Reactome: R-HSA-189200	NA	NA	PR00171	TIGR00879	NA	NA	NA	NA	NA
augustus_masked-NQYS01000006.1-processed-gene-11.35-mRNA-1	mobidb-lite	Coil	PTHR12181;PTHR12181:SF29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-15.20-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-28.14-mRNA-1	mobidb-lite	NA	PTHR24353:SF83;PTHR24353	IPR000961	GO:0004674;GO:0005524;GO:0006468;GO:0004672	PF00069	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	NA	PS51285;PS50011	SM00220;SM00133	PS00107;PS00108	SSF56112	cd05580	NA	NA	NA	NA	NA	PIRSF000654	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-6.18-mRNA-1	mobidb-lite	Coil	PTHR43811;PTHR43811:SF19	IPR023566	NA	PF00254;PF17800	G3DSA:2.60.120.340;G3DSA:3.10.50.40	NA	NA	PS50059	NA	NA	SSF54534	NA	NA	NA	NA	NA	NA	PIRSF001473	NA	NA	NA	NA
augustus_masked-NQYS01000006.1-processed-gene-19.3-mRNA-1	mobidb-lite	NA	PTHR24221;PTHR24221:SF392	IPR003439	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	PF00005;PF00664	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PS50893;PS50929	SM00382	PS00211	SSF52540;SSF90123	cd03249	Reactome: R-HSA-1369007	NA	NA	NA	NA	PIRSF002773	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-15.23-mRNA-1	mobidb-lite	NA	PTHR44029	IPR001623	GO:0003676;GO:0008270	PF00226;PF12171	G3DSA:1.10.287.110;G3DSA:3.30.160.60	NA	NA	PS50076;PS50157	SM00271;SM00451	PS00028;PS00636	SSF57667;SSF46565	cd06257	NA	NA	NA	PR00625	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-35.10-mRNA-1	mobidb-lite	NA	PTHR10314:SF159;PTHR10314	IPR001841	GO:0046872;GO:0006535	PF00291;PF00097	G3DSA:3.40.50.1100;G3DSA:3.30.40.10	NA	NA	PS50089	SM00184	PS00518;PS00901	SSF53686;SSF57850	cd01561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000008.1-augustus-gene-6.20-mRNA-1	mobidb-lite	NA	PTHR10949;PTHR10949:SF0	IPR013785	GO:0003824;GO:0051536;GO:0009107;GO:0016992;GO:0051539	PF16881;PF04055	G3DSA:3.20.20.70	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	SM00729	NA	SSF102114	cd01335	KEGG: 00785+2.8.1.8|MetaCyc: PWY-6987|MetaCyc: PWY-7382|Reactome: R-HSA-389661	NA	SignalP-TM	NA	TIGR00510	NA	NA	MF_00206	SFLDF00271;SFLDG01058	NA
maker-NQYS01000002.1-augustus-gene-5.35-mRNA-1	NA	NA	PTHR10061	IPR000801	GO:0018738;GO:0046294	PF00756	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	SSF53474	NA	Reactome: R-HSA-156590	NA	NA	NA	TIGR02821	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-44.39-mRNA-1	NA	NA	PTHR31944;PTHR31944:SF115	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	PF04082;PF00172	G3DSA:4.10.240.10	NA	NA	PS50048	SM00906;SM00066	PS00463	SSF57701	cd12148;cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-7.23-mRNA-1	mobidb-lite	NA	PTHR15301;PTHR15301:SF3	IPR025929		PF07281	G3DSA:1.20.1250.20	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	Reactome: R-HSA-1655829	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-4.16-mRNA-1	NA	Coil	PTHR21500	IPR004226	GO:0007021;GO:0007023;GO:0048487	PF02970	G3DSA:1.20.58.90	NA	NA	NA	NA	NA	SSF46988	NA	Reactome: R-HSA-389977	NA	NA	NA	NA	NA	NA	NA	NA	PD010430
augustus_masked-NQYS01000003.1-processed-gene-6.12-mRNA-1	mobidb-lite	Coil	PTHR10799:SF922;PTHR10799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-14.41-mRNA-1	mobidb-lite	Coil	PTHR40644	IPR038871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-21.18-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-NQYS01000007.1-augustus-gene-1.7-mRNA-1	NA	NA	PTHR43808;PTHR43808:SF12	IPR001261	GO:0006508;GO:0008237;GO:0016787	PF01546;PF07687	G3DSA:3.40.630.10;G3DSA:3.30.70.360	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	PS00758	SSF53187;SSF55031	cd05652	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-17.12-mRNA-1	mobidb-lite	NA	PTHR10963:SF27;PTHR10963	IPR013320	GO:0005618;GO:0016798;GO:0071555;GO:0004553;GO:0005975	PF00722	G3DSA:2.60.120.200	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PS51762	NA	NA	SSF49899	cd02183	NA	SignalP-noTM	SignalP-TM	NA	NA	PIRSF037299	SignalP-noTM	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-12.15-mRNA-1	NA	NA	PTHR12223:SF28;PTHR12223	IPR005052	GO:0016020	PF03388	G3DSA:2.60.120.200	TMhelix	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PS51328	NA	NA	SSF49899	cd07308	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	SignalP-noTM	SignalP-TM	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-30.9-mRNA-1	mobidb-lite	NA	PTHR32138	IPR016219	GO:0004608;GO:0006644	PF04191	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PS51598	NA	NA	NA	NA	KEGG: 00564+2.1.1.17|MetaCyc: PWY-6825	NA	NA	NA	NA	PIRSF000383	NA	MF_03217	NA	NA
augustus_masked-NQYS01000007.1-processed-gene-2.27-mRNA-1	NA	NA	PTHR11014;PTHR11014:SF16	IPR017141	GO:0004181;GO:0006508;GO:0008237;GO:0016787	PF07687;PF01546	G3DSA:3.40.630.10	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	PS00758	SSF53187;SSF55031	cd05674	NA	SignalP-noTM	SignalP-TM	NA	NA	PIRSF037217	SignalP-noTM	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-9.11-mRNA-1	mobidb-lite	NA	PTHR24361;PTHR24361:SF637	IPR001660	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468	PF14847;PF00069;PF07647	G3DSA:1.10.510.10;G3DSA:3.10.20.90;G3DSA:1.10.150.50	NA	NA	PS50105;PS50200;PS50011	SM00220;SM01304;SM00454	PS00108;PS00107	SSF47769;SSF56112	cd09534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-27.38-mRNA-1	mobidb-lite	NA	PTHR12000:SF1;PTHR12000	IPR001096	GO:0006508;GO:0008233;GO:0003923;GO:0016255;GO:0042765	PF12660;PF12657;PF01650	G3DSA:3.40.50.1460	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066	SignalP-noTM	NA	PR00776	NA	NA	SignalP-noTM	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-35.1-mRNA-1	NA	NA	PTHR12430:SF0;PTHR12430	IPR002056	GO:0005742;GO:0006605;GO:0006886	PF02064	G3DSA:1.20.960.10	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	SSF47157	NA	NA	NA	NA	PR00351	NA	PIRSF037707	NA	NA	NA	NA
maker-NQYS01000007.1-augustus-gene-12.7-mRNA-1	mobidb-lite	NA	PTHR10829:SF25;PTHR10829	IPR001452	GO:0005515;GO:0003779;GO:0005622	PF14604;PF00018;PF00241	G3DSA:2.30.30.40;G3DSA:3.40.20.10	NA	NA	PS50002;PS51263	SM00326;SM00102	NA	SSF50044;SSF55753	cd11961;cd11962;cd11281	NA	NA	NA	PR00499;PR00452	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-37.40-mRNA-1	mobidb-lite	Coil	PTHR45525	IPR036322	GO:0005515	PF00400	G3DSA:1.20.58.2110;G3DSA:2.130.10.10	NA	NA	PS50082;PS50294	SM00320	PS00678	SSF50978	cd00200	NA	NA	NA	PR00320	NA	NA	NA	NA	NA	NA
maker-NQYS01000006.1-augustus-gene-22.53-mRNA-1	mobidb-lite	Coil	PTHR10291:SF0;PTHR10291	IPR001441	GO:0016765	PF01255	G3DSA:3.40.1180.10	NA	NA	NA	NA	PS01066	SSF64005	cd00475	Reactome: R-HSA-446199	NA	NA	NA	TIGR00055	NA	NA	MF_01139	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-16.4-mRNA-1	NA	Coil	PTHR11808:SF50;PTHR11808	IPR003593	GO:0030170;GO:0005524;GO:0003824	PF00004;PF01053	G3DSA:3.40.50.300;G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	SM00382	PS00868;PS00674	SSF53383;SSF52540	cd00009	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000009.1-processed-gene-2.20-mRNA-1	NA	NA	PTHR33927:SF2;PTHR33927	IPR039261	GO:0003824	PF00501	G3DSA:2.30.38.10;G3DSA:3.30.300.30;G3DSA:3.40.50.980	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SSF52343;SSF56801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-13.0-mRNA-1	mobidb-lite	Coil	NA	IPR036534	GO:0008017	PF02187	G3DSA:3.30.920.20	NA	NA	PS51460	NA	NA	SSF143575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-28.12-mRNA-1	mobidb-lite	Coil	PTHR10507	IPR003874	GO:0006270	PF02724	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-539107|Reactome: R-HSA-68962	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-7.59-mRNA-1	NA	NA	PTHR11711;PTHR11711:SF215	IPR027417	GO:0005525	PF00025	G3DSA:3.40.50.300	NA	NA	NA	SM00177	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-61.20-mRNA-1	NA	NA	PTHR11699;PTHR11699:SF115	IPR016163	GO:0016491;GO:0016620;GO:0055114	PF00171	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	NA	NA	NA	PS00687;PS00070	SSF53720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-16.12-mRNA-1	mobidb-lite	NA	PTHR20913	IPR000195	NA	PF00566	G3DSA:1.10.8.1310;G3DSA:1.10.472.80	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PS50086	SM00164	NA	SSF47923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-0.17-mRNA-1	mobidb-lite	Coil	PTHR43341	IPR004840	GO:0006865;GO:0016021;GO:0055085;GO:0016020;GO:0022857	PF00324	G3DSA:1.20.1740.10	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	PS00218	NA	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-1.16-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-44.38-mRNA-1	NA	NA	PTHR35392;PTHR35392:SF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-38.35-mRNA-1	mobidb-lite	Coil	PTHR14778	IPR013218	GO:0000444;GO:0007059;GO:0051301	PF08202	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-6798695|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-20.4-mRNA-1	NA	NA	PTHR11353:SF178;PTHR11353	IPR027413	GO:0005524;GO:0006457;GO:0051082	PF00118	G3DSA:1.10.560.10;G3DSA:3.30.260.10;G3DSA:3.50.7.10	NA	NA	NA	NA	PS00751;PS00995;PS00750	SSF52029;SSF48592;SSF54849	cd03339	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	NA	NA	PR00304	TIGR02343	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-0.31-mRNA-1	NA	NA	NA	IPR016137	NA	PF00615	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	SSF48097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-39.45-mRNA-1	mobidb-lite	Coil	PTHR42791;PTHR42791:SF3	IPR016181	NA	PF00583	G3DSA:3.40.630.30	NA	NA	PS51186	NA	NA	SSF55729	cd04301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-27.7-mRNA-1	NA	NA	PTHR24055;PTHR24055:SF247	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004707;GO:0051403	PF00069	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	NA	PS50011	SM00220	PS00108;PS01351;PS00107	SSF56112	cd07856	KEGG: 04150+2.7.11.24	NA	NA	PR01773	NA	PIRSF000654	NA	NA	NA	NA
maker-NQYS01000006.1-augustus-gene-15.38-mRNA-1	mobidb-lite	NA	PTHR23074;PTHR23074:SF83	IPR036181	GO:0005524	PF04212;PF09336;PF17862;PF00004	G3DSA:1.10.8.60;G3DSA:1.20.58.280;G3DSA:3.40.50.300	NA	NA	NA	SM00382	PS00674	SSF116846;SSF52540	cd00009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-14.34-mRNA-1	NA	NA	PTHR28612:SF3;PTHR28612	IPR024512		PF11779	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	Reactome: R-HSA-1660661	NA	NA	NA	NA	NA	NA	NA	NA	PD585641
augustus_masked-NQYS01000005.1-processed-gene-23.2-mRNA-1	mobidb-lite	NA	PTHR12143:SF24;PTHR12143	IPR005887	GO:0030246;GO:0003824	PF07971;PF17678	G3DSA:2.70.98.10;G3DSA:3.30.2080.10;G3DSA:1.20.1610.10;G3DSA:1.20.1050.60	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	PS51257	NA	NA	SSF48208	NA	NA	SignalP-noTM	SignalP-TM	NA	TIGR01180	NA	SignalP-noTM	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-11.24-mRNA-1	mobidb-lite	NA	PTHR23114:SF17;PTHR23114	IPR036189	GO:0003723;GO:0016787;GO:0030145	PF00293;PF05026	G3DSA:1.10.10.1050;G3DSA:3.90.79.10	NA	NA	PS51462	SM01125	PS00893	SSF140586;SSF55811	cd03672	Reactome: R-HSA-380994|Reactome: R-HSA-430039|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604	NA	NA	NA	NA	NA	NA	NA	NA	NA
