Gene	MobiDBLite	Phobius	Gene3D	interpro	ProSiteProfiles	Pfam	PANTHER	SUPERFAMILY	CDD	GO	PATHWAY	Coils	ProDom	SMART	TMHMM	ProSitePatterns	SignalP_GRAM_NEGATIVE	SignalP_EUK	SignalP_GRAM_POSITIVE	SFLD	PRINTS	Hamap	PIRSF	TIGRFAM
augustus_masked-NQYQ01000002.1-processed-gene-4.2-mRNA-1	NA	NA	G3DSA:1.25.40.570	IPR036390	PS50250	PF18261;PF01399	PTHR10539;PTHR10539:SF0	SSF46785	NA		Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	Coil	NA	SM00088;SM00753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000001.1-augustus-gene-21.9-mRNA-1	NA	NA	G3DSA:3.30.70.2740;G3DSA:3.30.465.10;G3DSA:3.30.70.2190;G3DSA:1.10.45.10;G3DSA:3.30.43.10	IPR036318	PS51387	PF02913;PF01565	PTHR43716:SF1;PTHR43716	SSF56176;SSF55103	NA	GO:0050660;GO:0071949;GO:0003824;GO:0016491;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000021.1-processed-gene-3.39-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	G3DSA:3.30.300.130;G3DSA:3.30.1370.70	IPR014824	NA	PF08712;PF01106	PTHR11178:SF1;PTHR11178	SSF117916;SSF110836	NA	GO:0005506;GO:0016226;GO:0051536	NA	NA	PD002830	SM00932	NA	NA	SignalP-noTM	NA	SignalP-TM	NA	NA	NA	PIRSF036773	NA
augustus_masked-NQYQ01000037.1-processed-gene-1.31-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	IPR026841	NA	PF14378	PTHR31310;PTHR31310:SF7	NA	cd03386	NA	NA	NA	NA	NA	TMhelix	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
maker-NQYQ01000030.1-augustus-gene-0.4-mRNA-1	NA	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	IPR017441	PS50011	PF00069	PTHR24056;PTHR24056:SF246	SSF56112	cd07836	GO:0005524;GO:0004672;GO:0006468	NA	NA	NA	SM00220	NA	PS00107;PS00108	NA	NA	NA	NA	NA	NA	PIRSF000654	NA
maker-NQYQ01000017.1-augustus-gene-1.36-mRNA-1	NA	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	IPR036291	NA	PF00107;PF08240	PTHR43880;PTHR43880:SF13	SSF51735;SSF50129	cd08300	GO:0006069;GO:0008270;GO:0051903;GO:0055114;GO:0016491	KEGG: 00010+1.1.1.1|KEGG: 00071+1.1.1.1|KEGG: 00260+1.1.1.1|KEGG: 00350+1.1.1.1|KEGG: 00592+1.1.1.1|KEGG: 00625+1.1.1.1|KEGG: 00626+1.1.1.1|KEGG: 00680+1.1.1.284|KEGG: 00830+1.1.1.1|KEGG: 00980+1.1.1.1|KEGG: 00982+1.1.1.1|MetaCyc: PWY-1801|MetaCyc: PWY-3162|MetaCyc: PWY-5057|MetaCyc: PWY-5076|MetaCyc: PWY-5078|MetaCyc: PWY-5079|MetaCyc: PWY-5082|MetaCyc: PWY-5480|MetaCyc: PWY-5486|MetaCyc: PWY-5751|MetaCyc: PWY-6313|MetaCyc: PWY-6333|MetaCyc: PWY-6342|MetaCyc: PWY-6587|MetaCyc: PWY-6802|MetaCyc: PWY-6871|MetaCyc: PWY-7013|MetaCyc: PWY-7111|MetaCyc: PWY-7118|MetaCyc: PWY-7396|MetaCyc: PWY-7798|Reactome: R-HSA-71384	NA	NA	SM00829	NA	PS00059	NA	NA	NA	NA	NA	NA	NA	TIGR02818
augustus_masked-NQYQ01000008.1-processed-gene-8.26-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	IPR036259	PS50850	PF07690	PTHR23502:SF51;PTHR23502	SSF103473	cd06174	GO:0016021;GO:0055085	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000015.1-processed-gene-4.10-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000001.1-augustus-gene-3.9-mRNA-1	mobidb-lite	NA	G3DSA:3.40.850.10	IPR001752	PS50067	PF00225	PTHR24115;PTHR24115:SF725	SSF52540	cd00106	GO:0003777;GO:0005524;GO:0007018;GO:0008017	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	Coil	NA	SM00129	NA	NA	NA	NA	NA	NA	PR00380	NA	NA	NA
augustus_masked-NQYQ01000008.1-processed-gene-8.23-mRNA-1	mobidb-lite	NA	NA	IPR008011	NA	PF05347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000008.1-augustus-gene-4.9-mRNA-1	mobidb-lite	NA	G3DSA:2.30.29.30	IPR000156	PS50196	PF00638;PF13634	PTHR38697	SSF50729	cd13170	GO:0046907	NA	NA	NA	SM00160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000043.1-augustus-gene-0.25-mRNA-1	mobidb-lite	NA	G3DSA:2.130.10.10	IPR001680	PS50082;PS50294	PF00400	PTHR22852	SSF50978	NA	GO:0005515	NA	NA	NA	SM00320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000013.1-processed-gene-6.46-mRNA-1	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	G3DSA:2.160.20.10	IPR000743	NA	PF00295	PTHR31736:SF8;PTHR31736	SSF51126	NA	GO:0004650;GO:0005975	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000008.1-processed-gene-1.3-mRNA-1	mobidb-lite	NA	NA	IPR036855	PS50103	PF18044	NA	SSF90229	NA	GO:0046872	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000001.1-processed-gene-3.33-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	G3DSA:2.40.50.770	IPR013894	NA	PF08585	PTHR14790;PTHR14790:SF15	NA	NA	GO:0000166;GO:0031422	Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000037.1-augustus-gene-1.21-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	G3DSA:2.160.10.10;G3DSA:1.25.40.20	IPR002110	PS50088;PS50297	PF12796	PTHR15194:SF35;PTHR15194	SSF48403	cd00204	GO:0005515	NA	Coil	NA	SM00248	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000008.1-processed-gene-5.20-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000037.1-augustus-gene-1.18-mRNA-1	NA	NA	G3DSA:3.40.50.450	IPR031100	NA	PF03641	PTHR31223:SF11;PTHR31223	SSF102405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00730
augustus_masked-NQYQ01000001.1-processed-gene-19.33-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.300	IPR012948	PS51714	PF08142;PF04950	PTHR12858:SF2;PTHR12858	SSF52540	cd01882	GO:0005634;GO:0042254;GO:0005525	Reactome: R-HSA-6791226	Coil	NA	SM00785;SM01362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000011.1-augustus-gene-6.47-mRNA-1	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	IPR004345	NA	PF03134	PTHR12300:SF22;PTHR12300	NA	NA		Reactome: R-HSA-381753	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000011.1-processed-gene-4.19-mRNA-1	NA	NA	G3DSA:3.30.1490.80;G3DSA:3.30.470.20;G3DSA:3.40.50.1760;G3DSA:1.10.1080.10;G3DSA:3.30.1490.50	IPR016185	NA	PF03917;PF03199	PTHR11130:SF0;PTHR11130	SSF52440;SSF56059	NA	GO:0004363;GO:0005524;GO:0006750;GO:0016874	KEGG: 00270+6.3.2.3|KEGG: 00480+6.3.2.3|Reactome: R-HSA-174403|Reactome: R-HSA-5579006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF001558	TIGR01986
maker-NQYQ01000002.1-augustus-gene-0.0-mRNA-1	NA	NA	G3DSA:3.40.50.920;G3DSA:3.90.480.10;G3DSA:3.30.413.10;G3DSA:3.40.50.970;G3DSA:3.40.50.360	IPR008254	PS50902	PF00258;PF01077;PF03460;PF01855	PTHR19384;PTHR19384:SF93	SSF56014;SSF52518;SSF55124;SSF52922;SSF52218	NA	GO:0010181;GO:0016491;GO:0020037;GO:0051536;GO:0055114;GO:0003824;GO:0004783;GO:0008652;GO:0009337;GO:0050661;GO:0051539	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683	NA	NA	NA	NA	PS00365	NA	NA	NA	NA	PR00369;PR00397	MF_01540	NA	NA
maker-NQYQ01000050.1-augustus-gene-0.8-mRNA-1	NA	NA	G3DSA:2.60.120.1560	IPR037524	PS51820	PF10528	NA	SSF56988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000010.1-augustus-gene-2.6-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR009450	NA	PF06432	PTHR12982	NA	NA	GO:0006506;GO:0016021;GO:0017176	KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000002.1-processed-gene-7.35-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	G3DSA:3.40.50.1580	IPR009486	NA	PF06516	PTHR38643	NA	NA	GO:0055085	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	PIRSF013171	NA
augustus_masked-NQYQ01000031.1-processed-gene-1.57-mRNA-1	mobidb-lite	NA	G3DSA:2.30.30.190	IPR036859	PS50245	PF12455;PF01302	PTHR18916:SF6;PTHR18916	SSF74924	NA		Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-381038|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518	Coil	NA	SM01052	NA	PS00845	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000012.1-processed-gene-5.12-mRNA-1	mobidb-lite	NA	G3DSA:2.130.10.10	IPR016346	PS50082;PS50294	PF00400	PTHR19850;PTHR19850:SF47	SSF50978	cd00200	GO:0007165;GO:0005515	Reactome: R-HSA-163359|Reactome: R-HSA-202040|Reactome: R-HSA-381676|Reactome: R-HSA-392170|Reactome: R-HSA-392451|Reactome: R-HSA-392851|Reactome: R-HSA-400042|Reactome: R-HSA-4086398|Reactome: R-HSA-416476|Reactome: R-HSA-416482|Reactome: R-HSA-418217|Reactome: R-HSA-418555|Reactome: R-HSA-418592|Reactome: R-HSA-418594|Reactome: R-HSA-418597|Reactome: R-HSA-420092|Reactome: R-HSA-428930|Reactome: R-HSA-432040|Reactome: R-HSA-456926|Reactome: R-HSA-500657|Reactome: R-HSA-6814122	Coil	NA	SM00320	NA	PS00678	NA	NA	NA	NA	PR00319;PR00320	NA	PIRSF002394	NA
maker-NQYQ01000001.1-augustus-gene-17.30-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.300	IPR027417	PS51192;PS51194;PS51195	PF00271;PF00270	PTHR24031:SF356;PTHR24031	SSF52540	cd00079;cd00268	GO:0003676;GO:0005524	NA	NA	NA	SM00487;SM00490	NA	PS00039	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000015.1-processed-gene-5.67-mRNA-1	mobidb-lite	NA	NA	IPR021819	NA	PF11882;PF07923	PTHR13239;PTHR13239:SF4	SSF81995	NA	NA	NA	Coil	NA	SM01292;SM01293	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000015.1-augustus-gene-5.0-mRNA-1	NA	NA	G3DSA:3.40.50.720;G3DSA:1.10.1040.50	IPR008927	NA	PF00725;PF02737	PTHR43145:SF4;PTHR43145	SSF48179;SSF51735	NA	GO:0055114;GO:0003857;GO:0006631;GO:0070403;GO:0016491	KEGG: 00062+4.2.1.17+1.1.1.35|KEGG: 00071+4.2.1.17+1.1.1.35|KEGG: 00120+1.1.1.35|KEGG: 00280+4.2.1.17+1.1.1.35|KEGG: 00281+4.2.1.17+1.1.1.35|KEGG: 00310+4.2.1.17+1.1.1.35|KEGG: 00360+4.2.1.17|KEGG: 00362+4.2.1.17+1.1.1.35|KEGG: 00380+4.2.1.17+1.1.1.35|KEGG: 00410+4.2.1.17|KEGG: 00592+4.2.1.17|KEGG: 00623+1.1.1.35|KEGG: 00627+4.2.1.17|KEGG: 00640+4.2.1.17|KEGG: 00650+4.2.1.17+1.1.1.35|KEGG: 00720+4.2.1.17+1.1.1.35|KEGG: 00903+4.2.1.17|KEGG: 00930+4.2.1.17+1.1.1.35|MetaCyc: PWY-1361|MetaCyc: PWY-5109|MetaCyc: PWY-5136|MetaCyc: PWY-5138|MetaCyc: PWY-5177|MetaCyc: PWY-5789|MetaCyc: PWY-6435|MetaCyc: PWY-6583|MetaCyc: PWY-6863|MetaCyc: PWY-6883|MetaCyc: PWY-6944|MetaCyc: PWY-6945|MetaCyc: PWY-6946|MetaCyc: PWY-7007|MetaCyc: PWY-7046|MetaCyc: PWY-7094|MetaCyc: PWY-7216|MetaCyc: PWY-735|MetaCyc: PWY-7401|MetaCyc: PWY-7606|MetaCyc: PWY-7654|MetaCyc: PWY-7656|MetaCyc: PWY-7726|MetaCyc: PWY-7778|MetaCyc: PWY-7779|MetaCyc: PWY-8002	NA	NA	NA	NA	PS00067	NA	NA	NA	NA	NA	NA	PIRSF000105	NA
maker-NQYQ01000002.1-augustus-gene-2.5-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.720	IPR000594	NA	PF00899	PTHR10953;PTHR10953:SF29	SSF69572	NA	GO:0008641;GO:0019781;GO:0045116	Reactome: R-HSA-8951664	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-14.37-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000004.1-augustus-gene-1.10-mRNA-1	NA	NA	G3DSA:2.30.42.10	IPR035269	NA	PF17820;PF18265	PTHR12651	SSF50156	cd00136	GO:0070682;GO:0005515	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	Coil	NA	SM00228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-0.7-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	IPR002490	NA	PF01496	PTHR11629:SF63;PTHR11629	NA	NA	GO:0015078;GO:0015991;GO:0033179;GO:0000220	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	Coil	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	PIRSF001293	NA
augustus_masked-NQYQ01000009.1-processed-gene-5.23-mRNA-1	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	G3DSA:3.40.50.1820	IPR029058	NA	PF05577	PTHR11010:SF11;PTHR11010	SSF53474	NA	GO:0006508;GO:0008236	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-8.48-mRNA-1	mobidb-lite	TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	G3DSA:3.40.50.300	IPR000742	PS50026;PS50893	PF00005;PF01061	PTHR19241:SF269;PTHR19241	SSF52540	cd03213	GO:0005524;GO:0016887;GO:0016020	Reactome: R-HSA-1369062	NA	NA	SM00382	TMhelix	PS00211;PS00022	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000010.1-augustus-gene-4.28-mRNA-1	NA	NA	G3DSA:2.130.10.10	IPR019775	PS50082;PS50294	PF00400	PTHR22839	SSF50978	NA	GO:0005515;GO:0000346;GO:0006406	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72187	NA	NA	SM00320	NA	PS00678	NA	NA	NA	NA	PR00320	NA	NA	NA
augustus_masked-NQYQ01000005.1-processed-gene-3.15-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	PTHR34724:SF2;PTHR34724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
maker-NQYQ01000003.1-augustus-gene-11.38-mRNA-1	mobidb-lite	NA	G3DSA:1.25.10.10;G3DSA:2.60.40.1230	IPR008152	PS50180	PF01602;PF02883	PTHR22780:SF5;PTHR22780	SSF48371;SSF49348	NA	GO:0006886;GO:0016192;GO:0005794;GO:0030121;GO:0030117	Reactome: R-HSA-432720	NA	NA	SM00809	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF037094	NA
augustus_masked-NQYQ01000001.1-processed-gene-5.27-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000002.1-processed-gene-15.13-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	IPR020846	PS50850	PF07690	PTHR23504:SF8;PTHR23504	SSF103473	cd06174	GO:0016021;GO:0055085;GO:0005215	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	PR01035	NA	NA	NA
maker-NQYQ01000005.1-augustus-gene-5.26-mRNA-1	mobidb-lite	NA	G3DSA:2.20.28.110	IPR014898	PS51804	PF08790	PTHR13100	SSF57667	NA	GO:0003677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000011.1-augustus-gene-3.44-mRNA-1	mobidb-lite	NA	G3DSA:3.40.1020.10;G3DSA:3.40.50.1100	IPR036052	PS51672	PF00291;PF00585	PTHR43714	SSF53686;SSF55021	cd04906;cd04907;cd01562	GO:0004794;GO:0009097;GO:0006520;GO:0030170	KEGG: 00260+4.3.1.19|KEGG: 00290+4.3.1.19	NA	NA	NA	NA	PS00165	NA	NA	NA	NA	NA	NA	NA	TIGR01124
maker-NQYQ01000011.1-augustus-gene-0.6-mRNA-1	mobidb-lite	NA	G3DSA:1.25.40.180	IPR003890	PS51366	PF02854;PF02847	PTHR18034;PTHR18034:SF3	SSF48371	NA	GO:0003723;GO:0005515	NA	Coil	NA	SM00543;SM00544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000025.1-processed-gene-0.3-mRNA-1	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	G3DSA:3.60.10.10	IPR005135	NA	PF03372	PTHR41349;PTHR41349:SF1	SSF56219	NA	NA	NA	NA	NA	NA	TMhelix	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000021.1-augustus-gene-2.19-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	PTHR39463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000008.1-augustus-gene-6.40-mRNA-1	NA	NA	G3DSA:2.30.30.190;G3DSA:3.10.20.90	IPR036859	PS50245	PF14560;PF01302	PTHR18916;PTHR18916:SF59	SSF54236;SSF74924	NA	GO:0005515	NA	NA	NA	SM01052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000027.1-augustus-gene-1.10-mRNA-1	NA	NA	G3DSA:3.40.30.10	IPR004480	PS51354	PF00462	PTHR10293;PTHR10293:SF16	SSF52833	cd03028	GO:0009055;GO:0015035;GO:0045454;GO:0015036	Reactome: R-HSA-1362409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF005894	TIGR00365
maker-NQYQ01000004.1-augustus-gene-13.8-mRNA-1	mobidb-lite	NA	G3DSA:2.60.34.10;G3DSA:3.30.420.40;G3DSA:3.30.30.30;G3DSA:3.90.640.10;G3DSA:1.20.1270.10	IPR029047	NA	PF00012	PTHR19375:SF136;PTHR19375	SSF100920;SSF53067;SSF100934	cd10228		Reactome: R-HSA-3371453	Coil	NA	NA	NA	PS01036	NA	NA	NA	NA	PR00301	NA	NA	NA
maker-NQYQ01000014.1-augustus-gene-4.19-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	IPR011527	PS50893;PS50929	PF00664;PF00005	PTHR24221;PTHR24221:SF406	SSF52540;SSF90123	cd03253	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	NA	Coil	NA	SM00382	TMhelix	PS00211	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000034.1-processed-gene-1.53-mRNA-1	mobidb-lite	NA	G3DSA:3.30.1520.10;G3DSA:2.30.29.30;G3DSA:1.10.555.10	IPR001849	PS50238;PS50003	PF00169;PF00620	PTHR23176:SF94;PTHR23176	SSF64268;SSF50729;SSF48350	cd06093	GO:0035091;GO:0007165	Reactome: R-HSA-194840	Coil	NA	SM00324;SM00233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000014.1-augustus-gene-0.2-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR020846	PS50850	PF07690	PTHR23502:SF68;PTHR23502	SSF103473	cd06174	GO:0016021;GO:0055085	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
