Gene	interpro	GO	PATHWAY	Pfam	MobiDBLite	Gene3D	PANTHER	Coils	ProSiteProfiles	SMART	ProSitePatterns	CDD	SUPERFAMILY	Phobius	TMHMM	PRINTS	ProDom	TIGRFAM	Hamap	SignalP_GRAM_POSITIVE	PIRSF	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD
maker-NODE_64_length_171899_cov_39.835998-augustus-gene-0.12-mRNA-1	IPR007121	GO:0003677;GO:0003899;GO:0006351;GO:0032549	KEGG: 00230+2.7.7.6|KEGG: 00240+2.7.7.6	PF00562;PF04567;PF04560;PF04566;PF04563;PF04565;PF04561	NA	G3DSA:2.40.50.150;G3DSA:3.90.1110.10;G3DSA:3.90.1800.10;G3DSA:3.90.1100.10;G3DSA:2.40.270.10	PTHR20856:SF7;PTHR20856	NA	NA	NA	PS01166	cd00653	SSF64484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_26_length_247408_cov_42.208407-processed-gene-1.24-mRNA-1	IPR001173		Reactome: R-HSA-913709	PF13632	mobidb-lite	G3DSA:3.90.550.10	PTHR35408	NA	NA	NA	NA	NA	SSF53448	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_415362_cov_42.193286-augustus-gene-1.9-mRNA-1	IPR001849	NA	NA	PF08174;PF00169	mobidb-lite	G3DSA:2.30.29.30	PTHR36100	Coil	PS50003	SM00233	NA	NA	SSF50729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_287_length_39263_cov_41.435967-processed-gene-0.0-mRNA-1	IPR013078	GO:0003873;GO:0005524;GO:0006000;GO:0003824;GO:0006003	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	PF00300;PF01591	mobidb-lite	NA	PTHR10606:SF32;PTHR10606	NA	NA	SM00855	PS00175	cd07067	SSF53254;SSF52540	NA	NA	PR00991	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_386774_cov_43.091587-processed-gene-0.33-mRNA-1	IPR018326	GO:0003677;GO:0003684;GO:0005634;GO:0006289	Reactome: R-HSA-3108214|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	PF10403;PF10405;PF03835;PF10404	mobidb-lite	G3DSA:3.30.70.2460;G3DSA:3.90.260.10	PTHR12135;PTHR12135:SF0	Coil	NA	SM01030;SM01031;SM01032	NA	NA	SSF54001	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_271_length_43163_cov_47.413514-processed-gene-0.12-mRNA-1	IPR005786	GO:0004084;GO:0009081;GO:0003824	KEGG: 00270+2.6.1.42|KEGG: 00280+2.6.1.42|KEGG: 00290+2.6.1.42|KEGG: 00770+2.6.1.42|KEGG: 00966+2.6.1.42|MetaCyc: PWY-5057|MetaCyc: PWY-5076|MetaCyc: PWY-5078|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-5108|MetaCyc: PWY-7767|Reactome: R-HSA-70895	PF01063	NA	G3DSA:3.20.10.10;G3DSA:3.30.470.10	PTHR42825;PTHR42825:SF2	NA	NA	NA	NA	NA	SSF56752	NA	NA	NA	NA	NA	NA	NA	PIRSF006468	NA	NA	NA
augustus_masked-NODE_72_length_162633_cov_39.346289-processed-gene-0.34-mRNA-1	IPR029044	NA	NA	PF04488	NA	G3DSA:3.90.550.20	PTHR32385;PTHR32385:SF15	NA	NA	NA	NA	NA	SSF53448	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_44_length_209490_cov_45.622388-augustus-gene-0.18-mRNA-1	IPR020846	GO:0016021;GO:0022857;GO:0055085	NA	PF00083	NA	G3DSA:1.20.1250.20	PTHR24064:SF235;PTHR24064	NA	NA	NA	NA	cd06174	SSF103473	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_92_length_138825_cov_44.010375-processed-gene-0.30-mRNA-1	IPR001387	GO:0043565;GO:0003677	NA	PF01381;PF08523	mobidb-lite	G3DSA:1.10.260.40	PTHR10245;PTHR10245:SF15	NA	PS50943	SM00530	NA	cd00093	SSF47413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_117_length_114927_cov_40.293998-augustus-gene-0.24-mRNA-1	IPR007676	GO:0004579;GO:0005783;GO:0006486;GO:0016021	Reactome: R-HSA-1799339|Reactome: R-HSA-446203	PF04597	mobidb-lite	NA	PTHR21049:SF0;PTHR21049	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_154_length_87673_cov_44.704807-augustus-gene-0.6-mRNA-1	IPR006130	GO:0006520;GO:0016597;GO:0016743;GO:0006807;GO:0004070;GO:0006207;GO:0004088;GO:0006541;GO:0005524;GO:0046872	KEGG: 00240+6.3.5.5|KEGG: 00250+6.3.5.5|MetaCyc: PWY-5154|MetaCyc: PWY-5686|MetaCyc: PWY-7400|MetaCyc: PWY-7790|MetaCyc: PWY-7791	PF00988;PF00117;PF02729;PF02787;PF02786;PF00185;PF02142	NA	G3DSA:3.40.50.20;G3DSA:3.40.50.880;G3DSA:3.30.470.20;G3DSA:3.20.20.140;G3DSA:3.40.50.1370;G3DSA:1.10.1030.10;G3DSA:3.50.30.20;G3DSA:3.30.1490.20;G3DSA:3.40.50.1380	PTHR11405:SF5;PTHR11405	NA	PS50975;PS51273	SM01097;SM00851;SM01096	PS00097;PS00866;PS00867	cd01744;cd01423	SSF52317;SSF52440;SSF53671;SSF56059;SSF52021;SSF52335;SSF48108;SSF51556	NA	NA	PR00100;PR00098;PR00101;PR00099	NA	TIGR01369;TIGR00670;TIGR01368	MF_00001;MF_01209	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_421298_cov_38.020217-processed-gene-1.23-mRNA-1	IPR008927	GO:0055114;GO:0004665;GO:0006571;GO:0008977	KEGG: 00400+1.3.1.12|KEGG: 00401+1.3.1.12|MetaCyc: PWY-7303	PF02153	NA	G3DSA:3.40.50.720;G3DSA:1.10.3660.10	PTHR21363	NA	PS51176	NA	NA	NA	SSF48179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_160_length_84543_cov_40.589130-augustus-gene-0.4-mRNA-1	IPR019734	GO:0005515;GO:0006401;GO:0055087	Reactome: R-HSA-429958	PF13176;PF13181;PF18833;PF13432	mobidb-lite	G3DSA:1.25.40.10	PTHR15704	Coil	PS50005;PS50293	SM00028	NA	NA	SSF48452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_80_length_153837_cov_39.542639-augustus-gene-0.9-mRNA-1	IPR009600	GO:0016021;GO:0016255;GO:0042765	Reactome: R-HSA-162791	PF06728	NA	NA	PTHR13121	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_49_length_195447_cov_44.674084-processed-gene-0.30-mRNA-1	IPR001107		Reactome: R-HSA-8849932	PF01145	mobidb-lite	NA	PTHR13806:SF20;PTHR13806	Coil	NA	NA	NA	cd03399	SSF117892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_3_length_461352_cov_34.985124-processed-gene-3.4-mRNA-1	IPR007309		Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066	PF04182	mobidb-lite	NA	PTHR15180	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
maker-NODE_3_length_461352_cov_34.985124-augustus-gene-1.6-mRNA-1	IPR023395	GO:0022857;GO:0055085	NA	PF00153	NA	G3DSA:1.50.40.10	PTHR24089;PTHR24089:SF205	NA	PS50920	NA	NA	NA	SSF103506	NA	NA	PR00926	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_284_length_39867_cov_47.845571-augustus-gene-0.4-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	PTHR15615:SF41;PTHR15615	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_82_length_151745_cov_39.910406-augustus-gene-0.32-mRNA-1	IPR000789	GO:0016538	NA	PF01111	mobidb-lite	G3DSA:3.30.170.10	PTHR23415:SF12;PTHR23415	NA	NA	SM01084	NA	NA	SSF55637	NA	NA	PR00296	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_57_length_181680_cov_47.276316-augustus-gene-0.50-mRNA-1	IPR014870	GO:0003824	KEGG: 00220+3.5.1.2|KEGG: 00250+3.5.1.2|KEGG: 00471+3.5.1.2	PF08760;PF16335;PF17168	NA	NA	PTHR31987:SF1;PTHR31987	NA	NA	NA	NA	NA	SSF48208	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	SignalP-noTM	NA
augustus_masked-NODE_53_length_186403_cov_37.739988-processed-gene-0.22-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SSF89372	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_329851_cov_42.081371-augustus-gene-2.41-mRNA-1	IPR003593	GO:0034551;GO:0005524	Reactome: R-HSA-1268020	PF08740;PF00004	mobidb-lite	G3DSA:3.40.50.300	PTHR23070:SF11;PTHR23070	NA	NA	SM00382;SM01024	PS00674	cd00009	SSF52540	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NODE_28_length_243238_cov_40.815841-augustus-gene-0.11-mRNA-1	IPR004840	GO:0006865;GO:0016021;GO:0055085;GO:0016020;GO:0022857	NA	PF13520	mobidb-lite	G3DSA:1.20.1740.10	PTHR11785:SF360;PTHR11785	NA	NA	NA	PS00218	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	PIRSF006060	NA	NA	NA
augustus_masked-NODE_55_length_184469_cov_44.921499-processed-gene-0.29-mRNA-1	NA	NA	NA	NA	NA	NA	PTHR37013	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_347_length_26085_cov_44.709415-augustus-gene-0.1-mRNA-1	IPR033118	NA	NA	PF10914	NA	NA	PTHR31204:SF1;PTHR31204	NA	PS51751	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_321_length_31545_cov_39.499491-augustus-gene-0.6-mRNA-1	IPR007599		Reactome: R-HSA-382556|Reactome: R-HSA-5678895	PF04511	mobidb-lite	NA	PTHR11009:SF22;PTHR11009	NA	NA	NA	NA	NA	SSF144091	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_294_length_37606_cov_42.510793-processed-gene-0.6-mRNA-1	IPR012337	GO:0003676;GO:0006139;GO:0008408	NA	PF01612	NA	G3DSA:3.30.420.10	PTHR43040	NA	NA	SM00474	NA	NA	SSF53098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_86_length_146471_cov_41.822166-augustus-gene-0.32-mRNA-1	IPR003595	GO:0004725;GO:0006470;GO:0016311;GO:0016791	NA	PF00102;PF00581	mobidb-lite	G3DSA:3.40.250.10	PTHR19134:SF364;PTHR19134	NA	PS50206;PS50056;PS50055	SM00404;SM00194;SM00450	PS00383	cd01446;cd00047	SSF52821;SSF52799	NA	NA	PR00700	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_124_length_108290_cov_46.139068-processed-gene-0.28-mRNA-1	IPR015366	GO:0008236;GO:0006508;GO:0004252	Reactome: R-HSA-381038	PF09286;PF00082	NA	G3DSA:3.40.50.200	PTHR14218:SF19;PTHR14218	NA	PS51695	SM00944	PS00138	cd11377;cd04056	SSF52743;SSF54897	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
augustus_masked-NODE_81_length_153323_cov_42.777344-processed-gene-0.0-mRNA-1	IPR027540	GO:0005743;GO:0006744	NA	PF05019	NA	NA	PTHR12922	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_03111	NA	NA	NA	NA	NA
augustus_masked-NODE_105_length_125599_cov_46.022985-processed-gene-0.14-mRNA-1	IPR000182	NA	NA	PF00583	mobidb-lite	G3DSA:3.40.630.30	PTHR23091:SF282;PTHR23091	NA	PS51186	NA	NA	cd04301	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_46_length_199158_cov_46.988570-processed-gene-0.29-mRNA-1	IPR004274	GO:0008420;GO:0070940;GO:0004721;GO:0005634	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-75955	PF00533;PF03031	mobidb-lite	G3DSA:3.40.50.10190;G3DSA:2.40.50.100;G3DSA:3.40.50.1000	PTHR23081:SF0;PTHR23081	NA	PS50969;PS50172	SM00577;SM00292	NA	cd00027;cd07521;cd06849	SSF56784;SSF52113	NA	NA	NA	NA	TIGR02250	NA	NA	NA	NA	NA	NA
maker-NODE_21_length_277966_cov_46.276628-augustus-gene-1.55-mRNA-1	IPR007300	NA	NA	PF04172	mobidb-lite	NA	PTHR30249;PTHR30249:SF0	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_51_length_187746_cov_45.782346-processed-gene-0.11-mRNA-1	IPR035969	NA	NA	PF00566	mobidb-lite	G3DSA:1.10.10.750;G3DSA:1.10.8.270;G3DSA:1.10.472.80	PTHR22957;PTHR22957:SF452	Coil	PS50086	SM00164	NA	NA	SSF47923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_46_length_199158_cov_46.988570-augustus-gene-0.12-mRNA-1	IPR030379	GO:0005525	NA	PF00735	mobidb-lite	G3DSA:3.40.50.300	PTHR18884;PTHR18884:SF57	NA	PS51719	NA	NA	cd01850	SSF52540	NA	NA	NA	NA	NA	NA	NA	PIRSF006698	NA	NA	NA
augustus_masked-NODE_30_length_236438_cov_44.521960-processed-gene-0.10-mRNA-1	IPR001680	GO:0005515	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF00400;PF04003	mobidb-lite	G3DSA:2.130.10.10	PTHR19853;PTHR19853:SF0	NA	PS50082;PS50294	SM00320	PS00678	cd00200	SSF50978	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	PR00320	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_251594_cov_40.499505-augustus-gene-0.18-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	mobidb-lite	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PTHR44035	NA	PS50011	SM00220	PS00108;PS00107	cd14008	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_356_length_24363_cov_45.540683-augustus-gene-0.4-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PF00172	mobidb-lite	G3DSA:4.10.240.10	PTHR31986:SF7;PTHR31986	NA	PS50048	SM00066	PS00463	cd00067	SSF57701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_338_length_27025_cov_41.409956-augustus-gene-0.9-mRNA-1	IPR021765	GO:0043386	NA	PF11807	mobidb-lite	NA	PTHR33365;PTHR33365:SF4	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_87_length_145774_cov_43.447088-processed-gene-0.26-mRNA-1	IPR002110	GO:0005515	NA	PF06985;PF12796	mobidb-lite	G3DSA:1.25.40.20	PTHR10622;PTHR10622:SF10	Coil	PS50088;PS50297	SM00248	NA	cd00204	SSF48403	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_105_length_125599_cov_46.022985-augustus-gene-0.43-mRNA-1	IPR011948	GO:0016791	NA	PF03031	mobidb-lite	G3DSA:3.40.50.1000	PTHR12210;PTHR12210:SF102	NA	PS50969	SM00577	NA	cd07521	SSF56784	NA	NA	NA	NA	TIGR02251	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_426693_cov_41.447760-augustus-gene-2.9-mRNA-1	IPR007568	GO:0016021	NA	PF04479	mobidb-lite	NA	PTHR31465:SF9;PTHR31465	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_301743_cov_41.682079-processed-gene-1.19-mRNA-1	IPR002553	GO:0006886;GO:0016192;GO:0030117;GO:0030123	NA	PF01602	mobidb-lite	NA	PTHR11134:SF1;PTHR11134	Coil	NA	NA	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	PIRSF037096	NA	NA	NA
maker-NODE_3_length_461352_cov_34.985124-augustus-gene-3.9-mRNA-1	IPR002164	GO:0005634;GO:0006334	NA	PF00956	mobidb-lite	G3DSA:3.30.1120.90	PTHR11875:SF7;PTHR11875	Coil	NA	NA	NA	NA	SSF143113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_68_length_169530_cov_40.815942-augustus-gene-0.30-mRNA-1	IPR000890	GO:0005622;GO:0016301;GO:0016310;GO:0016774;GO:0006082	KEGG: 00430+2.7.2.1|KEGG: 00620+2.7.2.1|KEGG: 00640+2.7.2.1|KEGG: 00680+2.7.2.1|KEGG: 00720+2.7.2.1|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-8015	PF00871	NA	G3DSA:3.30.420.40	PTHR21060;PTHR21060:SF15	Coil	NA	NA	PS01075	NA	SSF53067	NA	NA	PR00471	NA	NA	MF_00020	SignalP-TM	PIRSF000722	NA	NA	NA
augustus_masked-NODE_6_length_434743_cov_44.004834-processed-gene-2.3-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
augustus_masked-NODE_167_length_82306_cov_41.323039-processed-gene-0.5-mRNA-1	IPR013820	GO:0000105;GO:0003879;GO:0005737;GO:0000287	KEGG: 00340+2.4.2.17	PF08029;PF01634	NA	G3DSA:3.40.190.10;G3DSA:3.30.70.120	PTHR21403;PTHR21403:SF0	NA	NA	NA	PS01316	NA	SSF53850;SSF54913	NA	NA	NA	NA	TIGR00070;TIGR03455	MF_00079	NA	NA	NA	NA	NA
maker-NODE_263_length_45321_cov_49.174116-augustus-gene-0.5-mRNA-1	IPR001648	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF01084	mobidb-lite	G3DSA:4.10.640.10	PTHR13479:SF40;PTHR13479	NA	NA	NA	NA	NA	SSF46911	NA	NA	NA	PD002239	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_96_length_135926_cov_42.146150-processed-gene-0.12-mRNA-1	IPR037365	GO:0005758	NA	PF04707	NA	NA	PTHR11158;PTHR11158:SF17	Coil	PS50904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_434743_cov_44.004834-processed-gene-1.19-mRNA-1	IPR002495	GO:0016757	NA	PF01501	mobidb-lite	G3DSA:3.90.550.10	PTHR11183:SF39;PTHR11183	NA	NA	NA	NA	cd02537	SSF53448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_152_length_89039_cov_48.121019-processed-gene-0.39-mRNA-1	IPR004097	GO:0005737;GO:0016462	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807	PF01368;PF02833	NA	G3DSA:3.90.1640.10;G3DSA:3.10.310.20	PTHR12112:SF22;PTHR12112	NA	NA	SM01131	NA	NA	SSF64182	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_2_length_544021_cov_44.932404-processed-gene-4.12-mRNA-1	IPR006569	GO:0003723;GO:0006396	NA	PF01805	mobidb-lite	G3DSA:1.10.10.790	PTHR23140	Coil	PS51391	NA	NA	NA	SSF109905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_298_length_37097_cov_45.726508-processed-gene-0.6-mRNA-1	IPR011171	GO:0034316;GO:0071933;GO:0003779;GO:0005622	NA	PF00241	NA	G3DSA:3.40.20.10	PTHR11249:SF2;PTHR11249	NA	PS51263	SM00102	NA	cd11283	SSF55753	NA	NA	NA	NA	NA	NA	NA	PIRSF001788	NA	NA	NA
maker-NODE_3_length_461352_cov_34.985124-augustus-gene-1.1-mRNA-1	IPR001623	GO:0005515	NA	PF14559;PF00226;PF13431	NA	G3DSA:1.10.287.110;G3DSA:1.25.40.10	PTHR44140;PTHR44140:SF2	Coil	PS50005;PS50293;PS50076	SM00028;SM00271	NA	cd06257	SSF46565;SSF48452	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	PR00625	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA
maker-NODE_217_length_61723_cov_42.410773-augustus-gene-0.11-mRNA-1	IPR036859		Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-381038|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518	PF12455;PF01302	mobidb-lite	G3DSA:2.30.30.190	PTHR18916:SF6;PTHR18916	Coil	PS50245	SM01052	PS00845	NA	SSF74924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_243_length_52285_cov_40.479543-augustus-gene-0.7-mRNA-1	IPR001623	NA	NA	PF00226	mobidb-lite	G3DSA:1.10.287.110	PTHR24074;PTHR24074:SF12	NA	PS50076	NA	NA	cd06257	SSF46565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_80_length_153837_cov_39.542639-processed-gene-0.13-mRNA-1	IPR001040	GO:0003723;GO:0003743;GO:0005737;GO:0006413	NA	PF01652	mobidb-lite	G3DSA:3.30.760.10	PTHR11960;PTHR11960:SF18	NA	NA	NA	PS00813	NA	SSF55418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_217185_cov_43.015328-augustus-gene-1.43-mRNA-1	IPR011009	GO:0005515;GO:0004672;GO:0005524;GO:0006468;GO:0000077;GO:0004694;GO:0010998	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PF13393;PF00069;PF05773;PF12745	mobidb-lite	G3DSA:1.10.510.10;G3DSA:3.30.930.10;G3DSA:3.30.200.20;G3DSA:3.10.110.10;G3DSA:3.40.50.800	PTHR11042:SF90;PTHR11042	Coil	PS50908;PS50011	SM00220;SM00591	PS00107;PS00108	cd14012;cd14046	SSF56112;SSF55681;SSF54495	NA	NA	NA	NA	NA	NA	NA	PIRSF000660	NA	NA	NA
maker-NODE_183_length_75684_cov_37.542862-augustus-gene-0.7-mRNA-1	IPR011701	GO:0016021;GO:0055085;GO:0005215	NA	PF07690	mobidb-lite	NA	PTHR23504:SF8;PTHR23504	NA	PS50850	NA	NA	cd06174	SSF103473	TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	PR01035	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_448038_cov_36.051550-augustus-gene-2.1-mRNA-1	IPR029605	NA	NA	NA	mobidb-lite	NA	PTHR18870:SF9;PTHR18870	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_340_length_26886_cov_46.100340-processed-gene-0.15-mRNA-1	IPR026681	GO:0019359;GO:0050262	KEGG: 00760+2.7.1.173+2.7.1.22|MetaCyc: PWY-5381	NA	NA	G3DSA:3.40.50.300	PTHR42666;PTHR42666:SF1	NA	NA	NA	NA	cd02024	SSF52540	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
