Gene	interpro	GO	SUPERFAMILY	Pfam	PANTHER	Gene3D	SignalP_GRAM_POSITIVE	CDD	MobiDBLite	SMART	ProSiteProfiles	Phobius	ProSitePatterns	Coils	TMHMM	PATHWAY	PRINTS	SignalP_EUK	SignalP_GRAM_NEGATIVE	TIGRFAM	Hamap	ProDom	PIRSF	SFLD
augustus_masked-NODE_12_length_536238_cov_57.715738-processed-gene-2.25-mRNA-1	IPR018326	GO:0003677;GO:0008270;GO:0003684;GO:0005634;GO:0006289	SSF118310	PF01428;PF10405;PF10404;PF10403	PTHR12135:SF0;PTHR12135	G3DSA:4.10.1110.10;G3DSA:3.30.70.2460	NA	NA	mobidb-lite	SM01030;SM01031;SM00154;SM01032	PS51039	NA	NA	Coil	NA	Reactome: R-HSA-3108214|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_18_length_437960_cov_63.438948-augustus-gene-3.23-mRNA-1	IPR000751	GO:0004725;GO:0005622;GO:0006470;GO:1902751	SSF52821	PF00581	PTHR10828;PTHR10828:SF17	G3DSA:3.40.250.10	NA	cd01530	mobidb-lite	SM00450	PS50206	NA	NA	NA	NA	Reactome: R-HSA-69273|Reactome: R-HSA-8862803	PR00716	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_768202_cov_65.452000-processed-gene-0.10-mRNA-1	IPR014813	GO:0005525	SSF52540	PF08701;PF01926	PTHR11089;PTHR11089:SF30	G3DSA:1.10.1580.10;G3DSA:3.40.50.300	NA	cd04178	mobidb-lite	NA	PS51721	NA	NA	Coil	NA	Reactome: R-HSA-6791226	PR00326	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_37_length_268380_cov_64.784427-processed-gene-0.27-mRNA-1	IPR027417	GO:0004014;GO:0016226;GO:0051539;GO:0008295;GO:0006597	SSF52540;SSF56276	PF01536;PF10609	PTHR11570:SF0;PTHR11570	G3DSA:3.60.90.10;G3DSA:3.40.50.300	NA	cd02037	mobidb-lite	NA	NA	NA	PS01336	NA	NA	KEGG: 00270+4.1.1.50|KEGG: 00330+4.1.1.50|MetaCyc: PWY-6834|Reactome: R-HSA-351202	NA	NA	NA	TIGR00535	MF_02040;MF_03039	NA	NA	NA
maker-NODE_44_length_216199_cov_63.927089-augustus-gene-1.16-mRNA-1	IPR036638	GO:0046983	SSF47459	PF00010	PTHR10985;PTHR10985:SF124	G3DSA:4.10.280.10	NA	cd00083	mobidb-lite	SM00353	PS50888	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_18_length_437960_cov_63.438948-augustus-gene-3.8-mRNA-1	IPR000772	NA	SSF50370	NA	NA	G3DSA:2.80.10.50	SignalP-TM	NA	mobidb-lite	NA	PS50231	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NODE_32_length_290623_cov_59.405479-augustus-gene-1.18-mRNA-1	IPR008979	GO:0045454	SSF49785;SSF52833	PF00085;PF06201	PTHR12175;PTHR12175:SF5	G3DSA:3.40.30.10;G3DSA:2.60.120.470	NA	cd02947	NA	NA	PS51532;PS51352	NA	PS00194	NA	NA	NA	PR00421	NA	NA	NA	NA	NA	NA	NA
maker-NODE_14_length_515982_cov_63.869335-augustus-gene-4.2-mRNA-1	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	SSF48264	PF00067	PTHR24286:SF166;PTHR24286	G3DSA:1.10.630.10	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PS00086	NA	TMhelix	NA	PR00463;PR00385	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_29_length_309253_cov_63.563806-processed-gene-0.21-mRNA-1	IPR036871	GO:0035091	SSF64268	PF00787;PF02194;PF08628	PTHR22775	G3DSA:3.30.1520.10	NA	cd06093	mobidb-lite	SM00313	PS51207;PS50195	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	Coil	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_712399_cov_64.450715-processed-gene-0.23-mRNA-1	IPR013761	GO:0005515	SSF47769;SSF50729	PF07647	PTHR12844:SF27;PTHR12844	G3DSA:1.10.150.50	NA	cd09535	mobidb-lite	SM00233;SM00454	PS50105;PS50003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_536238_cov_57.715738-processed-gene-3.23-mRNA-1	IPR005123	GO:0016491;GO:0055114	SSF51197	PF14226;PF03171	PTHR10209;PTHR10209:SF361	G3DSA:2.60.120.330	NA	NA	NA	NA	PS51471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_712399_cov_64.450715-augustus-gene-4.30-mRNA-1	IPR017147	GO:0061817;GO:0008289	SSF49562	PF00168	PTHR10774;PTHR10774:SF116	G3DSA:2.60.40.150	NA	cd04044;cd04052;cd04045;cd04040	mobidb-lite	SM00239	PS50004;PS51847	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	Coil	TMhelix	NA	NA	NA	NA	NA	NA	NA	PIRSF037232	NA
maker-NODE_9_length_712399_cov_64.450715-augustus-gene-3.32-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1091443_cov_63.945247-augustus-gene-9.5-mRNA-1	NA	NA	NA	NA	PTHR35487	NA	NA	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1091443_cov_63.945247-augustus-gene-5.39-mRNA-1	IPR020846	GO:0016021;GO:0022857;GO:0055085	SSF103473	PF00083	PTHR24064:SF113;PTHR24064	G3DSA:1.20.1250.20	NA	cd06174	NA	NA	PS50850	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_8_length_768202_cov_65.452000-augustus-gene-2.1-mRNA-1	IPR003689	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	PF02535	PTHR16133;PTHR16133:SF0	NA	SignalP-TM	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	TMhelix	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_92_length_63349_cov_55.757300-processed-gene-0.5-mRNA-1	IPR014908	GO:0017056	SSF64356;SSF117289	PF08801;PF03177	PTHR13405	G3DSA:3.30.450.70	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_29_length_309253_cov_63.563806-processed-gene-0.20-mRNA-1	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_619819_cov_63.830454-processed-gene-4.12-mRNA-1	IPR029044		SSF53448	PF13632	PTHR35408:SF3;PTHR35408	G3DSA:3.90.550.10	NA	NA	mobidb-lite	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	Reactome: R-HSA-913709	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_34_length_285491_cov_61.729170-processed-gene-0.1-mRNA-1	IPR029008	GO:0005783;GO:0016021;GO:0072546	NA	PF07019	PTHR20994:SF0;PTHR20994	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_849364_cov_61.265323-processed-gene-5.12-mRNA-1	IPR010107	GO:0004351;GO:0006536;GO:0030170;GO:0003824;GO:0016831;GO:0019752	SSF53383	PF00282	PTHR43321;PTHR43321:SF6	G3DSA:3.40.640.10;G3DSA:3.90.1150.160	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	KEGG: 00250+4.1.1.15|KEGG: 00410+4.1.1.15|KEGG: 00430+4.1.1.15|KEGG: 00650+4.1.1.15|MetaCyc: PWY-4321	NA	NA	NA	TIGR01788	NA	NA	NA	NA
augustus_masked-NODE_31_length_299942_cov_60.100205-processed-gene-1.15-mRNA-1	IPR037318	GO:0003723;GO:0003746;GO:0043022;GO:0045901;GO:0006452;GO:0045905	SSF50104;SSF50249	PF01287	PTHR11673;PTHR11673:SF12	G3DSA:2.30.30.30;G3DSA:2.40.50.140	NA	cd04469	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_54_length_184844_cov_65.641565-processed-gene-0.59-mRNA-1	IPR027417	GO:0005524;GO:0016887;GO:0016020;GO:0016021;GO:0042626;GO:0055085	SSF52540	PF01061;PF06422;PF00005;PF14510	PTHR19241;PTHR19241:SF324	G3DSA:3.40.50.300	NA	cd03232;cd03233	mobidb-lite	SM00382	PS50893	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PS00211	NA	TMhelix	Reactome: R-HSA-1369062	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_33_length_285618_cov_58.526770-augustus-gene-1.61-mRNA-1	IPR000873	GO:0003824;GO:0008270;GO:0016491;GO:0055114;GO:0016740;GO:0031177	SSF52777;SSF47336;SSF51735;SSF50129;SSF52151;SSF56801;SSF55048;SSF53901	PF00501;PF00107;PF00550;PF16197;PF00109;PF14765;PF07993;PF00698;PF02801;PF00668;PF08659	PTHR43775;PTHR43775:SF7	G3DSA:3.30.300.30;G3DSA:3.10.129.110;G3DSA:3.40.50.720;G3DSA:3.90.180.10;G3DSA:3.40.366.10;G3DSA:3.40.50.12780;G3DSA:3.40.47.10;G3DSA:3.30.559.10;G3DSA:1.10.1200.10;G3DSA:3.30.70.3290;G3DSA:3.30.559.30	NA	cd05930;cd05195;cd00833	mobidb-lite	SM00827;SM00823;SM00822;SM00825;SM00826;SM00829	PS50075	NA	PS01162;PS00606;PS00455	Coil	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	NA	TIGR01733	NA	NA	NA	NA
maker-NODE_28_length_335966_cov_65.278157-augustus-gene-2.18-mRNA-1	IPR007653	GO:0005787;GO:0006465;GO:0008233;GO:0016021	NA	PF04573	PTHR12804;PTHR12804:SF0	NA	NA	NA	mobidb-lite	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	Reactome: R-HSA-1799339|Reactome: R-HSA-381771|Reactome: R-HSA-400511|Reactome: R-HSA-422085	NA	NA	NA	NA	NA	NA	PIRSF016089	NA
augustus_masked-NODE_38_length_263057_cov_61.801365-processed-gene-1.31-mRNA-1	IPR000195	NA	SSF47923	PF00566	PTHR22957:SF437;PTHR22957	G3DSA:1.10.8.270;G3DSA:1.10.472.80	NA	NA	mobidb-lite	SM00164	PS50086	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_65_length_123868_cov_60.030467-processed-gene-0.35-mRNA-1	IPR031818	NA	NA	PF16815	NA	G3DSA:2.40.128.320	NA	cd11693;cd11692	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_81_length_81264_cov_61.979652-augustus-gene-0.12-mRNA-1	IPR011059	GO:0016810	SSF51338;SSF51556	PF07969	PTHR22642;PTHR22642:SF2	G3DSA:2.30.40.10;G3DSA:3.20.20.140;G3DSA:3.10.310.70	NA	cd01300	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
maker-NODE_169_length_11901_cov_65.646000-augustus-gene-0.4-mRNA-1	IPR002594	GO:0000272;GO:0008810;GO:0004553	SSF49899	PF01670	PTHR34002	G3DSA:2.60.120.180	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	MetaCyc: PWY-6717|MetaCyc: PWY-6784	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_29_length_309253_cov_63.563806-processed-gene-2.30-mRNA-1	IPR007051	NA	SSF49764	PF04969;PF04968	PTHR12621;PTHR12621:SF9	G3DSA:2.60.40.790	NA	cd06466	mobidb-lite	NA	PS51401;PS51203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1091443_cov_63.945247-augustus-gene-4.0-mRNA-1	IPR033135	GO:0004252;GO:0006508	SSF52096	PF00574	PTHR10381;PTHR10381:SF11	G3DSA:3.90.226.10	NA	cd07017	mobidb-lite	NA	NA	NA	PS00382;PS00381	NA	NA	NA	PR00127	NA	NA	NA	MF_00444	NA	NA	NA
maker-NODE_30_length_301663_cov_62.554438-augustus-gene-1.28-mRNA-1	IPR019775	GO:0005515	SSF50978	PF00400	PTHR19848	G3DSA:2.130.10.10	NA	cd00200	mobidb-lite	SM00320	PS50082;PS50294	NA	PS00678	Coil	NA	NA	PR00320	NA	NA	NA	NA	NA	NA	NA
maker-NODE_14_length_515982_cov_63.869335-augustus-gene-4.21-mRNA-1	IPR014430	GO:0006629;GO:0016021;GO:0080132;GO:0005506;GO:0008610;GO:0016491;GO:0055114;GO:0020037	SSF55856	PF04116;PF00173	PTHR12863	G3DSA:3.10.120.10	NA	NA	NA	SM01117	PS50255	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PS00191	NA	TMhelix	Reactome: R-HSA-1660661	PR00363	NA	NA	NA	NA	NA	PIRSF005149	NA
augustus_masked-NODE_58_length_152999_cov_43.608496-processed-gene-0.9-mRNA-1	IPR013942	GO:0003712;GO:0006357;GO:0016592	NA	PF08633	NA	NA	SignalP-TM	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_335966_cov_65.278157-augustus-gene-2.0-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_886839_cov_63.192135-augustus-gene-7.14-mRNA-1	IPR033124	GO:0004185;GO:0006508	SSF53474	PF00450	PTHR11802:SF131;PTHR11802	G3DSA:3.40.50.1820;G3DSA:1.10.287.410	SignalP-TM	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PS00560	NA	NA	Reactome: R-HSA-1660662|Reactome: R-HSA-2132295|Reactome: R-HSA-4085001|Reactome: R-HSA-6798695	PR00724	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NODE_3_length_925979_cov_65.326036-augustus-gene-8.61-mRNA-1	NA	NA	NA	NA	PTHR10351;PTHR10351:SF51	NA	NA	cd07389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_619819_cov_63.830454-augustus-gene-1.42-mRNA-1	IPR013826	GO:0003677;GO:0003916;GO:0006265;GO:0003917	SSF56712	PF01131;PF01751	PTHR11390:SF21;PTHR11390	G3DSA:1.10.290.10;G3DSA:1.10.460.10;G3DSA:3.40.50.140;G3DSA:2.70.20.10	NA	cd03362;cd00186	mobidb-lite	SM00436;SM00437	PS50880	NA	NA	NA	NA	NA	PR00417	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_57_length_177865_cov_65.219587-processed-gene-0.51-mRNA-1	IPR015943	GO:0005515	SSF69322	NA	PTHR23284;PTHR23284:SF0	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_31_length_299942_cov_60.100205-processed-gene-1.9-mRNA-1	IPR005578	NA	NA	PF03878	PTHR14083;PTHR14083:SF0	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	TMhelix	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_31_length_299942_cov_60.100205-processed-gene-1.12-mRNA-1	IPR036291	GO:0003824;GO:0031177;GO:0016491;GO:0016740	SSF51735;SSF53901;SSF52151;SSF55048;SSF50129;SSF47336	PF00698;PF16197;PF14765;PF08659;PF02801;PF00550	PTHR43775;PTHR43775:SF7	G3DSA:3.10.129.110;G3DSA:1.10.1200.10;G3DSA:3.40.47.10;G3DSA:3.40.366.10;G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	cd00833;cd05274;cd05195	NA	SM00823;SM00826;SM00829;SM00822;SM00825;SM00827	PS50075	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PS00012	NA	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1091443_cov_63.945247-augustus-gene-5.40-mRNA-1	IPR018289	GO:0006355	NA	PF10551;PF03101	PTHR31669	NA	SignalP-TM	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	Coil	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NODE_36_length_277357_cov_64.339956-processed-gene-0.22-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_14_length_515982_cov_63.869335-processed-gene-0.1-mRNA-1	IPR001104	GO:0006629;GO:0016627;GO:0003865;GO:0006488	NA	PF02544	PTHR14624	NA	NA	NA	NA	NA	PS50244	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	MetaCyc: PWY-6129|Reactome: R-HSA-193048|Reactome: R-HSA-446199|Reactome: R-HSA-4755579	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_527745_cov_64.590967-augustus-gene-3.40-mRNA-1	IPR013786	GO:0016627;GO:0050660;GO:0055114	SSF56645;SSF47203	PF02771;PF00441;PF02770	PTHR10909;PTHR10909:SF282	G3DSA:2.40.110.10;G3DSA:1.10.540.10;G3DSA:1.20.140.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_619819_cov_63.830454-processed-gene-2.23-mRNA-1	IPR008979	GO:0004553;GO:0005975	SSF49785;SSF51011;SSF51445;SSF117100	PF13363;PF10435;PF13364;PF01301	PTHR23421:SF64;PTHR23421	G3DSA:2.60.120.260;G3DSA:3.20.20.80;G3DSA:2.60.390.10;G3DSA:2.102.20.10	SignalP-TM	NA	NA	SM01029	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	PS01182	NA	NA	KEGG: 00052+3.2.1.23|KEGG: 00511+3.2.1.23|KEGG: 00531+3.2.1.23|KEGG: 00600+3.2.1.23|KEGG: 00604+3.2.1.23|MetaCyc: PWY-6807	PR00742	SignalP-noTM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_712399_cov_64.450715-processed-gene-3.16-mRNA-1	IPR032816	GO:0016021	NA	PF09335	PTHR12677:SF24;PTHR12677	NA	NA	NA	mobidb-lite	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_868829_cov_62.810630-processed-gene-1.53-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_645185_cov_64.840346-augustus-gene-5.52-mRNA-1	IPR037518	GO:0000338;GO:0008180;GO:0005515	NA	PF13012;PF01398	PTHR10540;PTHR10540:SF8	G3DSA:3.40.140.10	NA	cd08063	mobidb-lite	NA	PS50249	NA	NA	NA	NA	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_78_length_86170_cov_63.461304-processed-gene-0.18-mRNA-1	IPR038661	GO:0003735;GO:0005622;GO:0005840;GO:0006412	SSF50447	PF01247	PTHR10902:SF0;PTHR10902	G3DSA:2.40.10.190	NA	NA	NA	NA	NA	NA	PS01105	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	MF_00573	PD012670	NA	NA
augustus_masked-NODE_102_length_48716_cov_55.795180-processed-gene-0.2-mRNA-1	IPR036291		SSF51735;SSF56801	PF07993;PF00550	PTHR43201;PTHR43201:SF3	G3DSA:3.40.50.12780;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	PS00012	NA	NA	Reactome: R-HSA-8848584	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_22_length_390111_cov_61.126862-processed-gene-0.19-mRNA-1	IPR004254	GO:0016021	NA	PF03006	PTHR20855;PTHR20855:SF52	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_423208_cov_63.707385-augustus-gene-1.36-mRNA-1	IPR016024	GO:0006886;GO:0008536;GO:0005515	SSF48371	PF03378;PF03810;PF08506	PTHR10997;PTHR10997:SF8	G3DSA:1.25.10.10	NA	NA	NA	SM00913	PS50166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_33_length_285618_cov_58.526770-processed-gene-0.36-mRNA-1	IPR024974	NA	NA	PF13019	PTHR12786;PTHR12786:SF1	NA	NA	NA	mobidb-lite	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_27_length_355571_cov_60.543135-processed-gene-0.12-mRNA-1	IPR023395	GO:0022857;GO:0055085	SSF103506	PF00153	PTHR24089:SF168;PTHR24089	G3DSA:1.50.40.10	NA	NA	NA	NA	PS50920	NA	NA	NA	NA	NA	PR00926	NA	NA	NA	NA	NA	NA	NA
maker-NODE_64_length_129700_cov_59.344385-augustus-gene-0.8-mRNA-1	IPR036867	GO:0003676	SSF54928;SSF82708	PF00076;PF01424	PTHR23003;PTHR23003:SF17	G3DSA:3.30.1370.50;G3DSA:3.30.70.330	NA	cd12253	mobidb-lite	SM00393;SM00360	PS51061;PS50102	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_845801_cov_64.679335-processed-gene-0.12-mRNA-1	IPR003960	GO:0005524	SSF52540	PF00004;PF17862	PTHR23077:SF27;PTHR23077	G3DSA:3.40.50.300;G3DSA:1.10.8.60	NA	cd00009	mobidb-lite	SM00382	NA	NA	PS00674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_40_length_245411_cov_62.928797-augustus-gene-0.6-mRNA-1	IPR007145	GO:0000226;GO:0008017	NA	PF03999	PTHR19321;PTHR19321:SF0	G3DSA:1.20.58.1520	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-5625900	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_12_length_536238_cov_57.715738-augustus-gene-1.3-mRNA-1	IPR023395	GO:0022857;GO:0055085	SSF103506	PF00153	PTHR24089;PTHR24089:SF0	G3DSA:1.50.40.10	NA	NA	NA	NA	PS50920	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	PR00926	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_39_length_260034_cov_65.474450-processed-gene-1.26-mRNA-1	IPR001849	NA	SSF50729	PF00169	PTHR14336:SF3;PTHR14336	G3DSA:2.30.29.30	NA	cd13299;cd13298	mobidb-lite	SM00233	PS50003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
