Gene	interpro	GO	PATHWAY	TIGRFAM	PRINTS	SUPERFAMILY	PANTHER	Gene3D	PIRSF	Hamap	Pfam	ProSitePatterns	CDD	MobiDBLite	SFLD	SMART	ProSiteProfiles	Phobius	TMHMM	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	Coils	SignalP_EUK	ProDom
OPB37588.1	IPR003100	GO:0005515;GO:0003676	Reactome: R-HSA-1912408|Reactome: R-HSA-203927|Reactome: R-HSA-4086398|Reactome: R-HSA-426486|Reactome: R-HSA-426496|Reactome: R-HSA-5628897|Reactome: R-HSA-5687128|Reactome: R-HSA-8934593|Reactome: R-HSA-8943723|Reactome: R-HSA-8948700|Reactome: R-HSA-9018519	NA	NA	SSF101690;SSF53098	PTHR22891:SF0;PTHR22891	G3DSA:3.40.50.2300;G3DSA:3.30.420.10;G3DSA:2.170.260.10	NA	NA	PF02170;PF08699;PF16488;PF02171;PF16486	NA	cd04657;cd02846	mobidb-lite	NA	SM01163;SM00950	PS50822;PS50821	NA	NA	NA	NA	NA	NA	NA
OPB37986.1	IPR010259		Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	NA	NA	SSF54897	PTHR28288:SF2;PTHR28288	G3DSA:3.30.70.80	NA	NA	PF05922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36153.1	IPR036291	NA	NA	NA	PR00081	SSF51735	PTHR24320:SF106;PTHR24320	G3DSA:3.40.50.720	NA	NA	PF00106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46563.1	IPR003958	GO:0003700;GO:0006355;GO:0016602;GO:0046982	Reactome: R-HSA-1989781|Reactome: R-HSA-2426168|Reactome: R-HSA-380994|Reactome: R-HSA-381183	NA	NA	SSF47113	PTHR10252:SF8;PTHR10252	G3DSA:1.10.20.10	NA	NA	PF00808	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39871.1	IPR002490	GO:0015078;GO:0015991;GO:0033179;GO:0000220	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	NA	NA	NA	PTHR11629;PTHR11629:SF63	NA	PIRSF001293	NA	PF01496	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	Coil	NA	NA
OPB46147.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB41479.1	IPR036259	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	Reactome: R-HSA-189200	TIGR00879	PR00171	SSF103473	PTHR23500;PTHR23500:SF136	G3DSA:1.20.1250.20	NA	NA	PF00083	PS00216;PS00217	cd06174	mobidb-lite	NA	NA	PS51257;PS50850	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB41427.1	IPR001680	GO:0005515	NA	NA	NA	SSF50978	PTHR18763;PTHR18763:SF0	G3DSA:2.130.10.10	NA	NA	PF00400	NA	NA	NA	NA	SM00320	PS50294;PS50082	NA	NA	NA	NA	NA	NA	NA
OPB38383.1	IPR013750	GO:0005524;GO:0004631	KEGG: 00900+2.7.4.2|MetaCyc: PWY-7391|MetaCyc: PWY-922	NA	NA	SSF54211;SSF55060	PTHR31814:SF2;PTHR31814	G3DSA:3.30.230.10;G3DSA:3.30.70.890	PIRSF017288	NA	PF08544;PF00288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44485.1	IPR020846	GO:0016021;GO:0022857;GO:0055085;GO:0005215;GO:0016020	Reactome: R-HSA-189200	TIGR00879	PR00171	SSF103473	PTHR23500;PTHR23500:SF162	G3DSA:1.20.1250.20	NA	NA	PF00083	PS00217	cd06174	mobidb-lite	NA	NA	PS50850	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB43303.1	IPR016039	GO:0003824;GO:0016747	NA	NA	NA	SSF53901	PTHR18919:SF89;PTHR18919	G3DSA:3.40.47.10	NA	NA	PF00108;PF02803	PS00737	cd00829	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
OPB43883.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	NA	NA	NA	PTHR31405:SF13;PTHR31405	NA	NA	NA	PF04082	NA	cd12148	mobidb-lite	NA	SM00906	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA
OPB43021.1	IPR000432	GO:0005524;GO:0006298;GO:0030983	Reactome: R-HSA-5632928	NA	NA	SSF53150;SSF48334;SSF52540;SSF55271	PTHR11361;PTHR11361:SF34	G3DSA:3.40.1170.10;G3DSA:3.40.50.300;G3DSA:1.10.1420.10;G3DSA:3.30.420.110	PIRSF037677	NA	PF01624;PF05188;PF00488;PF05192	PS00486	NA	mobidb-lite	NA	SM00534;SM00533	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA
OPB38521.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	SSF57701	NA	NA	NA	NA	PF11951	NA	cd00067	mobidb-lite	NA	NA	PS50048	NA	NA	NA	NA	NA	NA	NA
OPB43243.1	IPR020846	GO:0016021;GO:0055085	NA	NA	NA	SSF103473	PTHR23501;PTHR23501:SF12	G3DSA:1.20.1250.20	NA	NA	PF07690	NA	cd06174	mobidb-lite	NA	NA	PS50850	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA
OPB45917.1	IPR036259	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0016021	Reactome: R-HSA-189200	TIGR00879	PR00171	SSF103473	PTHR23500:SF64;PTHR23500	G3DSA:1.20.1250.20	NA	NA	PF00083	PS00216	cd06174	NA	NA	NA	PS50850	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB40630.1	IPR026992	GO:0016491;GO:0055114	NA	NA	PR00682	SSF51197	PTHR10209:SF87;PTHR10209	G3DSA:2.60.120.330	NA	NA	PF14226;PF03171	NA	NA	NA	NA	NA	PS51471	NA	NA	NA	NA	NA	NA	NA
OPB44026.1	IPR006764	NA	NA	NA	NA	SSF53335	PTHR45343	G3DSA:3.40.50.150	PIRSF017393	NA	PF04672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42840.1	IPR020846	GO:0016020;GO:0022857;GO:0055085;GO:0016021	Reactome: R-HSA-189200	TIGR00879	NA	SSF103473	PTHR23500:SF103;PTHR23500	G3DSA:1.20.1250.20	NA	NA	PF00083	NA	cd06174	NA	NA	NA	PS50850	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA
OPB40260.1	IPR031657	GO:0003676;GO:0003677;GO:0005634;GO:0006260;GO:0006281;GO:0006310	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174437|Reactome: R-HSA-176187|Reactome: R-HSA-3108214|Reactome: R-HSA-3371453|Reactome: R-HSA-3371511|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-5696395|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6783310|Reactome: R-HSA-6804756|Reactome: R-HSA-68962|Reactome: R-HSA-69166|Reactome: R-HSA-69473|Reactome: R-HSA-912446	TIGR00617	NA	SSF50249	PTHR23273:SF12;PTHR23273	G3DSA:2.40.50.140	NA	NA	PF16900;PF01336;PF04057;PF08646	NA	cd04477;cd04475;cd04474;cd04476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37115.1	IPR012677	GO:0003676	NA	NA	NA	SSF54928	PTHR44047;PTHR44047:SF1	G3DSA:3.30.70.330	NA	NA	PF00076	NA	NA	mobidb-lite	NA	SM00360	PS50102	NA	NA	NA	NA	NA	NA	NA
OPB38477.1	IPR006196	GO:0003723;GO:0003743;GO:0006413	NA	TIGR00523	NA	SSF50249	PTHR21668:SF3;PTHR21668	G3DSA:2.40.50.140	NA	MF_00216	PF01176	NA	cd05793	mobidb-lite	NA	SM00652	PS50832	NA	NA	NA	NA	NA	NA	PD005579
OPB37183.1	IPR002523	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	NA	NA	SSF144083;SSF53474	PTHR21535;PTHR21535:SF33	G3DSA:1.20.58.340;G3DSA:3.40.50.1820	NA	NA	PF01544;PF05057	NA	NA	mobidb-lite	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	Coil	NA	NA
OPB38727.1	IPR040351	GO:0005085	Reactome: R-HSA-8876198	NA	NA	SSF144284	PTHR14430:SF0;PTHR14430	NA	NA	NA	PF06428	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB38275.1	IPR016643	GO:0000502;GO:0030234;GO:0042176	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	SSF48371	PTHR10943;PTHR10943:SF1	G3DSA:1.25.10.10	PIRSF015965	NA	PF01851;PF17781;PF18051	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB39393.1	IPR029058	NA	NA	NA	NA	SSF53474	PTHR11559;PTHR11559:SF206	G3DSA:3.40.50.1820	NA	NA	PF00135	PS00122	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-noTM	NA	NA	SignalP-noTM	NA
OPB39126.1	IPR038377	GO:0016020;GO:0022857;GO:0055085	NA	TIGR00813	NA	NA	PTHR11819:SF131;PTHR11819	G3DSA:1.20.1730.10	NA	NA	PF00474	NA	cd11476	NA	NA	NA	PS50283	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB39175.1	IPR036640	GO:0005524;GO:0016021;GO:0016887;GO:0042626;GO:0055085	NA	NA	NA	SSF90123;SSF52540	PTHR24223;PTHR24223:SF240	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	NA	NA	PF00005;PF00664	PS00211	cd03250	NA	NA	SM00382	PS50893;PS50929	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB41981.1	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	PR00465	SSF48264	PTHR24279:SF85;PTHR24279	G3DSA:1.10.630.10	NA	NA	PF00067	PS00086	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB45748.1	IPR038071		Reactome: R-HSA-189451	NA	NA	SSF51726	PTHR30519;PTHR30519:SF10	G3DSA:3.20.20.210	NA	NA	NA	NA	cd03311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42572.1	IPR019734	GO:0005515	NA	NA	NA	SSF48452	PTHR22904;PTHR22904:SF338	G3DSA:1.10.260.100;G3DSA:1.20.5.420;G3DSA:1.25.40.10	NA	NA	PF13181;PF13432;PF16546	NA	NA	mobidb-lite	NA	SM00028	PS50005;PS50293	NA	NA	NA	NA	Coil	NA	NA
OPB44274.1	IPR011333	GO:0005515	NA	NA	NA	SSF54695;SSF117281	PTHR23244:SF354;PTHR23244	G3DSA:2.120.10.80	NA	NA	PF00651;PF13418;PF13854	NA	NA	mobidb-lite	NA	SM00225	PS50097	NA	NA	NA	NA	NA	NA	NA
OPB44895.1	IPR006680	GO:0016787;GO:0016810;GO:0006147;GO:0008270;GO:0008892	KEGG: 00230+3.5.4.3|MetaCyc: PWY-5497|MetaCyc: PWY-6606|MetaCyc: PWY-6608|MetaCyc: PWY-7442|Reactome: R-HSA-74259	TIGR02967	NA	SSF51556	PTHR11271:SF38;PTHR11271	G3DSA:2.30.40.10;G3DSA:3.20.20.140	NA	NA	PF01979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41899.1	IPR003738	NA	NA	NA	NA	SSF143081	PTHR13604	G3DSA:3.90.1680.10	NA	NA	PF02586	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41315.1	IPR020846	GO:0016021;GO:0055085	NA	NA	NA	SSF103473	PTHR23504:SF39;PTHR23504	NA	NA	NA	PF07690	NA	cd06174	mobidb-lite	NA	NA	PS50850	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB41621.1	IPR036259	GO:0015098;GO:0015689;GO:0016021	NA	NA	NA	SSF103473	PTHR23516	G3DSA:1.20.1250.20	NA	NA	PF05631	NA	cd06174	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	SignalP-noTM	NA
OPB39841.1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	NA	PR00465;PR00385	SSF48264	PTHR24305;PTHR24305:SF113	G3DSA:1.10.630.10	NA	NA	PF00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37607.1	IPR004045	GO:0005515	NA	NA	NA	SSF52833;SSF47616	PTHR11260;PTHR11260:SF495	G3DSA:3.40.30.110;G3DSA:1.20.1050.10	NA	NA	PF13410;PF13417	NA	cd00570;cd00299	NA	NA	NA	PS50404;PS50405	NA	NA	NA	NA	NA	NA	NA
OPB40944.1	IPR003691	GO:0016021	NA	NA	NA	NA	PTHR28259;PTHR28259:SF1	NA	NA	NA	PF02537	NA	NA	mobidb-lite	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB37810.1	IPR036291	GO:0016491	NA	NA	PR00081	SSF51735	PTHR43658:SF6;PTHR43658	G3DSA:3.40.50.720	NA	NA	PF00106	PS00061	NA	NA	NA	SM00822	NA	NA	NA	NA	NA	NA	NA	NA
OPB38295.1	IPR001623	GO:0031072;GO:0051082;GO:0006457;GO:0005524;GO:0009408	NA	NA	PR00625	SSF46565;SSF49493;SSF57938	PTHR43096:SF10;PTHR43096	G3DSA:1.10.287.110;G3DSA:2.10.230.10;G3DSA:2.60.260.20	NA	MF_01152	PF00684;PF00226;PF01556	NA	cd10719;cd10747;cd06257	mobidb-lite	NA	SM00271	PS51188;PS50076	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA
OPB42679.1	IPR037524	NA	NA	NA	NA	SSF56988	NA	G3DSA:2.60.120.1560	NA	NA	PF10528	NA	NA	NA	NA	NA	PS51820	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-noTM	SignalP-TM	NA	SignalP-noTM	NA
OPB44585.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-noTM	SignalP-TM	NA	SignalP-noTM	NA
OPB36289.1	IPR000679	GO:0006355;GO:0008270;GO:0043565	Reactome: R-HSA-383280	NA	NA	SSF57716	PTHR12610:SF12;PTHR12610	G3DSA:3.30.50.10	NA	NA	PF00320	PS00344	cd00202	mobidb-lite	NA	SM00401	PS50114	NA	NA	NA	NA	Coil	NA	NA
OPB45495.1	IPR036291	GO:0016491;GO:0016740;GO:0003824;GO:0031177;GO:0055114	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	SSF51735;SSF53335;SSF52151;SSF50129;SSF55048;SSF47336;SSF53901	PTHR43775:SF7;PTHR43775	G3DSA:3.90.180.10;G3DSA:1.10.1200.10;G3DSA:3.40.50.150;G3DSA:3.10.129.110;G3DSA:3.30.70.3290;G3DSA:3.40.366.10;G3DSA:3.40.47.10;G3DSA:3.40.50.720	NA	NA	PF08659;PF08242;PF16197;PF02801;PF00109;PF00698;PF08240;PF14765;PF13602	PS00012;PS00606	cd00833;cd02440;cd05195	mobidb-lite	NA	SM00822;SM00827;SM00829;SM00826;SM00825;SM00823	PS50075	NA	NA	NA	NA	NA	NA	NA
OPB45354.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003676;GO:0003677	NA	NA	NA	SSF57701;SSF47762;SSF57903;SSF46774	PTHR10333:SF42;PTHR10333	G3DSA:3.30.160.60;G3DSA:3.30.40.10;G3DSA:1.10.150.60;G3DSA:4.10.240.10;G3DSA:1.20.1160.11	NA	NA	PF01388	PS00028;PS00463	cd15505;cd00067	mobidb-lite	NA	SM00249;SM00501;SM01014;SM00355	PS50048;PS50157;PS50016;PS51011	NA	NA	NA	NA	Coil	NA	NA
OPB42639.1	IPR014001	GO:0003676;GO:0005524	NA	NA	NA	SSF52540	PTHR24031:SF78;PTHR24031	G3DSA:3.40.50.300	NA	NA	PF00270;PF00271	PS00039	cd00079;cd00268	mobidb-lite	NA	SM00487;SM00490	PS51192;PS51194;PS51195	NA	NA	NA	NA	NA	NA	NA
OPB36173.1	IPR010730	NA	NA	NA	NA	NA	PTHR10622:SF10;PTHR10622	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37823.1	IPR005198	GO:0003824	NA	NA	NA	SSF48208	PTHR12145;PTHR12145:SF24	NA	NA	NA	PF03663	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	SignalP-noTM	NA
OPB46381.1	IPR020846	GO:0016021;GO:0022857;GO:0055085	NA	NA	NA	SSF103473	PTHR23500;PTHR23500:SF349	G3DSA:1.20.1250.20	NA	NA	PF00083	NA	cd06174	NA	NA	NA	PS50850	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	SignalP-noTM	NA
OPB36315.1	IPR004713	GO:0006812;GO:0008324;GO:0016021;GO:0055085;GO:0006816;GO:0015369	Reactome: R-HSA-425561	TIGR00846;TIGR00378	NA	NA	PTHR31503:SF20;PTHR31503	G3DSA:1.20.58.1130;G3DSA:1.20.1420.30	NA	NA	PF01699	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB42291.1	IPR037525	NA	NA	NA	NA	NA	PTHR33572:SF11;PTHR33572	G3DSA:2.60.40.3960	NA	NA	PF11754	NA	NA	mobidb-lite	NA	NA	PS51821	NA	NA	NA	NA	NA	NA	NA
OPB36366.1	IPR029058	NA	NA	NA	NA	SSF53474	PTHR37017;PTHR37017:SF7	G3DSA:3.40.50.1820	NA	NA	PF12697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42457.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB40242.1	NA	NA	NA	NA	NA	NA	PTHR23033:SF34;PTHR23033	G3DSA:3.90.550.50	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	Coil	SignalP-noTM	NA
OPB36436.1	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0016020	Reactome: R-HSA-189200	TIGR00879	PR00171	SSF103473	PTHR23500;PTHR23500:SF16	G3DSA:1.20.1250.20	NA	NA	PF00083	NA	cd06174	mobidb-lite	NA	NA	PS50850	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB43454.1	IPR020846	GO:0016021;GO:0055085	NA	NA	NA	SSF103473	PTHR23501:SF145;PTHR23501	G3DSA:1.20.1720.10	NA	NA	PF07690	NA	cd06174	mobidb-lite	NA	NA	PS50850	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB39073.1	IPR022742	NA	NA	NA	NA	SSF53474	PTHR42886;PTHR42886:SF3	NA	NA	NA	PF12146	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	SignalP-noTM	NA
OPB37002.1	IPR000198	GO:0007165	Reactome: R-HSA-194840	NA	NA	SSF48350;SSF57716	PTHR24215:SF10;PTHR24215	G3DSA:2.10.110.10;G3DSA:1.10.555.10	NA	NA	PF00620;PF00412	PS00478	cd09392;cd09393;cd09391	mobidb-lite	NA	SM00132;SM00324	PS50023;PS50238	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA
OPB44438.1	IPR004837	GO:0016021;GO:0055085	Reactome: R-HSA-425561	NA	NA	NA	PTHR31503:SF18;PTHR31503	G3DSA:1.20.1420.30;G3DSA:1.20.58.1130	NA	NA	PF01699	NA	NA	mobidb-lite	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB39178.1	IPR016439	GO:0016021	Reactome: R-HSA-1660661	NA	NA	NA	PTHR12560;PTHR12560:SF11	NA	PIRSF005225	NA	PF08390;PF03798	NA	NA	mobidb-lite	NA	SM00724	PS50922	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA
OPB45612.1	IPR020846	GO:0016021;GO:0055085	NA	NA	NA	SSF103473	PTHR43791:SF15;PTHR43791	G3DSA:1.20.1250.20	NA	NA	PF07690	NA	cd06174	NA	NA	NA	PS50850	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB46510.1	IPR036259	GO:0016020;GO:0022857;GO:0055085;GO:0016021;GO:0005215	Reactome: R-HSA-189200	NA	PR00171	SSF103473	PTHR23500:SF34;PTHR23500	G3DSA:1.20.1250.20	NA	NA	PF00083	PS00217	cd06174	NA	NA	NA	PS50850	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB40547.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	NA	NA	SSF57701	PTHR31313:SF43;PTHR31313	G3DSA:4.10.240.10	NA	NA	PF04082;PF00172	PS00463	cd00067;cd12148	mobidb-lite	NA	SM00066;SM00906	PS50048	NA	NA	NA	NA	Coil	NA	NA
OPB36901.1	IPR007019	NA	NA	NA	NA	NA	PTHR14369	NA	NA	NA	PF04935;PF15459	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB35998.1	IPR035994	GO:0003824;GO:0009116	NA	NA	NA	SSF53167	PTHR21234;PTHR21234:SF16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36573.1	IPR036663	GO:0003824;GO:0004334;GO:0009072	KEGG: 00350+3.7.1.2|KEGG: 00643+3.7.1.2|Reactome: R-HSA-71182	TIGR01266	NA	SSF63433;SSF56529	PTHR43069:SF3;PTHR43069	G3DSA:3.90.850.10;G3DSA:2.30.30.230	NA	NA	PF01557;PF09298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
