Gene	interpro	ProSitePatterns	Coils	SUPERFAMILY	GO	Pfam	PANTHER	MobiDBLite	Phobius	TMHMM	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	CDD	Hamap	Gene3D	PRINTS	PATHWAY	ProSiteProfiles	ProDom	SMART	PIRSF	TIGRFAM	SFLD
PTB47230.1	IPR021149	NA	NA	SSF52833	NA	PF04756	PTHR12692;PTHR12692:SF0	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	SignalP-noTM	NA	NA	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB41006.1	IPR036852	PS00136;PS00138	NA	SSF52743	GO:0004252;GO:0006508;GO:0005618;GO:0016020	PF00082;PF06280	PTHR43399	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	G3DSA:3.40.50.200	PR00723	NA	NA	NA	NA	NA	NA	NA
PTB37615.1	IPR020846	NA	NA	SSF103473	GO:0016021;GO:0055085	PF07690	PTHR23501:SF92;PTHR23501	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd06174	NA	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA
PTB39645.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44190.1	IPR037120	NA	NA	SSF48113;SSF48264	GO:0004601;GO:0006979;GO:0020037;GO:0055114;GO:0031408;GO:0005506;GO:0016705;GO:0016491	PF03098	PTHR11903;PTHR11903:SF13	NA	NA	NA	NA	NA	NA	cd09817	NA	G3DSA:1.10.640.10;G3DSA:1.10.630.10	PR00457	KEGG: 00591+1.13.11.60	PS50292	NA	NA	NA	NA	NA
PTB44943.1	IPR006043	NA	NA	NA	GO:0016020;GO:0022857;GO:0055085	PF00860	PTHR43337;PTHR43337:SF3	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36664.1	IPR005821	NA	NA	SSF81324	GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005509	PF00520	PTHR10037:SF62;PTHR10037	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.10.287.70;G3DSA:1.10.238.10;G3DSA:1.20.120.350	NA	NA	PS50222	NA	NA	NA	NA	NA
PTB44595.1	IPR020846	NA	NA	SSF103473	GO:0016021;GO:0055085	PF07690	PTHR43791;PTHR43791:SF48	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd06174	NA	G3DSA:1.20.1250.20	NA	NA	PS50850	NA	NA	NA	NA	NA
PTB38362.1	IPR036864	PS00463	NA	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	PTHR31263;PTHR31263:SF4	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	cd00067	NA	G3DSA:4.10.240.10	NA	NA	PS50048	NA	SM00066	NA	NA	NA
PTB42268.1	IPR000407	PS01238	NA	NA	GO:0016787	PF01150	PTHR11782:SF30;PTHR11782	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	cd00012	NA	G3DSA:3.30.420.150;G3DSA:3.30.420.40	NA	Reactome: R-HSA-8850843	NA	NA	NA	NA	NA	NA
PTB35618.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA
PTB44965.1	IPR011032	NA	NA	SSF50129;SSF51735	GO:0055114;GO:0016491	PF00107	PTHR43482;PTHR43482:SF1	NA	NA	NA	NA	NA	NA	cd05289	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	NA	NA	SM00829	NA	NA	NA
PTB46169.1	IPR036322	PS00678	NA	SSF50978;SSF81383	GO:0005515	PF00400;PF12937	PTHR44038;PTHR44038:SF2	mobidb-lite	NA	NA	NA	NA	NA	cd00200	NA	G3DSA:2.130.10.10;G3DSA:1.20.1280.50	PR00320	NA	PS50082;PS50181;PS50294	NA	SM00256;SM00320	NA	NA	NA
PTB38532.1	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39732.1	IPR013087	PS00028	Coil	SSF57667	GO:0003676	PF00096	PTHR24390	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.160.60	NA	NA	PS50157	NA	SM00355	NA	NA	NA
PTB41682.1	IPR000425	NA	NA	SSF81338	GO:0015267;GO:0016020;GO:0055085	PF00230	PTHR43829;PTHR43829:SF18	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd00333	NA	G3DSA:1.20.1080.10	PR00783	Reactome: R-HSA-432047	NA	NA	NA	NA	NA	NA
PTB37086.1	IPR036259	PS00217;PS00216	NA	SSF103473	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0016021	PF00083	PTHR23500;PTHR23500:SF333	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	cd06174	NA	G3DSA:1.20.1250.20	PR00171	Reactome: R-HSA-189200	PS50850	NA	NA	NA	TIGR00879	NA
PTB41514.1	IPR036652	NA	NA	SSF64153		PF03853	PTHR13232;PTHR13232:SF11	NA	NA	NA	NA	NA	NA	NA	MF_01966	G3DSA:3.40.50.10260	NA	MetaCyc: PWY-6938	PS51385	NA	NA	NA	TIGR00197	NA
PTB37777.1	IPR029058	NA	NA	SSF53474	NA	NA	PTHR12277;PTHR12277:SF64	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA
PTB42604.1	IPR001736	NA	NA	SSF56024	GO:0003824;GO:0008444;GO:0032049	PF13091	PTHR12586:SF1;PTHR12586	NA	NA	NA	SignalP-TM	NA	NA	cd09137;cd09135	NA	G3DSA:3.30.870.10	NA	Reactome: R-HSA-1483148	PS50035	NA	SM00155	PIRSF000850	NA	NA
PTB41801.1	IPR008928	NA	NA	SSF48208	GO:0003824	PF08531;PF17389;PF17390;PF05592	PTHR33307;PTHR33307:SF5	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.40.10;G3DSA:1.50.10.10	NA	NA	NA	NA	NA	PIRSF010631	NA	NA
PTB46601.1	NA	NA	Coil	NA	NA	NA	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd12087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43129.1	IPR004038	PS01189	NA	SSF55315	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF01248	PTHR11843:SF0;PTHR11843	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.1330.30	PR00972	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA
PTB37867.1	IPR012302	PS00331	NA	SSF51735;SSF53223	GO:0051287;GO:0004471;GO:0055114;GO:0004470	PF00390;PF03949	PTHR23406;PTHR23406:SF34	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.720;G3DSA:3.40.50.10380	PR00072	NA	NA	NA	SM00919;SM01274	PIRSF000106	NA	NA
PTB47088.1	IPR039100	NA	NA	SSF89895	NA	PF01172	PTHR10927;PTHR10927:SF2	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.1250.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB37492.1	IPR009447	NA	NA	NA	GO:0006506;GO:0016021;GO:0016746	PF06423	PTHR20661	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-162710	NA	NA	NA	PIRSF017321	NA	NA
PTB42632.1	IPR001288	NA	Coil	SSF55200	GO:0003743;GO:0006413	PF00707	PTHR10938;PTHR10938:SF0	mobidb-lite	NA	NA	SignalP-TM	NA	NA	NA	NA	G3DSA:3.30.110.10	NA	Reactome: R-HSA-5368286	NA	NA	NA	NA	NA	NA
PTB35323.1	IPR029058	PS00122	NA	SSF53474	NA	PF00135	PTHR11559:SF206;PTHR11559	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA
PTB41681.1	IPR027815	NA	NA	NA	GO:0016020	PF14703;PF12621;PF02714;PF13967	PTHR13018;PTHR13018:SF26	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42044.1	IPR007919	NA	NA	NA	NA	PF05255	PTHR13180:SF0;PTHR13180	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39379.1	IPR035810	NA	NA	SSF49777	NA	PF01161	PTHR11362;PTHR11362:SF28	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	cd00866	NA	G3DSA:3.90.280.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB46540.1	IPR011701	NA	NA	SSF103473	GO:0016021;GO:0055085	PF07690	PTHR42718;PTHR42718:SF1	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd06174	NA	G3DSA:1.20.1250.20	NA	NA	PS50850	NA	NA	NA	NA	NA
PTB36646.1	IPR004840	PS00218	NA	NA	GO:0006865;GO:0016021;GO:0055085;GO:0016020;GO:0022857	PF00324	PTHR43341	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
PTB39091.1	IPR033134	PS00924	NA	SSF53681	GO:0006807;GO:0036361;GO:0006520;GO:0016855	PF01177	PTHR21198:SF7;PTHR21198	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1860	NA	KEGG: 00471+5.1.1.3|MetaCyc: PWY-6386|MetaCyc: PWY-6387	NA	NA	NA	NA	TIGR00035	NA
PTB36560.1	IPR036898	NA	NA	SSF50249;SSF88798	GO:0003899;GO:0006351	PF08292;PF03876	PTHR12709:SF1;PTHR12709	NA	NA	NA	NA	NA	NA	cd04330	NA	G3DSA:3.30.1490.120;G3DSA:2.40.50.140	NA	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	NA	NA	NA	NA
PTB43793.1	IPR006224	PS01129	NA	SSF55120	GO:0001522;GO:0003723;GO:0009451;GO:0009982	PF00849	PTHR43994;PTHR43994:SF2	mobidb-lite	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	cd02557	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS50889	NA	NA	NA	TIGR00005	NA
PTB41186.1	IPR018852	NA	NA	NA	NA	PF10445	PTHR28297	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39510.1	IPR003123	NA	NA	SSF109993;SSF46934	GO:0005515	PF02845;PF18151;PF02204	PTHR23101:SF25;PTHR23101	mobidb-lite	NA	NA	NA	NA	NA	cd14369	NA	G3DSA:1.10.8.10;G3DSA:1.10.246.120;G3DSA:1.20.1050.80	NA	Reactome: R-HSA-8876198	PS51140;PS51205	NA	SM00167;SM00546	NA	NA	NA
PTB36279.1	IPR036259	PS00217	NA	SSF103473	GO:0016020;GO:0022857;GO:0055085;GO:0016021;GO:0005215	PF00083	PTHR23500:SF49;PTHR23500	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd06174	NA	G3DSA:1.20.1250.20	PR00171	Reactome: R-HSA-189200	PS50850	NA	NA	NA	TIGR00879	NA
PTB46842.1	IPR000717	NA	Coil	NA	GO:0003743;GO:0005737;GO:0005852	PF01399;PF18005	PTHR15350:SF2;PTHR15350	mobidb-lite	NA	NA	NA	NA	NA	NA	MF_03012	G3DSA:1.25.40.570	NA	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	PS50250	NA	SM00088;SM00753	NA	NA	NA
PTB39446.1	IPR013960	NA	Coil	NA	GO:0000278;GO:0042729;GO:0072686	PF08651	PTHR28216	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35952.1	IPR033391	PS00124	NA	SSF56655	GO:0005975;GO:0016791;GO:0042578	PF00316	PTHR11556:SF2;PTHR11556	NA	NA	NA	NA	NA	NA	cd00354	NA	G3DSA:3.40.190.80;G3DSA:3.30.540.10	PR01958	KEGG: 00010+3.1.3.11|KEGG: 00030+3.1.3.11|KEGG: 00051+3.1.3.11|KEGG: 00680+3.1.3.11|KEGG: 00710+3.1.3.11|MetaCyc: PWY-5484|Reactome: R-HSA-70263	NA	NA	NA	PIRSF000904	NA	NA
PTB45942.1	IPR001242	PS00012;PS00455	Coil	SSF52777;SSF56801;SSF47336	GO:0003824;GO:0031177	PF00668;PF00550;PF00501	PTHR45527	NA	NA	NA	NA	NA	NA	cd05918	NA	G3DSA:3.30.559.30;G3DSA:3.30.559.10;G3DSA:1.10.1200.10;G3DSA:3.40.50.12780;G3DSA:3.30.300.30	NA	Reactome: R-HSA-389661	PS50075	NA	SM01294;SM00823	NA	TIGR01733	NA
PTB38898.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45126.1	IPR001138	PS00463	Coil	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35398.1	IPR037804	NA	Coil	SSF52266	GO:0000124;GO:0016788	PF13472;PF08313	PTHR15117:SF11;PTHR15117	mobidb-lite	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SignalP-noTM	cd01823	NA	G3DSA:3.40.50.1110	NA	NA	PS51505	NA	NA	NA	NA	NA
PTB42572.1	IPR008427	NA	NA	NA	NA	PF05730	PTHR33048;PTHR33048:SF63	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	TMhelix	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42554.1	IPR021840	NA	NA	NA	NA	PF11915	PTHR37544:SF2;PTHR37544	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB40064.1	NA	NA	NA	NA	NA	NA	PTHR39608;PTHR39608:SF2	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39723.1	IPR014729	PS00178	NA	SSF52374;SSF47323;SSF55190	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004814;GO:0006420;GO:0005737	PF00750;PF05746;PF03485	PTHR11956;PTHR11956:SF1	NA	NA	NA	NA	NA	NA	cd00671;cd07956	NA	G3DSA:3.40.50.620;G3DSA:1.10.730.10;G3DSA:3.30.1360.70	PR01038	KEGG: 00970+6.1.1.19	NA	NA	SM01016;SM00836	NA	TIGR00456	NA
PTB35831.1	IPR011657	NA	NA	NA	GO:0005337;GO:0016020;GO:1901642	PF07662;PF01773	PTHR10590;PTHR10590:SF4	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-83936	NA	NA	NA	NA	NA	NA
PTB40934.1	IPR036803	PS00533	NA	SSF54782;SSF53850	GO:0004418;GO:0033014;GO:0018160	PF01379;PF03900	PTHR11557;PTHR11557:SF0	NA	NA	NA	NA	NA	NA	cd13645	NA	G3DSA:3.30.160.40;G3DSA:3.40.190.10	PR00151	KEGG: 00860+2.5.1.61|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451	NA	NA	NA	PIRSF001438	TIGR00212	NA
PTB46316.1	IPR005707	PS00963	NA	SSF52313	GO:0003735;GO:0006412;GO:0015935;GO:0005840;GO:0005622	PF16122;PF00318	PTHR11489:SF9;PTHR11489	mobidb-lite	NA	NA	NA	NA	NA	cd01425	MF_03015	G3DSA:3.40.50.10490	PR00395	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	TIGR01012	NA
PTB35904.1	IPR036188	NA	NA	SSF54373;SSF51905;SSF52833	GO:0071949	PF07976;PF01494	PTHR43004;PTHR43004:SF10	NA	NA	NA	NA	NA	NA	cd02979	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.50;G3DSA:3.40.30.20	PR00420	NA	NA	NA	NA	NA	NA	NA
PTB44000.1	IPR029044	NA	NA	SSF53448	GO:0009058;GO:0016779	PF00483;PF00132	PTHR22572:SF136;PTHR22572	NA	NA	NA	NA	NA	NA	cd06425;cd05824	NA	G3DSA:2.160.10.10;G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB39291.1	IPR013087	PS00028	NA	SSF57667;SSF52540	GO:0003676;GO:0032126;GO:0070941	NA	PTHR10039:SF9;PTHR10039	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.160.60;G3DSA:3.40.50.300	NA	NA	PS50157	NA	SM00355	NA	NA	NA
PTB36202.1	IPR036736	PS00455;PS00012	NA	SSF47336;SSF56801;SSF51735	GO:0003824	PF00501;PF00550;PF07993	PTHR43201:SF3;PTHR43201	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.1200.10;G3DSA:3.40.50.720;G3DSA:3.40.50.12780	NA	Reactome: R-HSA-8848584	PS50075	NA	NA	NA	NA	NA
PTB41165.1	IPR005139	PS00745	Coil	SSF103473;SSF75620	GO:0006415;GO:0003747;GO:0016021;GO:0055085	PF03462;PF07690;PF00472	PTHR11360;PTHR11360:SF130	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd06174	NA	G3DSA:1.20.1250.20;G3DSA:3.30.160.20;G3DSA:3.30.70.1660	NA	NA	NA	NA	SM00937	NA	NA	NA
PTB43345.1	IPR008972	PS00080;PS00079	NA	SSF49503	GO:0005507;GO:0055114;GO:0016491	PF07732;PF00394;PF07731	PTHR11709:SF148;PTHR11709	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN	TMhelix	SignalP-TM	SignalP-noTM	SignalP-noTM	cd13851;cd13877;cd13899	NA	G3DSA:2.60.40.420	NA	NA	NA	NA	NA	NA	NA	NA
PTB39775.1	IPR017849	NA	NA	SSF53649	GO:0003824;GO:0006506;GO:0016021;GO:0051377;GO:0005789;GO:0016740;GO:0008484	PF04987;PF00884	PTHR12250	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	cd16020	NA	G3DSA:3.40.720.10	NA	Reactome: R-HSA-162710	NA	NA	NA	NA	NA	NA
PTB38466.1	IPR036259	NA	NA	SSF103473	GO:0016020;GO:0022857;GO:0055085	PF00854	PTHR11654:SF189;PTHR11654	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.1250.20	NA	Reactome: R-HSA-427975	NA	NA	NA	NA	NA	NA
PTB36622.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36638.1	IPR006598	NA	Coil	NA	NA	PF05686	PTHR12203;PTHR12203:SF57	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM00672	NA	NA	NA
PTB35184.1	IPR007345	NA	NA	NA	NA	PF04230	NA	mobidb-lite	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36095.1	IPR035398	NA	NA	SSF48208	GO:0003824	PF17390	PTHR34987;PTHR34987:SF3	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	G3DSA:1.50.10.10;G3DSA:2.60.420.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB39410.1	IPR027409	PS00750;PS00995	NA	SSF52029;SSF48592;SSF54849	GO:0005524;GO:0006457;GO:0051082	PF00118	PTHR11353:SF177;PTHR11353	NA	NA	NA	NA	NA	NA	cd03335	NA	G3DSA:3.50.7.10;G3DSA:3.30.260.10;G3DSA:1.10.560.10	PR00304	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-5620922|Reactome: R-HSA-6814122|Reactome: R-HSA-8950505	NA	NA	NA	NA	TIGR02340	NA
PTB41679.1	IPR017946	NA	NA	SSF51695	GO:0006629;GO:0008081	NA	PTHR13593;PTHR13593:SF43	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	TMhelix	SignalP-TM	SignalP-noTM	SignalP-noTM	cd08586	NA	G3DSA:3.20.20.190	NA	NA	PS50007	NA	SM00148	NA	NA	NA
PTB34691.1	IPR008906	NA	NA	SSF53098	GO:0046983	PF05699	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38162.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44257.1	IPR003719	NA	NA	SSF54506	GO:0003824;GO:0009058	PF02567	PTHR13774;PTHR13774:SF23	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.10.310.10	NA	NA	NA	NA	NA	PIRSF016184	TIGR00654	NA
PTB37035.1	IPR003107	NA	NA	SSF48452	GO:0006396;GO:0005515	NA	PTHR17204;PTHR17204:SF5	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.10	NA	NA	NA	NA	SM00386	NA	NA	NA
