Gene	Phobius	interpro	SUPERFAMILY	PANTHER	GO	Pfam	ProSiteProfiles	CDD	TMHMM	Coils	MobiDBLite	PATHWAY	ProSitePatterns	SMART	Gene3D	PIRSF	PRINTS	TIGRFAM	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Hamap	SFLD	ProDom
EGR51264.1	NA	IPR037218	SSF140984	PTHR10012;PTHR10012:SF5	GO:0019211	PF03095	NA	cd04087	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:1.20.120.1150	PIRSF016325	NA	NA	NA	NA	NA	NA	NA	NA
EGR46876.1	NA	IPR027410	SSF54849;SSF48592;SSF52029	PTHR11353;PTHR11353:SF178	GO:0005524;GO:0006457;GO:0051082	PF00118	NA	cd03339	NA	NA	NA	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	PS00995;PS00750;PS00751	NA	G3DSA:3.50.7.10;G3DSA:1.10.560.10;G3DSA:3.30.260.10	NA	PR00304	TIGR02343	NA	NA	NA	NA	NA	NA
EGR48831.1	NA	IPR013272	NA	PTHR13275	GO:0005634;GO:0006338;GO:0006355;GO:0043486	PF05764;PF08265	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-3214847	NA	SM00993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50545.1	NA	IPR014001	SSF52540	PTHR18934;PTHR18934:SF118	GO:0004386	PF04408;PF07717;PF00271	PS51192;PS51194	cd00046;cd00079	NA	NA	mobidb-lite	NA	PS00690	SM00487;SM00490;SM00847	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
EGR44878.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR036259	SSF103473	PTHR23500;PTHR23500:SF68	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PF00083	PS50850	cd06174	TMhelix	NA	NA	Reactome: R-HSA-189200	NA	NA	G3DSA:1.20.1250.20	NA	PR00171	TIGR00879	NA	NA	NA	NA	NA	NA
EGR44904.1	NA	IPR002083	SSF49599;SSF54001	PTHR24006;PTHR24006:SF644	GO:0005515;GO:0006511;GO:0036459;GO:0016579	PF14533;PF00443;PF00917;PF12436	PS50144;PS50235	cd02659;cd03775	NA	Coil	NA	Reactome: R-HSA-5689880	PS00972;PS00973	SM00061	G3DSA:2.60.210.10;G3DSA:3.10.20.90;G3DSA:3.90.70.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51979.1	NA	IPR029006	SSF55753	PTHR11249:SF2;PTHR11249	GO:0003779;GO:0005622;GO:0034316;GO:0071933	PF00241	PS51263	cd11283	NA	NA	NA	NA	NA	SM00102	G3DSA:3.40.20.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52877.1	NA	IPR013216	SSF53335	PTHR13069;PTHR13069:SF21	GO:0008168;GO:0002098;GO:0016300	PF08241	NA	cd02440	NA	NA	NA	Reactome: R-HSA-6782315	NA	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49598.1	NA	IPR035994	SSF53167	PTHR21234:SF16;PTHR21234	GO:0003824;GO:0009116	PF01048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44083.1	NA	IPR013087	SSF57850	PTHR11685	GO:0003676;GO:0004842;GO:0016567	PF01485	PS50089	NA	NA	NA	NA	NA	PS00028	NA	G3DSA:1.20.120.1750;G3DSA:3.30.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47325.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45770.1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	IPR013599	NA	PTHR12560;PTHR12560:SF0	GO:0016021	PF08390;PF03798	PS50922	NA	TMhelix	NA	NA	Reactome: R-HSA-1660661	NA	SM00724	NA	PIRSF005225	NA	NA	NA	NA	NA	NA	NA	NA
EGR46134.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44645.1	NA	IPR036188	SSF51905;SSF54373	PTHR43004:SF7;PTHR43004	GO:0071949	PF01494	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.9.50;G3DSA:3.40.30.120;G3DSA:3.50.50.60	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
EGR48300.1	NA	IPR029062	SSF52317	PTHR43130;PTHR43130:SF1		PF01965	NA	cd03139	NA	NA	NA	Reactome: R-HSA-3899300	NA	NA	G3DSA:3.40.50.880	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50563.1	NA	IPR002891	SSF52540	PTHR11055;PTHR11055:SF1	GO:0000103;GO:0004020;GO:0005524	PF01583	NA	cd02027	NA	NA	NA	KEGG: 00230+2.7.1.25|KEGG: 00920+2.7.1.25|MetaCyc: PWY-5340|Reactome: R-HSA-174362|Reactome: R-HSA-2408550	NA	NA	G3DSA:3.40.50.300	NA	NA	TIGR00455	NA	NA	NA	MF_00065	NA	NA
EGR51844.1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	IPR000504	SSF54928	PTHR10501:SF27;PTHR10501	GO:0003676	PF00076	PS50102	cd12247	NA	Coil	mobidb-lite	NA	NA	SM00360	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44553.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR038271	NA	PTHR31806:SF7;PTHR31806	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0016021	PF02133	NA	NA	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.10.4160.10	PIRSF002744	NA	NA	NA	NA	NA	NA	NA	NA
EGR46381.1	NA	IPR029015	SSF55021;SSF52283;SSF51735	PTHR10996:SF165;PTHR10996	GO:0004617;GO:0006564;GO:0051287;GO:0055114;GO:0016616	PF02826;PF00389	NA	cd12176	NA	NA	NA	KEGG: 00260+1.1.1.95|KEGG: 00680+1.1.1.95|MetaCyc: PWY-8010	PS00670;PS00065;PS00671	NA	G3DSA:3.30.70.260;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47799.1	NA	IPR036770	SSF48403	PTHR44482	GO:0005515	PF12796	PS50297;PS50088	cd00204	NA	NA	NA	NA	NA	SM00248	G3DSA:1.25.40.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45964.1	NA	IPR025762	SSF64153	PTHR13612		PF03853;PF09532	PS51512;PS51385	NA	NA	Coil	mobidb-lite	MetaCyc: PWY-6938	NA	SM01199	G3DSA:3.40.50.10260	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44606.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR026841	NA	PTHR31310:SF7;PTHR31310	NA	PF14378	NA	cd03386	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50011.1	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	IPR003616	SSF82199	PTHR22884;PTHR22884:SF482	GO:0005515;GO:0005634;GO:0018024	PF17907;PF00856	PS50868;PS51215;PS50280	NA	NA	NA	mobidb-lite	KEGG: 00310+2.1.1.43|Reactome: R-HSA-3214841	NA	SM00508;SM00317	G3DSA:2.170.270.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44951.1	NA	IPR017938	SSF63380;SSF56524;SSF81296;SSF52343;SSF55856	PTHR19370:SF173;PTHR19370	GO:0042128;GO:0016491;GO:0055114;GO:0030151;GO:0020037;GO:0043546	PF03404;PF00175;PF00174;PF00970;PF00173	PS51384;PS50255	cd06183	NA	NA	mobidb-lite	Reactome: R-HSA-1614517	PS00191;PS00559	SM01117	G3DSA:3.90.420.10;G3DSA:3.10.120.10;G3DSA:3.40.50.80;G3DSA:2.40.30.10;G3DSA:2.60.40.650	NA	PR00363;PR00371;PR00407;PR00406	NA	NA	NA	NA	NA	NA	NA
EGR48754.1	NA	IPR029067	SSF54585;SSF52540;SSF50692	PTHR23078:SF3;PTHR23078	GO:0005524;GO:0016887;GO:0035494	PF17862;PF02933;PF00004	NA	cd00009	NA	NA	mobidb-lite	Reactome: R-HSA-204005|Reactome: R-HSA-416993|Reactome: R-HSA-6807878|Reactome: R-HSA-6811434|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	PS00674	SM01072;SM00382	G3DSA:3.40.50.300;G3DSA:2.40.40.20;G3DSA:1.10.8.60;G3DSA:3.10.330.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49473.1	NA	IPR001138	SSF57701	PTHR45582	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF04082;PF00172	PS50048	cd00067;cd12148	NA	Coil	NA	NA	PS00463	SM00906;SM00066	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49398.1	NA	IPR020801	SSF53335;SSF51735;SSF52151;SSF53901;SSF50129;SSF47336;SSF55048	PTHR43775:SF7;PTHR43775	GO:0016491;GO:0003824;GO:0016740;GO:0031177;GO:0055114	PF00550;PF08659;PF00698;PF14765;PF00107;PF00109;PF02801;PF16197;PF08242	PS50075	cd00833;cd05195;cd02440	NA	NA	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	PS00012;PS00606	SM00827;SM00829;SM00826;SM00822;SM00823;SM00825	G3DSA:3.90.180.10;G3DSA:3.10.129.110;G3DSA:3.40.47.10;G3DSA:3.40.50.150;G3DSA:3.40.50.720;G3DSA:3.40.366.10;G3DSA:1.10.1200.10;G3DSA:3.30.70.3290	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46622.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	SSF81995	PTHR15371;PTHR15371:SF0	NA	PF02466	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48660.1	NA	IPR018102	SSF53137	PTHR11759:SF11;PTHR11759	GO:0003735;GO:0005840;GO:0006412	PF00411	NA	NA	NA	NA	mobidb-lite	NA	PS00054	NA	G3DSA:3.30.420.80	PIRSF002131	NA	NA	NA	NA	NA	MF_01310	NA	NA
EGR52458.1	NA	IPR002769	SSF55909	PTHR10784	GO:0042256;GO:0043022	PF01912	NA	cd00527	NA	NA	NA	NA	NA	SM00654	G3DSA:3.75.10.10	PIRSF006413	NA	TIGR00323	NA	NA	NA	MF_00032	NA	NA
EGR50536.1	NA	IPR006955	SSF48371	PTHR10013	GO:0005737;GO:0006886;GO:0008565;GO:0016020;GO:0000139;GO:0048280	PF04871;PF04869	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-162658|Reactome: R-HSA-204005|Reactome: R-HSA-6807878	NA	NA	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46290.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR001138	SSF57701	PTHR19444;PTHR19444:SF21	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	PS50048	cd00067;cd12148	NA	NA	mobidb-lite	NA	PS00463	SM00066;SM00906	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45678.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR007568	NA	PTHR31465;PTHR31465:SF15	GO:0016021	PF04479	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46814.1	NA	IPR028258	NA	PTHR16092;PTHR16092:SF14	GO:0000145;GO:0006887	PF15277;PF09763	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	NA	SM01313	G3DSA:2.30.29.90	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50598.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	PTHR40629	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45724.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR52977.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR007568	NA	PTHR31465;PTHR31465:SF1	GO:0016021	PF04479	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50626.1	NA	IPR004910	NA	PTHR13848;PTHR13848:SF37	NA	PF03226	PS51792	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45295.1	NA	IPR004007	SSF82549;SSF101473	PTHR28629:SF10;PTHR28629	GO:0004371;GO:0006071;GO:0005524	PF02734;PF02733	PS51480;PS51481	NA	NA	NA	NA	Reactome: R-HSA-168928|Reactome: R-HSA-70350	NA	SM01120	G3DSA:3.40.50.10440;G3DSA:1.25.40.340;G3DSA:3.30.1180.20	NA	NA	TIGR02361	NA	NA	NA	NA	NA	NA
EGR45554.1	NA	IPR007074	NA	PTHR15407;PTHR15407:SF32	NA	PF04991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47691.1	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	PTHR39599;PTHR39599:SF2	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR48072.1	NA	IPR008806	NA	PTHR12949	GO:0003677;GO:0003899;GO:0006351;GO:0003697;GO:0005666	PF05645;PF08221	NA	NA	NA	NA	mobidb-lite	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	G3DSA:1.10.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45430.1	NA	IPR009686	NA	PTHR21068;PTHR21068:SF20	NA	PF06911	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46252.1	NA	IPR008220	SSF53474	PTHR42886:SF6;PTHR42886	GO:0009058;GO:0016747	PF00561	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	PIRSF000443	NA	TIGR01392	SignalP-TM	NA	NA	MF_00296	NA	NA
EGR45043.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR020846	SSF103473	PTHR23512;PTHR23512:SF8	GO:0016021;GO:0055085	PF07690	PS50850	cd06174	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50195.1	TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49181.1	NA	IPR010318	SSF53067;SSF160991	PTHR11365;PTHR11365:SF10	GO:0016787	PF06032;PF05378;PF01968	NA	NA	NA	NA	mobidb-lite	Reactome: R-HSA-174403|Reactome: R-HSA-5578998	NA	NA	G3DSA:3.40.1610.10;G3DSA:3.30.420.40	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45727.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR004688	NA	PTHR31611	GO:0015099;GO:0016021;GO:0035444;GO:0046872	PF03824	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46562.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR007369	NA	PTHR12174:SF23;PTHR12174	GO:0004190;GO:0016021	PF04258	NA	NA	TMhelix	Coil	mobidb-lite	NA	NA	SM00730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46426.1	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	PTHR13166:SF29;PTHR13166	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	G3DSA:2.40.240.110	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
EGR52814.1	SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	PTHR39460	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45688.1	NA	NA	NA	PTHR35186	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
EGR51091.1	NA	IPR019190	NA	PTHR14464	GO:0045145	PF09810	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45198.1	NA	IPR021487	NA	PTHR40630	NA	PF11338	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51903.1	NA	IPR007823	SSF53335	PTHR12787	GO:0005730;GO:0008168	PF05148	NA	cd02440	NA	NA	mobidb-lite	Reactome: R-HSA-427359	NA	NA	G3DSA:1.10.10.2150	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52005.1	NA	IPR001312	SSF53067	PTHR19443:SF29;PTHR19443	GO:0001678;GO:0004396;GO:0005524;GO:0005536;GO:0005975;GO:0016773	PF00349;PF03727	PS51748	cd00012	NA	NA	NA	KEGG: 00010+2.7.1.1|KEGG: 00051+2.7.1.1|KEGG: 00052+2.7.1.1|KEGG: 00500+2.7.1.1|KEGG: 00520+2.7.1.1|KEGG: 00521+2.7.1.1|KEGG: 00524+2.7.1.1|Reactome: R-HSA-70171	NA	NA	G3DSA:3.40.367.20;G3DSA:3.30.420.40	NA	PR00475	NA	NA	NA	NA	NA	NA	NA
EGR47622.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	IPR036910	SSF47095	PTHR13711:SF49;PTHR13711	NA	PF09011	PS50118	cd01390	NA	NA	mobidb-lite	NA	NA	SM00398	G3DSA:1.10.30.10	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
EGR46682.1	NA	IPR001192	SSF51695	PTHR10336;PTHR10336:SF82	GO:0035556;GO:0006629;GO:0008081;GO:0004435;GO:0007165	PF00387;PF00388	PS50008;PS50007	cd00275;cd08598	NA	NA	mobidb-lite	KEGG: 00562+3.1.4.11|KEGG: 04070+3.1.4.11|MetaCyc: PWY-6351|MetaCyc: PWY-6367|MetaCyc: PWY-7039|Reactome: R-HSA-1855204	NA	SM00148;SM00149	G3DSA:2.60.40.150;G3DSA:3.20.20.190	NA	PR00390	NA	NA	NA	NA	NA	NA	NA
EGR47947.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR018966	NA	PTHR10783;PTHR10783:SF45	NA	PF09359;PF02656;PF03105	PS51382	cd14480	TMhelix	Coil	mobidb-lite	NA	NA	NA	G3DSA:2.40.320.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44957.1	NA	IPR014729	SSF47323;SSF52374;SSF50677	PTHR43740:SF2;PTHR43740	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004823;GO:0006429;GO:0002161	PF08264;PF00133;PF13603;PF09334	NA	cd00812	NA	NA	NA	KEGG: 00970+6.1.1.4|Reactome: R-HSA-379726	PS00178	NA	G3DSA:3.40.50.620;G3DSA:1.10.730.10;G3DSA:3.10.330.110;G3DSA:3.90.740.10	NA	PR00985	TIGR00396	NA	NA	NA	MF_00049_B	NA	NA
EGR44589.1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	IPR036866	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.60.15.10	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR50260.1	NA	IPR001849	SSF50729;SSF47769	PTHR12844;PTHR12844:SF27	GO:0005515	PF07647	PS50003;PS50105	cd09535	NA	NA	mobidb-lite	NA	NA	SM00454;SM00233	G3DSA:1.10.150.50	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49291.1	NA	IPR006073	SSF52540;SSF81271	PTHR43127;PTHR43127:SF2	GO:0005525	PF01926;PF16897;PF02824	PS51710	cd01666;cd01896	NA	Coil	NA	KEGG: 00970+6.1.1.3	PS00905	NA	G3DSA:3.10.20.30;G3DSA:3.40.50.300	NA	PR00326	TIGR00231	NA	NA	NA	NA	NA	NA
EGR50751.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47854.1	NA	IPR031327	SSF52540;SSF50249	PTHR11630;PTHR11630:SF42	GO:0003677;GO:0005524;GO:0006270;GO:0006260;GO:0003688;GO:0005634;GO:0042555	PF00493;PF14551;PF17207;PF17855	PS50051	cd00009	NA	NA	NA	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962|Reactome: R-HSA-69052	PS00847	SM00350	G3DSA:3.30.1640.10;G3DSA:3.40.50.300;G3DSA:2.20.28.10;G3DSA:2.40.50.140	NA	PR01657;PR01661	NA	NA	NA	NA	NA	NA	NA
EGR48671.1	NA	IPR000555	SSF53098	PTHR11140	GO:0005515;GO:0003723;GO:0030623;GO:0000398;GO:0005681;GO:0017070	PF10598;PF10597;PF12134;PF08083;PF10596;PF08082;PF08084	PS50249	cd08056;cd13838	NA	NA	mobidb-lite	Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	SM00232	G3DSA:1.20.80.40;G3DSA:1.20.58.1750;G3DSA:3.30.420.230;G3DSA:3.90.1570.40;G3DSA:3.40.140.10	NA	NA	NA	NA	NA	NA	NA	NA	PD149576
EGR48618.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR022057	NA	PTHR35329:SF1;PTHR35329	NA	PF12271	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49251.1	NA	IPR036890	SSF55874;SSF55785;SSF55781;SSF47384;SSF52172	PTHR43065;PTHR43065:SF10	GO:0006355;GO:0009584;GO:0018298;GO:0000160;GO:0000155;GO:0007165;GO:0005515	PF00360;PF02518;PF00072;PF00512;PF08446;PF01590	PS50109;PS50110;PS50046	cd00156;cd00075;cd00082	NA	NA	mobidb-lite	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	NA	SM00448;SM00387;SM00388	G3DSA:3.30.450.270;G3DSA:3.30.450.20;G3DSA:1.10.287.130;G3DSA:3.30.450.40;G3DSA:3.30.565.10;G3DSA:3.40.50.2300	NA	PR01033	NA	NA	NA	NA	NA	NA	NA
EGR51359.1	NA	IPR003613	SSF57850;SSF48452	PTHR44284	GO:0004842;GO:0016567;GO:0005515	PF04564	PS51698;PS50293	NA	NA	Coil	NA	MetaCyc: PWY-7511	NA	SM00504;SM00028	G3DSA:3.30.40.10;G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46504.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR001977	SSF52540	PTHR10695;PTHR10695:SF35	GO:0004140;GO:0005524;GO:0015937	PF01121	PS51219	cd02022	TMhelix	NA	NA	KEGG: 00770+2.7.1.24|MetaCyc: PWY-7851	NA	NA	G3DSA:3.40.50.300	NA	NA	TIGR00152	NA	NA	NA	MF_00376	NA	NA
EGR50799.1	NA	IPR013087	SSF57667	PTHR14003	GO:0003676	NA	PS50157	NA	NA	NA	mobidb-lite	NA	PS00028	SM00355	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52624.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR036259	SSF103473	PTHR42718:SF1;PTHR42718	GO:0016021;GO:0055085	PF07690	PS50850	cd06174	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45999.1	NA	IPR013087	NA	NA	GO:0003676	NA	NA	NA	NA	NA	mobidb-lite	NA	PS00028	SM00355	G3DSA:3.30.160.60	NA	PR01217	NA	NA	NA	NA	NA	NA	NA
EGR46081.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR036412	SSF56784;SSF81665;SSF81653;SSF55008	PTHR43520	GO:0030001;GO:0046872;GO:0016021;GO:0000166;GO:0006812;GO:0019829	PF00702;PF00122	PS50846	cd00371	TMhelix	NA	NA	Reactome: R-HSA-936837	PS00154	NA	G3DSA:3.30.70.100;G3DSA:3.40.1110.10;G3DSA:3.40.50.1000;G3DSA:2.70.150.20	NA	PR00119;PR00120	TIGR01511;TIGR01494;TIGR01525	NA	NA	NA	NA	SFLDF00027;SFLDG00002	NA
