Gene	Phobius	PRINTS	interpro	GO	ProSiteProfiles	PANTHER	TMHMM	SFLD	Gene3D	PATHWAY	TIGRFAM	CDD	SUPERFAMILY	ProSitePatterns	Pfam	MobiDBLite	SMART	Coils	PIRSF	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	Hamap	ProDom
EHK42041.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	IPR036259	GO:0016021;GO:0022857;GO:0055085	PS50850	PTHR23508;PTHR23508:SF9	TMhelix	NA	G3DSA:1.20.1250.20	NA	NA	cd06174	SSF103473	NA	PF00083	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK46390.1	SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE	NA	IPR003959	GO:0005524;GO:0004222;GO:0016020;GO:0006508	NA	PTHR23076	TMhelix	NA	G3DSA:3.40.50.300;G3DSA:1.20.58.760;G3DSA:1.10.8.60	Reactome: R-HSA-8949664	TIGR01241	cd00009	SSF52540;SSF140990	PS00674	PF00004;PF17862;PF01434	mobidb-lite	SM00382	NA	NA	NA	NA	NA	MF_01458	NA
EHK39721.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	IPR004835	GO:0016758;GO:0004100;GO:0006031	NA	PTHR22914;PTHR22914:SF11	TMhelix	NA	NA	KEGG: 00520+2.4.1.16|MetaCyc: PWY-6981	NA	cd04190	SSF53448	NA	PF01644;PF08407	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	PD002998
EHK50696.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	PTHR36089	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	PD039572
EHK41776.1	NA	NA	IPR036770	GO:0005515	PS50088;PS50297	PTHR24124	NA	NA	G3DSA:1.25.40.20	NA	NA	cd00204	SSF48403	NA	PF12796	NA	SM00248	NA	NA	NA	NA	NA	NA	NA
EHK43047.1	NA	NA	IPR001253	GO:0003743;GO:0006413;GO:0003723	PS50832	PTHR21668	NA	NA	G3DSA:2.40.50.140	NA	TIGR00523	cd05793	SSF50249	NA	PF01176	mobidb-lite	SM00652	NA	NA	NA	NA	NA	MF_00216	PD005579
EHK40400.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK43188.1	NA	NA	IPR011186	GO:0006298;GO:0032300;GO:0005524;GO:0030983;GO:0016887	NA	PTHR10073:SF40;PTHR10073	NA	NA	G3DSA:3.30.565.10;G3DSA:3.30.230.10	Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5545483|Reactome: R-HSA-5632987|Reactome: R-HSA-6796648|Reactome: R-HSA-912446	TIGR00585	cd00075;cd03483	SSF54211;SSF55874	PS00058	PF01119;PF13589;PF16413	mobidb-lite	SM01340	Coil	NA	NA	NA	NA	NA	NA
EHK47780.1	NA	NA	IPR038765		PS50802	PTHR12931:SF15;PTHR12931	NA	NA	G3DSA:1.20.1300.20;G3DSA:3.30.200.60	Reactome: R-HSA-5689896	NA	NA	SSF54001	NA	PF10275	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK39650.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	IPR004813	GO:0055085	NA	PTHR22601:SF16;PTHR22601	TMhelix	NA	NA	NA	TIGR00728;TIGR00727	NA	NA	NA	PF03169	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK44914.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PR00463;PR00385	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	PTHR24305;PTHR24305:SF110	TMhelix	NA	G3DSA:1.10.630.10	NA	NA	NA	SSF48264	PS00086	PF00067	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48155.1	NA	NA	IPR001611	GO:0005515;GO:0005096	NA	PTHR24113	NA	NA	G3DSA:3.80.10.10	Reactome: R-HSA-141444|Reactome: R-HSA-165054|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-4615885|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	cd00116	SSF52047	NA	PF13516	mobidb-lite	SM00368	Coil	NA	NA	NA	NA	NA	NA
EHK42358.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA
EHK50670.1	NA	NA	IPR011564	GO:0000723;GO:0000784;GO:0003677	NA	NA	NA	NA	G3DSA:2.40.50.140	Reactome: R-HSA-1221632|Reactome: R-HSA-171306|Reactome: R-HSA-2559586	NA	cd04497	SSF50249	NA	PF02765	mobidb-lite	SM00976	Coil	NA	NA	NA	NA	NA	NA
EHK44602.1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	IPR000757	GO:0004553;GO:0005975	PS51762	PTHR10963;PTHR10963:SF27	NA	NA	G3DSA:2.60.120.200	NA	NA	NA	SSF49899	NA	PF00722	mobidb-lite	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA
EHK47752.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021;GO:0005215	PS50850	PTHR23500:SF7;PTHR23500	TMhelix	NA	G3DSA:1.20.1250.20	Reactome: R-HSA-189200	TIGR00879	cd06174	SSF103473	PS00217	PF00083	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47774.1	NA	NA	IPR006254	GO:0004451;GO:0019752;GO:0003824	NA	PTHR21631:SF13;PTHR21631	NA	NA	G3DSA:3.20.20.60;G3DSA:1.10.10.850	KEGG: 00630+4.1.3.1|MetaCyc: PWY-6969	TIGR01346	cd00377	SSF51621	PS00161	PF00463	mobidb-lite	NA	NA	PIRSF001362	NA	NA	NA	NA	NA
EHK40597.1	NA	NA	IPR022669	GO:0003735;GO:0005840;GO:0006412;GO:0003723;GO:0015934;GO:0016740	NA	PTHR13691;PTHR13691:SF5	NA	NA	G3DSA:2.40.50.140;G3DSA:4.10.950.10;G3DSA:2.30.30.30	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	TIGR01171	NA	SSF50104;SSF50249	PS00467	PF00181;PF03947	mobidb-lite	SM01382;SM01383	NA	PIRSF002158	NA	NA	NA	NA	NA
EHK40664.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PR00121;PR00119	IPR001757	GO:0016021;GO:0005388;GO:0005524;GO:0005783;GO:0033017;GO:0070588;GO:0006816;GO:0000166	NA	PTHR42861:SF18;PTHR42861	TMhelix	SFLDF00027;SFLDG00002	G3DSA:1.20.1110.10;G3DSA:3.40.50.1000;G3DSA:2.70.150.10;G3DSA:3.40.1110.10	Reactome: R-HSA-936837	TIGR01494;TIGR01116	cd02083	SSF56784;SSF81653;SSF81660;SSF81665	PS00154	PF00702;PF00122;PF00690;PF00689	NA	SM00831	NA	NA	NA	NA	NA	NA	NA
EHK46324.1	NA	NA	IPR001313	GO:0003723	PS50302;PS50303	PTHR12537:SF13;PTHR12537	NA	NA	G3DSA:1.25.10.10	NA	NA	cd07920	SSF48371	NA	PF00806	mobidb-lite	SM00025	NA	NA	NA	NA	NA	NA	NA
EHK46350.1	NA	NA	IPR016435	GO:0017183	NA	PTHR10762:SF1;PTHR10762	NA	SFLDS00032	G3DSA:3.40.50.11850;G3DSA:3.40.50.11860;G3DSA:3.40.50.11840	MetaCyc: PWY-6482|MetaCyc: PWY-7546|Reactome: R-HSA-5358493	TIGR00322	NA	NA	NA	PF01866	mobidb-lite	NA	NA	PIRSF004967	NA	NA	NA	NA	NA
EHK40784.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR006593	NA	PS50939	PTHR15422:SF24;PTHR15422	TMhelix	NA	G3DSA:1.20.120.1770	NA	NA	cd08761	NA	NA	PF03188	mobidb-lite	SM00665	NA	NA	NA	NA	NA	NA	NA
EHK44574.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR020846	GO:0016021;GO:0055085	PS50850	PTHR43791	TMhelix	NA	G3DSA:1.20.1250.20	NA	NA	cd06174	SSF103473	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK51101.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PR00171	IPR036259	GO:0016021;GO:0022857;GO:0055085;GO:0016020;GO:0005215	PS50850	PTHR23500:SF50;PTHR23500	TMhelix	NA	G3DSA:1.20.1250.20	Reactome: R-HSA-189200	TIGR00879	cd06174	SSF103473	PS00216	PF00083	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK40860.1	NA	PR00625	IPR002939	GO:0031072;GO:0051082;GO:0005524;GO:0006457;GO:0009408	PS51188;PS50076	PTHR43888	NA	NA	G3DSA:2.10.230.10;G3DSA:1.10.287.110;G3DSA:2.60.260.20	NA	NA	cd10719;cd10747;cd06257	SSF49493;SSF57938;SSF46565	PS00636	PF01556;PF00226;PF00684	mobidb-lite	SM00271	NA	NA	NA	NA	NA	MF_01152	NA
EHK46906.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK39472.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR011008	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	SSF54909	NA	PF13826	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK44043.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR026749	NA	NA	PTHR12459;PTHR12459:SF5	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK45477.1	NA	NA	IPR016185	GO:0004637;GO:0009113;GO:0004641;GO:0006189;GO:0005524;GO:0046872	PS50975	PTHR10520	NA	NA	G3DSA:3.90.650.10;G3DSA:3.30.1490.20;G3DSA:3.40.50.20;G3DSA:3.90.600.10;G3DSA:3.30.1330.10;G3DSA:3.30.470.20	KEGG: 00230+6.3.4.13|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817	TIGR00877;TIGR00878	cd02196	SSF52440;SSF55326;SSF56059;SSF56042;SSF51246	PS00184	PF01071;PF02769;PF02843;PF00586;PF02844	NA	SM01210;SM01209	NA	NA	NA	NA	NA	MF_00741;MF_00138	NA
EHK40708.1	NA	NA	IPR021622	NA	NA	PTHR21736:SF12;PTHR21736	NA	NA	NA	NA	NA	NA	NA	NA	PF11559	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK40259.1	NA	NA	IPR029001	GO:0047429	NA	PTHR43213;PTHR43213:SF5	NA	NA	G3DSA:3.90.950.10	NA	TIGR00172	cd00555	SSF52972	NA	PF02545	NA	NA	NA	PIRSF006305	NA	NA	NA	NA	NA
EHK41859.1	SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	IPR036259	GO:0016021;GO:0055085	PS50850	PTHR23501:SF60;PTHR23501	TMhelix	NA	NA	NA	NA	cd06174	SSF103473	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39511.1	NA	PR00008	IPR001452	GO:0005515;GO:0035556	PS50002;PS51741;PS50081	PTHR43990	NA	NA	G3DSA:2.30.30.40;G3DSA:1.20.1270.60;G3DSA:3.30.60.20	NA	NA	cd11912;cd00029	SSF50044;SSF103657;SSF57889	PS00479	PF14604;PF00611;PF00130;PF00018	mobidb-lite	SM00326;SM00055;SM00109	Coil	NA	NA	NA	NA	NA	NA
EHK44370.1	NA	NA	IPR013087	GO:0003676	PS50157	PTHR14596;PTHR14596:SF64	NA	NA	G3DSA:3.30.160.60	NA	NA	NA	SSF57667	PS00028	PF00096	mobidb-lite	SM00355	NA	NA	NA	NA	NA	NA	NA
EHK48646.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	PTHR41390	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK42970.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK50613.1	NA	NA	IPR014001	GO:0005515;GO:0004386;GO:0003676;GO:0005524	PS51192;PS50030;PS51194	PTHR18934;PTHR18934:SF145	NA	NA	G3DSA:3.40.50.300;G3DSA:3.10.110.10;G3DSA:1.20.120.1080;G3DSA:3.30.160.20	NA	NA	cd00046;cd00079	SSF46934;SSF54495;SSF54768;SSF52540	PS00690	PF07717;PF04408;PF00271;PF00270;PF05773	mobidb-lite	SM00487;SM00847;SM00490	Coil	NA	NA	NA	SignalP-TM	NA	NA
EHK47606.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR004856	GO:0005789;GO:0016758;GO:0005783;GO:0006488;GO:0042281	NA	PTHR12413;PTHR12413:SF1	TMhelix	NA	NA	Reactome: R-HSA-446193	NA	NA	NA	NA	PF03155	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK49537.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR007484	NA	NA	PTHR12147:SF6;PTHR12147	TMhelix	NA	NA	NA	NA	cd03875	SSF53187	NA	PF04389	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK46613.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR011701	GO:0016021;GO:0055085	PS50850	PTHR23502:SF38;PTHR23502	TMhelix	NA	G3DSA:1.20.1250.20	NA	NA	cd06174	SSF103473	NA	PF07690	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK47224.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PR01036	IPR020846	GO:0016021;GO:0055085	PS50850	PTHR23502;PTHR23502:SF51	TMhelix	NA	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	NA	NA	cd06174	SSF103473	NA	PF07690	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK46147.1	NA	NA	IPR036291	GO:0055114;GO:0008270;GO:0016491	NA	PTHR42683:SF18;PTHR42683	NA	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	Reactome: R-HSA-71384	NA	cd05283	SSF51735;SSF50129	PS00059;PS00065	PF00107;PF08240	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43276.1	NA	NA	IPR012541	GO:0003723;GO:0004004;GO:0005524;GO:0005634;GO:0003676	PS51195;PS51194;PS51192	PTHR24031:SF292;PTHR24031	NA	NA	G3DSA:3.40.50.300	NA	NA	cd00079;cd00268	SSF52540	PS00039	PF08147;PF00271;PF00270	mobidb-lite	SM00487;SM00490;SM01123	Coil	NA	NA	NA	NA	NA	PD024971
EHK41934.1	NA	NA	IPR018022	GO:0008033;GO:0005524;GO:0052381	NA	PTHR11088:SF25;PTHR11088	NA	NA	G3DSA:1.10.20.140;G3DSA:3.40.50.300	KEGG: 00908+2.5.1.75|MetaCyc: PWY-2781|Reactome: R-HSA-6782315|Reactome: R-HSA-6787450	TIGR00174	NA	SSF52540;SSF57667	NA	PF01715	NA	NA	Coil	PIRSF039110	NA	NA	NA	MF_00185	NA
EHK45681.1	NA	NA	IPR006941	GO:0004535;GO:0030014;GO:0003676	NA	PTHR10797:SF0;PTHR10797	NA	NA	G3DSA:3.30.420.10	Reactome: R-HSA-429947|Reactome: R-HSA-6804115	NA	NA	SSF53098	NA	PF04857	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK47866.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR036259	GO:0005381;GO:0016021;GO:0034755	NA	PTHR11660:SF57;PTHR11660	TMhelix	NA	G3DSA:1.20.1250.20	Reactome: R-HSA-425410|Reactome: R-HSA-5619049|Reactome: R-HSA-5655799|Reactome: R-HSA-917937	NA	NA	SSF103473	NA	PF06963	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK51063.1	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
EHK40861.1	NA	NA	IPR015943	GO:0005515;GO:0036265	PS50082;PS50294	PTHR16288	NA	NA	G3DSA:2.130.10.10	Reactome: R-HSA-6782315	NA	NA	SSF50978	NA	NA	mobidb-lite	SM00320	NA	NA	NA	NA	NA	MF_03056	NA
EHK45866.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR036259	NA	NA	PTHR11360:SF144;PTHR11360	TMhelix	NA	G3DSA:1.20.1250.20	NA	NA	NA	SSF103473	NA	PF11700	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48004.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PR00171	IPR005829	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	PS50850	PTHR23500:SF145;PTHR23500	TMhelix	NA	G3DSA:1.20.1250.20	Reactome: R-HSA-189200	NA	cd06174	SSF103473	PS00216	PF00083	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK40560.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	IPR001223	GO:0005975;GO:0008061	NA	PTHR11177;PTHR11177:SF182	NA	NA	G3DSA:3.10.50.10;G3DSA:3.20.20.80	NA	NA	NA	SSF51445	NA	PF00704	NA	SM00636	NA	NA	NA	SignalP-noTM	NA	NA	NA
EHK49397.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	IPR020846	GO:0016021;GO:0055085	PS50850	PTHR23502;PTHR23502:SF132	TMhelix	NA	G3DSA:1.20.1250.20	NA	NA	cd06174	SSF103473	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44608.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	IPR038964	GO:0019566;GO:0046556;GO:0031221;GO:0046373	NA	PTHR39447	NA	NA	G3DSA:2.60.120.200;G3DSA:2.80.10.50	KEGG: 00520+3.2.1.55	NA	NA	SSF110221;SSF49899	NA	PF09206;PF05270	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-TM	NA	NA
EHK40850.1	NA	NA	IPR014001	GO:0003743;GO:0004004;GO:0003676;GO:0005524	PS51192;PS51195;PS51194	PTHR24031:SF226;PTHR24031	NA	NA	G3DSA:3.40.50.300	Reactome: R-HSA-1169408|Reactome: R-HSA-156827|Reactome: R-HSA-429947|Reactome: R-HSA-72649|Reactome: R-HSA-72662|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	cd00079;cd00268	SSF52540	PS00039	PF00271;PF00270	NA	SM00487;SM00490	NA	NA	NA	NA	NA	NA	NA
EHK44308.1	NA	NA	IPR013087	GO:0003676	PS50157	PTHR44237;PTHR44237:SF3	NA	NA	G3DSA:3.30.160.60	NA	NA	NA	SSF57667	PS00028	PF00096	mobidb-lite	SM00355	NA	NA	NA	NA	NA	NA	NA
EHK47410.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR007369	GO:0004190;GO:0016021	NA	PTHR12174;PTHR12174:SF23	TMhelix	NA	NA	NA	NA	NA	NA	NA	PF04258	mobidb-lite	SM00730	Coil	NA	NA	NA	NA	NA	NA
EHK50428.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PTHR19444;PTHR19444:SF21	NA	NA	G3DSA:4.10.240.10	NA	NA	cd00067;cd12148	SSF57701	PS00463	PF00172;PF04082	mobidb-lite	SM00066	NA	NA	NA	NA	NA	NA	NA
EHK39413.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR020846	GO:0016021;GO:0055085	NA	PTHR11360:SF130;PTHR11360	TMhelix	NA	G3DSA:1.20.1250.20	NA	NA	cd06174	SSF103473	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48491.1	NA	NA	IPR000845	GO:0003824;GO:0009116	NA	PTHR21234:SF16;PTHR21234	NA	NA	NA	NA	NA	NA	SSF53167	NA	PF01048	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46723.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PR00120;PR00119	IPR008250	GO:0016021;GO:0000166;GO:0008553;GO:0120029	NA	PTHR42861;PTHR42861:SF26	TMhelix	SFLDF00027;SFLDG00002	G3DSA:3.40.1110.10;G3DSA:1.20.1110.10;G3DSA:2.60.120.1500;G3DSA:2.70.150.10	Reactome: R-HSA-936837	TIGR01494;TIGR01647	NA	SSF81653;SSF81665;SSF56784	PS00154	PF00702;PF00122;PF00690	mobidb-lite	SM00831	NA	NA	NA	NA	NA	NA	NA
EHK45901.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	IPR011701	GO:0016021;GO:0055085	PS50850	PTHR23502:SF47;PTHR23502	TMhelix	NA	G3DSA:1.20.1250.20	NA	NA	cd06174	SSF103473	NA	PF07690	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK42510.1	NA	NA	IPR003819	GO:0016491;GO:0055114	NA	PTHR43779;PTHR43779:SF2	NA	NA	G3DSA:3.60.130.10	Reactome: R-HSA-71262	NA	NA	SSF51197	NA	PF02668	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46532.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	SSF89372	NA	NA	mobidb-lite	NA	NA	NA	SignalP-noTM	NA	SignalP-TM	NA	NA
EHK39519.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK50998.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	PR00977	IPR038656	GO:0004190;GO:0006508	NA	PTHR37536	NA	NA	G3DSA:2.60.120.700	NA	NA	cd13426	SSF49899	NA	PF01828	mobidb-lite	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA
EHK50271.1	NA	PR00452	IPR036871	GO:0035091;GO:0005515;GO:0000902	PS50195;PS51745;PS50002	PTHR45397	NA	NA	G3DSA:3.30.1520.10;G3DSA:3.10.20.90;G3DSA:2.30.30.40	NA	NA	cd11879;cd06890;cd11878;cd05992	SSF64268;SSF50044;SSF54277	NA	PF00787;PF00018;PF00564	mobidb-lite	SM00666;SM00312;SM00326	NA	NA	NA	NA	NA	NA	NA
EHK41603.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	IPR007484	NA	NA	PTHR12147:SF38;PTHR12147	NA	NA	G3DSA:3.40.630.10;G3DSA:3.50.30.30	NA	NA	cd04816;cd03876	SSF52025;SSF53187	NA	PF04389;PF02225	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
EHK41437.1	NA	NA	IPR013087	GO:0003676	PS50157	PTHR44280	NA	NA	G3DSA:3.30.160.60	NA	NA	NA	SSF57667	PS00028	PF00096	mobidb-lite	SM00355	NA	NA	NA	NA	NA	NA	NA
EHK49780.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK41549.1	NA	NA	IPR007240	GO:0006914	NA	PTHR28005	NA	NA	NA	NA	NA	NA	NA	NA	PF04108	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK46016.1	NA	NA	IPR017804	GO:0008168	NA	PTHR43397	NA	NA	G3DSA:3.40.50.150	NA	TIGR03439	NA	NA	NA	PF10017	mobidb-lite	NA	NA	PIRSF018005	NA	NA	NA	NA	NA
EHK43462.1	NA	NA	IPR006530	NA	NA	PTHR32305:SF6;PTHR32305	NA	NA	NA	NA	TIGR01643;TIGR03696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
