Gene	Phobius	TMHMM	MobiDBLite	interpro	GO	Pfam	TIGRFAM	PANTHER	SUPERFAMILY	Coils	Gene3D	ProDom	ProSiteProfiles	PATHWAY	ProSitePatterns	SMART	PRINTS	CDD	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD	PIRSF	SignalP_GRAM_POSITIVE	Hamap
EHK15255.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR020846	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PF00083	TIGR00879	PTHR23500:SF162;PTHR23500	SSF103473	NA	G3DSA:1.20.1250.20	NA	PS50850	Reactome: R-HSA-189200	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA
EHK23903.1	NA	NA	NA	IPR036282	GO:0005515	PF00043;PF13417	NA	PTHR44051:SF8;PTHR44051	SSF47616;SSF52833	NA	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	NA	PS50405;PS50404	NA	NA	NA	NA	cd03048	NA	NA	SFLDG00358;SFLDG01151	NA	NA	NA
EHK21561.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR020846	GO:0016021;GO:0055085	PF07690	NA	PTHR43791:SF16;PTHR43791	SSF103473	NA	G3DSA:1.20.1250.20	NA	PS50850	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA
EHK21343.1	NA	NA	NA	IPR011833	GO:0004645;GO:0005975;GO:0030170;GO:0008184	PF00343	TIGR02093	PTHR11468:SF3;PTHR11468	SSF53756	NA	G3DSA:3.40.50.2000	NA	NA	KEGG: 00500+2.4.1.1|MetaCyc: PWY-5941|MetaCyc: PWY-6731|MetaCyc: PWY-6737|MetaCyc: PWY-7238|Reactome: R-HSA-70221	PS00102	NA	NA	cd04300	NA	NA	NA	PIRSF000460	NA	NA
EHK17171.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR003492	GO:0016020	PF02487	NA	PTHR10981:SF0;PTHR10981	NA	NA	NA	NA	NA	NA	NA	NA	PR01315	NA	NA	NA	NA	NA	NA	NA
EHK21530.1	NA	NA	NA	IPR037344	GO:0032126;GO:0070941	PF05729	NA	PTHR10039:SF5;PTHR10039	SSF52540	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21807.1	NA	NA	NA	IPR020845	GO:0003824;GO:0031177	PF00668;PF00501;PF00550	TIGR01733	PTHR45527	SSF52777;SSF56801;SSF47336	NA	G3DSA:3.30.559.30;G3DSA:3.30.300.30;G3DSA:3.40.50.12780;G3DSA:1.10.1200.10;G3DSA:3.30.559.10	NA	PS50075	Reactome: R-HSA-389661	PS00455;PS00012	SM00823	NA	cd05918	NA	NA	NA	NA	NA	NA
EHK20061.1	NA	NA	NA	IPR013024	NA	PF06094	NA	PTHR31544;PTHR31544:SF2	SSF110857	NA	G3DSA:3.10.490.10	NA	NA	NA	NA	NA	NA	cd06661	NA	NA	NA	NA	NA	NA
EHK18813.1	NA	NA	NA	IPR027417	GO:0004386;GO:0005524	PF02689	NA	PTHR23274:SF11;PTHR23274	SSF52540	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK23349.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	NA	PTHR24287	SSF48264	NA	G3DSA:1.10.630.10	NA	NA	NA	PS00086	NA	PR00385;PR00463	NA	NA	SignalP-noTM	NA	NA	NA	NA
EHK20742.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	IPR001002	GO:0008061;GO:0003824;GO:0005975;GO:0016810	PF01522;PF00187	NA	PTHR10587;PTHR10587:SF121	SSF57016;SSF88713	NA	G3DSA:3.20.20.370;G3DSA:3.30.60.10	PD000609	PS50941;PS51677	NA	PS00026	SM00270	NA	cd10951;cd00035;cd11618	NA	SignalP-noTM	NA	NA	NA	NA
EHK24129.1	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK25201.1	NA	NA	mobidb-lite	IPR013253	NA	PF08317;PF15577;PF15402	NA	PTHR28260	NA	Coil	NA	NA	NA	NA	NA	SM00787;SM01315	NA	NA	NA	NA	NA	NA	NA	NA
EHK25195.1	NA	NA	NA	IPR023600	GO:0004326;GO:0005524;GO:0009396;GO:0009058	NA	TIGR01499	PTHR11136:SF5;PTHR11136	SSF53623	Coil	G3DSA:3.40.1190.10	NA	NA	KEGG: 00790+6.3.2.17|MetaCyc: PWY-2161|Reactome: R-HSA-196757	PS01012	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21759.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	mobidb-lite	IPR018392	NA	PF01476	NA	PTHR34997	SSF54106	NA	G3DSA:3.10.350.10	NA	PS51782	NA	NA	SM00257	NA	cd00118	NA	SignalP-noTM	NA	NA	NA	NA
EHK20240.1	NA	NA	mobidb-lite	IPR001208	GO:0003677;GO:0005524;GO:0006270;GO:0006260;GO:0042555	PF17855;PF14551;PF00493;PF17207	NA	PTHR11630;PTHR11630:SF46	SSF52540;SSF50249	NA	G3DSA:2.20.28.10;G3DSA:3.30.1640.10;G3DSA:2.40.50.140	NA	PS50051	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962|Reactome: R-HSA-69052	PS00847	SM00350;SM00382	PR01657;PR01659	cd00009	NA	NA	NA	NA	NA	NA
EHK21525.1	NA	NA	NA	IPR000967	GO:0003700;GO:0005634;GO:0006355;GO:0008270	PF13086;PF13087	NA	PTHR10887;PTHR10887:SF323	SSF52540	NA	NA	NA	NA	NA	NA	SM00438	NA	cd06008;cd00046	NA	NA	NA	NA	NA	NA
EHK24788.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20649.1	NA	NA	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	NA	PTHR31069;PTHR31069:SF1	SSF57701	NA	G3DSA:4.10.240.10	NA	PS50048	NA	PS00463	SM00066	PR00755	cd00067	NA	NA	NA	NA	NA	NA
EHK22168.1	NA	NA	mobidb-lite	IPR011990	GO:0005515	PF01535	TIGR00756	PTHR44149	SSF48452	Coil	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24500.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	mobidb-lite	IPR028143	NA	PF08690	NA	PTHR28263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK27340.1	NA	NA	mobidb-lite	IPR024584	GO:0005096;GO:0005634;GO:0043547;GO:0051056	PF11864;PF02145;PF03542	NA	PTHR10063;PTHR10063:SF0	SSF48371;SSF111347	NA	G3DSA:3.40.50.11210	NA	PS50085	Reactome: R-HSA-1632852|Reactome: R-HSA-165181|Reactome: R-HSA-198323|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-5674400|Reactome: R-HSA-8854214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK23190.1	NA	NA	mobidb-lite	IPR005225	GO:0005525;GO:0003924;GO:0007165;GO:0016020	PF00071	TIGR00231	PTHR24070:SF284;PTHR24070	SSF52540	NA	G3DSA:3.40.50.300	NA	PS51421	NA	NA	SM00174;SM00176;SM00173;SM00175	PR00449	NA	NA	NA	NA	NA	NA	NA
EHK17729.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR006694	GO:0005506;GO:0008610;GO:0016491;GO:0055114	PF04116	NA	PTHR11863:SF40;PTHR11863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK23126.1	NA	NA	NA	IPR039096	NA	PF08450	NA	PTHR10907:SF75;PTHR10907	SSF63829	NA	G3DSA:2.120.10.30	NA	NA	NA	NA	NA	PR01790	NA	NA	NA	NA	NA	NA	NA
EHK22173.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	IPR001522	GO:0006629;GO:0020037;GO:0004768;GO:0006636;GO:0016021;GO:0016717;GO:0055114	PF00487;PF00173	NA	PTHR11351:SF31;PTHR11351	SSF55856	Coil	G3DSA:3.10.120.10	NA	PS50255	Reactome: R-HSA-75105	PS00476;PS00191	SM01117	PR00075	cd03505	NA	NA	NA	PIRSF000345	NA	NA
EHK20424.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK19643.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	PTHR35896:SF3;PTHR35896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK23137.1	NA	NA	NA	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	PF04082	NA	PTHR31944;PTHR31944:SF119	NA	NA	NA	NA	NA	NA	NA	SM00906	NA	cd12148	NA	NA	NA	NA	NA	NA
EHK21221.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	IPR033138	GO:0005507;GO:0055114;GO:0016491	PF07732;PF00394;PF07731	NA	PTHR11709;PTHR11709:SF95	SSF49503	NA	G3DSA:2.60.40.420	NA	NA	NA	PS00079;PS00080	NA	NA	cd13876;cd13898;cd13850	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA
EHK25796.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17714.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	IPR036779	GO:0008061;GO:0005975;GO:0004553	PF00704;PF01476	NA	PTHR11177:SF231;PTHR11177	SSF57016;SSF51445;SSF54556	NA	G3DSA:3.10.350.10;G3DSA:3.10.50.10;G3DSA:3.20.20.80;G3DSA:3.30.60.10	NA	PS51782;PS50941	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PS01095	SM00636	NA	cd00035;cd02878;cd00118	SignalP-noTM	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK16163.1	NA	NA	mobidb-lite	IPR036867	GO:0003676	PF01424;PF00076	NA	PTHR23003;PTHR23003:SF17	SSF82708;SSF54928	Coil	G3DSA:3.30.70.330;G3DSA:3.30.1370.50	NA	PS50102;PS51061	NA	NA	SM00360	NA	cd12253	NA	NA	NA	NA	NA	NA
EHK15967.1	NA	NA	mobidb-lite	IPR003094	GO:0003824;GO:0005524;GO:0006003;GO:0003873;GO:0006000	PF00300;PF01591	NA	PTHR10606;PTHR10606:SF32	SSF52540;SSF53254	NA	NA	NA	NA	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	PS00175	SM00855	PR00991	cd07067	NA	NA	NA	PIRSF000709	NA	NA
EHK23819.1	NA	NA	mobidb-lite	IPR021643	GO:0003712;GO:0006357;GO:0016592	PF11597;PF06333	NA	PTHR10791;PTHR10791:SF70	NA	NA	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24930.1	NA	NA	NA	IPR024747	GO:0048037	PF12900	NA	PTHR34071	SSF50475	NA	G3DSA:2.30.110.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21078.1	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	IPR002818		PF01965	NA	PTHR43130;PTHR43130:SF1	SSF52317	NA	G3DSA:3.40.50.880	NA	NA	Reactome: R-HSA-3899300	NA	NA	NA	cd03139	NA	NA	NA	NA	NA	NA
EHK17502.1	NA	NA	mobidb-lite	IPR001752	GO:0003777;GO:0005524;GO:0007018;GO:0008017	PF00225	NA	PTHR24115:SF592;PTHR24115	SSF52540	Coil	G3DSA:3.40.850.10	NA	PS50067	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	PS00411	SM00129	PR00380	NA	NA	NA	NA	NA	NA	NA
EHK25385.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	mobidb-lite	IPR007667	NA	PF04588	NA	PTHR12297;PTHR12297:SF3	NA	Coil	NA	NA	PS51503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK25476.1	NA	NA	mobidb-lite	IPR038765	NA	PF02338	NA	PTHR12419;PTHR12419:SF10	SSF54001	Coil	G3DSA:3.90.70.80	NA	PS50802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21281.1	NA	NA	NA	IPR002018	NA	PF00135	NA	PTHR43142;PTHR43142:SF1	SSF53474	NA	G3DSA:3.40.50.1820	NA	NA	NA	PS00941;PS00122	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK19276.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	TMhelix	mobidb-lite	IPR013121	GO:0016491;GO:0055114	PF08030;PF01794	NA	PTHR32361:SF9;PTHR32361	SSF52343	NA	G3DSA:3.40.50.80	NA	PS51384	NA	NA	NA	NA	cd06186	SignalP-noTM	SignalP-noTM	SFLDG01168;SFLDS00052	NA	SignalP-TM	NA
EHK23968.1	NA	NA	mobidb-lite	NA	NA	NA	NA	PTHR40132	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18554.1	NA	NA	mobidb-lite	IPR013719		PF08512	NA	PTHR13711:SF293;PTHR13711	SSF50729	Coil	G3DSA:2.30.29.30	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955	NA	SM01287	NA	NA	NA	NA	NA	NA	NA	NA
EHK26319.1	NA	NA	mobidb-lite	IPR006935	GO:0003677;GO:0005524;GO:0016787;GO:0000184;GO:0004386;GO:0005737;GO:0008270	PF04851;PF09416;PF13086;PF13087;PF18141	NA	PTHR10887;PTHR10887:SF388	SSF52540	NA	G3DSA:3.40.50.300;G3DSA:2.40.30.230	NA	NA	Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	SM00487	NA	cd00046	NA	NA	NA	NA	NA	NA
EHK21135.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PF00083	TIGR00879	PTHR23500;PTHR23500:SF103	SSF103473	NA	G3DSA:1.20.1250.20	NA	PS50850	Reactome: R-HSA-189200	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA
EHK16818.1	NA	NA	NA	IPR000182	NA	PF13673	NA	PTHR42791	SSF55729	NA	G3DSA:3.40.630.30	NA	PS51186	NA	NA	NA	NA	cd04301	NA	NA	NA	NA	NA	NA
EHK21967.1	NA	NA	NA	IPR029063	GO:0008171;GO:0008168	PF00891	NA	PTHR43712;PTHR43712:SF1	SSF53335	NA	G3DSA:3.40.50.150	NA	PS51683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18842.1	NA	NA	NA	IPR027417	GO:0005525	PF00025	NA	PTHR11711:SF19;PTHR11711	SSF52540	NA	G3DSA:3.40.50.300	NA	PS51417	NA	NA	SM00175;SM00178;SM00177	PR00449	NA	NA	NA	NA	NA	NA	NA
EHK16573.1	NA	NA	mobidb-lite	IPR018545		PF09405	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	SM01044	NA	NA	NA	NA	NA	NA	NA	NA
EHK19682.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR020846	GO:0005215;GO:0016021;GO:0055085;GO:0022857;GO:0016020	PF00083	TIGR00879	PTHR23500;PTHR23500:SF363	SSF103473	NA	G3DSA:1.20.1250.20	NA	PS50850	Reactome: R-HSA-189200	PS00217	NA	PR00171	cd06174	NA	NA	NA	NA	NA	NA
EHK15140.1	NA	NA	NA	IPR029058	NA	PF00561	NA	PTHR10992;PTHR10992:SF1001	SSF53474	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	PR00111	NA	NA	NA	NA	NA	NA	NA
EHK20531.1	NA	NA	NA	IPR011008	NA	NA	TIGR02118	PTHR40260:SF1;PTHR40260	SSF54909	NA	G3DSA:3.30.70.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16054.1	NA	NA	NA	IPR024571	GO:0008237;GO:0008270;GO:0006508	PF17900;PF11838;PF01433	NA	PTHR11533;PTHR11533:SF171	SSF55486;SSF63737	Coil	G3DSA:2.60.40.1730;G3DSA:2.60.40.1910;G3DSA:1.25.50.20;G3DSA:1.10.390.60	NA	NA	NA	NA	NA	PR00756	cd09601	NA	NA	NA	NA	NA	NA
EHK26069.1	NA	NA	mobidb-lite	IPR010472	GO:0003779;GO:0016043;GO:0017048;GO:0030036	PF06367;PF06371;PF02181	NA	PTHR23213:SF321;PTHR23213	SSF81995;SSF101447;SSF48371	Coil	G3DSA:1.10.12.30;G3DSA:1.20.58.2220;G3DSA:1.25.10.10;G3DSA:1.10.238.150	NA	PS51232;PS51444;PS51231	NA	NA	SM01139;SM00498;SM01140	NA	NA	NA	NA	NA	NA	NA	NA
EHK24686.1	NA	NA	NA	IPR018230	GO:0005634	PF01125	NA	PTHR19411	NA	NA	NA	NA	NA	Reactome: R-HSA-72163	PS00997	NA	PR00322	NA	NA	NA	NA	NA	NA	NA
EHK24996.1	NA	NA	mobidb-lite	IPR004827	GO:0003700;GO:0006355	NA	NA	PTHR39607;PTHR39607:SF1	SSF57959	Coil	NA	NA	NA	NA	PS00036	NA	NA	cd14688	NA	NA	NA	NA	NA	NA
EHK23205.1	NA	NA	mobidb-lite	IPR016643	GO:0000502;GO:0030234;GO:0042176	PF18051;PF17781;PF01851	NA	PTHR10943:SF1;PTHR10943	SSF48371	Coil	G3DSA:1.25.10.10	NA	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	PIRSF015965	NA	NA
EHK26438.1	NA	NA	mobidb-lite	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004674	PF00069	NA	PTHR24356;PTHR24356:SF184	SSF56112	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	PS50011;PS51285	NA	PS00107;PS00108	SM00220;SM00133	NA	NA	NA	NA	NA	NA	NA	NA
EHK19242.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
EHK24985.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR004813	GO:0055085	PF03169	TIGR00728;TIGR00727	PTHR22601;PTHR22601:SF9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15428.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR020846	GO:0016021;GO:0055085	PF07690	NA	PTHR23502;PTHR23502:SF128	SSF103473	NA	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	NA	PS50850	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA
EHK22470.1	NA	NA	NA	IPR036188	GO:0016614;GO:0055114;GO:0050660	PF05199;PF00732	NA	PTHR11552:SF193;PTHR11552	SSF51905;SSF54373	NA	G3DSA:3.30.560.10;G3DSA:3.50.50.60	NA	NA	Reactome: R-HSA-6798163	PS00624	NA	NA	NA	NA	NA	NA	PIRSF000137	NA	NA
EHK23438.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	PTHR37013;PTHR37013:SF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK22942.1	NA	NA	NA	IPR011032	GO:0055114;GO:0016491	PF08240;PF00107	NA	PTHR45348	SSF50129;SSF51735	NA	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	NA	NA	SM00829	NA	cd08249	NA	NA	NA	NA	NA	NA
EHK15141.1	NA	NA	mobidb-lite	IPR019734	GO:0005515	PF13844;PF13181;PF13432	NA	PTHR44998	SSF48452	Coil	G3DSA:3.40.50.2000;G3DSA:1.25.40.10;G3DSA:3.40.50.11380	NA	PS50005;PS50293	KEGG: 00514+2.4.1.255|MetaCyc: PWY-7437|Reactome: R-HSA-3214847|Reactome: R-HSA-5689603	NA	SM00028	NA	NA	NA	NA	NA	NA	NA	NA
EHK24227.1	NA	NA	NA	IPR002347	NA	PF13561	NA	PTHR43558:SF2;PTHR43558	SSF51735	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA
EHK16847.1	NA	NA	mobidb-lite	IPR001214	GO:0005515	PF00856	NA	PTHR12197	SSF82199	NA	NA	NA	PS50280	NA	NA	SM00317	NA	NA	NA	NA	NA	NA	NA	NA
EHK19118.1	NA	NA	NA	IPR036291	GO:0055114	PF00107	NA	PTHR43677:SF4;PTHR43677	SSF51735;SSF50129	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	NA	NA	NA	NA	cd05188	NA	NA	NA	NA	NA	NA
EHK25659.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	IPR002293	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	PF00324	NA	PTHR43341;PTHR43341:SF9	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	PS00218	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
EHK21215.1	NA	NA	NA	IPR017853	GO:0004553;GO:0005975	PF17786;PF00703;PF17753	NA	PTHR43730:SF2;PTHR43730	SSF51445;SSF49785;SSF49303	NA	G3DSA:2.60.120.260;G3DSA:2.60.40.10;G3DSA:3.20.20.80	NA	NA	Reactome: R-HSA-2024096|Reactome: R-HSA-2160916|Reactome: R-HSA-2206292|Reactome: R-HSA-6798695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK25929.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	IPR034543	NA	NA	NA	PTHR38425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA
EHK19808.1	NA	NA	mobidb-lite	IPR036291	GO:0004352;GO:0019551;GO:0055114;GO:0006520;GO:0016491	PF00208	NA	PTHR11606;PTHR11606:SF9	SSF51735;SSF53223	NA	G3DSA:3.40.50.720	NA	NA	KEGG: 00220+1.4.1.2|KEGG: 00250+1.4.1.2|KEGG: 00430+1.4.1.2|KEGG: 00910+1.4.1.2|MetaCyc: PWY-5022|MetaCyc: PWY-6728|MetaCyc: PWY-7126	PS00074	SM00839	NA	NA	NA	NA	NA	PIRSF000184	NA	NA
