Gene	interpro	SUPERFAMILY	PANTHER	GO	Pfam	PATHWAY	CDD	Gene3D	TMHMM	Phobius	ProSitePatterns	PIRSF	MobiDBLite	PRINTS	SMART	ProSiteProfiles	Coils	ProDom	TIGRFAM	SFLD	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	Hamap
PON22406.1	IPR018392	SSF54106;SSF57016;SSF51445;SSF54556	PTHR11177;PTHR11177:SF231	GO:0004553;GO:0005975;GO:0008061	PF01476;PF00704	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	cd00118;cd00035;cd02878	G3DSA:3.10.350.10;G3DSA:3.20.20.80;G3DSA:3.30.60.10;G3DSA:3.10.50.10	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	PS01095	NA	mobidb-lite	NA	SM00636;SM00257	PS51782	NA	PD000609	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON29537.1	IPR036770	SSF48403	NA	NA	PF13637	NA	cd00204	G3DSA:1.25.40.20	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON30210.1	IPR000073	SSF53474	PTHR23024:SF238;PTHR23024	GO:0004061;GO:0019441	PF12697	KEGG: 00380+3.5.1.9|KEGG: 00630+3.5.1.9|MetaCyc: PWY-5651|MetaCyc: PWY-6309|MetaCyc: PWY-7717|MetaCyc: PWY-7733|MetaCyc: PWY-7734|MetaCyc: PWY-7765|Reactome: R-HSA-71240	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_03014
PON28136.1	IPR015419	NA	PTHR31283;PTHR31283:SF5	NA	PF09341	NA	NA	G3DSA:3.30.310.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28751.1	IPR020683	SSF53474;SSF48403;SSF52540	PTHR44181	GO:0005515	PF12796	NA	cd00204	G3DSA:1.25.40.20;G3DSA:3.40.50.1820;G3DSA:3.40.50.300	NA	NA	NA	NA	mobidb-lite	PR01415	SM00248	PS50297;PS50088	Coil	NA	NA	NA	NA	NA	NA	NA
PON26537.1	IPR006968	NA	PTHR12770:SF22;PTHR12770	NA	PF04884	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA	NA	NA
PON23431.1	IPR023828	SSF54897;SSF52743	PTHR43806;PTHR43806:SF25	GO:0004252;GO:0006508	PF00082;PF05922	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	cd04077	G3DSA:3.30.70.80;G3DSA:3.40.50.200	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	PS00138;PS00136;PS00137	NA	NA	PR00723	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON23631.1	IPR000163	SSF117892;SSF53335	PTHR23222;PTHR23222:SF1	GO:0016020;GO:0008168	PF01145;PF08241	Reactome: R-HSA-8949664	cd02440;cd03401	G3DSA:3.40.50.150	NA	NA	NA	NA	mobidb-lite	PR00679	SM00244	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON28645.1	IPR020846	SSF103473	PTHR23502;PTHR23502:SF7	GO:0005215;GO:0016021;GO:0055085	PF07690	NA	cd06174	G3DSA:1.20.1250.20	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PS00216	NA	mobidb-lite	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA	NA
PON30477.1	IPR004143	SSF52317;SSF55681	PTHR12835:SF5;PTHR12835	GO:0006464;GO:0004077	PF03099;PF09825	KEGG: 00785+2.3.1.181|MetaCyc: PWY-6987|MetaCyc: PWY-7382	cd03144;cd16442	G3DSA:3.40.50.880;G3DSA:3.30.930.10	NA	NA	NA	NA	NA	NA	NA	PS51733	NA	NA	TIGR00121	NA	NA	NA	NA	NA
PON22908.1	IPR036259	SSF103473	PTHR43791:SF26;PTHR43791	GO:0016021;GO:0055085	PF07690	NA	cd06174	G3DSA:1.20.1250.20	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	PS50850	Coil	NA	NA	NA	NA	NA	NA	NA
PON28387.1	IPR020846	SSF103473	PTHR23500;PTHR23500:SF128	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	PF00083	Reactome: R-HSA-189200	cd06174	G3DSA:1.20.1250.20	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PS00217;PS00216	NA	mobidb-lite	PR00171	NA	PS50850	NA	NA	TIGR00879	NA	NA	NA	NA	NA
PON21525.1	IPR000462	NA	PTHR14269:SF11;PTHR14269	GO:0008654;GO:0016020;GO:0016780	PF01066	NA	NA	G3DSA:1.20.120.1760	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PS00379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28693.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON26963.1	IPR001138	SSF57701	PTHR31069:SF7;PTHR31069	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172;PF11951	NA	cd00067	G3DSA:4.10.240.10	NA	NA	PS00463	NA	NA	NA	SM00066	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PON21010.1	IPR027417	SSF52540;SSF82061	PTHR10763:SF23;PTHR10763	GO:0003682;GO:0005524	PF17872;PF01426;PF00004	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-539107|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	cd00009	G3DSA:3.40.50.300;G3DSA:2.30.30.490;G3DSA:1.10.8.1280	NA	NA	NA	NA	mobidb-lite	NA	SM00382	PS51038	NA	NA	NA	NA	NA	NA	NA	NA
PON24247.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA
PON23397.1	IPR007248	NA	PTHR11266:SF50;PTHR11266	GO:0016021	PF04117	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23243.1	IPR011074	SSF52087;SSF46938	PTHR23324;PTHR23324:SF70	NA	PF03765;PF00650	NA	cd00170	G3DSA:1.10.8.20;G3DSA:3.40.525.10	NA	NA	NA	NA	mobidb-lite	NA	SM01100;SM00516	PS50191	NA	NA	NA	NA	NA	NA	NA	NA
PON30319.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26087.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23566.1	IPR000679	SSF57716	PTHR10071:SF304;PTHR10071	GO:0006355;GO:0008270;GO:0043565;GO:0003700	PF00320	Reactome: R-HSA-383280	cd00202	G3DSA:3.30.50.10	NA	NA	PS00344	NA	mobidb-lite	PR00619	SM00401	PS50114	Coil	NA	NA	NA	NA	NA	NA	NA
PON23413.1	IPR020846	SSF103473	PTHR42718;PTHR42718:SF1	GO:0016021;GO:0055085	PF07690	NA	cd06174	G3DSA:1.20.1250.20	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA	NA
PON21481.1	IPR024166	SSF54791	PTHR12581	GO:0003676;GO:0003723	PF17903	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	G3DSA:3.30.1370.10	NA	NA	NA	PIRSF006515	mobidb-lite	NA	SM00322	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22570.1	IPR023214	SSF56784;SSF48239	PTHR43611:SF3;PTHR43611	NA	PF13419	NA	NA	G3DSA:3.40.50.1000;G3DSA:1.10.150.240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON23567.1	IPR037353	SSF49899	PTHR10598	GO:0048188;GO:0051568;GO:0005515	NA	Reactome: R-HSA-201722|Reactome: R-HSA-3214841|Reactome: R-HSA-3769402|Reactome: R-HSA-5617472|Reactome: R-HSA-8936459	cd12872	NA	NA	NA	NA	NA	mobidb-lite	NA	SM00449	PS50188	NA	NA	NA	NA	NA	NA	NA	NA
PON21886.1	IPR000277	SSF53383	PTHR42699	GO:0030170;GO:0003824	PF01053	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON31049.1	IPR005343	SSF48371	PTHR12687:SF4;PTHR12687		PF03715	Reactome: R-HSA-6804756	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON28975.1	NA	SSF89372	NA	NA	NA	NA	NA	G3DSA:2.120.10.70	TMhelix	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON21663.1	IPR039556	SSF51621	PTHR42905;PTHR42905:SF5	GO:0003824	PF13714	NA	cd00377	G3DSA:3.20.20.60	NA	NA	PS00161	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28890.1	IPR002293	NA	PTHR11785:SF409;PTHR11785	GO:0016020;GO:0022857;GO:0055085	PF13520	NA	NA	G3DSA:1.20.1740.10	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	PIRSF006060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22955.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	SignalP-TM	NA	NA
PON30605.1	IPR038019	SSF141734;SSF101386;SSF53720	PTHR21256	GO:0000105;GO:0004399;GO:0004635;GO:0004636;GO:0055114;GO:0008270;GO:0051287;GO:0016491	PF00815;PF01503;PF01502	KEGG: 00340+3.5.4.19	cd11546;cd06572	G3DSA:3.40.50.1980;G3DSA:1.10.287.1080;G3DSA:3.10.20.400	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	PS00611	PIRSF001257	mobidb-lite	PR00083	NA	NA	Coil	PD002610	TIGR03188;TIGR00069	NA	NA	NA	NA	MF_01024
PON30729.1	IPR016164	SSF55103;SSF56176	PTHR11748;PTHR11748:SF35	GO:0003824;GO:0050660;GO:0071949;GO:0016491;GO:0055114	PF01565;PF02913	NA	NA	G3DSA:3.30.70.2740;G3DSA:1.10.45.10;G3DSA:3.30.465.40	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	PS51387	NA	NA	NA	NA	NA	NA	NA	NA
PON23146.1	IPR013244	NA	PTHR40787;PTHR40787:SF2	GO:0006890	PF08314	Reactome: R-HSA-6811434	NA	NA	NA	SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON30516.1	IPR020846	SSF103473	PTHR24064;PTHR24064:SF200	GO:0005215;GO:0016021;GO:0055085;GO:0022857	PF00083	NA	cd06174	G3DSA:1.20.1250.20	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PS00216	NA	mobidb-lite	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA	NA
PON25153.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26806.1	IPR009072	SSF47113;SSF48371	PTHR10221:SF9;PTHR10221	GO:0046982;GO:0000124;GO:0005669;GO:0006357;GO:0006367;GO:0046695;GO:0006352	PF02969;PF07571	NA	cd08050	G3DSA:1.25.40.770;G3DSA:1.10.20.10	NA	NA	NA	NA	NA	NA	SM00803	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29442.1	IPR001487	SSF54695;SSF47370	PTHR22880	GO:0005515	PF00439;PF00651	NA	NA	G3DSA:1.20.920.10;G3DSA:3.30.710.10	NA	NA	NA	NA	mobidb-lite	PR00503	SM00297	PS50097;PS50014	NA	NA	NA	NA	NA	NA	NA	NA
PON22438.1	IPR010730	NA	PTHR24148:SF58;PTHR24148	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20474.1	IPR020846	SSF103473	PTHR23502:SF48;PTHR23502	GO:0016021;GO:0055085	PF07690	NA	cd06174	G3DSA:1.20.1250.20	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	mobidb-lite	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA	NA
PON23127.1	IPR038871	NA	PTHR40644	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON28082.1	IPR007676	NA	PTHR21049;PTHR21049:SF0	GO:0004579;GO:0005783;GO:0006486;GO:0016021	PF04597	Reactome: R-HSA-1799339|Reactome: R-HSA-446203	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON22963.1	IPR023561	SSF51069	PTHR18952;PTHR18952:SF131	GO:0004089;GO:0008270	PF00194	KEGG: 00910+4.2.1.1|MetaCyc: PWY-241|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6142|MetaCyc: PWY-7115|MetaCyc: PWY-7117|Reactome: R-HSA-1475029	cd03124	G3DSA:3.10.200.10	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	PS00162	NA	NA	NA	SM01057	PS51144;PS51257	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON26969.1	IPR013057	NA	PTHR22950:SF8;PTHR22950	NA	PF01490	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26353.1	IPR026822	NA	PTHR15818		PF12656	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24469.1	IPR004923	SSF103473	PTHR31632:SF6;PTHR31632	GO:0005381;GO:0016020;GO:0033573;GO:0034755	PF03239	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26323.1	IPR005599	NA	PTHR22760;PTHR22760:SF4	GO:0016757;GO:0000030;GO:0006506	PF03901	Reactome: R-HSA-162710	NA	NA	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22863.1	IPR023271	SSF81338	PTHR19139:SF124;PTHR19139	GO:0015267;GO:0016020;GO:0055085	PF00230	Reactome: R-HSA-432047	NA	G3DSA:1.20.1080.10	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	PR00783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21528.1	IPR012404	SSF103481	PTHR13146:SF0;PTHR13146	GO:0016021;GO:0000139;GO:0015165;GO:0090481	PF04142	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	PIRSF036436	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
PON20685.1	IPR023631	SSF75304	PTHR11895:SF83;PTHR11895	GO:0004040	PF01425	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	NA	G3DSA:3.90.1300.10	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON25519.1	IPR004416	SSF56796;SSF53223;SSF51905;SSF56815;SSF51569;SSF51735;SSF55205;SSF52540	PTHR21090	GO:0002098;GO:0003855;GO:0004764;GO:0055114;GO:0003824;GO:0006904;GO:0016192;GO:0003856;GO:0005737;GO:0009073;GO:0016765;GO:0003866;GO:0004765	PF08501;PF00995;PF01487;PF01761;PF13932;PF01202;PF00275;PF01134	Reactome: R-HSA-6787450	cd00502;cd00464;cd08195;cd01556;cd01065	G3DSA:3.20.20.70;G3DSA:1.25.40.60;G3DSA:3.40.50.2060;G3DSA:3.40.50.720;G3DSA:3.65.10.10;G3DSA:3.40.50.1970;G3DSA:3.40.50.1910;G3DSA:3.40.50.10860;G3DSA:3.40.50.300;G3DSA:1.20.1090.10;G3DSA:3.90.830.10;G3DSA:1.10.150.570;G3DSA:3.50.50.60	NA	NA	PS01128;PS01281;PS01280;PS00885;PS00104;PS01028	NA	NA	PR01100	SM01228	NA	NA	NA	TIGR01357;TIGR00136;TIGR01093;TIGR01356;TIGR01809	NA	NA	NA	NA	MF_00129;MF_00109;MF_00210;MF_03143
PON25277.1	IPR001128	SSF48264	PTHR24305:SF113;PTHR24305	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	NA	NA	G3DSA:1.10.630.10	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PS00086	NA	NA	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20192.1	IPR001138	NA	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	cd00067	NA	NA	NA	PS00463	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON22648.1	IPR001138	SSF57701	PTHR31263:SF40;PTHR31263	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	NA	cd00067	G3DSA:4.10.240.10	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	SM00066	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PON21623.1	IPR028094	NA	PTHR41391	NA	PF14474	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	SM01312	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
PON20553.1	IPR018791	NA	PTHR15157:SF13;PTHR15157		PF10186	Reactome: R-HSA-1632852	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON22184.1	IPR001650	SSF52540	PTHR24031;PTHR24031:SF54	GO:0003676;GO:0005524	PF00270;PF13959;PF00271	NA	cd00079;cd00268	G3DSA:3.40.50.300	NA	NA	PS00039	NA	mobidb-lite	NA	SM00487;SM01178;SM00490	PS51194;PS51192;PS51195	Coil	NA	NA	NA	NA	NA	NA	NA
PON25661.1	NA	SSF109604	PTHR35569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27499.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON29524.1	IPR029056	SSF53613	PTHR10584;PTHR10584:SF166	GO:0016301;GO:0004747;GO:0006014	PF00294	Reactome: R-HSA-71336	cd01174	G3DSA:3.40.1190.20	NA	NA	NA	NA	NA	PR00990	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_01987
PON22567.1	IPR027246	NA	PTHR11743;PTHR11743:SF23	GO:0005741;GO:0055085;GO:0008308;GO:0098656	PF01459	Reactome: R-HSA-5689880|Reactome: R-HSA-8949215	cd07306	G3DSA:2.40.160.10	NA	NA	NA	NA	NA	PR00185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28123.1	IPR029033	SSF53254	PTHR20963;PTHR20963:SF15	NA	PF00328	NA	cd07061	G3DSA:3.40.50.1240	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PS00778;PS00616	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24819.1	IPR036259	SSF103473	PTHR11660:SF57;PTHR11660	GO:0005381;GO:0016021;GO:0034755	PF06963	Reactome: R-HSA-425410|Reactome: R-HSA-5619049|Reactome: R-HSA-5655799|Reactome: R-HSA-917937	NA	G3DSA:1.20.1250.20	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON21176.1	IPR017850	SSF53649	PTHR43108;PTHR43108:SF6	GO:0003824;GO:0008484	PF00884	NA	cd16027	G3DSA:3.40.720.10	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON25640.1	IPR033391	SSF56655	PTHR11556:SF1;PTHR11556	GO:0005975;GO:0016791;GO:0042132;GO:0042578	PF00316	KEGG: 00010+3.1.3.11|KEGG: 00030+3.1.3.11|KEGG: 00051+3.1.3.11|KEGG: 00680+3.1.3.11|KEGG: 00710+3.1.3.11|MetaCyc: PWY-5484|Reactome: R-HSA-70263	cd00354	G3DSA:3.30.540.10;G3DSA:3.40.190.80	NA	NA	PS00124	PIRSF500210;PIRSF000904	NA	PR00115	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_01855
PON21893.1	IPR007246	SSF53383	PTHR13693:SF2;PTHR13693	GO:0016021;GO:0042765;GO:0009058;GO:0030170;GO:0003824	PF04114;PF00155	Reactome: R-HSA-162791	NA	G3DSA:3.40.630.10;G3DSA:3.40.640.10	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	PIRSF036762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28584.1	IPR003395	SSF52540	PTHR19306;PTHR19306:SF1	GO:0000724;GO:0006281;GO:0007062;GO:0030915	PF02463	Reactome: R-HSA-3108214	cd03277	G3DSA:3.40.50.300	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON30112.1	IPR000352	SSF75620	PTHR11075:SF57;PTHR11075	GO:0003747;GO:0006415	PF00472	NA	NA	G3DSA:3.30.160.20	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON30253.1	IPR019148	NA	PTHR12940	NA	PF09751	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28028.1	IPR005828	SSF103473	PTHR23500;PTHR23500:SF145	GO:0016021;GO:0022857;GO:0055085;GO:0005215;GO:0016020	PF00083	Reactome: R-HSA-189200	cd06174	G3DSA:1.20.1250.20	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PS00216	NA	NA	PR00171	NA	PS50850	NA	NA	NA	NA	NA	NA	NA	NA
PON21230.1	IPR007599	SSF144091	PTHR11009:SF0;PTHR11009		PF04511	Reactome: R-HSA-382556|Reactome: R-HSA-5678895	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
