Gene	interpro	GO	ProSiteProfiles	Phobius	SMART	TMHMM	SUPERFAMILY	Gene3D	PATHWAY	Pfam	PANTHER	CDD	Coils	ProSitePatterns	MobiDBLite	PRINTS	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	PIRSF	TIGRFAM	Hamap	SFLD	ProDom
PTB66111.1	IPR021858	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	PF11951	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65910.1	IPR003377	GO:0016192	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SM01398	TMhelix	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	PF03311	PTHR12290;PTHR12290:SF11	NA	NA	PS01340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65427.1	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB66455.1	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65334.1	IPR000131	GO:0015986;GO:0045261;GO:0046933	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	SSF52943	G3DSA:3.40.1380.10;G3DSA:1.10.287.80	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	PF00231	PTHR11693:SF22;PTHR11693	cd12151	NA	PS00153	NA	PR00126	NA	NA	SignalP-TM	PIRSF039089	TIGR01146	NA	NA	NA
PTB69621.1	IPR007220	GO:0000808;GO:0005634;GO:0006260	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	PF04084	PTHR14052	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66391.1	IPR036249	GO:0045454	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	SSF52833	G3DSA:3.40.30.10	NA	PF00085;PF13848	NA	cd02982;cd02961	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
PTB66437.1	IPR003131	GO:0051260	NA	NA	NA	NA	SSF54695	G3DSA:3.30.710.10	NA	PF02214	PTHR31758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65585.1	IPR027268	GO:0004222;GO:0005615;GO:0008270	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	SSF55486	G3DSA:3.10.450.490;G3DSA:1.10.390.10;G3DSA:3.10.170.10	NA	PF02128;PF07504	PTHR33478	cd09596	NA	NA	NA	PR00999	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
PTB61471.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67364.1	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	PF13398	PTHR33979:SF2;PTHR33979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67366.1	IPR007854	GO:0005847;GO:0098789	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-109688|Reactome: R-HSA-159231|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	PF05182	PTHR13484:SF0;PTHR13484	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68720.1	IPR011032	GO:0055114;GO:0016491;GO:0008270	NA	NA	SM00829	NA	SSF50129;SSF51735	G3DSA:3.90.180.10;G3DSA:3.40.50.720	Reactome: R-HSA-71384	PF08240;PF00107	PTHR43161;PTHR43161:SF9	cd05285	NA	PS00059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70716.1	IPR019405	GO:0005515	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	SSF51004	G3DSA:2.130.10.10	NA	PF10282	PTHR30344:SF14;PTHR30344	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB63865.1	IPR002347	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	SSF51735	G3DSA:3.40.50.720	NA	PF00106	PTHR24322:SF634;PTHR24322	cd05339	NA	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA	NA
PTB64612.1	IPR003781	GO:0048037	NA	NA	SM00881	NA	SSF51735	G3DSA:3.40.50.720	NA	PF13380	PTHR33303:SF2;PTHR33303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64678.1	IPR020846	GO:0016021;GO:0055085	PS50850	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	SSF103473	G3DSA:1.20.1250.20	NA	PF07690	PTHR23502;PTHR23502:SF47	cd06174	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69682.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR39606	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70335.1	IPR036259	GO:0016021;GO:0055085	PS50850	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	SSF103473	G3DSA:1.20.1250.20	NA	PF07690	PTHR23504;PTHR23504:SF31	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66801.1	IPR018965	GO:0008641;GO:0006464	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SM00985	NA	SSF69572	G3DSA:1.10.10.2660;G3DSA:3.40.50.720;G3DSA:3.50.50.80;G3DSA:3.40.50.12550;G3DSA:3.10.290.60;G3DSA:2.40.30.180	MetaCyc: PWY-7511|Reactome: R-HSA-983168	PF10585;PF16190;PF00899;PF09358;PF16191	PTHR10953:SF155;PTHR10953	cd01490;cd01491	NA	PS00865	NA	PR01849	NA	NA	NA	NA	TIGR01408	NA	NA	NA
PTB67750.1	IPR021858	NA	NA	NA	NA	NA	NA	NA	NA	PF11951	PTHR31263;PTHR31263:SF23	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67180.1	IPR027417	GO:0046872	PS50103	NA	SM00356	NA	SSF52540;SSF90229	G3DSA:2.30.30.1190	NA	PF13086;PF13087;PF00642	PTHR10887;PTHR10887:SF323	cd06008	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70502.1	IPR001849	GO:0005515;GO:0005543;GO:0005938;GO:0032065	PS50003	NA	SM00233	NA	SSF50729	NA	NA	PF12814	PTHR28190:SF1;PTHR28190	cd13365	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67838.1	IPR035441	GO:0005515;GO:0005634;GO:0018024;GO:0006354;GO:0010452;GO:0046975;GO:0005694;GO:0006355;GO:0034968	PS50868;PS51215;PS50020;PS50280;PS51568	NA	SM00317;SM00456;SM00508;SM00570	NA	SSF47676;SSF51045;SSF82199	G3DSA:1.10.1740.100;G3DSA:2.170.270.10;G3DSA:2.20.70.10	KEGG: 00310+2.1.1.43|Reactome: R-HSA-3214841	PF08711;PF00397;PF08236;PF00856;PF17907	PTHR45396	cd00201	Coil	PS01159	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68883.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63918.1	IPR007557	NA	PS51411	NA	NA	NA	NA	NA	NA	PF04468	PTHR43830:SF3;PTHR43830	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63298.1	IPR001204	GO:0005315;GO:0006817;GO:0016020	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	Reactome: R-HSA-427652	PF01384	PTHR11101:SF57;PTHR11101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69760.1	IPR001878	GO:0003676;GO:0008270	PS50158	NA	SM00343	NA	SSF57756	G3DSA:4.10.60.10	NA	NA	NA	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70864.1	IPR029178	NA	NA	NA	NA	NA	NA	NA	NA	PF15463	PTHR28244:SF3;PTHR28244	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61472.1	IPR003734	NA	NA	NA	NA	NA	NA	NA	NA	PF02582	PTHR16255;PTHR16255:SF1	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB70097.1	IPR000555	GO:0005515;GO:0005838	PS50249	NA	SM00232	NA	NA	G3DSA:3.40.140.10	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PF13012;PF01398	PTHR10540;PTHR10540:SF7	cd08062	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70186.1	IPR023213	GO:0016747	NA	NA	NA	NA	NA	G3DSA:3.30.559.10	Reactome: R-HSA-389661	PF02458	PTHR31896:SF12;PTHR31896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69411.1	IPR029058	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF144083;SSF53474	G3DSA:3.40.50.1820;G3DSA:1.20.58.340	NA	PF01544;PF05057	PTHR21535;PTHR21535:SF33	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65366.1	IPR013761	GO:0005515	PS50118	NA	SM00454;SM00398	NA	SSF47769;SSF47095	G3DSA:1.10.30.10;G3DSA:1.10.150.50	NA	PF00505;PF00536	PTHR13711;PTHR13711:SF297	cd01390	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69653.1	IPR007192	GO:0005680;GO:0030071;GO:0005515	PS50005;PS50293	NA	SM00028	NA	SSF48452	G3DSA:1.25.40.10	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	PF04049;PF13181;PF13414;PF13176	PTHR12558:SF10;PTHR12558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69768.1	IPR000757	GO:0004553;GO:0005975	PS51762	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	SSF49899	G3DSA:2.60.120.200	NA	PF00722	PTHR10963;PTHR10963:SF24	cd02181	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB61857.1	IPR002347	GO:0016491	NA	NA	NA	NA	SSF51735	G3DSA:3.40.50.720	NA	PF13561	PTHR43639	cd05233	NA	PS00061	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA	NA
PTB61670.1	IPR021886	GO:0005524;GO:0003677;GO:0006260	NA	NA	SM00382	NA	SSF52540;SSF48019	G3DSA:1.10.3710.10;G3DSA:1.10.8.60;G3DSA:3.40.50.300;G3DSA:1.20.272.10	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091	PF12002;PF00004;PF16193	PTHR13779:SF7;PTHR13779	cd00009	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65364.1	IPR001789	GO:0000160;GO:0000155;GO:0007165;GO:0016021;GO:0016310;GO:0016772	PS50110;PS50885;PS50109	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	SM00448;SM00388;SM00304;SM00387	NA	SSF58104;SSF52172;SSF47384;SSF55874	G3DSA:1.10.8.500;G3DSA:3.30.565.10;G3DSA:1.10.287.130;G3DSA:3.40.50.12330;G3DSA:3.40.50.2300	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	PF00512;PF00672;PF00072;PF02518	PTHR45339	cd06225;cd00075;cd00156;cd00082	Coil	NA	mobidb-lite	PR00344	NA	NA	NA	NA	NA	NA	NA	NA
PTB63746.1	IPR000791	GO:0016021	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	PF01184	PTHR31123;PTHR31123:SF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69071.1	IPR001223	GO:0005975;GO:0004553;GO:0008061	NA	NA	SM00636	NA	SSF51445;SSF54556	G3DSA:3.10.50.10;G3DSA:3.20.20.80	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PF00704	PTHR11177;PTHR11177:SF303	cd06548	NA	PS01095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63288.1	IPR011701	GO:0016021;GO:0055085	PS50850	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF103473	G3DSA:1.20.1250.20	NA	PF07690	PTHR43791:SF68;PTHR43791	cd06174	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63277.1	IPR011701	GO:0016021;GO:0055085	PS50850	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF103473	G3DSA:1.20.1250.20	NA	PF07690	PTHR11360;PTHR11360:SF224	cd06174	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65918.1	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	PTHR37577;PTHR37577:SF1	NA	NA	NA	mobidb-lite	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
PTB69356.1	IPR005828	GO:0016021;GO:0022857;GO:0055085	PS50850	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	SSF103473	G3DSA:1.20.1250.20	NA	PF00083	PTHR23508:SF9;PTHR23508	cd06174	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63205.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	PS50048	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	SM00906	TMhelix	SSF57701	G3DSA:4.10.240.10	NA	PF00172;PF04082	PTHR31313;PTHR31313:SF66	cd12148;cd00067	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69799.1	IPR001171	GO:0016020;GO:0016628;GO:0055114	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	PF01222	PTHR21257;PTHR21257:SF31	NA	NA	PS01017	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68072.1	IPR004331	NA	PS51382	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	PTHR10783;PTHR10783:SF84	cd14474	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64475.1	IPR018316	GO:0005874;GO:0007017;GO:0003924;GO:0005525;GO:0005200	NA	NA	SM00865;SM00864	NA	SSF55307;SSF52490	G3DSA:3.40.50.1440;G3DSA:3.30.1330.20;G3DSA:1.10.287.600	Reactome: R-HSA-380320	PF00091;PF03953	PTHR11588;PTHR11588:SF248	cd02186	Coil	PS00227	NA	PR01161;PR01162	NA	NA	NA	NA	NA	NA	NA	NA
PTB62796.1	IPR004345		NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	Reactome: R-HSA-381753	PF03134	PTHR12300:SF22;PTHR12300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69687.1	IPR036291		NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	SSF51735	G3DSA:3.40.50.720	Reactome: R-HSA-70635	PF05368	PTHR14194:SF34;PTHR14194	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB66248.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	SM00066	NA	SSF57701	G3DSA:4.10.240.10	NA	PF04082;PF00172	PTHR31313	cd00067;cd12148	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63824.1	NA	NA	NA	TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	TMhelix	NA	NA	NA	NA	PTHR37451;PTHR37451:SF2	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB62864.1	IPR027417	GO:0003777;GO:0005524;GO:0007018;GO:0008017	PS50067	NA	SM00129	NA	SSF52540	G3DSA:3.40.850.10	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	PF00225	PTHR24115;PTHR24115:SF596	cd01365	Coil	PS00411	mobidb-lite	PR00380	NA	NA	NA	NA	NA	NA	NA	NA
PTB64439.1	IPR036457		NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	SSF81606	G3DSA:3.60.40.10	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	PF13672	PTHR12320;PTHR12320:SF24	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61496.1	IPR013087	GO:0003676;GO:0003677;GO:0005634;GO:0006351;GO:0008270	PS50157	NA	SM00355	NA	NA	NA	NA	PF04082	PTHR14596:SF58;PTHR14596	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69675.1	IPR001680	GO:0005515;GO:0005730;GO:0006364	PS50082;PS50294	NA	SM00320	NA	SSF50978	G3DSA:2.130.10.10	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF00400;PF09384	PTHR19924;PTHR19924:SF26	cd00200	NA	PS00678	NA	PR00320	NA	NA	NA	NA	NA	NA	NA	NA
PTB68774.1	IPR014472	GO:0008654;GO:0016020;GO:0016780	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	G3DSA:1.20.120.1760	NA	PF01066	PTHR10414;PTHR10414:SF37	NA	NA	PS00379	NA	NA	NA	NA	NA	PIRSF015665	NA	NA	NA	NA
PTB61721.1	IPR027417	NA	NA	NA	NA	NA	SSF52540	NA	NA	PF13086	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68466.1	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB66006.1	IPR017441	GO:0005524;GO:0004672;GO:0006468;GO:0004674	PS50011;PS51285	NA	SM00133;SM00220	NA	SSF56112	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	PF00069;PF00433	PTHR24351;PTHR24351:SF169	cd11651	NA	PS00107;PS00108	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67134.1	IPR037136	GO:0003824;GO:0005730;GO:0042254;GO:0006396	NA	NA	NA	NA	SSF55205	G3DSA:3.65.10.20;G3DSA:3.30.360.20	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF05189;PF01137	PTHR11096:SF1;PTHR11096	cd00875	NA	NA	NA	NA	NA	NA	NA	NA	TIGR03400	NA	NA	PD397608
PTB68713.1	IPR007074	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	PF04991	PTHR15407:SF32;PTHR15407	NA	Coil	NA	mobidb-lite	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB68624.1	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB65344.1	IPR030670	GO:0042254;GO:0005622	NA	NA	NA	NA	SSF160369	G3DSA:3.90.105.20	NA	PF00428;PF17777;PF00466	PTHR21141;PTHR21141:SF3	cd05795	NA	NA	mobidb-lite	NA	NA	NA	NA	PIRSF039087	NA	NA	NA	NA
PTB64291.1	IPR020904	GO:0016491	NA	NA	NA	NA	SSF51735	G3DSA:3.40.50.720	NA	PF00106	PTHR42808;PTHR42808:SF2	NA	NA	PS00061	mobidb-lite	PR00081	NA	NA	NA	NA	NA	NA	NA	NA
PTB62458.1	IPR003386	GO:0006629;GO:0008374	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	SSF53474	G3DSA:3.40.50.1820	NA	PF02450	PTHR11440;PTHR11440:SF4	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67843.1	IPR007146		NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PF04000;PF09368	PTHR13237;PTHR13237:SF8	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB62386.1	IPR006614	GO:0016021	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	SM00693	TMhelix	NA	NA	NA	PF06398	PTHR31679;PTHR31679:SF2	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66354.1	IPR017986	GO:0005515	PS50294;PS50082	NA	SM00320	NA	SSF50978	G3DSA:2.130.10.10	NA	PF00400	PTHR22836	cd00200	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64687.1	IPR018450	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	SM01378	TMhelix	NA	NA	NA	PF10247	PTHR28525:SF1;PTHR28525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
