Gene	interpro	GO	ProSitePatterns	ProSiteProfiles	MobiDBLite	Gene3D	SUPERFAMILY	SMART	PANTHER	TMHMM	Phobius	Pfam	CDD	PATHWAY	TIGRFAM	PRINTS	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Coils	PIRSF	Hamap	SFLD	ProDom
maker-NIGB01000001.1-augustus-gene-27.17-mRNA-1	IPR038970	GO:0016829;GO:0003824;GO:0005975;GO:0030246;GO:0005576	NA	NA	NA	G3DSA:1.50.10.100;G3DSA:2.70.98.10;G3DSA:2.60.220.10	SSF74650;SSF48230	NA	PTHR38481	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	PF02278;PF08124	NA	Reactome: R-HSA-2022923	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-18.14-mRNA-1	IPR020846	GO:0016021;GO:0055085	NA	PS50850	mobidb-lite	G3DSA:1.20.1250.20	SSF103473	NA	PTHR11360;PTHR11360:SF224	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF07690	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-10.3-mRNA-1	IPR007274	GO:0005375;GO:0016021;GO:0035434	NA	NA	NA	NA	NA	NA	PTHR12483;PTHR12483:SF50	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF04145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000005.1-processed-gene-1.33-mRNA-1	IPR021648	GO:0032266;GO:0043130;GO:0000814;GO:0032509	NA	PS51495	mobidb-lite	G3DSA:2.20.28.140;G3DSA:1.10.10.10;G3DSA:2.30.29.30	SSF46785;SSF90209;SSF50729	SM00547	PTHR13128	NA	NA	PF04157;PF16988;PF11605	NA	Reactome: R-HSA-917729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-0.2-mRNA-1	IPR001680	GO:0005515;GO:0005634	NA	PS50294;PS50082	mobidb-lite	NA	SSF50978	SM00320	PTHR14927	NA	NA	PF08159;PF00400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000008.1-augustus-gene-7.13-mRNA-1	IPR026874	GO:0006491	NA	NA	NA	G3DSA:2.70.130.10	SSF50911	NA	PTHR12630:SF1;PTHR12630	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	PF12999;PF13015	NA	Reactome: R-HSA-381426|Reactome: R-HSA-532668|Reactome: R-HSA-879415|Reactome: R-HSA-8957275|Reactome: R-HSA-901042	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	Coil	NA	NA	NA	NA
maker-NIGB01000009.1-augustus-gene-6.18-mRNA-1	IPR018825	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR31685;PTHR31685:SF2	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	PF10348;PF10355	cd08760	NA	NA	NA	SignalP-TM	SignalP-TM	SignalP-TM	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-16.16-mRNA-1	IPR001199	GO:0006629;GO:0016021;GO:0016491	NA	PS50255	mobidb-lite	G3DSA:3.10.120.10	SSF55856	SM01117	PTHR19353:SF30;PTHR19353	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PF00173;PF00487	cd03506	NA	NA	NA	NA	NA	NA	NA	PIRSF015921	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-3.46-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-19.27-mRNA-1	IPR001948	GO:0004177;GO:0006508;GO:0008270	NA	NA	mobidb-lite	G3DSA:3.40.630.10;G3DSA:2.30.250.10	SSF101821;SSF53187	NA	PTHR28570;PTHR28570:SF4	NA	NA	PF02127	cd05658	NA	NA	PR00932	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-34.16-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-0.16-mRNA-1	IPR002293	GO:0016020;GO:0022857;GO:0055085	NA	NA	mobidb-lite	G3DSA:1.20.1740.10	NA	NA	PTHR11785:SF382;PTHR11785	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF13520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-24.42-mRNA-1	IPR001680	GO:0005515;GO:0004672;GO:0005524;GO:0006468	PS00108;PS00678	PS50294;PS51450;PS50082;PS50011	mobidb-lite	G3DSA:1.25.10.10;G3DSA:1.10.510.10;G3DSA:3.80.10.10	SSF56112;SSF50978;SSF48371;SSF52058	SM00320;SM00220	PTHR17583	NA	NA	PF00400;PF00069;PF14580	cd13980	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-24.29-mRNA-1	IPR036425	GO:0032324;GO:0006777	PS01079;PS01078	NA	mobidb-lite	G3DSA:3.40.980.10;G3DSA:3.90.105.10;G3DSA:2.40.340.10;G3DSA:2.170.190.11	SSF53218;SSF63867;SSF63882	SM00852	PTHR10192:SF5;PTHR10192	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	PF00994;PF03453;PF03454	cd00886;cd00887	KEGG: 00790+2.10.1.1|MetaCyc: PWY-6823|Reactome: R-HSA-947581	TIGR00177	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-19.27-mRNA-1	IPR011990	GO:0005515;GO:0000398;GO:0005634;GO:0006396	NA	PS50293	mobidb-lite	G3DSA:1.25.40.10	SSF48452	SM00028;SM00386	PTHR11246;PTHR11246:SF1	NA	NA	PF13432;PF06424	NA	Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-47.20-mRNA-1	IPR007085		NA	NA	mobidb-lite	NA	SSF102645	NA	PTHR12290:SF2;PTHR12290	NA	NA	PF04127	NA	KEGG: 00770+6.3.2.5|Reactome: R-HSA-196783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-0.12-mRNA-1	IPR009401	GO:0003712;GO:0006357;GO:0016592	NA	NA	mobidb-lite	NA	NA	NA	PTHR10791:SF70;PTHR10791	NA	NA	PF06333	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-15.39-mRNA-1	IPR027417	GO:0005525;GO:0003924;GO:0005622;GO:0007264	NA	PS51420	mobidb-lite	G3DSA:3.40.50.300	SSF52540	SM00173;SM00175;SM00174	PTHR24072:SF181;PTHR24072	NA	NA	PF00071	NA	Reactome: R-HSA-194840	TIGR00231	PR00449	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-19.32-mRNA-1	IPR012935	GO:0005634;GO:0008270	NA	NA	mobidb-lite	NA	NA	NA	PTHR15835;PTHR15835:SF2	NA	NA	PF07967;PF08600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-23.12-mRNA-1	IPR009057	GO:0003677;GO:0003676;GO:0006355	PS00028	PS50157;PS51253;PS50071	mobidb-lite	G3DSA:1.10.10.60	SSF46689	SM00389;SM00355	PTHR11850:SF195;PTHR11850	NA	NA	PF05920;PF03221	cd00086	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-41.57-mRNA-1	IPR010730	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR24148:SF57;PTHR24148	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-47.19-mRNA-1	IPR013860	GO:0006355;GO:0008270;GO:0043565;GO:0003700	PS00344	PS50114	mobidb-lite	G3DSA:3.30.50.10	SSF57716	SM00401	PTHR10071:SF232;PTHR10071	NA	NA	PF08550;PF00320	cd00202	Reactome: R-HSA-383280	NA	PR00619	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-1.8-mRNA-1	IPR005599	GO:0016757;GO:0000030	NA	NA	NA	NA	NA	NA	PTHR22760:SF2;PTHR22760	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PF03901	NA	KEGG: 00510+2.4.1.259+2.4.1.261|KEGG: 00513+2.4.1.261|Reactome: R-HSA-446193|Reactome: R-HSA-4720454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000008.1-augustus-gene-8.30-mRNA-1	IPR036259	GO:0016021;GO:0055085;GO:0005215	NA	PS50850	mobidb-lite	G3DSA:1.20.1720.10	SSF103473	NA	PTHR23501:SF103;PTHR23501	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF07690	cd06174	NA	NA	PR01035	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-49.74-mRNA-1	IPR004202	GO:0004129	NA	NA	NA	G3DSA:4.10.49.10	SSF81427	NA	PTHR13313	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF02935	NA	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-41.68-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000007.1-processed-gene-12.39-mRNA-1	IPR020810	GO:0000015;GO:0000287;GO:0004634;GO:0006096	PS00164	NA	NA	G3DSA:3.20.20.120;G3DSA:3.30.390.10	SSF51604;SSF54826	SM01192;SM01193	PTHR11902	NA	NA	PF03952;PF00113	cd03313	KEGG: 00010+4.2.1.11|KEGG: 00680+4.2.1.11|MetaCyc: PWY-1042|MetaCyc: PWY-1622|MetaCyc: PWY-2221|MetaCyc: PWY-5484|MetaCyc: PWY-5723|MetaCyc: PWY-6142|MetaCyc: PWY-6886|MetaCyc: PWY-6901|MetaCyc: PWY-7003|MetaCyc: PWY-7124|MetaCyc: PWY-7218|MetaCyc: PWY-8004	TIGR01060	PR00148	NA	NA	NA	NA	PIRSF001400	MF_00318	SFLDF00002;SFLDS00001	NA
maker-NIGB01000004.1-augustus-gene-32.1-mRNA-1	IPR004365	GO:0003676;GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004816;GO:0006421	NA	PS50862	NA	G3DSA:1.10.10.1430;G3DSA:3.30.930.10;G3DSA:2.40.50.140	SSF55681;SSF50249	NA	PTHR22594:SF16;PTHR22594	NA	NA	PF01336;PF00152	cd04323;cd00776	KEGG: 00970+6.1.1.22	TIGR00457	PR01042	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000005.1-processed-gene-21.38-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR42111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000009.1-processed-gene-13.24-mRNA-1	IPR000711	GO:0015986;GO:0046933;GO:0016020	PS00389	NA	NA	G3DSA:1.10.520.20	SSF47928	NA	PTHR11910;PTHR11910:SF1	NA	NA	PF00213	NA	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	TIGR01145	PR00125	SignalP-TM	NA	NA	NA	NA	MF_01416	NA	NA
maker-NIGB01000002.1-augustus-gene-38.14-mRNA-1	IPR027417	GO:0003677;GO:0005524;GO:0006270;GO:0006260;GO:0003678;GO:0042555	PS00847	PS50051	mobidb-lite	G3DSA:3.30.1640.10;G3DSA:3.40.50.300;G3DSA:2.20.28.10;G3DSA:2.40.50.140	SSF52540;SSF50249	SM00350	PTHR11630;PTHR11630:SF66	NA	NA	PF14551;PF17207;PF17855;PF00493	cd00009	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962|Reactome: R-HSA-69052	NA	PR01660;PR01657	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-23.37-mRNA-1	IPR005349	GO:0016020	NA	NA	NA	G3DSA:1.20.58.1140	NA	NA	PTHR12668:SF15;PTHR12668	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF03647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-3.18-mRNA-1	IPR036770	GO:0005515;GO:0004252;GO:0006508	NA	NA	mobidb-lite	G3DSA:1.25.40.20;G3DSA:3.40.50.200	SSF48403;SSF52743	SM00248	PTHR43399	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF00023;PF00082	cd07491;cd00204	NA	NA	PR00723	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-33.24-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS00463	PS50048	mobidb-lite	G3DSA:4.10.240.10	SSF57701	SM00066;SM00906	PTHR45594	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF00172;PF04082	cd14723;cd00067;cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-2.43-mRNA-1	IPR006043	GO:0016020;GO:0022857;GO:0055085	NA	NA	mobidb-lite	NA	NA	NA	PTHR43337:SF3;PTHR43337	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF00860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-6.8-mRNA-1	IPR000571	GO:0046872	NA	PS50103	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-32.12-mRNA-1	IPR022234	GO:0016021;GO:0055085	NA	PS50850	mobidb-lite	G3DSA:1.20.1250.20	SSF103473	NA	PTHR43791:SF16;PTHR43791	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF12585;PF07690	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-0.8-mRNA-1	IPR010918	GO:0004642;GO:0006189	NA	PS51273	NA	G3DSA:3.30.1330.10;G3DSA:3.90.650.10;G3DSA:1.10.8.750;G3DSA:3.40.50.880	SSF55326;SSF56042;SSF52317;SSF82697;SSF109736	SM01211	PTHR10099	NA	NA	PF02769;PF13507;PF18076;PF18072	cd01740;cd02204	KEGG: 00230+6.3.5.3|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817	TIGR01735	NA	NA	NA	NA	NA	NA	MF_00419	NA	NA
maker-NIGB01000002.1-augustus-gene-33.39-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS00463	PS50048	NA	G3DSA:4.10.240.10	SSF57701	SM00066;SM00906	PTHR45594	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PF04082;PF00172	cd00067;cd12148	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-19.30-mRNA-1	IPR025016	NA	NA	NA	mobidb-lite	NA	SSF103481	NA	PTHR23051:SF0;PTHR23051	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF13127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-21.15-mRNA-1	IPR020846	GO:0016021;GO:0055085	NA	NA	mobidb-lite	G3DSA:1.20.1250.20	SSF103473	NA	PTHR43791;PTHR43791:SF33	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF07690	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-12.28-mRNA-1	NA	NA	NA	NA	NA	NA	SSF56801	NA	PTHR43272:SF11;PTHR43272	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-3.12-mRNA-1	IPR009075	GO:0016627;GO:0055114;GO:0003995;GO:0050660	PS00073;PS00072	NA	NA	G3DSA:1.20.140.10;G3DSA:1.10.540.10;G3DSA:2.40.110.10	SSF56645;SSF47203	NA	PTHR43884;PTHR43884:SF1	NA	NA	PF00441;PF02770;PF02771	cd01158	NA	NA	NA	SignalP-TM	NA	NA	NA	PIRSF016578	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-21.33-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR34502:SF6;PTHR34502	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000009.1-processed-gene-3.38-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR13856:SF91;PTHR13856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-5.17-mRNA-1	IPR003439	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	PS00211	PS50893	NA	G3DSA:3.40.50.300	SSF52540	SM00382	PTHR19229:SF184;PTHR19229	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF00005;PF12698	cd03263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-21.1-mRNA-1	IPR011078	GO:0030170	NA	NA	NA	G3DSA:3.20.20.10	SSF51419	NA	PTHR10146;PTHR10146:SF5	NA	NA	PF01168	cd06822	KEGG: 00473+5.1.1.1|MetaCyc: PWY-7383	TIGR00044	NA	NA	NA	NA	NA	PIRSF004848	MF_02087	NA	NA
maker-NIGB01000004.1-augustus-gene-1.12-mRNA-1	IPR000237	NA	NA	PS50913	mobidb-lite	NA	NA	SM00755	PTHR43939	NA	NA	PF01465	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-11.14-mRNA-1	IPR002130	GO:0000413;GO:0003755;GO:0006457	PS00170	PS50072	mobidb-lite	G3DSA:2.40.100.10	SSF50891	NA	PTHR11071:SF152;PTHR11071	NA	NA	PF00160	cd01925	NA	NA	PR00153	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000010.1-processed-gene-5.20-mRNA-1	IPR001611	GO:0005515	NA	PS51450	mobidb-lite	G3DSA:3.80.10.10	SSF52075	SM00369	PTHR44398	NA	NA	PF13855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-6.12-mRNA-1	IPR036291	GO:0004013;GO:0019510;GO:0051287	PS00739;PS00738	NA	NA	G3DSA:3.40.50.720;G3DSA:3.40.50.1480	SSF51735;SSF52283	SM00996;SM00997	PTHR23420;PTHR23420:SF0	NA	NA	PF00670;PF05221	cd00401	KEGG: 00270+3.3.1.1|MetaCyc: PWY-5041	TIGR00936	NA	NA	NA	NA	NA	PIRSF001109	MF_00563	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-16.20-mRNA-1	IPR018108	GO:0022857	NA	PS50920	NA	G3DSA:1.50.40.10	SSF103506	NA	PTHR24089;PTHR24089:SF45	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE	PF00153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-8.29-mRNA-1	IPR013538	GO:0001671;GO:0051087;GO:0051879	NA	NA	mobidb-lite	G3DSA:3.15.10.20;G3DSA:3.30.530.20	SSF103111;SSF55961	SM01000	PTHR13009;PTHR13009:SF8	NA	NA	PF08327;PF09229	cd08892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-31.47-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	PTHR41390	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-18.2-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR37577	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-18.11-mRNA-1	IPR008153	GO:0006886;GO:0016192;GO:0005622	NA	PS50180;PS50179;PS50909	mobidb-lite	G3DSA:1.25.40.90;G3DSA:2.60.40.1230;G3DSA:1.20.58.160;G3DSA:1.20.5.170	SSF49348;SSF48464;SSF89009	SM00288;SM00809	PTHR13856;PTHR13856:SF94	NA	NA	PF00790;PF02883;PF18308;PF03127	cd14235;cd03561	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-43.39-mRNA-1	IPR021109	GO:0004190;GO:0006508	PS00141	PS51767	NA	G3DSA:2.40.70.10	SSF50630	NA	PTHR13683;PTHR13683:SF326	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN	PF00026	cd05474	NA	NA	PR00792	SignalP-TM	SignalP-noTM	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-29.0-mRNA-1	IPR018200	GO:0006511;GO:0036459;GO:0016579;GO:0004843	PS00973;PS00972	PS51283;PS50235	mobidb-lite	G3DSA:3.90.70.10;G3DSA:3.30.2230.10	SSF143791;SSF54001	SM00695	PTHR43913	NA	NA	PF00443;PF06337	NA	Reactome: R-HSA-5689880	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-0.12-mRNA-1	IPR008276	GO:0005337;GO:0016020;GO:1901642	NA	NA	NA	NA	NA	NA	PTHR10590:SF4;PTHR10590	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF01773;PF07662	NA	Reactome: R-HSA-83936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000008.1-augustus-gene-3.10-mRNA-1	IPR011059	GO:0016810;GO:0016787;GO:0006044;GO:0008448	NA	NA	NA	G3DSA:2.30.40.10;G3DSA:3.20.20.140	SSF51556;SSF51338	NA	PTHR11113;PTHR11113:SF14	NA	NA	PF01979	cd00854	KEGG: 00052+3.5.1.25|KEGG: 00520+3.5.1.25|MetaCyc: PWY-6906|MetaCyc: PWY-7077|MetaCyc: PWY-7395|Reactome: R-HSA-446210	TIGR00221	NA	NA	NA	NA	NA	PIRSF038994	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-27.7-mRNA-1	IPR011576	GO:0004733;GO:0008615;GO:0010181;GO:0016638;GO:0055114;GO:0048037	PS01064	NA	mobidb-lite	G3DSA:2.30.110.10	SSF50475	NA	PTHR10851:SF0;PTHR10851	NA	NA	PF01243;PF10590	NA	KEGG: 00750+1.4.3.5|MetaCyc: PWY-7204|MetaCyc: PWY-7282|Reactome: R-HSA-964975	NA	NA	NA	NA	NA	NA	PIRSF000190	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-19.7-mRNA-1	IPR001382	GO:0004571;GO:0005509;GO:0016020;GO:0003824	NA	NA	mobidb-lite	G3DSA:1.50.10.10	SSF48225	NA	PTHR11742;PTHR11742:SF49	TMhelix	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	PF01532	NA	NA	NA	PR00747	SignalP-TM	SignalP-noTM	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000005.1-processed-gene-3.53-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	SSF57959	NA	PTHR42070	NA	NA	NA	cd14688	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-26.47-mRNA-1	IPR002300	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004832;GO:0006438;GO:0005737;GO:0002161	PS00178	NA	mobidb-lite	G3DSA:1.10.287.380;G3DSA:3.40.50.620;G3DSA:1.10.730.10;G3DSA:3.90.740.10	SSF47323;SSF50677;SSF52374	NA	PTHR11946;PTHR11946:SF54	NA	NA	PF00133;PF08264	cd07962;cd00817	KEGG: 00970+6.1.1.9	TIGR00422	PR00986	NA	NA	NA	Coil	NA	MF_02004	NA	NA
maker-NIGB01000004.1-augustus-gene-8.13-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
