Gene	interpro	GO	Gene3D	ProSiteProfiles	Pfam	SMART	PANTHER	MobiDBLite	CDD	SUPERFAMILY	ProSitePatterns	Coils	PATHWAY	TIGRFAM	Phobius	TMHMM	Hamap	PIRSF	PRINTS	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	ProDom	SFLD
maker-NODE_159_length_59703_cov_42.859088-augustus-gene-0.8-mRNA-1	IPR005556	NA	NA	NA	PF03856	NA	PTHR31654	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
augustus_masked-NODE_114_length_77386_cov_44.328518-processed-gene-0.18-mRNA-1	IPR003593	GO:0005524;GO:0016887	G3DSA:3.40.50.300	PS50893	PF00005;PF12848	SM00382	PTHR19211:SF45;PTHR19211	NA	cd03221	SSF52540	PS00211	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_77_length_100885_cov_45.168136-augustus-gene-0.15-mRNA-1	IPR007241		NA	NA	PF04109	NA	PTHR13038;PTHR13038:SF10	mobidb-lite	NA	NA	NA	NA	Reactome: R-HSA-1632852	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_262446_cov_48.377925-processed-gene-1.16-mRNA-1	IPR013785	GO:0003824;GO:0018580;GO:0055114	G3DSA:3.20.20.70	NA	PF03060	NA	PTHR32332;PTHR32332:SF23	NA	cd04730	SSF51412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_34_length_155938_cov_47.026186-augustus-gene-0.48-mRNA-1	IPR036397	GO:0003676;GO:0000166;GO:0003887;GO:0003677;GO:0001882;GO:0006260	G3DSA:3.30.70.2820;G3DSA:3.30.420.10;G3DSA:1.10.287.690;G3DSA:2.40.50.730;G3DSA:3.90.1600.10;G3DSA:1.10.3200.20;G3DSA:1.10.132.60	NA	PF03104;PF00136;PF08996;PF12254	SM00486	PTHR10322;PTHR10322:SF21	mobidb-lite	cd05776;cd05532	SSF56672;SSF53098	PS00116	NA	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7	TIGR00592	NA	NA	NA	NA	PR00106	NA	NA	NA	NA	NA
maker-NODE_10_length_272981_cov_47.056631-augustus-gene-1.14-mRNA-1	IPR012340	GO:0003723;GO:0004540	G3DSA:2.40.50.140;G3DSA:2.40.50.690;G3DSA:2.40.50.700	NA	PF17849;PF17877;PF00773	SM00955	PTHR23355;PTHR23355:SF9	mobidb-lite	NA	SSF50249	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_27_length_170086_cov_45.865409-processed-gene-0.46-mRNA-1	IPR009346		NA	NA	PF06212	NA	PTHR12966	NA	NA	NA	NA	Coil	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_81_length_95370_cov_50.026154-processed-gene-0.38-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_306880_cov_40.574902-processed-gene-1.14-mRNA-1	IPR009548	NA	NA	NA	PF06658	NA	PTHR13507	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_249_length_35221_cov_46.759760-processed-gene-0.9-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_28_length_165515_cov_51.014215-processed-gene-0.0-mRNA-1	IPR000537	GO:0016021;GO:0016765	NA	NA	PF01040	NA	PTHR11048;PTHR11048:SF17	NA	cd13965	NA	NA	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-2142789	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_16_length_205114_cov_50.024787-processed-gene-0.10-mRNA-1	IPR008152	GO:0006886;GO:0016192;GO:0005622	G3DSA:1.20.58.160;G3DSA:1.20.5.170;G3DSA:1.25.40.90;G3DSA:2.60.40.1230	PS50179;PS50909;PS50180	PF02883;PF18308;PF03127;PF00790	SM00809;SM00288	PTHR13856;PTHR13856:SF94	mobidb-lite	cd14235;cd03561	SSF89009;SSF48464;SSF49348	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_79_length_95875_cov_50.363663-processed-gene-0.22-mRNA-1	IPR000133	GO:0006621;GO:0016021;GO:0046923	NA	NA	PF00810	NA	PTHR10585	NA	NA	NA	PS00951;PS00952	NA	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00660	NA	NA	NA	NA	NA
maker-NODE_123_length_74112_cov_47.436413-augustus-gene-0.2-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	PS50048	PF00172;PF04082	SM00066	PTHR31001	mobidb-lite	cd00067;cd12148	SSF57701	PS00463	Coil	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_25_length_181697_cov_51.705028-augustus-gene-0.27-mRNA-1	IPR036390	GO:0003735;GO:0005840;GO:0006412	G3DSA:1.10.10.2700	NA	PF01090	SM01413	PTHR11710:SF8;PTHR11710	mobidb-lite	NA	SSF46785	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD003854	NA
augustus_masked-NODE_141_length_68258_cov_45.685165-processed-gene-0.25-mRNA-1	IPR000253	GO:0005515;GO:0004672;GO:0005524;GO:0006468	G3DSA:2.60.200.20;G3DSA:1.10.510.10	PS50006;PS50011	PF00498;PF00069	SM00220	PTHR44167	mobidb-lite	cd14014;cd00060	SSF49879;SSF56112	PS00108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_369570_cov_49.812937-augustus-gene-0.34-mRNA-1	IPR012341	GO:0003824;GO:0004560	G3DSA:1.50.10.10;G3DSA:2.70.98.50;G3DSA:2.60.40.1180	NA	PF14498	NA	PTHR31084;PTHR31084:SF0	NA	NA	SSF48208	NA	NA	KEGG: 00511+3.2.1.51|MetaCyc: PWY-6807	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	PIRSF007663	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
maker-NODE_89_length_88509_cov_48.591704-augustus-gene-0.11-mRNA-1	IPR035969	NA	G3DSA:1.10.8.270;G3DSA:1.10.472.80;G3DSA:1.10.10.750	PS50086	PF00566	SM00164	PTHR22957:SF452;PTHR22957	mobidb-lite	NA	SSF47923	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_60_length_110145_cov_34.144495-augustus-gene-0.1-mRNA-1	IPR036259	GO:0016021;GO:0055085	NA	PS50850	PF07690	NA	PTHR23504:SF15;PTHR23504	NA	cd06174	SSF103473	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_149_length_64014_cov_46.320316-processed-gene-0.9-mRNA-1	IPR023213	GO:0003824	G3DSA:3.30.559.10;G3DSA:3.40.50.12780;G3DSA:3.30.300.30;G3DSA:3.30.559.30;G3DSA:1.10.1200.10	PS50075	PF00550;PF00668;PF00501	NA	PTHR45527	mobidb-lite	cd05918	SSF56801;SSF52777;SSF47336	PS00455	NA	Reactome: R-HSA-389661	TIGR01733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_3_length_377419_cov_47.972443-processed-gene-0.11-mRNA-1	IPR017961	GO:0003684;GO:0006281;GO:0003676	G3DSA:2.30.40.30;G3DSA:1.10.150.20;G3DSA:3.30.70.270;G3DSA:3.30.1490.100	PS50173	PF11799;PF18439;PF00817	NA	PTHR11076;PTHR11076:SF11	mobidb-lite	NA	SSF100879;SSF56672	PS00028	NA	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7|Reactome: R-HSA-5656169	NA	NA	NA	NA	PIRSF036603	NA	NA	NA	NA	NA	NA
maker-NODE_132_length_71667_cov_50.166942-augustus-gene-0.6-mRNA-1	IPR020846	GO:0016020;GO:0022857;GO:0055085;GO:0016021;GO:0005215	G3DSA:1.20.1250.20	PS50850	PF00083	NA	PTHR23500:SF87;PTHR23500	NA	cd06174	SSF103473	PS00216	NA	Reactome: R-HSA-189200	TIGR00879	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_93_length_85896_cov_40.397626-processed-gene-0.8-mRNA-1	IPR013240	GO:0006360	NA	NA	PF08208	NA	PTHR28155	mobidb-lite	NA	NA	NA	Coil	Reactome: R-HSA-427413|Reactome: R-HSA-5250924|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73777|Reactome: R-HSA-73863	NA	NA	NA	NA	NA	PR01503	NA	NA	NA	NA	NA
maker-NODE_20_length_197905_cov_46.958691-augustus-gene-0.74-mRNA-1	IPR000589	GO:0003735;GO:0005622;GO:0005840;GO:0006412	G3DSA:1.10.287.10	NA	PF00312	SM01387	PTHR23321:SF26;PTHR23321	mobidb-lite	cd00353	SSF47060	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD157043	NA
maker-NODE_12_length_262446_cov_48.377925-augustus-gene-1.69-mRNA-1	IPR036237	GO:0004519;GO:0006289;GO:0009411	G3DSA:3.20.20.150	NA	PF03851	NA	PTHR31290;PTHR31290:SF5	mobidb-lite	NA	SSF51658	NA	Coil	NA	TIGR00629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_163_length_59094_cov_43.493937-processed-gene-0.24-mRNA-1	IPR002938	GO:0071949	G3DSA:3.50.50.60	NA	PF01494	NA	PTHR13789:SF251;PTHR13789	NA	NA	SSF51905	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	PR00420	NA	NA	NA	NA	NA
maker-NODE_168_length_58473_cov_49.864687-augustus-gene-0.22-mRNA-1	IPR001849	GO:0005086;GO:0032012	G3DSA:1.10.1000.11;G3DSA:2.30.29.30	PS50003;PS50190	PF01369	SM00222	PTHR10663;PTHR10663:SF311	mobidb-lite	cd00171	SSF50729;SSF48425	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_147_length_65921_cov_42.693452-augustus-gene-0.19-mRNA-1	IPR008291	GO:0000272;GO:0004339;GO:2001070;GO:0005976;GO:0003824;GO:0030246	G3DSA:2.60.40.10;G3DSA:1.50.10.10	PS51166	PF00686;PF00723	SM01065	PTHR31616:SF7;PTHR31616	NA	cd05811	SSF48208;SSF49452	PS00820	NA	KEGG: 00500+3.2.1.3|MetaCyc: PWY-5941	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	PIRSF001031	PR00736	SignalP-noTM	SignalP-TM	NA	NA	NA
maker-NODE_52_length_126822_cov_42.128024-augustus-gene-0.3-mRNA-1	IPR001046	GO:0016020;GO:0030001;GO:0046873	NA	NA	PF01566	NA	PTHR11706:SF50;PTHR11706	mobidb-lite	NA	NA	NA	NA	Reactome: R-HSA-425410	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00447	NA	NA	NA	NA	NA
maker-NODE_57_length_118273_cov_45.929655-augustus-gene-0.5-mRNA-1	IPR002241	GO:0004553;GO:0005975;GO:0003824	G3DSA:2.60.40.1180;G3DSA:3.20.20.70	NA	PF17801;PF16499	NA	PTHR11452;PTHR11452:SF12	NA	cd14792	SSF51011;SSF51445	NA	NA	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	PR00740	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
maker-NODE_179_length_54772_cov_44.827413-augustus-gene-0.23-mRNA-1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	NA	PF00067	NA	PTHR24305;PTHR24305:SF92	NA	NA	SSF48264	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00385;PR00463	NA	NA	NA	NA	NA
augustus_masked-NODE_35_length_151761_cov_47.413364-processed-gene-0.44-mRNA-1	IPR009287	GO:0005634;GO:0006355;GO:0008270;GO:0032786	G3DSA:3.30.40.210	NA	PF06093	SM01389	PTHR12882;PTHR12882:SF1	NA	cd07973	SSF63393	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6807505|Reactome: R-HSA-75955	NA	NA	NA	NA	PIRSF025023	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_68_length_105286_cov_45.507203-processed-gene-0.34-mRNA-1	IPR023214	GO:0016787	G3DSA:3.40.50.1000;G3DSA:1.10.150.240	NA	NA	NA	PTHR12725;PTHR12725:SF107	NA	cd02603	SSF56784	NA	NA	NA	TIGR01509	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDG01129;SFLDS00003
augustus_masked-NODE_49_length_132195_cov_49.441704-processed-gene-0.51-mRNA-1	IPR029064	GO:0006396;GO:0008173;GO:0008168;GO:0003723	G3DSA:3.40.1280.10;G3DSA:3.30.1330.30	NA	PF08032;PF00588	SM00967	PTHR12029;PTHR12029:SF58	mobidb-lite	NA	SSF55315;SSF75217	NA	NA	Reactome: R-HSA-6793080	TIGR00186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_44_length_135915_cov_45.295041-processed-gene-0.16-mRNA-1	IPR004530	GO:0000166;GO:0004826;GO:0005524;GO:0005737;GO:0006432;GO:0000049;GO:0004812;GO:0043039	G3DSA:3.30.70.380;G3DSA:3.30.930.10	PS50862;PS51447	PF03147;PF01409	SM00896	PTHR11538:SF41;PTHR11538	mobidb-lite	cd00496	SSF54991;SSF55681	NA	NA	KEGG: 00970+6.1.1.20|Reactome: R-HSA-379726	TIGR00469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_270656_cov_47.001638-processed-gene-0.31-mRNA-1	IPR036259	GO:0016020;GO:0022857;GO:0055085;GO:0005975;GO:0016853;GO:0005215;GO:0016021;GO:0030246;GO:0003824	G3DSA:2.70.98.10;G3DSA:1.20.1250.20	PS50850	PF01263;PF00083	NA	PTHR23500;PTHR23500:SF9	NA	cd09020;cd06174	SSF103473;SSF74650	PS00216	NA	Reactome: R-HSA-189200	TIGR00879	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	PR00171	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_284830_cov_44.416483-processed-gene-1.1-mRNA-1	IPR003162	GO:0006352;GO:0046982	G3DSA:1.10.20.10	NA	PF02291	NA	PTHR12595:SF6;PTHR12595	mobidb-lite	cd07979	SSF47113	NA	NA	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_214_length_45024_cov_46.719024-augustus-gene-0.17-mRNA-1	IPR035902	GO:0000162;GO:0004048;GO:0016757	G3DSA:1.20.970.10;G3DSA:3.40.1030.10	NA	PF02885;PF00591	NA	PTHR43285	NA	NA	SSF52418;SSF47648	NA	NA	Reactome: R-HSA-73614|Reactome: R-HSA-73621	TIGR01245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_272981_cov_47.056631-processed-gene-1.52-mRNA-1	IPR010989	GO:0016020;GO:0016192;GO:0048193	G3DSA:1.20.58.90;G3DSA:1.20.5.110	PS50192	PF09177	SM00397	PTHR19957:SF124;PTHR19957	mobidb-lite	cd15851	SSF47661;SSF58038	NA	Coil	Reactome: R-HSA-6811440	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_39_length_142770_cov_48.989975-augustus-gene-0.10-mRNA-1	IPR011074	NA	G3DSA:3.40.525.10;G3DSA:1.10.8.20	PS50191	PF03765;PF00650	SM00516;SM01100	PTHR23324;PTHR23324:SF70	mobidb-lite	cd00170	SSF46938;SSF52087	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_369570_cov_49.812937-processed-gene-2.32-mRNA-1	IPR000432	GO:0005524;GO:0006298;GO:0030983	G3DSA:3.40.50.300;G3DSA:3.30.420.110	NA	PF00488	SM00534	PTHR11361:SF21;PTHR11361	mobidb-lite	NA	SSF53150;SSF52540;SSF48334	PS00486	Coil	NA	NA	NA	NA	NA	PIRSF037677	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_306880_cov_40.574902-processed-gene-2.13-mRNA-1	NA	NA	NA	NA	PF13515	NA	PTHR31086:SF1;PTHR31086	mobidb-lite	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_168_length_58473_cov_49.864687-processed-gene-0.12-mRNA-1	IPR019416	GO:0000340;GO:0003729	NA	NA	PF10309	NA	PTHR16291	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_270656_cov_47.001638-processed-gene-1.45-mRNA-1	IPR036259	GO:0016021;GO:0055085	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	PS50850	PF07690	NA	PTHR23502:SF34;PTHR23502	mobidb-lite	cd06174	SSF103473	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_47_length_133174_cov_48.055529-processed-gene-0.65-mRNA-1	IPR015421	GO:0003824;GO:0008483;GO:0030170	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	PF00202	NA	PTHR43713:SF3;PTHR43713	NA	NA	SSF53383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_40_length_142039_cov_42.117432-augustus-gene-0.5-mRNA-1	IPR038744	NA	G3DSA:2.40.128.320	NA	PF16815	NA	NA	mobidb-lite	cd11693;cd11692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_183_length_54183_cov_42.231482-processed-gene-0.14-mRNA-1	IPR023600	GO:0004326;GO:0005524;GO:0009396;GO:0009058;GO:0016874	G3DSA:3.40.1190.10;G3DSA:3.90.190.20	NA	NA	NA	PTHR11136;PTHR11136:SF5	NA	NA	SSF53623;SSF53244	PS01012	NA	KEGG: 00790+6.3.2.17|MetaCyc: PWY-2161|Reactome: R-HSA-196757	TIGR01499	NA	NA	NA	PIRSF038895	NA	NA	NA	NA	NA	NA
maker-NODE_151_length_63571_cov_50.951690-augustus-gene-0.20-mRNA-1	IPR002326	GO:0009055;GO:0020037	G3DSA:1.20.5.100;G3DSA:1.10.760.10	PS51007	PF02167	NA	PTHR10266;PTHR10266:SF3	NA	NA	SSF46626;SSF81496	NA	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-611105	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	PR00603	NA	NA	NA	NA	NA
augustus_masked-NODE_62_length_109730_cov_47.324927-processed-gene-0.38-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
augustus_masked-NODE_41_length_138089_cov_46.407134-processed-gene-0.49-mRNA-1	IPR036318	GO:0050660;GO:0071949;GO:0016491;GO:0055114	G3DSA:3.30.465.40	PS51387	PF08031;PF01565	NA	PTHR42973;PTHR42973:SF21	NA	NA	SSF56176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_318289_cov_41.506698-processed-gene-1.22-mRNA-1	IPR038324	GO:0000166;GO:0003824;GO:0044237;GO:0006352;GO:0030880	G3DSA:1.20.1250.40	NA	PF03874	NA	PTHR21297:SF0;PTHR21297	NA	NA	SSF47819	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_36_length_149521_cov_44.867525-processed-gene-0.51-mRNA-1	IPR012340	GO:0043047;GO:0000723	G3DSA:2.40.50.140	NA	PF16686	NA	PTHR14513	mobidb-lite	NA	SSF50249	NA	Coil	Reactome: R-HSA-1221632|Reactome: R-HSA-171306|Reactome: R-HSA-2559586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_656_length_5751_cov_39.992710-augustus-gene-0.2-mRNA-1	IPR008427	NA	NA	NA	PF05730	SM00747	PTHR35607:SF5;PTHR35607	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
augustus_masked-NODE_1_length_484860_cov_50.546594-processed-gene-0.9-mRNA-1	IPR001474	GO:0003934;GO:0005737;GO:0046654	G3DSA:3.30.1130.10;G3DSA:1.10.286.10	NA	PF01227	NA	PTHR11109	mobidb-lite	cd00642	SSF55620	PS00860;PS00859	Coil	KEGG: 00790+3.5.4.16|MetaCyc: PWY-5663|MetaCyc: PWY-5664|MetaCyc: PWY-6147|MetaCyc: PWY-6703|MetaCyc: PWY-6983|MetaCyc: PWY-7442|MetaCyc: PWY-7852|Reactome: R-HSA-1474151	TIGR00063	NA	NA	MF_00223	NA	NA	NA	NA	NA	NA	NA
maker-NODE_48_length_132367_cov_46.539012-augustus-gene-0.11-mRNA-1	IPR010920	NA	G3DSA:2.30.30.100	NA	NA	NA	PTHR15588:SF9;PTHR15588	NA	NA	SSF50182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_140_length_69927_cov_48.243352-processed-gene-0.14-mRNA-1	IPR012576	GO:0005739;GO:0005747;GO:0022900	NA	NA	PF08122	NA	PTHR15082	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_225485_cov_46.082997-augustus-gene-0.14-mRNA-1	IPR038770	GO:0006812;GO:0015299;GO:0016021;GO:0055085	G3DSA:1.20.1530.20	NA	PF00999	NA	PTHR32468;PTHR32468:SF0	mobidb-lite	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_20_length_197905_cov_46.958691-processed-gene-0.26-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_14_length_223582_cov_47.348450-processed-gene-1.17-mRNA-1	IPR027005	GO:0016020;GO:0000030;GO:0006493	G3DSA:2.80.10.50	PS50919	PF02366;PF02815;PF16192	SM00472	PTHR10050	mobidb-lite	NA	SSF82109	NA	NA	Reactome: R-HSA-5173105	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_15_length_210320_cov_43.855837-processed-gene-0.36-mRNA-1	IPR026255	GO:0008746;GO:0055114;GO:1902600;GO:0016491	G3DSA:3.40.50.720;G3DSA:3.40.50.1220	NA	PF12769;PF05222;PF01262;PF02233	SM01003;SM01002	PTHR10160	NA	cd05304	SSF52283;SSF51735;SSF52467	PS00836;PS00837	NA	KEGG: 00760+1.6.1.2|Reactome: R-HSA-71403	TIGR00561	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
