Gene	interpro	SUPERFAMILY	PANTHER	Gene3D	GO	PRINTS	Pfam	ProSiteProfiles	MobiDBLite	Phobius	TMHMM	CDD	Coils	SFLD	PATHWAY	ProSitePatterns	TIGRFAM	SMART	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Hamap	ProDom	PIRSF
OTA06867.1	IPR000727	SSF47661	PTHR19957:SF83;PTHR19957	G3DSA:1.20.58.70	GO:0005484;GO:0006886;GO:0016020;GO:0016192	NA	PF05739	PS50192	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	cd15845	Coil	NA	NA	PS00914	NA	SM00397	NA	NA	NA	NA	NA	NA
OTA03054.1	IPR015590	SSF53720	PTHR43353;PTHR43353:SF6	G3DSA:3.40.309.10;G3DSA:3.40.605.10	GO:0016491;GO:0055114;GO:0016620	NA	PF00171	NA	NA	NA	NA	NA	NA	NA	NA	PS00687	NA	NA	NA	NA	NA	NA	NA	NA
OTA04229.1	IPR029033	SSF53254	PTHR42725:SF2;PTHR42725	G3DSA:3.40.50.1240	NA	NA	PF00300	NA	NA	NA	NA	cd07067	NA	NA	NA	NA	NA	SM00855	NA	NA	NA	NA	NA	PIRSF000709
OTA05394.1	IPR032190	SSF82866	PTHR10796;PTHR10796:SF116	G3DSA:1.20.1640.10	GO:0016021	NA	PF16414;PF12349;PF02460	PS50156	NA	TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA06287.1	IPR008972	SSF49503	PTHR11709;PTHR11709:SF131	G3DSA:2.60.40.420	GO:0005507;GO:0016491;GO:0055114	NA	PF07732;PF07731;PF00394	NA	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	cd04205;cd13910	NA	NA	NA	PS00080;PS00079	NA	NA	NA	NA	NA	NA	NA	NA
OTA04775.1	NA	NA	PTHR43058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07228.1	IPR001844	SSF54849;SSF48592;SSF52029	PTHR11353:SF64;PTHR11353	G3DSA:3.50.7.10;G3DSA:3.30.260.10;G3DSA:1.10.560.10	GO:0005737;GO:0042026;GO:0005524;GO:0006457	PR00298	PF00118	NA	NA	NA	NA	cd03344	NA	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-8869496	PS00296	TIGR02348	NA	NA	NA	NA	MF_00600	NA	NA
OTA08698.1	IPR011701	SSF103473	PTHR42718;PTHR42718:SF1	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	GO:0016021;GO:0055085	NA	PF07690	PS50850	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02112.1	IPR036554	SSF54211;SSF55060	PTHR31814:SF2;PTHR31814	G3DSA:3.30.70.890;G3DSA:3.30.230.10	GO:0005524;GO:0004631	NA	PF00288;PF08544	NA	NA	NA	NA	NA	NA	NA	KEGG: 00900+2.7.4.2|MetaCyc: PWY-7391|MetaCyc: PWY-922	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF017288
OTA03261.1	IPR011013	SSF74650;SSF88688;SSF88713	PTHR11607;PTHR11607:SF15	G3DSA:3.20.110.10;G3DSA:2.70.98.30;G3DSA:1.20.1270.50	GO:0003824;GO:0005975;GO:0030246;GO:0004559;GO:0006013	NA	PF01074;PF17677;PF09261;PF07748	NA	NA	NA	NA	cd10812	NA	NA	NA	NA	NA	SM00872	NA	NA	NA	NA	NA	NA
OTA08744.1	IPR001054	SSF55073;SSF81606;SSF52058	PTHR45195	G3DSA:3.80.10.10;G3DSA:3.60.40.10	GO:0009190;GO:0016849;GO:0035556;GO:0005515;GO:0007165;GO:0000287;GO:0004016;GO:0006171;GO:0003824	NA	PF08509;PF13855;PF00481;PF00211	PS51450;PS50125;PS51746;PS50200	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	cd01775;cd07302;cd00143	Coil	NA	KEGG: 00230+4.6.1.1	NA	NA	SM00044;SM00314;SM00369;SM00332;SM00789;SM00364	SignalP-TM	NA	NA	NA	NA	NA
OTA08230.1	IPR013126	SSF53067	PTHR19375;PTHR19375:SF181	G3DSA:3.30.420.40;G3DSA:3.90.640.10		PR00301	PF00012	NA	mobidb-lite	NA	NA	cd10229	NA	NA	Reactome: R-HSA-3371453	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05713.1	NA	NA	PTHR39611	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03798.1	IPR035903	SSF89360	PTHR10072;PTHR10072:SF41	G3DSA:2.60.300.12	GO:0005198;GO:0051536;GO:0097428	NA	PF01521	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-1362409	NA	TIGR00049	NA	SignalP-TM	NA	NA	NA	NA	NA
OTA02600.1	IPR013057	NA	PTHR22950;PTHR22950:SF332	NA	NA	NA	PF01490	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06450.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA08134.1	IPR036237	SSF51658	PTHR31290;PTHR31290:SF5	NA	GO:0004519;GO:0006289;GO:0009411	NA	PF03851	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	TIGR00629	NA	NA	NA	NA	NA	NA	NA
OTA00548.1	NA	NA	PTHR31944:SF48;PTHR31944	NA	NA	NA	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05860.1	IPR013087	SSF57667	PTHR24409;PTHR24409:SF295	G3DSA:3.30.160.60	GO:0003676	NA	PF13912	PS50157	NA	NA	NA	NA	NA	NA	NA	PS00028	NA	SM00355	NA	NA	NA	NA	NA	NA
OTA07882.1	IPR011701	SSF103473	PTHR43791:SF26;PTHR43791	G3DSA:1.20.1250.20	GO:0016021;GO:0055085	NA	PF07690	PS50850	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01578.1	IPR000719	SSF56112	PTHR24056:SF92;PTHR24056	G3DSA:3.30.200.20	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	PS50011	mobidb-lite	NA	NA	cd07842	NA	NA	NA	PS00108	NA	SM00220	NA	NA	NA	NA	NA	NA
OTA05480.1	IPR001138	SSF57701	PTHR31313:SF67;PTHR31313	G3DSA:4.10.240.10	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PR00755	PF00172;PF04082	PS50048	mobidb-lite	NA	NA	cd00067;cd12148	Coil	NA	NA	PS00463	NA	SM00066;SM00906	NA	NA	NA	NA	NA	NA
OTA03090.1	IPR024792	SSF81296	PTHR10980;PTHR10980:SF3	G3DSA:2.70.50.30	GO:0005094;GO:0005737	PR00492	PF02115	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-194840	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05966.1	IPR000994	SSF55920	PTHR13980	G3DSA:2.30.29.30;G3DSA:3.90.230.10;G3DSA:2.30.29.210;G3DSA:3.40.350.10;G3DSA:2.30.29.150	GO:0035101	NA	PF00557;PF14826;PF08512;PF08644	NA	mobidb-lite	NA	NA	cd01091	Coil	NA	Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955	NA	NA	SM01287;SM01286;SM01285	NA	NA	NA	NA	NA	NA
OTA07241.1	IPR011107	NA	PTHR20835:SF0;PTHR20835	NA	GO:0004865;GO:0032515	NA	PF07491	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02914.1	IPR004000	SSF53067	PTHR11937;PTHR11937:SF274	NA	NA	NA	PF00022	NA	NA	NA	NA	cd00012	NA	NA	NA	PS00432	NA	SM00268	NA	NA	NA	NA	NA	NA
OTA06922.1	IPR003594	SSF55874;SSF69012	PTHR11947;PTHR11947:SF20	G3DSA:1.20.140.20	GO:0004672;GO:0016310;GO:0016772	PR00344	PF02518;PF10436	PS50109	NA	NA	NA	cd00075	NA	NA	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	NA	NA	SM00387	NA	NA	NA	NA	NA	NA
OTA05551.1	IPR013149	SSF50129;SSF51735	PTHR43161:SF4;PTHR43161	G3DSA:3.90.180.10;G3DSA:3.40.50.720	GO:0055114;GO:0008270;GO:0016491	NA	PF00107;PF08240	NA	mobidb-lite	NA	NA	cd05285	NA	NA	Reactome: R-HSA-71384	PS00059	NA	SM00829	NA	NA	NA	NA	NA	NA
OTA04273.1	IPR015507	SSF53335	PTHR10920:SF13;PTHR10920	G3DSA:3.40.50.150	GO:0001510;GO:0008168;GO:0032259;GO:0005634;GO:0006364;GO:0008649;GO:0031167	NA	PF01728;PF07780;PF11861	NA	mobidb-lite	NA	NA	NA	Coil	NA	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	MF_01547;MF_03163	NA	NA
OTA01184.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07262.1	IPR013251	NA	PTHR28262	NA	GO:0005876;GO:0008608;GO:0042729	NA	PF08287	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04023.1	IPR018815	NA	PTHR28029	NA	NA	NA	PF10311	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08534.1	IPR014042	SSF56059;SSF52440	PTHR11130;PTHR11130:SF0	G3DSA:1.10.1080.10;G3DSA:3.30.1490.80;G3DSA:3.30.470.20;G3DSA:3.40.50.1760;G3DSA:3.30.1490.50	GO:0004363;GO:0005524;GO:0006750;GO:0016874	NA	PF03199;PF03917	NA	NA	NA	NA	NA	NA	NA	KEGG: 00270+6.3.2.3|KEGG: 00480+6.3.2.3|Reactome: R-HSA-174403|Reactome: R-HSA-5579006	NA	TIGR01986	NA	NA	NA	NA	NA	NA	PIRSF001558
OTA08321.1	IPR022631	SSF55973	PTHR11964	G3DSA:3.30.300.10	GO:0004478;GO:0006556;GO:0005524	NA	PF02772;PF00438;PF02773	NA	NA	NA	NA	NA	NA	NA	KEGG: 00270+2.5.1.6|MetaCyc: PWY-5041|MetaCyc: PWY-5912|Reactome: R-HSA-156581	PS00376;PS00377	TIGR01034	NA	NA	NA	NA	MF_00086	NA	PIRSF000497
OTA08106.1	IPR000814	SSF55945	PTHR10126;PTHR10126:SF20	G3DSA:3.30.310.10	GO:0003677;GO:0006352	PR00686	PF00352	NA	mobidb-lite	NA	NA	cd04516	NA	NA	NA	PS00351	NA	NA	NA	NA	NA	MF_00408	NA	NA
OTA02852.1	IPR006224	SSF55120	PTHR43994;PTHR43994:SF2	NA	GO:0001522;GO:0003723;GO:0009451;GO:0009982	NA	PF00849	PS50889	mobidb-lite	NA	NA	cd02557	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS01129	TIGR00005	NA	NA	NA	NA	NA	NA	NA
OTA04301.1	IPR002110	SSF48403	PTHR24151:SF1;PTHR24151	G3DSA:1.25.40.20	GO:0005515	NA	PF13637	PS50088;PS50297	NA	NA	NA	cd00204	NA	NA	NA	NA	NA	SM00248	NA	NA	NA	NA	NA	NA
OTA08697.1	IPR013635	NA	PTHR31726	NA	NA	NA	PF08426	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
OTA03285.1	IPR016024	SSF48371	PTHR12389	NA	GO:0061630;GO:1990112;GO:1990116	NA	NA	NA	NA	NA	NA	NA	NA	NA	MetaCyc: PWY-7511|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04195.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08812.1	IPR015421	SSF53383	PTHR11808;PTHR11808:SF35	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	GO:0003824;GO:0030170	NA	PF01053	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	PS00868	NA	NA	NA	NA	NA	NA	NA	PIRSF001434
OTA00823.1	IPR036249	SSF52833	PTHR12232	G3DSA:3.40.30.10	GO:0009055;GO:0015035;GO:0045454	NA	PF04908	PS51354	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04960.1	IPR036691	SSF56219	PTHR11200:SF185;PTHR11200	G3DSA:3.60.10.10;G3DSA:2.60.40.10	GO:0046856	NA	PF03372	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	SM00128	NA	NA	NA	NA	NA	NA
OTA06813.1	IPR003694	SSF52402;SSF56317	PTHR23090;PTHR23090:SF9	G3DSA:3.60.110.10;G3DSA:3.40.50.620	GO:0003952;GO:0005524;GO:0009435;GO:0006807	NA	PF00795;PF02540	PS50263	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	cd07570;cd00553	NA	NA	KEGG: 00760+6.3.1.5|Reactome: R-HSA-196807	NA	NA	NA	NA	NA	NA	MF_02090	NA	PIRSF006630
OTA05705.1	IPR004776	NA	PTHR31794:SF2;PTHR31794	NA	GO:0016021;GO:0055085	NA	PF03547	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02356.1	IPR031127	SSF57850	PTHR11685	G3DSA:1.20.120.1750	GO:0004842;GO:0016567	NA	PF01485	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	SM00647	NA	NA	NA	NA	NA	NA
OTA01228.1	IPR003152	SSF47212;SSF48371;SSF56112	PTHR11139:SF9;PTHR11139	G3DSA:1.20.120.150;G3DSA:3.30.1010.10;G3DSA:1.10.1070.11;G3DSA:1.25.10.10	GO:0005515;GO:0044877;GO:0016301;GO:0004674	NA	PF11865;PF02260;PF02259;PF00454;PF02985;PF08771	PS51190;PS51189;PS50077;PS50290	mobidb-lite	NA	NA	cd05169	Coil	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PS00915	NA	SM01343;SM00146;SM01345;SM01346	NA	NA	NA	NA	NA	NA
OTA03294.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA00114.1	IPR016102	SSF52210;SSF51735	PTHR11117;PTHR11117:SF2	G3DSA:3.40.50.261;G3DSA:3.40.50.720	GO:0003824;GO:0048037	PR01798	PF02629;PF00549	NA	NA	NA	NA	NA	NA	NA	KEGG: 00020+6.2.1.5|KEGG: 00640+6.2.1.5|KEGG: 00660+6.2.1.5|KEGG: 00720+6.2.1.5|MetaCyc: PWY-5392|MetaCyc: PWY-5537|MetaCyc: PWY-5538|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7384	PS01216;PS00399	TIGR01019	SM00881	NA	NA	NA	MF_01988	NA	PIRSF001553
OTA08393.1	IPR036180	SSF82754;SSF53300;SSF82919;SSF81811;SSF81995	PTHR11141:SF0;PTHR11141	G3DSA:2.60.40.1670;G3DSA:3.40.50.410;G3DSA:1.20.120.730;G3DSA:3.40.20.10;G3DSA:2.30.30.380	GO:0006886;GO:0006888;GO:0030127;GO:0090114;GO:0008270	NA	PF04815;PF04811;PF00626;PF04810;PF08033	NA	NA	NA	NA	cd11287;cd01478	NA	NA	Reactome: R-HSA-1655829|Reactome: R-HSA-204005|Reactome: R-HSA-2132295|Reactome: R-HSA-5694530|Reactome: R-HSA-983170	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03091.1	IPR036887	SSF54616	PTHR38044	G3DSA:3.10.260.10	GO:0003677;GO:0070197;GO:1990862	NA	NA	PS51299	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	Coil	NA	NA	NA	NA	SM01252	NA	NA	NA	NA	NA	NA
OTA06401.1	IPR036875	SSF57756	PTHR23002;PTHR23002:SF84	G3DSA:4.10.60.10	GO:0003676;GO:0008270	NA	PF00098	PS50158	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM00343	NA	NA	NA	NA	NA	NA
OTA01379.1	NA	NA	PTHR35393	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04171.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02054.1	IPR016024	SSF48371	PTHR14387:SF0;PTHR14387	NA		NA	PF10350	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-6782315	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05737.1	IPR036513	SSF52091;SSF51206	PTHR11814:SF59;PTHR11814	G3DSA:3.30.750.24;G3DSA:2.60.120.10	GO:0008272;GO:0015116;GO:0016021;GO:0008271;GO:0016020;GO:0055085	NA	PF00027;PF00916;PF01740	PS50042;PS50801	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	cd07042;cd00038	NA	NA	NA	NA	NA	SM00100	NA	NA	NA	NA	NA	NA
OTA03136.1	NA	NA	PTHR39611;PTHR39611:SF2	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06071.1	IPR021905	SSF54001	PTHR44353:SF1;PTHR44353	G3DSA:3.90.70.10	GO:0016579;GO:0036459;GO:0006511	NA	PF12030;PF00443	PS50235	mobidb-lite	NA	NA	cd02659	NA	NA	NA	PS00973	NA	NA	NA	NA	NA	NA	NA	NA
OTA03263.1	IPR013083	SSF57903;SSF46689	PTHR10629:SF35;PTHR10629	G3DSA:3.30.40.10;G3DSA:1.10.10.60	GO:0003677	PR01217	PF13831;PF13832	PS51156;PS51293;PS51805;PS50016	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	SM00717;SM00249	SignalP-TM	NA	NA	NA	NA	NA
OTA07671.1	IPR013651	SSF56059;SSF53254	PTHR12750;PTHR12750:SF9	G3DSA:3.40.50.11950;G3DSA:3.30.470.100;G3DSA:3.40.50.1240	GO:0000829	NA	PF08443;PF00328;PF18086	NA	mobidb-lite	NA	NA	NA	Coil	NA	Reactome: R-HSA-70614	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02957.1	IPR035969	SSF47923;SSF47473	PTHR22957:SF289;PTHR22957	G3DSA:1.10.8.270;G3DSA:1.10.472.80	NA	NA	PF00566	PS50086	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	SM00164	NA	NA	NA	NA	NA	NA
OTA05001.1	IPR013078	SSF53254	PTHR43387;PTHR43387:SF6	G3DSA:3.40.50.1240	NA	NA	PF00300	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SM00855	NA	NA	NA	NA	NA	NA
OTA06963.1	IPR000757	SSF49899	PTHR10963;PTHR10963:SF56	G3DSA:2.60.120.200	GO:0004553;GO:0005975	NA	PF00722	PS51762;PS51257	mobidb-lite	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE	TMhelix	cd02183	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA06959.1	IPR036259	SSF103473	PTHR23507;PTHR23507:SF29	NA	GO:0016021;GO:0055085	NA	PF07690	NA	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07652.1	IPR007219	NA	PTHR19818:SF122;PTHR19818	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	PF04082	NA	mobidb-lite	NA	NA	cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03468.1	IPR017384	NA	PTHR17098	NA		NA	PF15879	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02699.1	IPR000760	SSF56655	PTHR20854;PTHR20854:SF4	G3DSA:3.40.190.80	GO:0046854	PR00377	PF00459	NA	NA	NA	NA	NA	NA	NA	NA	PS00630	NA	NA	NA	NA	NA	NA	NA	NA
OTA01659.1	IPR029044	SSF53448	PTHR31834:SF1;PTHR31834	NA	GO:0000009	NA	PF04488	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
OTA05391.1	NA	NA	PTHR42024	NA	NA	NA	NA	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA04069.1	IPR027915	NA	PTHR39615	NA	NA	NA	PF14618	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02755.1	IPR023753	SSF51905;SSF47473	PTHR43706;PTHR43706:SF2	G3DSA:3.50.50.100	GO:0016491;GO:0055114;GO:0005509	NA	PF07992	PS50222	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	PS00018	NA	SM00054	NA	NA	NA	NA	NA	NA
OTA08797.1	IPR003349	SSF51197	PTHR10694:SF7;PTHR10694	G3DSA:3.30.40.10;G3DSA:2.60.120.650		NA	PF13832;PF02373;PF02375	PS51183;PS51184;PS51805	mobidb-lite	NA	NA	cd15571	Coil	NA	Reactome: R-HSA-3214842	NA	NA	SM00249;SM00558;SM00545	NA	NA	NA	NA	NA	NA
OTA00607.1	IPR036691	SSF56219	PTHR14859:SF1;PTHR14859	G3DSA:3.60.10.10	NA	NA	PF10277	NA	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00792.1	IPR018851	NA	PTHR16040;PTHR16040:SF7	NA		NA	PF10444	NA	mobidb-lite	NA	NA	NA	Coil	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-4615885|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03892.1	NA	NA	PTHR31845;PTHR31845:SF5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03775.1	IPR006603	NA	PTHR16201;PTHR16201:SF35	G3DSA:1.20.1280.290	NA	NA	PF04193	NA	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	SM00679	NA	NA	NA	NA	NA	NA
OTA06433.1	IPR022666	SSF50104;SSF50249	PTHR13691:SF5;PTHR13691	G3DSA:2.40.50.140;G3DSA:2.30.30.30;G3DSA:4.10.950.10	GO:0003735;GO:0005840;GO:0006412;GO:0003723;GO:0015934;GO:0016740	NA	PF00181;PF03947	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00467	TIGR01171	SM01382;SM01383	NA	NA	NA	NA	NA	NA
