Gene	MobiDBLite	Gene3D	CDD	interpro	SUPERFAMILY	PANTHER	GO	Pfam	ProSiteProfiles	Phobius	SignalP_EUK	SignalP_GRAM_POSITIVE	TMHMM	SMART	Coils	ProSitePatterns	PATHWAY	PIRSF	PRINTS	Hamap	SignalP_GRAM_NEGATIVE	SFLD	TIGRFAM	ProDom
maker-scaffold87-augustus-gene-0.189-mRNA-1	mobidb-lite	G3DSA:3.30.870.10	cd09141;cd09138	IPR001736	SSF56024	PTHR18896;PTHR18896:SF74	GO:0003824;GO:0004630;GO:0006654;GO:0048017	PF00614;PF13091	PS50035	NA	NA	NA	NA	SM00155	NA	NA	Reactome: R-HSA-1483148	PIRSF009376	NA	NA	NA	NA	NA	NA
maker-scaffold97-snap-gene-0.112-mRNA-1	mobidb-lite	G3DSA:1.25.40.10;G3DSA:3.40.50.300	NA	IPR011990	SSF52540	PTHR10039;PTHR10039:SF6	GO:0005515;GO:0032126;GO:0070941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold2-augustus-gene-1.194-mRNA-1	mobidb-lite	G3DSA:1.20.58.1210;G3DSA:2.30.29.30;G3DSA:1.20.58.1220	NA	IPR032403	SSF74788;SSF50729	PTHR21426:SF12;PTHR21426	GO:0000145;GO:0006887	PF16528;PF08700	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-1445148|Reactome: R-HSA-264876|Reactome: R-HSA-5620916	NA	NA	NA	NA	NA	NA	NA
maker-scaffold91-snap-gene-0.246-mRNA-1	mobidb-lite	NA	NA	IPR024527	NA	PTHR28298	NA	PF12757	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold218-processed-gene-0.16-mRNA-1	mobidb-lite	G3DSA:2.130.10.10	NA	IPR017986	SSF50978	PTHR19924:SF26;PTHR19924	GO:0005515;GO:0005730;GO:0006364	PF00400;PF09384	PS50294;PS50082	NA	NA	NA	NA	SM00320	NA	PS00678	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	PR00320	NA	NA	NA	NA	NA
maker-scaffold120-snap-gene-0.61-mRNA-1	mobidb-lite	G3DSA:3.30.40.10	cd15505	IPR024610	SSF57903	PTHR10333:SF86;PTHR10333	NA	NA	PS50016	NA	NA	NA	NA	SM01408;SM00249	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold31-snap-gene-0.116-mRNA-1	mobidb-lite	G3DSA:3.40.50.10810;G3DSA:3.40.50.300	cd00079;cd00046	IPR014001	SSF52540	PTHR10799;PTHR10799:SF843	GO:0005524	PF00176;PF00271	PS51192;PS51194	NA	NA	NA	NA	SM00490;SM00487	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold12-processed-gene-1.134-mRNA-1	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.30	NA	IPR036188	SSF51905;SSF54373	PTHR13789:SF172;PTHR13789	NA	PF13450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA	NA
maker-scaffold1-augustus-gene-0.136-mRNA-1	mobidb-lite	G3DSA:1.20.58.760;G3DSA:3.40.50.300;G3DSA:1.10.8.60	cd00009	IPR003593	SSF140990;SSF52540	PTHR23076	GO:0004222;GO:0005524;GO:0006508;GO:0016020	PF01434;PF00004;PF17862	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	SM00382	NA	PS00674	Reactome: R-HSA-8949664	NA	NA	MF_01458	NA	NA	TIGR01241	NA
augustus_masked-scaffold29-processed-gene-0.54-mRNA-1	mobidb-lite	NA	NA	IPR021858	NA	PTHR38791:SF5;PTHR38791	NA	PF11951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold13-processed-gene-1.173-mRNA-1	mobidb-lite	G3DSA:3.30.160.20;G3DSA:3.30.70.1660;G3DSA:1.20.1250.20	cd06174	IPR005139	SSF75620;SSF103473	PTHR11360:SF130;PTHR11360	GO:0006415;GO:0003747;GO:0016021;GO:0055085	PF03462;PF07690;PF00472	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	SM00937	Coil	PS00745	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold224-processed-gene-0.21-mRNA-1	NA	NA	NA	IPR009305	NA	PTHR28026:SF4;PTHR28026	NA	PF06127	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold18-augustus-gene-0.49-mRNA-1	mobidb-lite	G3DSA:1.25.40.10;G3DSA:2.130.10.10	NA	IPR011990	SSF50978	PTHR12616;PTHR12616:SF1	GO:0005515;GO:0006886;GO:0016192	PF00637	PS50236	NA	NA	NA	NA	SM00299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold12-augustus-gene-1.16-mRNA-1	NA	G3DSA:1.10.8.470;G3DSA:3.40.50.300;G3DSA:3.10.20.30	cd04938;cd01899	IPR006073	SSF52540	PTHR23305;PTHR23305:SF1	GO:0005525	PF01926;PF08438	PS51710	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00326	NA	NA	NA	NA	NA
augustus_masked-scaffold176-processed-gene-0.16-mRNA-1	mobidb-lite	G3DSA:1.10.510.10	cd13993	IPR008271	SSF56112	PTHR24343:SF218;PTHR24343	GO:0004672;GO:0006468;GO:0005524	PF00069	PS50011	NA	NA	NA	NA	SM00220	NA	PS00108	NA	PIRSF000615	NA	NA	NA	NA	NA	NA
maker-scaffold31-snap-gene-0.139-mRNA-1	NA	NA	NA	NA	SSF144083	PTHR21535:SF66;PTHR21535	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold167-processed-gene-0.32-mRNA-1	NA	NA	NA	IPR007272	NA	PTHR30574	NA	PF04143	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold3-processed-gene-2.21-mRNA-1	mobidb-lite	NA	NA	NA	NA	PTHR42041	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold38-snap-gene-0.212-mRNA-1	mobidb-lite	G3DSA:3.30.420.40;G3DSA:3.30.420.460	cd07782	IPR006003	SSF53067	PTHR42345:SF1;PTHR42345	GO:0005975;GO:0016773	PF00370;PF02782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01315	NA
maker-scaffold49-augustus-gene-0.26-mRNA-1	mobidb-lite	NA	NA	IPR004776	NA	PTHR31794;PTHR31794:SF2	GO:0016021;GO:0055085	PF03547	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold2-processed-gene-2.73-mRNA-1	mobidb-lite	G3DSA:3.30.160.60	NA	IPR013087	SSF57667	PTHR14596:SF46;PTHR14596	GO:0003676;GO:0003700;GO:0005634;GO:0006355	PF02200	PS50157	NA	NA	NA	NA	SM00355;SM00424	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	PD018365
maker-scaffold33-augustus-gene-0.30-mRNA-1	NA	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	IPR010240	SSF53383	PTHR11601;PTHR11601:SF34	GO:0030170;GO:0031071;GO:0044571;GO:0003824	PF00266	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	SignalP-TM	NA	NA	NA	PS00595	KEGG: 00730+2.8.1.7|MetaCyc: PWY-7250|Reactome: R-HSA-1362409|Reactome: R-HSA-947581	NA	NA	MF_00331	NA	NA	TIGR02006	NA
augustus_masked-scaffold72-processed-gene-0.290-mRNA-1	mobidb-lite	G3DSA:2.60.200.40	NA	IPR016064	SSF111331	PTHR12358:SF36;PTHR12358	GO:0016301	PF00781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold229-processed-gene-0.42-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold83-snap-gene-0.61-mRNA-1	mobidb-lite	G3DSA:1.25.40.10	NA	IPR011990	SSF48452	PTHR15696;PTHR15696:SF17	GO:0005515	PF10373	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA
maker-scaffold297-exonerate_protein2genome-gene-0.0-mRNA-1	NA	G3DSA:3.90.1570.50;G3DSA:3.40.50.300;G3DSA:3.90.640.50	cd00046	IPR014001	SSF52540	PTHR30195:SF16;PTHR30195	GO:0003677;GO:0004519;GO:0006304;GO:0005524;GO:0009035;GO:0009307	PF04313;PF18766	PS51192	NA	NA	NA	NA	SM00487	Coil	NA	NA	NA	NA	NA	NA	NA	TIGR00348	NA
augustus_masked-scaffold65-processed-gene-0.138-mRNA-1	NA	G3DSA:1.20.1250.20;G3DSA:2.70.98.10	cd09020;cd06174	IPR003663	SSF103473;SSF74650	PTHR23500:SF9;PTHR23500	GO:0016020;GO:0022857;GO:0055085;GO:0005975;GO:0016853;GO:0016021;GO:0003824;GO:0030246;GO:0005215	PF01263;PF00083	PS50850	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	PS00216	Reactome: R-HSA-189200	NA	PR00171	NA	NA	NA	TIGR00879	NA
maker-scaffold133-augustus-gene-0.3-mRNA-1	mobidb-lite	NA	NA	IPR038852	NA	PTHR42106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold4-processed-gene-2.60-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold42-augustus-gene-0.113-mRNA-1	mobidb-lite	G3DSA:2.130.10.10	NA	IPR015943	SSF50978	PTHR44271	GO:0005515	NA	NA	NA	NA	NA	NA	SM00320	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold10-snap-gene-2.293-mRNA-1	mobidb-lite	G3DSA:3.80.10.10	NA	IPR003591	SSF52058	PTHR44126	GO:0005515	PF13516	PS51450	NA	NA	NA	NA	SM00369;SM00364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold65-augustus-gene-0.33-mRNA-1	NA	NA	NA	IPR033466	NA	PTHR12290:SF11;PTHR12290	GO:0016192	PF03311	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	SM01398	NA	PS01340	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold11-processed-gene-0.170-mRNA-1	NA	G3DSA:3.30.1330.20;G3DSA:1.10.287.600	NA	IPR000217	SSF55307	PTHR11588:SF257;PTHR11588	GO:0005874;GO:0007017;GO:0005200;GO:0005525	PF03953	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-380320	NA	PR01162	NA	NA	NA	NA	NA
augustus_masked-scaffold137-processed-gene-0.117-mRNA-1	mobidb-lite	NA	NA	IPR006594	NA	PTHR12610:SF12;PTHR12610	GO:0005515	NA	PS50896	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold224-snap-gene-0.87-mRNA-1	NA	G3DSA:3.30.1490.120;G3DSA:2.40.50.140;G3DSA:3.20.20.60	cd04462;cd04329	IPR036898	SSF88798;SSF51621;SSF50249	PTHR30502	GO:0003899;GO:0006351;GO:0003676;GO:0003824	PF00575;PF03328;PF03876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold188-augustus-gene-0.3-mRNA-1	mobidb-lite	NA	NA	IPR029058	SSF53474	PTHR17920;PTHR17920:SF3	NA	PF05277	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold108-augustus-gene-0.145-mRNA-1	mobidb-lite	G3DSA:3.30.70.100;G3DSA:2.70.150.20;G3DSA:3.40.1110.10;G3DSA:3.40.50.1000	cd00371;cd02094	IPR018303	SSF81660;SSF56784;SSF55008;SSF81653;SSF81665	PTHR43520:SF8;PTHR43520	GO:0005507;GO:0030001;GO:0046872;GO:0000166;GO:0016021;GO:0006812;GO:0019829	PF00403;PF00122;PF00702	PS50846	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	PS00154;PS01229	Reactome: R-HSA-936837	NA	PR00119;PR00942	NA	NA	SFLDF00027;SFLDG00002	TIGR00003;TIGR01494;TIGR01525	NA
maker-scaffold5-augustus-gene-2.255-mRNA-1	mobidb-lite	G3DSA:3.30.160.60	NA	IPR013087	SSF57667	PTHR13182;PTHR13182:SF8	GO:0003676;GO:0008270	PF12756;PF12171	NA	NA	NA	NA	NA	SM00355;SM00451	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold219-processed-gene-0.52-mRNA-1	mobidb-lite	NA	NA	IPR018959	NA	PTHR31527	NA	PF09347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold53-augustus-gene-0.118-mRNA-1	NA	G3DSA:1.20.1440.230;G3DSA:3.40.50.11540;G3DSA:3.10.20.600	NA	IPR011537	SSF142019;SSF142984;SSF140490	PTHR11780;PTHR11780:SF10	GO:0010181;GO:0016651;GO:0051287;GO:0051539;GO:0055114;GO:0008137	PF10531;PF01512;PF10589	NA	NA	NA	NA	NA	SM00928	NA	PS00644;PS00645	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	TIGR01959	NA
augustus_masked-scaffold74-processed-gene-0.93-mRNA-1	mobidb-lite	G3DSA:3.40.30.10	cd02970	IPR036249	SSF52833	PTHR28630:SF1;PTHR28630	GO:0055114	PF13911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold57-processed-gene-0.300-mRNA-1	mobidb-lite	G3DSA:1.25.40.10	NA	IPR002885	NA	PTHR44149;PTHR44149:SF1	GO:0005515	PF13041	PS51375	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold93-augustus-gene-0.279-mRNA-1	NA	G3DSA:1.10.238.10	cd00051	IPR018247	SSF47473	PTHR23056;PTHR23056:SF43	GO:0005509	PF13499;PF13202	PS50222	NA	NA	NA	NA	SM00054	NA	PS00018	NA	NA	PR00450	NA	NA	NA	NA	NA
augustus_masked-scaffold74-processed-gene-0.102-mRNA-1	mobidb-lite	G3DSA:1.10.506.10	cd05137	IPR008936	SSF48350;SSF49562	PTHR10194:SF126;PTHR10194	GO:0007165;GO:0043087	PF00616	PS50018	NA	NA	NA	NA	SM00323	NA	PS00509	Reactome: R-HSA-5658442|Reactome: R-HSA-6802949	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold158-processed-gene-0.26-mRNA-1	NA	G3DSA:1.50.40.10	NA	IPR023395	SSF103506	PTHR24089:SF133;PTHR24089	GO:0022857;GO:0055085	PF00153	PS50920	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	NA	NA	PR00926	NA	NA	NA	NA	NA
augustus_masked-scaffold189-processed-gene-0.74-mRNA-1	mobidb-lite	NA	NA	IPR011043	SSF50965	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold10-processed-gene-2.223-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold3-processed-gene-3.304-mRNA-1	NA	G3DSA:3.40.50.2020	cd06223	IPR000836	SSF53271	PTHR10210;PTHR10210:SF36	GO:0009116;GO:0000287;GO:0004749;GO:0009165	PF13793;PF14572	NA	NA	NA	NA	NA	SM01400	NA	NA	KEGG: 00030+2.7.6.1|KEGG: 00230+2.7.6.1	NA	NA	NA	NA	NA	TIGR01251	NA
maker-scaffold9-snap-gene-2.25-mRNA-1	NA	NA	NA	IPR023041	SSF81321	PTHR23112:SF0;PTHR23112	GO:0004888;GO:0007166;GO:0016021	PF11710	PS50261	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold106-processed-gene-0.143-mRNA-1	mobidb-lite	G3DSA:3.40.1690.20;G3DSA:1.20.58.760;G3DSA:3.40.50.300;G3DSA:1.10.8.60	cd00009	IPR003959	SSF52540;SSF140990	PTHR43655;PTHR43655:SF14	GO:0005524;GO:0004222;GO:0016020;GO:0006508;GO:0008270;GO:0016021	PF17862;PF00004;PF01434;PF06480	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SM00382	NA	PS00674	Reactome: R-HSA-8949664	NA	NA	MF_01458	NA	NA	TIGR01241	NA
maker-scaffold132-augustus-gene-0.77-mRNA-1	mobidb-lite	G3DSA:2.170.150.70	NA	IPR006913	SSF51316	PTHR33337:SF1;PTHR33337	GO:0016846	PF04828	NA	NA	NA	NA	NA	NA	NA	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold43-processed-gene-0.332-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold119-augustus-gene-0.165-mRNA-1	NA	G3DSA:3.40.50.300	cd01850	IPR027417	SSF52540	PTHR18884;PTHR18884:SF58	GO:0005525	PF00735	PS51719	NA	NA	NA	NA	NA	Coil	NA	NA	PIRSF006698	NA	NA	NA	NA	NA	NA
maker-scaffold49-augustus-gene-0.4-mRNA-1	NA	NA	NA	IPR005336	NA	PTHR14154;PTHR14154:SF2	GO:0005743;GO:0006850	PF03650	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold164-processed-gene-0.17-mRNA-1	mobidb-lite	G3DSA:3.40.50.300	cd00268;cd00079	IPR001650	SSF52540	PTHR24031;PTHR24031:SF25	GO:0003676;GO:0005524	PF00270;PF00271	PS51194;PS51195;PS51192	NA	NA	NA	NA	SM00490;SM00487	Coil	PS00039	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold57-snap-gene-0.369-mRNA-1	mobidb-lite	G3DSA:1.10.10.10	NA	IPR000717	SSF46785	PTHR13937:SF0;PTHR13937	GO:0003743;GO:0005852;GO:0006413;GO:0031369;GO:0003723	PF01399;PF05470	PS50250	NA	NA	NA	NA	SM00088;SM00753	Coil	NA	NA	NA	NA	MF_03002	NA	NA	NA	NA
maker-scaffold4-augustus-gene-1.184-mRNA-1	mobidb-lite	NA	NA	IPR007941	SSF53474	PTHR17920;PTHR17920:SF9	NA	PF05277	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold13-processed-gene-1.0-mRNA-1	mobidb-lite	G3DSA:3.40.50.10130;G3DSA:1.10.150.670	NA	IPR006166	NA	PTHR21077;PTHR21077:SF5	GO:0003677;GO:0004518;GO:0005634;GO:0006281;GO:0048476	PF02732	NA	NA	NA	NA	NA	SM00891	Coil	NA	Reactome: R-HSA-6783310	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold129-processed-gene-0.19-mRNA-1	mobidb-lite	G3DSA:2.80.10.50	NA	IPR003342	SSF82109	PTHR10050:SF45;PTHR10050	GO:0000030;GO:0006493;GO:0016020	PF02366;PF16192;PF02815	PS50919	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	SM00472	NA	NA	Reactome: R-HSA-5173105	NA	NA	NA	NA	NA	NA	NA
maker-scaffold126-snap-gene-0.19-mRNA-1	mobidb-lite	G3DSA:2.40.50.140;G3DSA:1.25.40.10	cd05693;cd05706;cd05708;cd05698;cd05697;cd05703;cd05702;cd05707	IPR003107	SSF48452;SSF50249	PTHR23270:SF10;PTHR23270	GO:0006396;GO:0003676;GO:0005515	PF00575	PS50126	NA	NA	NA	NA	SM00386;SM00316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-augustus-gene-0.147-mRNA-1	mobidb-lite	G3DSA:2.130.10.10	cd00200	IPR037866	SSF50978	PTHR22847:SF603;PTHR22847	GO:0005515	PF00400	PS50082;PS50294	NA	NA	NA	NA	SM00320	NA	PS00678	NA	NA	PR00320	NA	NA	NA	NA	NA
maker-scaffold17-augustus-gene-0.101-mRNA-1	mobidb-lite	NA	NA	IPR004853	SSF103481	PTHR45400	NA	PF03151	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold223-processed-gene-0.40-mRNA-1	mobidb-lite	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	cd06454	IPR015421	SSF53383	PTHR13693;PTHR13693:SF3	GO:0003824;GO:0009058;GO:0030170	PF00155	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold6-augustus-gene-1.119-mRNA-1	mobidb-lite	G3DSA:1.10.150.20;G3DSA:3.40.50.10130	NA	IPR006166	SSF47781;SSF52980	PTHR10150	GO:0003677;GO:0004518;GO:0003697;GO:0004520;GO:0006281	PF02732	NA	NA	NA	NA	NA	SM00891	NA	NA	Reactome: R-HSA-6783310	NA	NA	NA	NA	NA	TIGR00596	NA
augustus_masked-scaffold73-processed-gene-0.223-mRNA-1	NA	G3DSA:2.40.30.20	cd00402	IPR026017	SSF63380	PTHR21098;PTHR21098:SF0		PF00677	PS51177	NA	NA	NA	NA	NA	NA	NA	KEGG: 00740+2.5.1.9|MetaCyc: PWY-6167|MetaCyc: PWY-6168	PIRSF000498	NA	NA	NA	NA	TIGR00187	NA
maker-scaffold92-snap-gene-0.99-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold37-augustus-gene-0.364-mRNA-1	NA	G3DSA:1.25.40.10	cd15832	IPR000744	SSF48452	PTHR13768;PTHR13768:SF8	GO:0006886;GO:0005515	PF14938	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-6807878|Reactome: R-HSA-6811434|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	NA	PR00448	NA	NA	NA	NA	NA
augustus_masked-scaffold91-processed-gene-0.270-mRNA-1	NA	NA	NA	IPR001104	NA	PTHR14624	GO:0006629;GO:0016627;GO:0003865;GO:0006488	PF02544	PS50244	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	MetaCyc: PWY-6129|Reactome: R-HSA-193048|Reactome: R-HSA-446199|Reactome: R-HSA-4755579	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold47-processed-gene-0.328-mRNA-1	mobidb-lite	G3DSA:2.40.50.990;G3DSA:3.40.50.300;G3DSA:1.25.10.10	cd03221	IPR023780	SSF48371;SSF52540;SSF54160	PTHR19211;PTHR19211:SF44	GO:0005524;GO:0016887	PF00385;PF00005	PS50893	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	SM00382	NA	PS00211	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold23-augustus-gene-0.8-mRNA-1	mobidb-lite	G3DSA:1.20.1080.10	cd00333	IPR000425	SSF81338	PTHR43829:SF9;PTHR43829	GO:0015267;GO:0016020;GO:0055085	PF00230	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	PS00221	Reactome: R-HSA-432047	NA	PR00783;PR02019	NA	NA	NA	TIGR00861	NA
maker-scaffold142-augustus-gene-0.173-mRNA-1	mobidb-lite	G3DSA:3.30.70.330	cd12320;cd12568	IPR000504	SSF54928	PTHR44220	GO:0003676	PF00076	PS50102	NA	NA	NA	NA	SM00360	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold189-processed-gene-0.68-mRNA-1	mobidb-lite	G3DSA:3.40.50.300;G3DSA:1.20.1320.20	cd00079;cd12091;cd00046	IPR001650	SSF52540	PTHR14025:SF20;PTHR14025	GO:0003677;GO:0005524;GO:0016787;GO:0006281;GO:0043140	PF00271;PF04851	PS51194;PS51192	NA	NA	NA	NA	SM00487;SM00490	NA	PS00690	Reactome: R-HSA-6783310	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold101-processed-gene-0.26-mRNA-1	mobidb-lite	NA	NA	IPR018853	NA	NA	NA	PF10446	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
