Gene	MobiDBLite	interpro	GO	SUPERFAMILY	PATHWAY	CDD	SMART	PANTHER	Pfam	Phobius	Gene3D	TMHMM	SignalP_GRAM_NEGATIVE	Coils	PIRSF	PRINTS	ProSiteProfiles	ProSitePatterns	Hamap	TIGRFAM	SignalP_EUK	SignalP_GRAM_POSITIVE	ProDom	SFLD
augustus_masked-NIGD01000004.1-processed-gene-7.11-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR37848	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000008.1-augustus-gene-10.38-mRNA-1	mobidb-lite	IPR001245	GO:0004672;GO:0006468;GO:0005524	SSF56112	NA	cd08217	SM00220	PTHR43671	PF07714	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	NA	Coil	PIRSF000615	NA	PS50011	PS00108	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-2.18-mRNA-1	mobidb-lite	IPR013536	NA	NA	NA	NA	NA	PTHR23153;PTHR23153:SF36	PF08325	NA	NA	NA	NA	NA	NA	NA	PS51397	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-27.11-mRNA-1	NA	IPR007274	GO:0005375;GO:0016021;GO:0035434	NA	NA	NA	NA	PTHR12483:SF69;PTHR12483	PF04145	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000008.1-processed-gene-5.28-mRNA-1	mobidb-lite	IPR002999	GO:0006801;GO:0046872;GO:0016442;GO:0031047;GO:0004784;GO:0055114	SSF50199;SSF63748;SSF49329	Reactome: R-HSA-6802952	cd04508;cd00175;cd00305	SM00333;SM00318	PTHR12302;PTHR12302:SF2	PF00565;PF00080;PF00567	NA	G3DSA:2.40.50.90;G3DSA:2.30.30.140;G3DSA:2.60.40.200	NA	NA	Coil	PIRSF017179	PR00068	PS50304;PS50830	PS00087;PS00332	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-7.34-mRNA-1	NA	IPR021851	NA	NA	NA	NA	NA	PTHR35567;PTHR35567:SF3	PF11937	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
maker-NIGD01000003.1-augustus-gene-5.21-mRNA-1	mobidb-lite	IPR016181	NA	SSF55729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000010.1-processed-gene-24.17-mRNA-1	NA	IPR020846	GO:0016021;GO:0055085	SSF103473	NA	cd06174	NA	PTHR23501:SF43;PTHR23501	PF07690	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	G3DSA:1.20.1250.20	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-22.33-mRNA-1	NA	IPR001806	GO:0003924;GO:0005525	SSF52540	NA	cd01862	SM00175;SM00173;SM00176;SM00174	PTHR24073:SF556;PTHR24073	PF00071	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	G3DSA:3.40.50.300	NA	NA	NA	NA	PR00449	PS51419	NA	NA	TIGR00231	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-72.17-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR42068	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-21.5-mRNA-1	mobidb-lite	IPR000266	GO:0003735;GO:0005622;GO:0005840;GO:0006412	SSF50249	NA	NA	NA	PTHR10744;PTHR10744:SF1	PF00366	NA	G3DSA:2.40.50.140	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	PD001295	NA
augustus_masked-NIGD01000003.1-processed-gene-37.15-mRNA-1	NA	IPR035686	GO:0004070;GO:0006207;GO:0006520;GO:0016597;GO:0016743;GO:0005524;GO:0046872;GO:0006807;GO:0004088;GO:0006541	SSF52440;SSF53671;SSF52021;SSF56059;SSF52335;SSF52317;SSF51556;SSF48108	KEGG: 00240+6.3.5.5|KEGG: 00250+6.3.5.5|MetaCyc: PWY-5154|MetaCyc: PWY-5686|MetaCyc: PWY-7400|MetaCyc: PWY-7790|MetaCyc: PWY-7791	cd01744;cd01423	SM01096;SM01097;SM00851	PTHR11405;PTHR11405:SF5	PF00988;PF02729;PF00117;PF02787;PF02142;PF00185;PF02786	NA	G3DSA:3.40.50.1370;G3DSA:3.40.50.20;G3DSA:3.30.470.20;G3DSA:3.40.50.880;G3DSA:3.50.30.20;G3DSA:1.10.1030.10;G3DSA:3.30.1490.20;G3DSA:3.40.50.1380;G3DSA:3.20.20.140	NA	NA	NA	NA	PR00099;PR00101;PR00100;PR00098	PS50975;PS51273	PS00866;PS00097;PS00867	MF_00001;MF_01209	TIGR01369;TIGR01368;TIGR00670	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-13.13-mRNA-1	mobidb-lite	IPR007854	GO:0005847;GO:0098789	NA	Reactome: R-HSA-109688|Reactome: R-HSA-159231|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	NA	NA	PTHR13484:SF0;PTHR13484	PF05182	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000006.1-augustus-gene-8.51-mRNA-1	mobidb-lite	IPR011009	GO:0004672;GO:0005524;GO:0006468	SSF56112	NA	cd14037	SM00220	PTHR22967;PTHR22967:SF57	PF00069	NA	G3DSA:1.10.510.10	NA	NA	Coil	NA	NA	PS50011	PS00108	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-27.17-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-60.15-mRNA-1	mobidb-lite	IPR029063	GO:0003824;GO:0031177;GO:0016740	SSF53335;SSF52151;SSF51735;SSF56801;SSF52777;SSF55048;SSF47336;SSF53901	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	cd02440;cd05930;cd00833	SM00826;SM00822;SM00823;SM00825;SM00827	PTHR43775:SF19;PTHR43775	PF08242;PF08659;PF16197;PF00550;PF00501;PF00698;PF00109;PF00668;PF07993;PF14765;PF02801	NA	G3DSA:3.40.50.720;G3DSA:3.30.559.30;G3DSA:3.40.366.10;G3DSA:3.30.559.10;G3DSA:3.40.50.150;G3DSA:3.40.47.10;G3DSA:3.40.50.12780;G3DSA:3.30.300.30;G3DSA:1.10.1200.10;G3DSA:3.10.129.110	NA	NA	NA	NA	NA	PS50075	PS00012;PS00606;PS00455	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-20.37-mRNA-1	mobidb-lite	IPR027536	GO:0007005;GO:0032865;GO:0008289	NA	NA	NA	NA	PTHR28185	NA	NA	NA	NA	NA	NA	NA	NA	PS51847	NA	MF_03105	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-36.31-mRNA-1	mobidb-lite	IPR030878	GO:0003735;GO:0006412;GO:0015934;GO:0005622;GO:0005840	SSF52080	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	PTHR11721:SF10;PTHR11721	PF00828	NA	G3DSA:3.100.10.10	NA	NA	NA	NA	NA	NA	PS00475	MF_01341	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-32.27-mRNA-1	mobidb-lite	IPR008521	GO:0015095;GO:0015693;GO:0016021	SSF103481	Reactome: R-HSA-5223345	NA	NA	PTHR12570:SF5;PTHR12570	PF05653	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-35.1-mRNA-1	mobidb-lite	IPR015915	GO:0005515	SSF117281	NA	NA	NA	PTHR23244;PTHR23244:SF346	PF13854	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	G3DSA:2.120.10.80	TMhelix	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
maker-NIGD01000003.1-augustus-gene-32.0-mRNA-1	NA	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	NA	NA	NA	PTHR24279:SF111;PTHR24279	PF00067	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:1.10.630.10	NA	NA	NA	NA	PR00465	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-1.3-mRNA-1	mobidb-lite	IPR013057	NA	NA	NA	NA	NA	PTHR22950:SF8;PTHR22950	PF01490	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-57.11-mRNA-1	mobidb-lite	IPR024481	NA	SSF52540	NA	NA	NA	PTHR10887:SF382;PTHR10887	PF12726;PF13086;PF13087	NA	G3DSA:3.40.50.300	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000006.1-augustus-gene-8.52-mRNA-1	mobidb-lite	IPR025929		NA	Reactome: R-HSA-1655829	NA	NA	PTHR15301:SF3;PTHR15301	PF07281	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000012.1-augustus-gene-2.1-mRNA-1	mobidb-lite	IPR008672	GO:0007094	SSF75704	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	PTHR23168	PF05557	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000011.1-processed-gene-24.1-mRNA-1	mobidb-lite	IPR020846	GO:0016021;GO:0055085	SSF103473	NA	cd06174	NA	PTHR23507	PF07690	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	G3DSA:1.20.1250.20	TMhelix	NA	NA	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000011.1-processed-gene-5.12-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-36.4-mRNA-1	NA	IPR001533	GO:0006729;GO:0008124	SSF55248	KEGG: 00790+4.2.1.96|MetaCyc: PWY-7158	cd00488	NA	PTHR12599;PTHR12599:SF0	PF01329	NA	G3DSA:3.30.1360.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
maker-NIGD01000004.1-augustus-gene-12.10-mRNA-1	mobidb-lite	IPR032631	GO:0016021;GO:0000287;GO:0004012;GO:0005524;GO:0015914;GO:0000166	SSF81665;SSF81653;SSF81660;SSF56784	Reactome: R-HSA-936837	cd02073	NA	PTHR24092;PTHR24092:SF55	PF13246;PF16209;PF00122;PF16212	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	G3DSA:2.70.150.10;G3DSA:3.40.50.1000;G3DSA:3.40.1110.10	TMhelix	NA	Coil	NA	PR00119	NA	PS00154	NA	TIGR01494;TIGR01652	NA	NA	NA	SFLDF00027;SFLDS00003
maker-NIGD01000003.1-augustus-gene-16.6-mRNA-1	mobidb-lite	IPR006600	GO:0003677	SSF46689	NA	NA	SM00674	PTHR44198	PF03221;PF04218	NA	G3DSA:1.10.10.60	NA	NA	NA	NA	NA	PS51253	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-21.6-mRNA-1	mobidb-lite	IPR028258	NA	NA	NA	cd13315	SM01313	PTHR16092;PTHR16092:SF14	PF15277	NA	G3DSA:2.30.29.90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000009.1-processed-gene-16.3-mRNA-1	mobidb-lite	IPR011701	GO:0016021;GO:0055085	SSF103473	NA	cd06174	NA	PTHR23502:SF60;PTHR23502	PF07690	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	TMhelix	NA	NA	NA	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-22.10-mRNA-1	mobidb-lite	IPR006597	GO:0005515	SSF81901	NA	NA	SM00671	PTHR43628;PTHR43628:SF2	PF08238	NA	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-28.13-mRNA-1	mobidb-lite	IPR004841	GO:0016020;GO:0055085;GO:0006865;GO:0016021;GO:0022857	NA	NA	NA	NA	PTHR43341:SF31;PTHR43341	PF00324	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.20.1740.10	TMhelix	NA	NA	PIRSF006060	NA	NA	PS00218	NA	TIGR00913	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-32.1-mRNA-1	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0008168;GO:0008171	SSF48264;SSF46785;SSF53335	NA	NA	NA	PTHR24279:SF86;PTHR24279	PF00891;PF00067	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	G3DSA:1.10.630.10;G3DSA:3.40.50.150;G3DSA:1.10.10.10	NA	NA	NA	NA	PR00463	PS51683	PS00086	NA	NA	NA	NA	NA	NA
maker-NIGD01000007.1-augustus-gene-13.12-mRNA-1	NA	IPR036770	GO:0005515	SSF48403	NA	cd00204	SM00248	PTHR42652;PTHR42652:SF2	PF12796	NA	G3DSA:1.25.40.20	NA	NA	NA	PIRSF000654	PR01415	PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-23.29-mRNA-1	mobidb-lite	IPR025763	GO:0008176;GO:0006400	SSF53335	Reactome: R-HSA-6782315	NA	NA	PTHR23417:SF16;PTHR23417	PF02390	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	PS51625	NA	MF_03055	TIGR00091	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-10.25-mRNA-1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF81995;SSF57701	NA	cd12148;cd00067	SM00066	PTHR36206;PTHR36206:SF3	PF00172	NA	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	PS50048	PS00463	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-50.17-mRNA-1	mobidb-lite	IPR018830	NA	NA	NA	NA	NA	NA	PF10361	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-17.39-mRNA-1	NA	IPR036872	NA	SSF116907	NA	NA	NA	PTHR18947:SF39;PTHR18947	PF05622	NA	G3DSA:1.10.418.10	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-3.14-mRNA-1	mobidb-lite	IPR008271	GO:0004672;GO:0006468;GO:0005524	SSF56112	NA	cd07842	SM00220	PTHR24056:SF92;PTHR24056	PF00069	NA	G3DSA:3.30.200.20	NA	NA	NA	NA	NA	PS50011	PS00108	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000010.1-processed-gene-9.11-mRNA-1	mobidb-lite	IPR000873	GO:0003824	SSF56801	NA	NA	NA	PTHR43201	PF00501	NA	G3DSA:3.40.50.980;G3DSA:2.30.38.10;G3DSA:3.30.300.310;G3DSA:3.40.50.12780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-50.34-mRNA-1	mobidb-lite	IPR001969	GO:0004190;GO:0006508	SSF50630	NA	cd06097	NA	PTHR13683:SF345;PTHR13683	PF00026	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	G3DSA:2.40.70.10	NA	NA	NA	NA	PR00792	PS51767	PS00141	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
augustus_masked-NIGD01000011.1-processed-gene-13.23-mRNA-1	mobidb-lite	IPR010376	GO:0016491;GO:0055114	SSF51197	Reactome: R-HSA-71262	cd00250	NA	PTHR10696:SF3;PTHR10696	PF06155;PF02668	NA	G3DSA:3.30.2020.30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-9.32-mRNA-1	mobidb-lite	IPR039131	GO:0032981	SSF49785	Reactome: R-HSA-6799198	NA	NA	PTHR13194;PTHR13194:SF20	PF08547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-33.15-mRNA-1	mobidb-lite	IPR006597	GO:0005515	SSF81901	NA	NA	SM00671	PTHR43628:SF2;PTHR43628	PF08238	NA	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000010.1-augustus-gene-26.7-mRNA-1	NA	IPR017853		SSF51445	KEGG: 00531+3.2.1.50|Reactome: R-HSA-2024096|Reactome: R-HSA-2206282	NA	NA	PTHR12872:SF1;PTHR12872	PF05089;PF12971;PF12972	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	G3DSA:3.20.20.80;G3DSA:1.20.120.670;G3DSA:3.30.379.10	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
maker-NIGD01000001.1-augustus-gene-31.8-mRNA-1	mobidb-lite	IPR010301	GO:0006364;GO:0030688	NA	NA	NA	NA	PTHR13026:SF0;PTHR13026	PF05997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-37.24-mRNA-1	mobidb-lite	IPR015536	GO:0006298;GO:0005524;GO:0030983	SSF52540;SSF55271;SSF48334;SSF53150	Reactome: R-HSA-5358565|Reactome: R-HSA-5632928|Reactome: R-HSA-5632968	NA	SM00534;SM00533	PTHR11361:SF31;PTHR11361	PF05190;PF05192;PF00488;PF05188;PF01624	NA	G3DSA:1.10.1420.10;G3DSA:3.40.1170.10;G3DSA:3.40.50.300;G3DSA:3.30.420.110	NA	NA	Coil	PIRSF037677	NA	NA	PS00486	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000006.1-processed-gene-3.11-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-28.10-mRNA-1	NA	IPR019531	NA	NA	NA	NA	NA	PTHR15460	PF02466	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	PIRSF013674	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-54.2-mRNA-1	NA	IPR009486	GO:0055085	NA	NA	NA	NA	PTHR38643	PF06516	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	G3DSA:3.40.50.1580	NA	NA	NA	PIRSF013171	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-NIGD01000009.1-processed-gene-28.32-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR23159:SF21;PTHR23159	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-18.37-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-55.34-mRNA-1	mobidb-lite	IPR024145	GO:0005515	NA	Reactome: R-HSA-3214815|Reactome: R-HSA-427413	NA	NA	PTHR13286;PTHR13286:SF6	PF13867	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	G3DSA:1.10.720.110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-0.21-mRNA-1	NA	IPR002043	GO:0004844;GO:0006281;GO:0006284;GO:0016799	SSF52141	Reactome: R-HSA-110328|Reactome: R-HSA-110329|Reactome: R-HSA-110357	cd10027	SM00986;SM00987	PTHR11264:SF0;PTHR11264	PF03167	NA	G3DSA:3.40.470.10	NA	NA	NA	NA	NA	NA	PS00130	MF_00148	TIGR00628	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-45.2-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000007.1-processed-gene-0.17-mRNA-1	mobidb-lite	IPR007109	NA	SSF52954	NA	NA	SM00879	PTHR22734:SF3;PTHR22734	PF04427	NA	NA	NA	NA	Coil	NA	NA	PS50833	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000011.1-processed-gene-16.8-mRNA-1	NA	IPR004000	NA	SSF53067	NA	cd00012	SM00268	PTHR11937:SF278;PTHR11937	PF00022	NA	G3DSA:3.30.420.40;G3DSA:3.90.640.10	NA	NA	NA	NA	PR00190	NA	PS01132;PS00406;PS00432	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-32.18-mRNA-1	mobidb-lite	IPR019734	GO:0005515;GO:0004842;GO:0016567	SSF48452;SSF57850	MetaCyc: PWY-7511	NA	SM00028;SM00504	PTHR44284	PF04564;PF13431	NA	G3DSA:1.25.40.10;G3DSA:3.30.40.10	NA	NA	Coil	NA	NA	PS50293;PS51698;PS50005	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-33.13-mRNA-1	mobidb-lite	IPR035899	GO:0005089;GO:0035023	SSF48065	NA	cd00160	SM00325	PTHR12673;PTHR12673:SF159	PF00621	NA	G3DSA:1.20.900.10	NA	NA	Coil	NA	NA	PS50010	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000007.1-augustus-gene-8.23-mRNA-1	NA	IPR012404	GO:0016021;GO:0000139;GO:0015165;GO:0090481	SSF103481	NA	NA	NA	PTHR13146:SF0;PTHR13146	PF04142	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	PIRSF036436	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-1.22-mRNA-1	NA	IPR002347	NA	SSF51735	NA	NA	NA	PTHR43639:SF2;PTHR43639	PF00106	NA	G3DSA:3.40.50.720	NA	NA	NA	NA	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-58.25-mRNA-1	mobidb-lite	IPR015421	GO:0003824;GO:0009058;GO:0030170	SSF53383	NA	cd06454	NA	PTHR13693;PTHR13693:SF3	PF00155	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000010.1-augustus-gene-17.29-mRNA-1	mobidb-lite	IPR009617	GO:0019915	NA	NA	NA	NA	PTHR21212:SF0;PTHR21212	PF06775	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-20.24-mRNA-1	mobidb-lite	IPR000504	GO:0003676;GO:0003723;GO:0005634;GO:0006397	SSF54928	NA	cd12285;cd12284;cd12283	SM00360	PTHR44047;PTHR44047:SF1	PF00076;PF15519	NA	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	PS50102	NA	NA	TIGR01622	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-32.6-mRNA-1	NA	IPR036286	GO:0006465;GO:0008233;GO:0016020;GO:0008236;GO:0016021	SSF51306	Reactome: R-HSA-1799339|Reactome: R-HSA-381771|Reactome: R-HSA-400511|Reactome: R-HSA-422085	cd06530	NA	PTHR10806;PTHR10806:SF6	PF00717	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	PR00728	NA	PS00501	NA	TIGR02228	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-7.44-mRNA-1	mobidb-lite	IPR007751	NA	SSF53474	NA	NA	NA	PTHR12482:SF4;PTHR12482	PF05057	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:3.40.50.1820	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
