Gene	Phobius	PANTHER	interpro	GO	ProSiteProfiles	TMHMM	SUPERFAMILY	SMART	Gene3D	Pfam	PATHWAY	MobiDBLite	Coils	ProSitePatterns	PRINTS	TIGRFAM	CDD	PIRSF	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	Hamap	SFLD	ProDom
RFU81145.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR19241:SF179;PTHR19241	IPR003439	GO:0005524;GO:0016887;GO:0016020;GO:0016021;GO:0042626;GO:0055085	PS50893	TMhelix	SSF52540	SM00382	G3DSA:3.40.50.300	PF01061;PF06422;PF14510;PF00005	Reactome: R-HSA-1369062	mobidb-lite	Coil	NA	NA	NA	cd03232;cd03233	NA	NA	NA	NA	NA	NA	NA
RFU76004.1	NA	PTHR45583	IPR023606	GO:0003824	NA	NA	SSF89796	NA	G3DSA:3.40.50.10540	PF02515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81969.1	NA	PTHR43721:SF12;PTHR43721	IPR000795	GO:0003924;GO:0005525;GO:0003746;GO:0005622;GO:0006414	PS51722	NA	SSF50447;SSF50465;SSF52540	NA	G3DSA:2.40.30.10;G3DSA:3.40.50.300	PF00009;PF03143;PF03144	Reactome: R-HSA-5389840	NA	NA	PS00301	PR00315	TIGR00231;TIGR00485	cd01884;cd03697;cd03707	NA	NA	NA	NA	MF_00118_B	NA	NA
RFU73312.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	PTHR10961;PTHR10961:SF15	IPR036188	GO:0016491;GO:0055114	NA	NA	SSF51905;SSF54373	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.10	PF01266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81171.1	NA	PTHR11717:SF7;PTHR11717	IPR017867	GO:0004725;GO:0006470;GO:0003993;GO:0004726;GO:0005737	NA	NA	SSF52788	SM00226	G3DSA:3.40.50.2300	PF01451	KEGG: 00730+3.1.3.2|KEGG: 00740+3.1.3.2|MetaCyc: PWY-6348	NA	NA	NA	PR00719;PR00720	NA	cd16343	NA	NA	NA	NA	NA	NA	NA
RFU73704.1	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.160.60	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73506.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR24221;PTHR24221:SF406	IPR017871	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	PS50929;PS50893	TMhelix	SSF52540;SSF90123	SM00382	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	PF00664;PF00005	NA	mobidb-lite	NA	PS00211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU82011.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	PTHR31375:SF6;PTHR31375	IPR018392	NA	PS51782	TMhelix	SSF51126	SM00257	G3DSA:2.160.20.10;G3DSA:3.10.350.10	PF01476;PF12708	NA	mobidb-lite	NA	NA	NA	NA	cd00118	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
RFU76315.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77184.1	NA	PTHR42760:SF49;PTHR42760	IPR036291	GO:0016491	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF13561	NA	NA	NA	PS00061	PR00080;PR00081	NA	cd05233	NA	NA	NA	NA	NA	NA	NA
RFU78246.1	NA	PTHR36922	IPR018531	NA	NA	NA	SSF109854	NA	G3DSA:1.20.120.450	PF09351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80743.1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION	PTHR31605	IPR002123	GO:0016746	NA	TMhelix	SSF69593	SM00563	NA	PF01553	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75727.1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	IPR017946	GO:0006629;GO:0008081	NA	NA	SSF51695	NA	G3DSA:3.20.20.190	PF16670	NA	NA	NA	NA	NA	NA	cd08589	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU73139.1	NA	PTHR11850:SF195;PTHR11850	IPR001356	GO:0003677;GO:0003676;GO:0006355	PS50157;PS50071;PS51253	NA	SSF46689	SM00389;SM00355	G3DSA:1.10.10.60	PF05920;PF03221	NA	mobidb-lite	NA	PS00028	NA	NA	cd00086	NA	NA	NA	NA	NA	NA	NA
RFU73726.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR19443:SF30;PTHR19443	IPR019807	GO:0004396;GO:0005524;GO:0006096;GO:0001678;GO:0005536;GO:0005975;GO:0016773	PS51748	TMhelix	SSF53067	NA	G3DSA:3.40.367.20;G3DSA:3.30.420.40	PF00349;PF03727	KEGG: 00010+2.7.1.1|KEGG: 00051+2.7.1.1|KEGG: 00052+2.7.1.1|KEGG: 00500+2.7.1.1|KEGG: 00520+2.7.1.1|KEGG: 00521+2.7.1.1|KEGG: 00524+2.7.1.1|Reactome: R-HSA-70171	NA	NA	PS00378	PR00475	NA	cd00012	NA	NA	NA	NA	NA	NA	NA
RFU75303.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	PTHR42748:SF14;PTHR42748	IPR036291		NA	NA	SSF51735	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	PF05368	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	cd05251	NA	NA	NA	NA	NA	NA	NA
RFU78587.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR43678:SF2;PTHR43678	IPR015883	GO:0004553;GO:0005975;GO:0004563	NA	NA	SSF55545;SSF51445;SSF49899	NA	G3DSA:3.20.20.80;G3DSA:3.30.379.10	PF00728;PF02838	KEGG: 00511+3.2.1.52|KEGG: 00513+3.2.1.52|KEGG: 00520+3.2.1.52|KEGG: 00531+3.2.1.52|KEGG: 00603+3.2.1.52|KEGG: 00604+3.2.1.52|MetaCyc: PWY-6902|MetaCyc: PWY-7822|MetaCyc: PWY-7883	NA	NA	NA	PR00738	NA	cd06564	NA	NA	NA	SignalP-noTM	NA	NA	NA
RFU72927.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR42861:SF15;PTHR42861	IPR006414	GO:0006812;GO:0016021;GO:0019829;GO:0000166	NA	TMhelix	SSF81665;SSF56784;SSF81653;SSF81660	SM00831	G3DSA:2.70.150.10;G3DSA:3.40.50.1000;G3DSA:3.40.1110.10;G3DSA:1.20.1110.10	PF00122;PF00702;PF00689;PF13246;PF00690	Reactome: R-HSA-936837	mobidb-lite	NA	PS00154	PR00119	TIGR01523;TIGR01494	NA	NA	NA	NA	NA	NA	SFLDS00003;SFLDF00027	NA
RFU72340.1	NA	PTHR45381	IPR000504	GO:0003676	PS50102	NA	SSF54928	SM00360	G3DSA:3.30.70.330	PF00076	NA	mobidb-lite	Coil	NA	NA	NA	cd12245	NA	NA	NA	NA	NA	NA	NA
RFU81225.1	NA	PTHR37450	IPR022234	NA	NA	NA	NA	NA	NA	PF12585	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81738.1	NA	PTHR12650;PTHR12650:SF20	NA	NA	NA	NA	NA	NA	NA	PF12754	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73596.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR23501;PTHR23501:SF109	IPR010573	GO:0022857;GO:0055085	NA	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF06609	NA	NA	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU72372.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77123.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR31086;PTHR31086:SF16	IPR023244	NA	NA	TMhelix	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	PR02047	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75469.1	NA	PTHR10067;PTHR10067:SF2	IPR011992	GO:0004609;GO:0008654;GO:0005509	PS50004;PS50222	NA	SSF47473;SSF49562	SM00239	G3DSA:1.10.238.10;G3DSA:2.60.40.150	PF00168;PF02666	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	mobidb-lite	NA	PS00018	NA	TIGR00163	cd04024	NA	NA	NA	NA	MF_00663	NA	NA
RFU82172.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR23502;PTHR23502:SF23	IPR020846	GO:0016021;GO:0055085	PS50850	TMhelix	SSF103473	NA	NA	PF07690	NA	NA	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU77207.1	NA	PTHR23326:SF1;PTHR23326	IPR007207	GO:0005634;GO:0006355;GO:0030015	NA	NA	NA	NA	G3DSA:2.30.30.1020	PF04065;PF04153	Reactome: R-HSA-429947|Reactome: R-HSA-6804115	mobidb-lite	Coil	NA	NA	NA	NA	PIRSF005290	NA	NA	NA	NA	NA	NA
RFU77143.1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	PTHR42834	IPR036691	NA	NA	NA	SSF56219	NA	G3DSA:3.60.10.10	NA	NA	NA	NA	NA	NA	NA	cd04486	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU79023.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
RFU79108.1	NA	PTHR18860:SF39;PTHR18860	IPR023409	GO:0019904	NA	NA	SSF48445	SM00101	G3DSA:1.20.190.20	PF00244	Reactome: R-HSA-111447|Reactome: R-HSA-1445148|Reactome: R-HSA-5625740|Reactome: R-HSA-5628897|Reactome: R-HSA-75035	mobidb-lite	Coil	PS00797;PS00796	PR00305	NA	cd11309	PIRSF000868	NA	NA	NA	NA	NA	NA
RFU74797.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
RFU76124.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR11048:SF37;PTHR11048	IPR039653	GO:0016021;GO:0016765	NA	TMhelix	NA	NA	G3DSA:1.10.357.140;G3DSA:1.20.120.1780	PF01040	Reactome: R-HSA-1268020|Reactome: R-HSA-2142789	NA	NA	PS00943	NA	NA	cd13959	NA	NA	NA	NA	NA	NA	NA
RFU79176.1	NA	PTHR12040:SF0;PTHR12040	IPR006818	GO:0005634;GO:0006333	NA	NA	SSF101546	NA	G3DSA:2.60.40.1490	PF04729	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76244.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR13018:SF83;PTHR13018	IPR032880	GO:0016020	NA	TMhelix	NA	NA	NA	PF13967;PF14703;PF02714	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81893.1	NA	PTHR20981	IPR008991	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	NA	SSF50104	NA	G3DSA:2.30.30.70	PF01157	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	PS01171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76658.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR24161:SF17;PTHR24161	IPR020683	GO:0005515	PS50088;PS50216;PS50297	TMhelix	SSF48403	SM00248	G3DSA:1.25.40.20	PF01529;PF12796	NA	mobidb-lite	NA	NA	NA	NA	cd00204	NA	SignalP-TM	NA	NA	NA	NA	NA
RFU71785.1	NA	PTHR11362;PTHR11362:SF25	IPR036610	GO:0003735;GO:0005762	NA	NA	SSF49777	NA	G3DSA:3.90.280.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80778.1	NA	PTHR24124:SF6;PTHR24124	IPR020683	GO:0005515	PS50088;PS50297	NA	SSF48403	SM00248	G3DSA:1.25.40.20	PF13857	NA	NA	NA	NA	NA	NA	cd00204	NA	NA	NA	NA	NA	NA	NA
RFU80225.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80240.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR31961	IPR008839	NA	NA	TMhelix	NA	NA	NA	PF05546	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73051.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR15459:SF2;PTHR15459	IPR006593	GO:0000818	PS50939	TMhelix	NA	SM00665	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	mobidb-lite	NA	NA	NA	NA	cd08760	NA	NA	NA	NA	NA	NA	NA
RFU75828.1	NA	PTHR43245:SF8;PTHR43245	IPR008030		NA	NA	SSF51735	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	PF05368	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74565.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR30618	IPR001248	GO:0016020;GO:0022857;GO:0055085;GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	TMhelix	NA	NA	G3DSA:1.10.4160.10	PF02133;PF04082	NA	mobidb-lite	NA	NA	NA	NA	cd11482;cd12148	NA	NA	NA	NA	NA	NA	NA
RFU73099.1	NA	PTHR13803;PTHR13803:SF13	IPR036174	GO:0006886;GO:0006888;GO:0008270;GO:0030127	NA	NA	SSF82919;SSF82754;SSF53300;SSF81995;SSF81811	NA	G3DSA:3.40.20.10;G3DSA:2.30.30.380;G3DSA:1.20.120.730;G3DSA:3.40.50.410;G3DSA:2.60.40.1670	PF04815;PF00626;PF04810;PF08033;PF04811	Reactome: R-HSA-1655829|Reactome: R-HSA-204005|Reactome: R-HSA-2132295|Reactome: R-HSA-5694530|Reactome: R-HSA-983170	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78129.1	NA	PTHR15615:SF10;PTHR15615	IPR006671	GO:0000079;GO:0019901;GO:0051726	NA	NA	SSF47954	NA	G3DSA:1.10.472.10	PF00134	NA	mobidb-lite	NA	NA	NA	NA	NA	PIRSF016511	NA	NA	NA	NA	NA	NA
RFU73180.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR31986:SF12;PTHR31986	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	NA	SSF57701	SM00906;SM00066	G3DSA:4.10.240.10	PF00172;PF04082	NA	mobidb-lite	Coil	PS00463	NA	NA	cd12148;cd00067	NA	NA	NA	NA	NA	NA	NA
RFU81319.1	NA	PTHR31758	IPR003131	GO:0051260	NA	NA	SSF54695	NA	G3DSA:3.30.710.10	PF02214	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75325.1	NA	PTHR12181;PTHR12181:SF12	IPR036412		NA	NA	SSF56784	SM00775	NA	PF08235;PF04571	KEGG: 00561+3.1.3.4|KEGG: 00564+3.1.3.4|KEGG: 00565+3.1.3.4|KEGG: 00600+3.1.3.4|MetaCyc: PWY-6453|MetaCyc: PWY-7782|Reactome: R-HSA-1483191|Reactome: R-HSA-1483213|Reactome: R-HSA-4419969|Reactome: R-HSA-75109	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74323.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR23073;PTHR23073:SF7	IPR003960	GO:0005524;GO:0005737;GO:0016787;GO:0030163;GO:0036402	NA	NA	SSF52540	SM00382	G3DSA:2.40.50.140;G3DSA:3.40.50.300;G3DSA:1.10.8.60	PF00004;PF16450;PF17862	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	mobidb-lite	NA	PS00674	NA	TIGR01242	cd00009	NA	NA	NA	NA	NA	NA	NA
RFU77264.1	NA	PTHR43718;PTHR43718:SF2	IPR027065	GO:0004176;GO:0004252;GO:0005524;GO:0030163;GO:0006508;GO:0006515	PS51786;PS51787	NA	SSF54211;SSF52540;SSF88697	SM00464;SM00382	G3DSA:1.10.8.60;G3DSA:2.30.130.40;G3DSA:3.40.50.300;G3DSA:3.30.230.10;G3DSA:1.20.58.1480	PF02190;PF00004;PF05362	NA	mobidb-lite	Coil	PS01046	PR00830	TIGR00763	cd00009	NA	NA	NA	NA	MF_03120	NA	NA
RFU75029.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR43791:SF52;PTHR43791	IPR011701	GO:0016021;GO:0055085	PS50850	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF07690	NA	mobidb-lite	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU74623.1	NA	PTHR42693;PTHR42693:SF20	IPR000917	GO:0008484;GO:0003824	NA	NA	SSF53649	NA	G3DSA:3.30.1120.10	PF00884	NA	NA	NA	PS00149	NA	NA	cd16025	NA	NA	NA	NA	NA	NA	NA
RFU71975.1	NA	PTHR22957;PTHR22957:SF359	IPR000195	NA	PS50086	NA	SSF47923	SM00164	G3DSA:1.10.472.80	PF00566	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80144.1	NA	PTHR12400:SF21;PTHR12400	IPR038286	GO:0016301;GO:0032958	NA	NA	SSF56104	NA	G3DSA:1.10.510.50	PF03770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78071.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
RFU77412.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	PTHR14218;PTHR14218:SF19	IPR030400	GO:0006508;GO:0004252;GO:0008236	PS51695	NA	SSF52743;SSF54897	SM00944	NA	PF09286	Reactome: R-HSA-381038	mobidb-lite	NA	NA	NA	NA	cd04056;cd11377	NA	NA	NA	SignalP-noTM	NA	NA	NA
RFU80622.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR23511:SF4;PTHR23511	IPR036259	GO:0016021;GO:0055085	PS50850	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF07690	NA	NA	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU79681.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR43791;PTHR43791:SF14	IPR011701	GO:0016021;GO:0055085	NA	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF07690	NA	mobidb-lite	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU79187.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	PTHR24347:SF246;PTHR24347	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0003747;GO:0006415	PS50011	NA	SSF56112	SM00220	G3DSA:3.30.200.20;G3DSA:1.10.510.10;G3DSA:3.30.160.20	PF00472;PF00069	NA	mobidb-lite	Coil	PS00108;PS00107	NA	NA	cd05117	NA	NA	NA	NA	NA	NA	NA
RFU74691.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	PTHR21661;PTHR21661:SF35	IPR015500	GO:0004252;GO:0006508;GO:0005618;GO:0016020	NA	NA	SSF53474;SSF52743	NA	G3DSA:3.40.50.200;G3DSA:3.40.50.1820	PF06441;PF06280;PF00082	Reactome: R-HSA-211945	NA	NA	PS00138;PS00136	PR00723	NA	cd07489	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU79778.1	NA	PTHR43149	IPR001753	GO:0003824	NA	NA	SSF52096	NA	G3DSA:3.90.226.10;G3DSA:1.10.12.10	PF00378	NA	NA	NA	NA	NA	NA	cd06558	NA	NA	NA	NA	NA	NA	NA
RFU78635.1	NA	PTHR21234;PTHR21234:SF16	IPR036770	GO:0003824;GO:0009116;GO:0005515	PS50837;PS50297;PS50088	NA	SSF48403;SSF53167;SSF52540	SM00248	G3DSA:1.25.40.20;G3DSA:3.40.50.300	PF01048;PF12796	NA	NA	Coil	NA	PR01415	NA	cd00204	NA	NA	NA	NA	NA	NA	NA
RFU71915.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR33048	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73902.1	NA	PTHR23213;PTHR23213:SF321	IPR015425	NA	PS51444;PS51231	NA	SSF101447	SM00498	G3DSA:1.10.12.30;G3DSA:1.20.58.2220	PF02181	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77045.1	NA	PTHR18847	IPR000504	GO:0003676;GO:0000339;GO:0005846;GO:0045292	PS50102	NA	SSF54928	SM00360	G3DSA:3.30.70.330	PF00076	NA	mobidb-lite	NA	NA	NA	NA	cd12240	NA	NA	NA	NA	NA	NA	NA
RFU79671.1	NA	PTHR43775:SF7;PTHR43775	IPR013968	GO:0016491;GO:0055114;GO:0003824;GO:0016740;GO:0031177	PS50075	NA	SSF52777;SSF50129;SSF53901;SSF51735;SSF52151;SSF56801;SSF47336;SSF53335;SSF55048	SM00829;SM00825;SM00822;SM00826;SM00827;SM00823	G3DSA:3.40.50.150;G3DSA:3.30.559.10;G3DSA:3.10.129.110;G3DSA:3.30.70.3290;G3DSA:1.10.1200.10;G3DSA:3.90.180.10;G3DSA:3.40.47.10;G3DSA:3.40.50.720;G3DSA:3.40.366.10;G3DSA:3.30.300.30	PF08659;PF08242;PF00698;PF00550;PF08240;PF00109;PF00107;PF02801;PF14765;PF16197	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	Coil	PS00012;PS00606	NA	NA	cd02440;cd05195;cd00833	NA	NA	NA	NA	NA	NA	NA
