Gene	MobiDBLite	PANTHER	Gene3D	interpro	Pfam	GO	SMART	SUPERFAMILY	CDD	ProSiteProfiles	Coils	PATHWAY	Phobius	PRINTS	TMHMM	PIRSF	Hamap	ProSitePatterns	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	TIGRFAM	ProDom	SFLD
maker-NIGC01000002.1-augustus-gene-16.8-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-18.31-mRNA-1	mobidb-lite	PTHR22951:SF5;PTHR22951	G3DSA:1.25.40.90;G3DSA:1.20.58.150	IPR011417	PF07651	GO:0005543;GO:0005545;GO:0030136;GO:0030276;GO:0048268	SM00273	SSF89009;SSF48464	cd03564	PS50942	Coil	Reactome: R-HSA-8856828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-13.2-mRNA-1	NA	PTHR23500;PTHR23500:SF42	G3DSA:1.20.1250.20	IPR005828	PF00083	GO:0016021;GO:0022857;GO:0055085;GO:0005215;GO:0016020	NA	SSF103473	cd06174	PS50850	NA	Reactome: R-HSA-189200	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PR00171	TMhelix	NA	NA	PS00216	NA	NA	NA	TIGR00879	NA	NA
augustus_masked-NIGC01000002.1-processed-gene-5.49-mRNA-1	mobidb-lite	PTHR23501;PTHR23501:SF92	G3DSA:1.20.1250.20	IPR036259	NA	NA	NA	SSF103473	cd06174	NA	Coil	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000010.1-processed-gene-2.5-mRNA-1	mobidb-lite	PTHR23088;PTHR23088:SF30	G3DSA:3.60.110.10	IPR003010	PF00795	GO:0006807	NA	SSF56317	cd07572	PS50263	NA	NA	NA	NA	NA	NA	NA	PS01227	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-4.12-mRNA-1	NA	PTHR24093;PTHR24093:SF373	G3DSA:3.40.1110.10;G3DSA:3.40.50.1000;G3DSA:1.20.1110.10	IPR023299	PF12409;PF00122;PF00702	GO:0000166;GO:0016021;GO:0006812;GO:0016887	NA	SSF56784;SSF81660;SSF81665	cd07542	NA	NA	Reactome: R-HSA-936837	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PR00119	TMhelix	NA	NA	PS00154	NA	NA	NA	TIGR01494;TIGR01657	NA	SFLDS00003;SFLDF00027
maker-NIGC01000001.1-augustus-gene-16.21-mRNA-1	mobidb-lite	PTHR10783:SF45;PTHR10783	G3DSA:2.40.320.20	IPR018966	PF09359;PF02656	NA	NA	NA	cd14480	PS51382	Coil	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-8.21-mRNA-1	mobidb-lite	NA	G3DSA:4.10.60.10	IPR036875	NA	GO:0003676;GO:0008270	SM00343	SSF57756	NA	PS50158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-14.10-mRNA-1	mobidb-lite	PTHR12984:SF6;PTHR12984	G3DSA:1.10.510.10;G3DSA:3.30.200.20	IPR000719	PF00069	GO:0004672;GO:0005524;GO:0006468	SM00220	SSF48371;SSF56112	cd14011	PS50011	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NIGC01000006.1-processed-gene-22.35-mRNA-1	mobidb-lite	PTHR23139;PTHR23139:SF9	G3DSA:1.10.287.10;G3DSA:1.10.8.1030;G3DSA:3.30.70.330	IPR000589	PF00076;PF00312;PF08069	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003676	SM01387;SM01386;SM00360	SSF54928;SSF47060	cd00353;cd12232	PS50102	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	MF_01343_A	PS00362	NA	NA	NA	NA	NA	NA
maker-NIGC01000002.1-augustus-gene-27.2-mRNA-1	mobidb-lite	PTHR23306:SF3;PTHR23306	G3DSA:3.10.110.10	IPR008883	PF05743;PF09454	GO:0006464;GO:0015031	NA	SSF54495;SSF140111	NA	PS51322;PS51312	NA	Reactome: R-HSA-162588|Reactome: R-HSA-174490|Reactome: R-HSA-917729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-17.36-mRNA-1	NA	PTHR10728:SF33;PTHR10728	G3DSA:3.40.1090.10	IPR016035	PF01735	GO:0004620;GO:0009395	SM00022	SSF52151	NA	PS51210	NA	Reactome: R-HSA-1482788|Reactome: R-HSA-1482801|Reactome: R-HSA-1482839|Reactome: R-HSA-1482922|Reactome: R-HSA-1483115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-11.31-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000007.1-processed-gene-1.20-mRNA-1	NA	PTHR23502;PTHR23502:SF29	NA	IPR011701	PF07690	GO:0016021;GO:0055085	NA	SSF103473	cd06174	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000011.1-augustus-gene-3.39-mRNA-1	NA	PTHR10589:SF41;PTHR10589	G3DSA:3.40.532.10	IPR036959	PF01088	GO:0004843;GO:0005622;GO:0006511	NA	SSF54001	NA	NA	NA	Reactome: R-HSA-5689603	NA	PR00707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-27.36-mRNA-1	NA	PTHR10146;PTHR10146:SF5	G3DSA:3.20.20.10	IPR011078	PF01168	GO:0030170	NA	SSF51419	cd06822	NA	NA	KEGG: 00473+5.1.1.1|MetaCyc: PWY-7383	NA	NA	NA	PIRSF004848	MF_02087	NA	NA	NA	NA	TIGR00044	NA	NA
maker-NIGC01000005.1-augustus-gene-39.26-mRNA-1	NA	PTHR10057:SF0;PTHR10057	G3DSA:1.20.1260.100	IPR004307	PF03073	GO:0016021	NA	NA	cd15904	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	TMhelix	PIRSF005859	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-12.17-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000010.1-processed-gene-16.23-mRNA-1	mobidb-lite	PTHR43057	G3DSA:1.20.1530.20	IPR002657	PF01758	GO:0016020;GO:0015103;GO:0015297;GO:0016021	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	PIRSF005508	NA	NA	NA	NA	NA	TIGR00832	NA	NA
maker-NIGC01000008.1-augustus-gene-1.53-mRNA-1	NA	PTHR23500:SF132;PTHR23500	G3DSA:1.20.1250.20	IPR003663	PF00083	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0016021	NA	SSF103473	cd06174	PS50850	NA	Reactome: R-HSA-189200	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PR00171	TMhelix	NA	NA	PS00217	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-10.3-mRNA-1	mobidb-lite	PTHR31503:SF18;PTHR31503	G3DSA:1.20.1420.30;G3DSA:1.20.58.1130	IPR004837	PF01699	GO:0016021;GO:0055085	NA	NA	NA	NA	NA	Reactome: R-HSA-425561	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000012.1-augustus-gene-0.21-mRNA-1	NA	PTHR24305:SF102;PTHR24305	G3DSA:1.10.630.10	IPR001128	PF00067	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	SSF48264	NA	NA	NA	NA	NA	PR00385;PR00463	NA	NA	NA	PS00086	NA	NA	NA	NA	NA	NA
maker-NIGC01000007.1-augustus-gene-4.1-mRNA-1	mobidb-lite	PTHR44167	G3DSA:2.60.200.20;G3DSA:1.10.510.10	IPR017441	PF00498;PF00069	GO:0005524;GO:0005515;GO:0004672;GO:0006468	SM00220;SM00240	SSF49879;SSF56112	cd05117;cd00060	PS50011;PS50006	NA	NA	NA	NA	NA	NA	NA	PS00107;PS00108	NA	NA	NA	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-7.0-mRNA-1	mobidb-lite	PTHR24093;PTHR24093:SF82	G3DSA:2.70.150.10;G3DSA:3.40.1110.10;G3DSA:3.40.50.1000	IPR036412	PF00122;PF00702	GO:0000166;GO:0006812;GO:0016021;GO:0016887	NA	SSF56784;SSF81660;SSF81653;SSF81665	cd07543	NA	Coil	Reactome: R-HSA-936837	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PR00119	TMhelix	NA	NA	PS00154	NA	NA	NA	TIGR01657;TIGR01494	NA	SFLDS00003;SFLDF00027
maker-NIGC01000005.1-augustus-gene-5.19-mRNA-1	mobidb-lite	PTHR11802;PTHR11802:SF190	G3DSA:3.40.50.1820	IPR001563	PF00450	GO:0004185;GO:0006508	NA	SSF53474	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN	PR00724	NA	NA	NA	PS00131	SignalP-noTM	NA	SignalP-noTM	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-11.6-mRNA-1	NA	PTHR11780:SF10;PTHR11780	G3DSA:1.20.1440.230;G3DSA:3.10.20.600;G3DSA:3.40.50.11540	IPR037207	PF10531;PF01512;PF10589	GO:0051539;GO:0010181;GO:0016651;GO:0051287;GO:0055114;GO:0008137	SM00928	SSF142984;SSF140490;SSF142019	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	PS00645;PS00644	NA	NA	NA	TIGR01959	NA	NA
augustus_masked-NIGC01000002.1-processed-gene-29.11-mRNA-1	NA	PTHR43557:SF2;PTHR43557	G3DSA:3.50.50.60;G3DSA:2.102.10.10;G3DSA:3.30.390.30	IPR036188	PF00355;PF07992	GO:0016491;GO:0051537;GO:0055114;GO:0050660	NA	SSF51905;SSF50022;SSF55424	cd03478	PS51296	NA	NA	NA	PR00368;PR00411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-22.5-mRNA-1	NA	PTHR41349;PTHR41349:SF1	G3DSA:3.60.10.10	IPR005135	PF03372	NA	NA	SSF56219	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	TMhelix	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA	NA
augustus_masked-NIGC01000010.1-processed-gene-14.28-mRNA-1	NA	PTHR11474:SF70;PTHR11474	G3DSA:3.40.630.30;G3DSA:1.10.1280.10	IPR002227	PF00264;PF13673	GO:0016491	NA	SSF48056;SSF55729	NA	PS51186	NA	Reactome: R-HSA-5662702	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	PR00092	NA	NA	NA	PS00498	SignalP-noTM	NA	SignalP-noTM	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-32.0-mRNA-1	mobidb-lite	PTHR10943;PTHR10943:SF1	G3DSA:1.25.10.10	IPR011989	PF18051;PF17781;PF01851	GO:0000502;GO:0030234;GO:0042176	NA	SSF48371	NA	NA	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	PIRSF015965	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000006.1-augustus-gene-9.31-mRNA-1	mobidb-lite	PTHR11954;PTHR11954:SF6	G3DSA:3.30.429.10	IPR001398	PF01187	NA	NA	SSF55331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD004816	NA
maker-NIGC01000004.1-augustus-gene-36.22-mRNA-1	NA	PTHR23500:SF333;PTHR23500	G3DSA:1.20.1250.20	IPR005828	PF00083	GO:0016021;GO:0022857;GO:0055085;GO:0016020;GO:0005215	NA	SSF103473	cd06174	PS50850	NA	Reactome: R-HSA-189200	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PR00171	TMhelix	NA	NA	PS00216;PS00217	NA	NA	NA	TIGR00879	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-8.28-mRNA-1	mobidb-lite	PTHR43982	G3DSA:3.10.20.90	IPR000626	PF00240;PF00443	GO:0005515;GO:0006511;GO:0036459;GO:0016579	SM00213	SSF54001;SSF54236	cd02657	PS50235;PS50053	Coil	NA	NA	NA	NA	NA	NA	PS00972;PS00973	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-22.17-mRNA-1	mobidb-lite	PTHR42886:SF17;PTHR42886	NA	IPR000073	PF00561	NA	NA	SSF53474	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-18.2-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000002.1-augustus-gene-4.27-mRNA-1	mobidb-lite	PTHR19957:SF147;PTHR19957	G3DSA:1.20.58.70	IPR006011	PF00804;PF05739	GO:0016020;GO:0016192	SM00503;SM00397	SSF47661	cd15849	PS50192	Coil	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-1.11-mRNA-1	mobidb-lite	PTHR10953;PTHR10953:SF3	G3DSA:3.40.140.100;G3DSA:3.40.50.720;G3DSA:3.40.140.70	IPR006285	PF00899;PF16420	GO:0005737;GO:0006914;GO:0008641	NA	SSF69572	NA	NA	NA	Reactome: R-HSA-1632852|Reactome: R-HSA-6798695|Reactome: R-HSA-6802952|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01381	NA	NA
augustus_masked-NIGC01000012.1-processed-gene-1.35-mRNA-1	NA	PTHR43861:SF4;PTHR43861	G3DSA:1.10.150.290;G3DSA:3.40.50.150	IPR029063	PF13649	GO:0030798	NA	SSF53335	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-44.9-mRNA-1	mobidb-lite	PTHR13743;PTHR13743:SF112	G3DSA:1.10.1540.10;G3DSA:2.130.10.10;G3DSA:2.60.120.200	IPR017986	PF14844;PF02138;PF13385	GO:0005515	SM00320;SM01026	SSF81837;SSF49899;SSF50978;SSF50729	cd06071;cd01201	PS50294;PS50082;PS51783;PS50197	Coil	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-36.21-mRNA-1	NA	PTHR12143:SF29;PTHR12143	G3DSA:2.70.98.10;G3DSA:1.20.1050.60;G3DSA:3.30.2080.10;G3DSA:1.20.1610.10	IPR014718	PF17678;PF07971	GO:0030246;GO:0003824	NA	SSF48208	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA	NA	NA
maker-NIGC01000011.1-augustus-gene-8.30-mRNA-1	NA	PTHR24064;PTHR24064:SF235	G3DSA:1.20.1250.20	IPR005828	PF00083	GO:0016021;GO:0022857;GO:0055085	NA	SSF103473	cd06174	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-31.27-mRNA-1	mobidb-lite	PTHR12271;PTHR12271:SF40	G3DSA:1.10.1410.10;G3DSA:3.30.460.10	IPR002058	PF03828	NA	NA	SSF81631;SSF81301	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-27.16-mRNA-1	NA	PTHR11742;PTHR11742:SF47	NA	IPR036026	PF01532	GO:0004571;GO:0005509;GO:0016020	NA	SSF48225	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	PR00747	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-12.2-mRNA-1	mobidb-lite	PTHR15410	NA	IPR037647	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-31.11-mRNA-1	NA	PTHR10593:SF36;PTHR10593	G3DSA:3.30.200.20;G3DSA:1.10.10.10;G3DSA:1.10.510.10	IPR036390	PF01163;PF09202	GO:0004674;GO:0005524;GO:0004672;GO:0006468	SM00090	SSF46785;SSF56112	cd05144	NA	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	PS01245	NA	NA	NA	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-26.42-mRNA-1	NA	PTHR10263:SF5;PTHR10263	G3DSA:1.20.120.610	IPR000245	PF00137	GO:0015078;GO:0015991;GO:0033179;GO:0033177	NA	SSF81333	NA	NA	NA	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PR00122	TMhelix	NA	NA	NA	NA	NA	NA	TIGR01100	NA	NA
maker-NIGC01000005.1-augustus-gene-46.4-mRNA-1	mobidb-lite	PTHR33048:SF92;PTHR33048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000011.1-augustus-gene-1.12-mRNA-1	mobidb-lite	PTHR12560;PTHR12560:SF0	NA	IPR016439	PF08390;PF03798	GO:0016021	SM00724	NA	NA	PS50922	NA	Reactome: R-HSA-1660661	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-4.28-mRNA-1	mobidb-lite	PTHR14580:SF0;PTHR14580	NA	IPR019315	PF10159		NA	NA	NA	NA	Coil	Reactome: R-HSA-6798695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-28.33-mRNA-1	mobidb-lite	PTHR11274;PTHR11274:SF0	G3DSA:3.40.50.300	IPR001161	PF04851;PF16203;PF13625	GO:0004003;GO:0006289;GO:0006367;GO:0003677;GO:0005524;GO:0016787	SM00487;SM00490	SSF52540	cd00079;cd00046	PS51192;PS51194	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075	NA	PR00851	NA	NA	NA	NA	NA	NA	NA	TIGR00603	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-31.9-mRNA-1	NA	PTHR23418;PTHR23418:SF0	G3DSA:2.60.120.10	IPR011051	PF03079	GO:0010309;GO:0055114;GO:0016491;GO:0019509	NA	SSF51182	NA	NA	NA	KEGG: 00270+1.13.11.54|MetaCyc: PWY-4361|Reactome: R-HSA-1237112	NA	NA	NA	NA	MF_03154	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-11.15-mRNA-1	NA	PTHR42912	G3DSA:3.40.50.150	IPR029063	PF08241	GO:0008168	NA	SSF53335	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-35.8-mRNA-1	mobidb-lite	PTHR12117	G3DSA:2.60.120.620	IPR006620	PF13661;PF10637	GO:0005506;GO:0016705;GO:0031418;GO:0055114;GO:0016706;GO:0016491	SM00702	NA	NA	PS51471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-29.28-mRNA-1	mobidb-lite	PTHR11814;PTHR11814:SF180	NA	IPR011547	PF00916	GO:0008272;GO:0015116;GO:0016021;GO:0008271;GO:0016020;GO:0055085	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-10.43-mRNA-1	mobidb-lite	PTHR31308:SF2;PTHR31308	G3DSA:3.20.20.80	IPR017853	PF00150;PF18564	GO:0004553;GO:0005975	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS00659	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-35.0-mRNA-1	mobidb-lite	PTHR23237;PTHR23237:SF3	NA	IPR021154	PF09429	GO:0001522;GO:0031429;GO:0042254;GO:0006396	NA	NA	NA	NA	Coil	Reactome: R-HSA-6790901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000011.1-augustus-gene-9.38-mRNA-1	NA	PTHR13137	NA	IPR039443	PF13233	GO:0005739;GO:0034553	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-12.35-mRNA-1	NA	PTHR24089;PTHR24089:SF105	G3DSA:1.50.40.10	IPR040062	PF00153	GO:0022857	NA	SSF103506	NA	PS50920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
