Gene	interpro	GO	Gene3D	MobiDBLite	Pfam	PANTHER	ProSitePatterns	SMART	SUPERFAMILY	ProSiteProfiles	PRINTS	CDD	PATHWAY	TIGRFAM	Hamap	PIRSF	Phobius	TMHMM	SignalP_GRAM_NEGATIVE	SFLD	SignalP_EUK	SignalP_GRAM_POSITIVE	Coils	ProDom
PTB80752.1	IPR001608	GO:0030170	G3DSA:3.20.20.10	NA	PF01168	PTHR10146:SF5;PTHR10146	NA	NA	SSF51419	NA	NA	cd06822	KEGG: 00473+5.1.1.1|MetaCyc: PWY-7383	TIGR00044	MF_02087	PIRSF004848	NA	NA	NA	NA	NA	NA	NA	NA
PTB79232.1	IPR034586	GO:0001100;GO:0005096;GO:0005816;GO:1990334	NA	mobidb-lite	NA	PTHR35140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76243.1	IPR000719	GO:0004672;GO:0005524;GO:0006468	G3DSA:1.10.510.10	mobidb-lite	PF00069	PTHR24055	NA	SM00220	SSF56112	PS50011	NA	cd00180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81219.1	IPR002293	GO:0016020;GO:0022857;GO:0055085	G3DSA:1.20.1740.10	NA	PF13520	PTHR11785:SF369;PTHR11785	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF006060	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB75192.1	IPR037176		G3DSA:2.60.110.10	NA	PF16483	PTHR38165:SF1;PTHR38165	NA	NA	NA	NA	NA	NA	KEGG: 00500+3.2.1.39	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	SignalP-noTM	NA	NA	NA
PTB79173.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
PTB73978.1	IPR013057	NA	NA	mobidb-lite	PF01490	PTHR22950:SF332;PTHR22950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB77616.1	IPR036259	GO:0016021;GO:0055085	G3DSA:1.20.1250.20	NA	PF07690	PTHR43791;PTHR43791:SF55	NA	NA	SSF103473	NA	NA	cd06174	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB77266.1	IPR033472	GO:0000166;GO:0031422	G3DSA:2.40.50.770	mobidb-lite	PF08585	PTHR14790:SF15;PTHR14790	NA	SM01161	NA	NA	NA	NA	Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77976.1	IPR000008	GO:0061817;GO:0008289	G3DSA:2.60.40.150	mobidb-lite	PF00168	PTHR10774:SF109;PTHR10774	NA	SM00239	SSF49562	PS51847;PS50004	NA	cd04052;cd04041	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	Coil	NA
PTB73634.1	IPR013032	NA	G3DSA:2.10.25.10	mobidb-lite	NA	PTHR17178	PS00022;PS01186	NA	NA	PS50026	NA	cd00054	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
PTB72797.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	mobidb-lite	PF00172;PF04082	PTHR31313	PS00463	SM00066	SSF57701	PS50048	NA	cd12148;cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81913.1	IPR007484	NA	G3DSA:3.40.630.10	NA	PF04389	PTHR12147;PTHR12147:SF21	NA	NA	SSF53187	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-noTM	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB73966.1	IPR020843	GO:0016491;GO:0055114	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	PF08240;PF00107	PTHR42940:SF2;PTHR42940	NA	SM00829	SSF50129;SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74575.1	IPR005828	GO:0016021;GO:0022857;GO:0055085;GO:0005215;GO:0016020	G3DSA:1.20.1250.20	mobidb-lite	PF00083	PTHR23500:SF128;PTHR23500	PS00216;PS00217	NA	SSF103473	PS50850	PR00171	cd06174	Reactome: R-HSA-189200	TIGR00879	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB81535.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB75361.1	IPR021133	NA	G3DSA:1.25.10.10	NA	PF13646	PTHR10648;PTHR10648:SF4	NA	NA	SSF48371	PS50077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76614.1	IPR007233	GO:0016192;GO:0030008	G3DSA:3.30.450.70	NA	PF04099	PTHR23249:SF15;PTHR23249	NA	SM01399	SSF64356	NA	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71541.1	IPR005078		NA	mobidb-lite	PF03416	PTHR22624;PTHR22624:SF34	NA	NA	SSF54001	NA	NA	NA	Reactome: R-HSA-1632852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73477.1	IPR039966	NA	NA	mobidb-lite	NA	PTHR40467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB75126.1	IPR036866	NA	G3DSA:3.60.15.10	NA	PF00753	PTHR23200:SF56;PTHR23200	NA	SM00849	SSF56281	NA	NA	cd07730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77609.1	IPR002347	NA	G3DSA:3.40.50.720	NA	PF00106	PTHR43157;PTHR43157:SF2	NA	NA	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77997.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB77331.1	NA	NA	NA	mobidb-lite	NA	PTHR33048;PTHR33048:SF64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB78725.1	IPR001734	GO:0016020;GO:0022857;GO:0055085	G3DSA:1.20.1730.10	NA	PF00474	PTHR11819;PTHR11819:SF131	NA	NA	NA	PS50283	NA	cd11476	NA	TIGR00813	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB80034.1	IPR000719	GO:0004672;GO:0005524;GO:0006468	G3DSA:1.10.510.10	mobidb-lite	PF00069	PTHR24343:SF137;PTHR24343	PS00108;PS00107	SM00220	SSF56112	PS50011	NA	cd13994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79058.1	IPR017871	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	mobidb-lite	PF00005;PF00664	PTHR24221:SF406;PTHR24221	PS00211	SM00382	SSF52540;SSF90123	PS50893;PS50929	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB71980.1	IPR029063	NA	G3DSA:3.40.50.150	mobidb-lite	PF13489	PTHR43591:SF12;PTHR43591	NA	NA	SSF53335	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72594.1	IPR038964	GO:0019566;GO:0046556;GO:0046373;GO:0031221	G3DSA:2.80.10.50;G3DSA:2.60.120.200	NA	PF05270;PF09206	PTHR39447	NA	NA	SSF110221;SSF49899	NA	NA	NA	KEGG: 00520+3.2.1.55	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	TMhelix	SignalP-noTM	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB78755.1	IPR036241	GO:0005515	G3DSA:1.10.8.10;G3DSA:3.10.20.90;G3DSA:3.30.420.210	mobidb-lite	PF08059;PF14555;PF00789	PTHR23333;PTHR23333:SF20	NA	SM00553	SSF102848;SSF46934;SSF54236	PS50033;PS51399	NA	cd14348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74329.1	IPR019313	GO:0003712;GO:0006357;GO:0016592	NA	mobidb-lite	PF10156	PTHR13114	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB78456.1	IPR004342	GO:0016021	NA	mobidb-lite	PF03124;PF03105	PTHR10783:SF4;PTHR10783	NA	NA	NA	PS51380;PS51382	NA	cd14475	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB78572.1	IPR020846	GO:0016021;GO:0055085	G3DSA:1.20.1250.20	mobidb-lite	PF07690	PTHR43791;PTHR43791:SF16	NA	NA	SSF103473	PS50850	NA	cd06174	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB73887.1	IPR020846	GO:0016021;GO:0055085	NA	mobidb-lite	PF07690	PTHR23502;PTHR23502:SF34	NA	NA	SSF103473	PS50850	NA	cd06174	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB77941.1	IPR004843	GO:0016787;GO:0004724;GO:0048037	G3DSA:3.60.21.10	mobidb-lite	PF00149;PF16891	PTHR11668;PTHR11668:SF276	PS00125	SM00156	SSF56300	NA	PR00114	cd07414	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	NA	NA	PIRSF000909	NA	NA	NA	NA	NA	NA	NA	NA
PTB73100.1	IPR011989	GO:0003723	G3DSA:1.25.10.10	mobidb-lite	PF00806	PTHR12537;PTHR12537:SF13	NA	SM00025	SSF48371	PS50302;PS50303	NA	cd07920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71222.1	IPR007315	GO:0004584;GO:0006506	NA	NA	PF04188	PTHR12468	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-162710	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB74036.1	IPR022031		NA	mobidb-lite	PF12231	PTHR22928	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5693571	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB76529.1	NA	NA	NA	NA	NA	PTHR38049:SF1;PTHR38049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB78824.1	IPR033753	GO:0005960;GO:0019464	G3DSA:2.40.50.100	NA	PF01597	PTHR11715:SF3;PTHR11715	NA	NA	SSF51230	PS50968	NA	cd06848	Reactome: R-HSA-389661|Reactome: R-HSA-6783984	TIGR00527	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
PTB81251.1	IPR019433	NA	NA	mobidb-lite	NA	PTHR28022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-noTM	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB76195.1	IPR003807	NA	NA	NA	PF02656	PTHR38646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB80005.1	IPR000198	GO:0007165	G3DSA:1.20.1270.60;G3DSA:1.10.555.10	mobidb-lite	PF00611;PF00620	PTHR23176:SF0;PTHR23176	NA	SM00324;SM00055	SSF48350;SSF103657	PS50238;PS51741	NA	cd07652	Reactome: R-HSA-194840	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB74347.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB74410.1	IPR000719	GO:0004672;GO:0005524;GO:0006468	G3DSA:3.30.200.20;G3DSA:1.10.510.10	mobidb-lite	PF00069	PTHR24361;PTHR24361:SF633	PS00107	SM00220	SSF56112	PS50011	NA	cd06609	NA	NA	NA	PIRSF000615	NA	NA	NA	NA	NA	NA	NA	NA
PTB75302.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73951.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-noTM	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB72989.1	IPR039261	GO:0010181;GO:0003958;GO:0055114;GO:0070330;GO:0016491;GO:0005506;GO:0016705;GO:0020037	G3DSA:3.40.50.80;G3DSA:3.40.50.360;G3DSA:2.40.30.10;G3DSA:1.20.990.10;G3DSA:1.10.630.10	NA	PF00258;PF00067;PF00175;PF00667	PTHR19384;PTHR19384:SF92	PS00086	NA	SSF52218;SSF63380;SSF48264;SSF52343	PS50902;PS51384	PR00385;PR00463	cd06206	KEGG: 00071+1.14.14.1|KEGG: 00140+1.14.14.1|KEGG: 00232+1.14.14.1|KEGG: 00380+1.14.14.1|KEGG: 00590+1.14.14.1|KEGG: 00591+1.14.14.1|KEGG: 00627+1.14.14.1|KEGG: 00830+1.14.14.1|KEGG: 00980+1.14.14.1|KEGG: 00982+1.14.14.1|MetaCyc: PWY-5451|MetaCyc: PWY-5665|MetaCyc: PWY-6398|MetaCyc: PWY-6992|MetaCyc: PWY-7466|MetaCyc: PWY-7826	NA	NA	PIRSF000209	NA	NA	NA	NA	NA	NA	NA	NA
PTB74263.1	IPR002625	NA	G3DSA:3.30.1370.110	mobidb-lite	PF08590;PF01713	PTHR13308	NA	SM00463;SM01162	SSF160443	PS50828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB78838.1	IPR003959	GO:0005524	G3DSA:3.40.50.300	mobidb-lite	PF00004	PTHR23077;PTHR23077:SF91	NA	SM00382	SSF52540	NA	NA	cd00009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB77231.1	IPR003746	NA	G3DSA:3.30.1200.10	NA	PF02594	PTHR13420:SF7;PTHR13420	NA	SM01152	SSF69786	NA	NA	NA	NA	NA	MF_00634	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77154.1	IPR011074	NA	G3DSA:3.40.525.10	mobidb-lite	PF00650;PF03765	PTHR10174:SF132;PTHR10174	NA	SM01100;SM00516	SSF46938;SSF52087	PS50191	NA	cd00170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB79968.1	IPR003342	GO:0000030;GO:0006493;GO:0016020	G3DSA:2.80.10.50	mobidb-lite	PF02366;PF02815;PF16192	PTHR10050:SF45;PTHR10050	NA	SM00472	SSF82109	PS50919	NA	NA	Reactome: R-HSA-5173105	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB73656.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA
PTB77595.1	IPR020683	GO:0005515	G3DSA:1.25.40.20	NA	PF12796	PTHR44139	NA	SM00248	SSF48403	PS50297;PS50088	NA	cd00204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB79621.1	IPR018982	GO:0006260;GO:0006281;GO:0043140;GO:0006310;GO:0008026;GO:0003676;GO:0005524	G3DSA:3.40.50.300;G3DSA:1.10.10.10;G3DSA:1.10.150.80	mobidb-lite	PF09382;PF00271;PF00270;PF16124	PTHR13710;PTHR13710:SF105	PS00690	SM00490;SM00956;SM00487	SSF52540;SSF46785	PS51194;PS51192	NA	cd00046;cd00079	Reactome: R-HSA-3108214|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	TIGR00614	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB71720.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB76191.1	IPR016812	GO:0006482;GO:0051723	G3DSA:3.40.50.1820	mobidb-lite	PF12697	PTHR14189	NA	NA	SSF53474	NA	NA	NA	Reactome: R-HSA-69273	NA	NA	PIRSF022950	NA	NA	NA	NA	NA	NA	NA	NA
PTB71511.1	IPR013809	NA	G3DSA:1.25.40.90	mobidb-lite	PF01417	PTHR12276;PTHR12276:SF45	NA	SM00273	SSF48464	PS50942	NA	cd03571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB80386.1	IPR004365	GO:0003676;GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004816;GO:0006421	G3DSA:1.10.10.1430;G3DSA:2.40.50.140;G3DSA:3.30.930.10	NA	PF01336;PF00152	PTHR22594:SF16;PTHR22594	NA	NA	SSF50249;SSF55681	PS50862	PR01042	cd00776;cd04323	KEGG: 00970+6.1.1.22	TIGR00457	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB80243.1	IPR004648	GO:0055085	NA	NA	PF03169	PTHR22601;PTHR22601:SF48	NA	NA	NA	NA	NA	NA	NA	TIGR00727;TIGR00728	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB79024.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB73434.1	IPR004837	GO:0016021;GO:0055085	G3DSA:1.20.58.1130;G3DSA:1.20.1420.30	mobidb-lite	PF01699	PTHR31503;PTHR31503:SF18	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-425561	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB81637.1	IPR027409	GO:0005524;GO:0006457;GO:0051082	G3DSA:1.10.560.10;G3DSA:3.50.7.10;G3DSA:3.30.260.10	NA	PF00118	PTHR11353;PTHR11353:SF24	PS00750;PS00995;PS00751	NA	SSF52029;SSF48592;SSF54849	NA	PR00304	cd03337	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	TIGR02344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81767.1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	mobidb-lite	PF04082	PTHR40626	NA	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
PTB74296.1	IPR004709	GO:0006814;GO:0006885;GO:0015385;GO:0016021;GO:0055085;GO:0006812;GO:0015299	NA	mobidb-lite	PF00999	PTHR10110;PTHR10110:SF127	NA	NA	NA	NA	PR01084	NA	Reactome: R-HSA-425986	TIGR00840	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB76130.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
PTB72280.1	IPR008979	GO:0004553;GO:0005975	G3DSA:2.60.120.260;G3DSA:2.60.40.10;G3DSA:3.20.20.80	NA	PF17753;PF00703;PF17786	PTHR43730;PTHR43730:SF1	NA	NA	SSF49785;SSF49303;SSF51445	NA	NA	NA	Reactome: R-HSA-2024096|Reactome: R-HSA-2160916|Reactome: R-HSA-2206292|Reactome: R-HSA-6798695	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-noTM	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB79039.1	IPR000675	GO:0016787	G3DSA:3.40.50.1820	NA	PF01083	PTHR33630;PTHR33630:SF1	NA	SM01110	SSF53474	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-noTM	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB78341.1	IPR003173	GO:0003677;GO:0006355	G3DSA:2.30.31.10	mobidb-lite	PF02229	PTHR13215	NA	NA	SSF54447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78853.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB77132.1	NA	NA	NA	mobidb-lite	NA	PTHR33048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
PTB77131.1	IPR011701	GO:0016021;GO:0055085	G3DSA:1.20.1250.20	NA	PF07690	PTHR43791:SF46;PTHR43791	NA	NA	SSF103473	PS50850	NA	cd06174	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB81153.1	IPR018392	NA	G3DSA:3.10.350.10	mobidb-lite	PF01476	PTHR20932:SF8;PTHR20932	NA	NA	NA	NA	NA	cd00118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71864.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB72345.1	IPR001204	GO:0005315;GO:0006817;GO:0016020	NA	mobidb-lite	PF01384	PTHR11101:SF57;PTHR11101	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-427652	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB74663.1	IPR018108	GO:0022857;GO:0055085	G3DSA:1.50.40.10	mobidb-lite	PF00153	PTHR24089:SF425;PTHR24089	NA	NA	SSF103506	PS50920	PR00926	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB78657.1	IPR005135	GO:0046856;GO:0005515	G3DSA:3.60.10.10;G3DSA:2.130.10.10	mobidb-lite	PF03372	PTHR11200;PTHR11200:SF240	NA	SM00128	SSF56219;SSF50978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB79707.1	IPR007905	GO:0016021;GO:0016125;GO:0047750	NA	NA	PF05241	PTHR14207:SF1;PTHR14207	NA	NA	NA	PS51751	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
PTB75725.1	IPR018626	NA	NA	mobidb-lite	PF09804;PF14831	PTHR28153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
