1433_CANAL,SIMILARITY: Belongs to the 14-3-3 family.
Q5QEY0_CRYNV,SIMILARITY: Belongs to the CAP family.
Q5RLJ7_CRYNV,Unknown
Q5RZ66_CRYNV,CATALYTIC ACTIVITY: Thioredoxin + NADP(+) = thioredoxin disulfide + NADPH.
Q5S6A6_CANGB,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity).
Q5S6A9_CANGB,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity).
Q5S6B1_CANGB,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity).
Q5S6B3_CANGB,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity).
Q5S6B6_CANGB,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity).
Q5S6C5_CANGB,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity).
Q5S6C6_CANGB,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity).
Q5S6C9_CANGB,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity).
Q5S6D7_CANGB,FUNCTION: Adds a myristoyl group to the N-terminal glycine residue of certain cellular proteins (By similarity).
Q5SC91_USTMD,Unknown
Q5SE95_ASPFM,Unknown
Q5UAY7_9BASI,Unknown
Q5UAY8_9BASI,Unknown
Q5UB09_PHYIN,Unknown
Q5UB10_PHYCI,Unknown
Q5UB48_CRYNV,Unknown
Q5VB04_CLAFU,Unknown
Q5VB05_CLAFU,Unknown
Q5XTQ4_BOTFU,Unknown
Q5XTQ5_BOTFU,SIMILARITY: Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.
Q5Y9C4_CANAL,Unknown
Q5YCX0_FUSOX,Unknown
Q65C68_9SACH,Unknown
Q65C69_SACPS,Unknown
Q65C70_SACPS,Unknown
Q65C71_SACBA,Unknown
Q65YU2_FUSOX,Unknown
Q66WN9_ALTBR,SIMILARITY: Contains 1 histidine kinase domain.
Q696X2_PHAND,Unknown
Q697D5_USTMD,Unknown
Q69FA8_CRYNE,SIMILARITY: Contains 1 RGS domain.
Q6A2T2_BOTFU,Unknown
Q6B957_FUSOX,SIMILARITY: Contains 1 F-box domain.
Q6B971_CRYPA,SIMILARITY: Contains 1 RGS domain.
Q6DQW3_CERNC,Unknown
Q6EH42_PHAND,Unknown
Q6IVV6_BOTFU,Unknown
Q6IWN3_USTMD,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q6LD98_NECHA,Unknown
Q6PUV8_HORWE,COFACTOR: Iron (By similarity).
Q6Q8B9_MAGGR,Unknown
Q6R3Q3_ALTBR,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q6R659_MELLI,Unknown
Q6R661_MELLI,Unknown
Q6RKG9_GIBZA,Unknown
Q6RKH1_GIBZA,Unknown
Q6RKH3_GIBZA,Unknown
Q6RKH4_GIBZA,Unknown
Q6RKH5_GIBZA,Unknown
Q6RKH8_GIBZA,Unknown
Q6RKH9_GIBZA,Unknown
Q6RXX2_CRYNV,SIMILARITY: Belongs to the spermidine/spermine synthase family.
Q6T7C1_MAGGR,Unknown
Q6TDT0_CRYGA,FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity).
Q6TFC7_ASPFM,Unknown
Q6UEI2_PNECA,Unknown
Q6USC4_9AGAR,Unknown
Q6VBJ0_CANGB,Unknown
Q6WER3_GIBZA,Unknown
Q6WP53_BOTFU,FUNCTION: PPIases accelerate the folding of proteins (By similarity).
Q6X269_USTMD,SIMILARITY: Belongs to the cyclin family.
Q6XPX0_FUSOX,Unknown
Q6XSF5_COCHE,Unknown
Q6XVN4_CRYNV,COFACTOR: Zinc (By similarity).
Q6XX21_CRYNV,SIMILARITY: Belongs to the globin family.
Q6Y392_PHAND,Unknown
Q6ZX14_MAGGR,Unknown
Q700F1_CANGB,Unknown
Q705V7_USTMD,Unknown
Q709E0_FUSOX,Unknown
Q709E2_FUSOX,Unknown
Q70YY7_COLLN,Unknown
Q71S08_ASPFM,SIMILARITY: Belongs to the bZIP family.
Q75T35_GLOLA,Unknown
Q75T36_GLOLA,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q75WR5_9PLEO,SIMILARITY: Belongs to the short-chain dehydrogenases/reductases (SDR) family.
Q75ZG3_ALTAL,Unknown
Q7LJU0_CRYNE,Unknown
Q7LV87_CANGB,CATALYTIC ACTIVITY: D-erythro-1-(imidazol-4-yl)glycerol 3- phosphate = 3-(imidazol-4-yl)-2-oxopropyl phosphate + H(2)O.
Q7Z7T9_MONFR,FUNCTION: Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha-chain (By similarity).
Q7Z7W8_LEPMC,Unknown
Q7Z868_USTMD,Unknown
Q7Z8E8_CANDU,Unknown
Q7Z8N5_COCVI,Unknown
Q7Z9J3_9PEZI,Unknown
Q7Z9J6_CRYNV,Unknown
Q7Z9Z4_CANAL,Unknown
Q7ZA26_CRYNE,Unknown
Q7ZA31_SACBA,Unknown
Q7ZA48_9HYPO,Unknown
Q86ZC3_USTMD,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q86ZP4_GIBZA,Unknown
Q873R1_AJECA,SIMILARITY: Contains 1 CRAL-TRIO domain.
Q873Y1_CRYNE,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q873Z8_FUSOX,Unknown
Q874F3_MAGGR,SIMILARITY: Belongs to the ABC transporter superfamily.
Q874K8_CRYNV,Unknown
Q874L2_CANAL,Unknown
Q875G7_CANGB,Unknown
Q875H9_CANAL,SIMILARITY: Contains 1 DH (DBL-homology) domain.
Q875I2_HANAN,Unknown
Q875J4_HYPVI,Unknown
Q875L5_USTMD,Unknown
Q875L6_USTMD,SIMILARITY: Contains 1 N-terminal Ras-GEF domain.
Q875L7_MAGGR,Unknown
Q876Z6_FUSOX,Unknown
Q8H6Q6_PHYIN,Unknown
Q8J031_PICAN,SIMILARITY: Belongs to the small GTPase superfamily. Rab family.
Q8J0A6_CRYNV,Unknown
Q8J0C6_CRYNE,Unknown
Q8J0D1_MAGGR,Unknown
Q8J0E1_CLAPU,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q8J0E2_COLLN,Unknown
Q8J0E3_BOTFU,Unknown
Q8J0I5_CLAPU,SIMILARITY: Belongs to the bZIP family.
Q8J0T6_CANAL,Unknown
Q8J0U4_LEPMC,Unknown
Q8J129_ASPFM,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q8J1W4_CLAPU,Unknown
Q8J1X6_COLLN,Unknown
Q8J1Y3_BEABA,SIMILARITY: Belongs to the glycosyl hydrolase 18 family.
Q8J214_USTMD,Unknown
Q8J230_USTMD,SIMILARITY: Contains 1 SAM (sterile alpha motif) domain.
Q8J286_COLLN,SIMILARITY: Belongs to the cation transport ATPase (P-type) family.
Q8J2N0_FUSOX,Unknown
Q8J2P6_ASPFM,Unknown
Q8J2S9_CRYNE,Unknown
Q8L689_PHYME,Unknown
Q8L690_PHYME,Unknown
Q8L691_PHYME,Unknown
Q8NID8_CLAFU,Unknown
Q8NIK9_CRYNE,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q8NJ85_CANAL,SIMILARITY: Belongs to the septin family.
Q8NJN5_CRYNE,SIMILARITY: Contains 1 PpiC domain.
Q8NJR9_LEPMC,Unknown
Q8NJS2_LEPMC,SIMILARITY: Belongs to the peptidase A1 family.
Q8NJS4_CANGB,Unknown
Q8NJV0_GIBZA,Unknown
Q8NJW8_USTMD,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q8NK55_CANAL,Unknown
Q8NK75_GLOLA,Unknown
Q8NK86_MAGGR,Unknown
Q8NKE9_USTMD,Unknown
Q8NKF1_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q8NKF8_CRYNV,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q8TFN4_COLGR,Unknown
Q8TFN5_COLGR,Unknown
Q8TFN6_COLGR,Unknown
Q8TFX6_ASPFM,Unknown
Q8TG10_USTMD,CATALYTIC ACTIVITY: Hydrolysis of an N(6)-acetyl-lysine residue of a histone to yield a deacetylated histone.
Q8TG14_BOTFU,Unknown
Q8TG19_GIBZA,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q8TGD1_FUSOX,SIMILARITY: Belongs to the mitochondrial carrier family.
Q8TGV2_EXODE,SIMILARITY: Contains 1 cytochrome b5 heme-binding domain.
Q8TGW9_CANAL,Unknown
Q8X116_BOTFU,CATALYTIC ACTIVITY: Pectin + n H(2)O = n methanol + pectate.
Q8X122_CRYNE,Unknown
Q8X125_GLOLA,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q8X1D4_USTMD,Unknown
Q8X1D5_USTMD,Unknown
Q8X1D6_USTMD,Unknown
Q8X1D7_USTMD,Unknown
Q8X1E7_BOTFU,SIMILARITY: Contains 1 histidine kinase domain.
Q8X1F0_CRYNE,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q8X1F1_CRYNV,SIMILARITY: Belongs to the protein kinase superfamily.
Q8X1S9_USTMD,Unknown
Q92217_COCHE,Unknown
Q92239_GLOIN,Unknown
Q92246_MAGGR,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q944V7_PHYIN,Unknown
Q944V8_PHYIN,Unknown
Q944V9_PHYIN,Unknown
Q944W0_PHYIN,Unknown
Q96TN6_MAGGR,Unknown
Q96TV0_SCHOC,Unknown
Q96UH9_MAGGR,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q96UI4_TRIMT,Unknown
Q96UM1_ASPFM,FUNCTION: Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha-chain (By similarity).
Q96UQ9_MAGGR,Unknown
Q96V66_MAGGR,Unknown
Q96V71_COCPO,Unknown
Q96VA7_FUSOX,Unknown
Q96VB3_ALTAL,Unknown
Q96VB4_ALTAL,Unknown
Q96VB5_ALTAL,Unknown
Q96VL1_CLAPU,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q96VL3_COLLN,SIMILARITY: Belongs to the small GTPase superfamily. Rab family.
Q96VL9_BOTFU,SIMILARITY: Belongs to the ABC transporter superfamily.
Q96VU5_CRYNE,Unknown
Q96VZ3_FUSOX,SIMILARITY: Belongs to the glycosyl hydrolase 28 family.
Q96WM3_CRYNE,Unknown
Q96WN1_BOTFU,FUNCTION: Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide (By similarity).
Q96WW9_GIBPU,SIMILARITY: Belongs to the ABC transporter superfamily.
Q96X31_9PLEO,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q96X32_USTMD,SIMILARITY: Contains 2 SH3 domains.
Q96X33_PICAN,Unknown
Q99067_USTHO,SUBCELLULAR LOCATION: Nucleus (By similarity).
Q99071_USTHO,SUBCELLULAR LOCATION: Nucleus (By similarity).
Q99079_USTMD,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q99101_USTMD,Unknown
Q99129_USTMD,Unknown
Q99324_SEPLY,Unknown
Q9C0M1_CANAL,Unknown
Q9C0N5_CANAL,Unknown
Q9C0P7_NECHA,Unknown
Q9C173_9PLEO,Unknown
Q9C1C6_COCCA,Unknown
Q9C1F9_COCCA,Unknown
Q9C1I3_CANAL,Unknown
Q9C1I7_MYCGR,SIMILARITY: Belongs to the ABC transporter superfamily.
Q9C1Q7_ASPFM,SIMILARITY: Contains 1 histidine kinase domain.
Q9C1Q9_CRYNE,Unknown
Q9C1R1_FUSOX,CATALYTIC ACTIVITY: Endohydrolysis of (1->4)-beta-D-xylosidic linkages in xylans.
Q9C1R5_CRYNE,Unknown
Q9C1S8_CANAL,Unknown
Q9C1T0_FUSOX,Unknown
Q9C1U1_MAGGR,SIMILARITY: Contains 1 histidine kinase domain.
Q9C2Y1_BOTFU,CATALYTIC ACTIVITY: Pectin + n H(2)O = n methanol + pectate.
Q9C2Y4_MAGGR,CATALYTIC ACTIVITY: ATP + H(2)O + phospholipid(In) = ADP + phosphate + phospholipid(Out).
Q9C3Z2_COCHE,Unknown
Q9C402_CRYNV,FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity).
Q9C410_CANAL,Unknown
Q9C441_FUSSO,Unknown
Q9C443_CRYNE,Unknown
Q9C476_CLAFU,FUNCTION: Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide (By similarity).
Q9C477_CLAFU,FUNCTION: Occurs in almost all aerobically respiring organisms and serves to protect cells from the toxic effects of hydrogen peroxide (By similarity).
Q9C478_MAGGR,Unknown
Q9C4A1_9PLEO,SIMILARITY: Belongs to the glycosyl hydrolase 28 family.
Q9HEP9_BOTFU,Unknown
Q9HEQ1_PARBR,Unknown
Q9HEQ2_AJEDE,Unknown
Q9HEQ3_AJECA,Unknown
Q9HEW2_CRYNE,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9HEW5_CRYNE,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9HFB2_SACKL,COFACTOR: Iron (By similarity).
Q9HFT8_CANAL,Unknown
Q9HFT9_CRYNE,SIMILARITY: Contains 1 SAM (sterile alpha motif) domain.
Q9HFU3_MAGGR,FUNCTION: PPIases accelerate the folding of proteins (By similarity).
Q9HFV9_CRYNE,Unknown
Q9HFW0_CRYNE,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9HFW4_USTMD,SIMILARITY: Contains 1 ARID domain.
Q9HFZ2_CANAL,Unknown
Q9HFZ4_CANAL,Unknown
Q9HG08_BOTFU,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9HG15_COLLN,SIMILARITY: Contains 1 Zn(2)-C6 fungal-type DNA-binding domain.
Q9HG20_CRYNV,Unknown
Q9HGU2_FUSOX,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9P304_CLAFU,COFACTOR: FAD (By similarity).
Q9P3Z8_CYBJA,Unknown
Q9P407_CLAFU,Unknown
Q9P408_CLAFU,Unknown
Q9P411_CANAL,Unknown
Q9P470_MAGGR,Unknown
Q9P499_APIER,Unknown
Q9P4A1_CRYNE,Unknown
Q9P4U7_ALTAL,Unknown
Q9P4U8_ALTAL,Unknown
Q9P4U9_ALTAL,Unknown
Q9P4V0_ALTAL,Unknown
Q9P849_CANAL,Unknown
Q9P872_CANAL,SIMILARITY: Belongs to the cation transport ATPase (P-type) family.
Q9P880_BOTFU,Unknown
Q9P8L8_BOTFU,Unknown
Q9P8U9_CANAL,Unknown
Q9P8W9_CRYNE,FUNCTION: PPIases accelerate the folding of proteins (By similarity).
Q9P924_CANAL,SIMILARITY: Belongs to the peptidase A1 family.
Q9P927_CANAL,SIMILARITY: Contains 1 RING-type zinc finger.
Q9P932_CANAL,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9S879_PHYIN,Unknown
Q9T0M7_PHYCI,Unknown
Q9UQY5_USTMD,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9UQZ1_9PEZI,Unknown
Q9URM1_CANAL,Unknown
Q9URQ9_9SACH,Unknown
Q9URR0_9SACH,Unknown
Q9URR1_9SACH,Unknown
Q9UUS7_9PEZI,Unknown
Q9UUS8_COLGL,Unknown
Q9UV32_USTMD,Unknown
Q9UV59_CRYNV,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9UVB5_CANAL,Unknown
Q9UVG2_PHAND,CATALYTIC ACTIVITY: L-ornithine = putrescine + CO(2).
Q9UVI6_CANAL,Unknown
Q9UVI8_CANAL,Unknown
Q9UVI9_CANAL,Unknown
Q9UVJ0_CANAL,Unknown
Q9UVJ1_CANAL,Unknown
Q9UVJ2_CANAL,Unknown
Q9UVK9_YARLL,Unknown
Q9UVL9_BLUGR,Unknown
Q9UVN5_ALTAL,Unknown
Q9UVN7_COCHE,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9UVQ4_CRYNE,Unknown
Q9UVU4_CANAL,Unknown
Q9UVW7_CANAL,Unknown
Q9UW03_BOTFU,SIMILARITY: Belongs to the ABC transporter superfamily.
Q9UW09_GLOLA,CATALYTIC ACTIVITY: ATP + a protein = ADP + a phosphoprotein.
Q9UW16_MAGGR,Unknown
Q9UW87_CANAL,SIMILARITY: Belongs to the ABC transporter superfamily.
Q9UWE7_GIBZA,Unknown
Q9Y768_SACBA,Unknown
Q9Y769_9SACH,Unknown
Q9Y770_SACPA,Unknown
Q9Y771_9SACH,Unknown
Q9Y784_MAGGR,Unknown
Q9Y7A1_CRYNE,Unknown
Q9Y7A7_EXODE,Unknown
Q9Y7E5_CANAL,Unknown
Q9Y7F1_ASPFM,Unknown
Q9Y878_COCPO,Unknown
Q9Y880_COCCA,Unknown
Q9Y8E5_CRYNV,Unknown
Q9Y8E8_PARBR,Unknown
RAD18_CANAL,FUNCTION: E3 RING-finger protein, member of the UBC2/RAD6 epistasis group. Associates to the E2 ubiquitin conjugating enzyme UBC2/RAD6 to form the UBC2-RAD18 ubiquitin ligase complex involved in postreplicative repair (PRR) of damaged DNA (By similarity).
RL3_YEAST,SUBUNIT: Component of the large ribosomal subunit. Mature ribosomes consist of a small (40S) and a large (60S) subunit. The 40S subunit contains 32 different proteins (encoded by 56 genes) and 1 molecule of RNA (18S). The 60S subunit contains 46 different proteins (encoded by 81 genes) and 3 molecules of RNA (25S, 5.8S and 5S).
RSE1_CANAL,FUNCTION: Involved in pre-mRNA splicing and cell cycle control (By similarity).
SCPA_ARTBC,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).
SCPA_TRITO,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).
SCPA_TRIVH,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).
SCPB_ARTBC,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).
SCPB_ARTOC,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).
SCPB_TRIRU,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity.
SEC31_COCIM,FUNCTION: Component of the coat protein complex II (COPII) which promotes the formation of transport vesicles from the endoplasmic reticulum (ER). The coat has two main functions, the physical deformation of the endoplasmic reticulum membrane into vesicles and the selection of cargo molecules (By similarity).
SED1_ARTOC,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED1_ASPFU,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.
SED2_ARTBC,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED2_ARTOC,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED2_ASPFU,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.
SED2_TRIVH,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED3_ARTBC,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED3_ARTOC,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED3_ASPFU,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.
SED3_TRIVH,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED4_ARTBC,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED4_ARTOC,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED4_ASPFU,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence.
SED4_TRIVH,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SED5_ASPFU,FUNCTION: Secreted tripeptidyl-peptidase which degrades proteins at acidic pHs and is involved in virulence (By similarity).
SET1_CANAL,FUNCTION: Catalytic component of the COMPASS (Set1C) complex that specifically mono-, di- and trimethylates histone H3 to form H3K4me1/2/3, which subsequently plays a role in telomere length maintenance, transcription elongation regulation and pathogenesis of invasive candidiasis.
SEY1_CANAL,FUNCTION: Cooperates with the reticulon proteins and tubule- shaping DP1 family proteins to generate and maintain the structure of the tubular endoplasmic reticulum network. Has GTPase activity, which is required for its function in ER organization (By similarity). Required for virulence and resistance to cycloheximide.
SNF7_CANAL,FUNCTION: Required for the sorting and concentration of proteins resulting in the entry of these proteins into the invaginating vesicles of the multivesicular body (MVB). Also required for the proteolytic cleavage of the transcription factor RIM101 in response to alkaline ambient pH.
SODC_CANAL,FUNCTION: Destroys radicals which are normally produced within the cells and which are toxic to biological systems.
SPCA_ARTOC,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).
SPCA_TRIEQ,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).
SPCA_TRIRU,FUNCTION: Extracellular serine carboxypeptidase that contributes to pathogenicity (By similarity).
STE20_CANAL,FUNCTION: MAP4K component of the MAPK pathway required for the mating pheromone response, and the regulation of cell polarity and cell cycle. Phosphorylates histone H2B to form H2BS10ph (By similarity). Required for hyphal formation and virulence.
STE20_USTMA,FUNCTION: MAP4K component of the MAPK pathway required for the mating pheromone response and the regulation of cell polarity and cell cycle. Phosphorylates histone H2B to form H2BS10ph (By similarity).
SU11A_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SU11B_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB10_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB10_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB10_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB11_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB11_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB11_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB11_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB12_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB12_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB12_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_ARTBE,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_ARTOT,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_TRIEQ,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_TRIRU,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_TRITO,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_TRIVC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB1_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2A_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2B_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2C_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_ARTBE,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_ARTOT,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_TRIEQ,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_TRIRU,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_TRITO,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_TRIVC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB2_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB3_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB3_ARTBE,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB3_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB3_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB3_ARTOT,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB3_TRIEQ,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB3_TRIRU,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity.
SUB3_TRITO,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB3_TRIVC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB3_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4A_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
